day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2023-07-19_20,Vecc2day_mm100_A12B12C12,18126.0,1.0,7.8844,0.4168,0.602,3.7228,0.0151,0.0129,2.7105,1.2892,586.3643,0.0
2023-07-21_22,Vecc2day_mm100_A12B12C12,18126.0,1.0,9.3413,0.7101,0.8344,7.8815,0.0108,-0.007,2.5667,1.2243,571.6929,0.0
2023-07-23_24,Vecc2day_mm100_A12B12C12,18126.0,1.0,8.3375,0.4618,0.5057,2.9418,0.0055,-0.0084,2.0236,1.2303,439.4939,0.0
2023-07-25_26,Vecc2day_mm100_A12B12C12,18126.0,1.0,7.3567,0.4946,0.5556,5.31,0.0055,0.0102,2.427,1.2237,627.7145,0.0
2023-07-27_28,Vecc2day_mm100_A12B12C12,18126.0,1.0,10.327,0.8019,1.021,9.2711,0.0027,0.0008,2.2666,1.1731,702.9569,0.0
2024-07-01_02,Vecc2day_mm100_A12B12C12,18126.0,1.0,15.7014,0.3513,0.4459,2.3574,-0.0132,-0.1868,2.1757,1.461,331.4073,0.0
2024-07-03_04,Vecc2day_mm100_A12B12C12,18126.0,1.0,14.9218,0.2952,0.3955,2.2231,-0.0097,-0.1767,2.3721,1.4985,341.445,0.0
2024-07-05_06,Vecc2day_mm100_A12B12C12,18126.0,1.0,15.101,0.3133,0.46,2.3296,0.042,-0.1731,2.5263,1.488,397.8987,0.0
2024-07-07_08,Vecc2day_mm100_A12B12C12,18126.0,1.0,17.2883,0.3171,0.4487,2.0003,0.0066,-0.2606,2.0258,1.4923,360.6191,0.0
2024-07-09_10,Vecc2day_mm100_A12B12C12,18126.0,1.0,7.8518,0.297,0.3749,1.5642,0.0231,-0.1474,1.3701,1.2077,265.987,0.0
2024-07-11_12,Vecc2day_mm100_A12B12C12,18126.0,1.0,11.2626,0.5352,0.6646,2.8989,-0.011,-0.0187,1.654,1.2115,383.6952,0.0
2024-07-13_14,Vecc2day_mm100_A12B12C12,18126.0,1.0,9.8191,0.379,0.4398,1.9393,-0.0041,-0.0259,1.3317,1.2134,325.7535,0.0
2024-07-15_16,Vecc2day_mm100_A12B12C12,18126.0,1.0,11.6295,0.3738,0.4871,2.3281,-0.0108,-0.0064,1.9309,1.3265,451.1451,0.0
2024-07-17_18,Vecc2day_mm100_A12B12C12,18126.0,1.0,9.2597,0.4116,0.4902,2.7261,0.0202,-0.0031,2.2928,1.3034,405.4396,0.0
2024-07-19_20,Vecc2day_mm100_A12B12C12,18126.0,1.0,8.9005,0.3343,0.4608,1.8337,0.0107,-0.0502,2.0902,1.2981,494.8033,0.0
2024-07-21_22,Vecc2day_mm100_A12B12C12,18126.0,1.0,8.8749,0.3417,0.4742,1.5775,0.0143,-0.1083,2.0604,1.2934,294.3282,0.0
2024-07-23_24,Vecc2day_mm100_A12B12C12,18126.0,1.0,10.2378,0.3484,0.548,2.1864,-0.014,-0.0543,2.1586,1.3182,397.3099,0.0
2024-07-25_26,Vecc2day_mm100_A12B12C12,18126.0,1.0,12.8842,0.3008,0.521,1.9422,-0.0085,-0.0746,2.1836,1.4001,397.9494,0.0
2024-07-27_28,Vecc2day_mm100_A12B12C12,18126.0,1.0,7.4218,0.2248,0.3499,2.0228,0.0098,-0.0139,2.0286,1.2975,558.1718,0.0
2025-07-01_02,Vecc2day_mm100_A12B12C12,18126.0,1.0,10.9409,0.3215,0.4586,1.5116,0.0195,-0.0878,2.6321,1.4217,354.3635,0.0
2025-07-03_04,Vecc2day_mm100_A12B12C12,18126.0,1.0,15.4209,0.4105,0.6007,2.5907,-0.0034,-0.0692,3.9433,1.5484,492.295,0.0
2025-07-05_06,Vecc2day_mm100_A12B12C12,18126.0,1.0,19.0004,0.2557,0.3795,1.32,0.0424,-0.2251,3.1197,1.6555,363.1318,0.0
2025-07-07_08,Vecc2day_mm100_A12B12C12,18126.0,1.0,14.7119,0.3252,0.5565,1.9082,-0.008,-0.1628,2.7428,1.4802,326.0946,0.0
2025-07-09_10,Vecc2day_mm100_A12B12C12,18126.0,1.0,14.1127,0.3589,0.5495,1.9361,-0.0193,-0.0115,2.3527,1.4225,348.9315,0.0
2025-07-11_12,Vecc2day_mm100_A12B12C12,18126.0,1.0,18.4462,0.4287,0.6066,2.0259,0.0153,-0.0763,2.2955,1.4599,319.0795,0.0
2025-07-13_14,Vecc2day_mm100_A12B12C12,18126.0,1.0,19.2921,0.328,0.6589,1.7757,0.0323,-0.1396,2.8392,1.5478,368.809,0.0
2025-07-15_16,Vecc2day_mm100_A12B12C12,18126.0,1.0,17.709,0.3708,0.4475,1.7792,0.0296,-0.0565,2.1098,1.4903,342.3205,0.0
2025-07-17_18,Vecc2day_mm100_A12B12C12,18126.0,1.0,14.5299,0.3689,0.3876,2.0757,0.0011,-0.0403,2.9079,1.516,405.1807,0.0
2025-07-19_20,Vecc2day_mm100_A12B12C12,18126.0,1.0,14.168,0.3366,0.5143,2.2946,-0.0169,-0.0537,3.6661,1.5398,476.6715,0.0
2025-07-21_22,Vecc2day_mm100_A12B12C12,18126.0,1.0,7.3254,0.2657,0.402,4.4663,-0.0013,0.0008,3.6386,1.4123,772.6419,0.0
2025-07-23_24,Vecc2day_mm100_A12B12C12,18126.0,1.0,6.5465,0.2808,0.4004,4.147,0.0015,-0.0008,2.7175,1.2984,583.4006,0.0
2025-07-25_26,Vecc2day_mm100_A12B12C12,18126.0,1.0,12.2491,0.3927,0.6923,2.8083,0.0073,-0.0288,2.9401,1.4042,488.1871,0.0
2025-07-27_28,Vecc2day_mm100_A12B12C12,18126.0,1.0,17.5531,0.2808,0.3905,1.4366,-0.0296,-0.2161,2.7394,1.5899,348.3259,0.0
