resolution_label,k_bin,k_mid,data_spectrum,theory_spectrum_scaled,n_hours
x4,54,62.4462537419444,29.193528464314547,1.7490660064073942,8
x4,55,63.59205656289751,15.677554973349372,1.669038326086242,8
x4,56,64.73785938385063,15.13814784553482,1.5940227300470369,8
x4,57,65.88366220480373,12.974516853033755,1.5234029761696812,8
x4,58,67.02946502575685,11.806169319202453,1.4586933754032032,8
x4,59,68.17526784670994,17.063812818889787,1.3960932921793745,8
x4,60,69.32107066766307,31.119245375333293,1.3362099921750132,8
x4,61,70.46687348861616,56.943819012241505,1.2800900834495155,8
x4,62,71.61267630956928,38.65606948215253,1.2274759611265371,8
x4,63,72.75847913052237,5.917436665883143,1.1783399436010327,8
x4,64,73.9042819514755,5.556571011771494,1.1312697627980794,8
x4,65,75.05008477242859,5.07349869224074,1.0867648605564522,8
x4,66,76.19588759338171,5.142887269299444,1.046142189800616,8
x4,67,77.3416904143348,5.298369299489636,1.005413849431819,8
x4,68,78.48749323528793,6.3951992393823,0.9663758659335686,8
x4,69,79.63329605624102,6.268067761690989,0.9322969356336382,8
x2,0,0.5729014104765542,888.1262034353653,5353.145274329492,8
x2,1,1.7187042314296626,2137.2239255238023,3593.2864278645307,8
x2,2,2.8645070523827707,540.343497590268,2006.795528160493,8
x2,3,4.0103098733358795,174.14648202702708,1141.5600608765617,8
x2,4,5.156112694288987,127.97768298777567,706.6406450096983,8
x2,5,6.301915515242095,104.02847306999533,476.124892656666,8
x2,6,7.447718336195205,68.4024206694765,327.92347114557634,8
x2,7,8.593521157148313,45.07283388555257,234.89915597923812,8
x2,8,9.739323978101421,39.884808095411216,173.17061104480908,8
x2,9,10.885126799054529,31.876625166899426,133.98726036930347,8
x2,10,12.030929620007637,28.853188112024917,105.28391862032956,8
x2,11,13.176732440960746,21.78481691182026,84.77593303307133,8
x2,12,14.322535261913854,19.90092807527808,69.31044579150324,8
x2,13,15.468338082866964,17.076316407854392,57.0544885318911,8
x2,14,16.614140903820072,15.125136077962104,47.46554574026465,8
x2,15,17.75994372477318,12.331835933342015,39.8739843562832,8
x2,16,18.905746545726288,10.78454046710613,34.02288361820709,8
x2,17,20.051549366679396,10.21080101523452,29.3549361265134,8
x2,18,21.197352187632504,10.00395954224357,25.430907944361397,8
x2,19,22.34315500858561,8.662688235842136,22.226294288763153,8
x2,20,23.48895782953872,8.313017776566245,19.578869466830522,8
x2,21,24.63476065049183,7.182830138124627,17.377613994919344,8
x2,22,25.78056347144494,7.593512230219102,15.48575051918216,8
x2,23,26.926366292398047,7.1002499781079855,13.859617262681018,8
x2,24,28.072169113351155,6.4964275068863895,12.438796573656715,8
x2,25,29.217971934304263,6.143596600387561,11.184182440205959,8
x2,26,30.36377475525737,6.243839025381428,10.139594555360413,8
x2,27,31.509577576210482,5.7363921843679835,9.213906492779236,8
x2,28,32.65538039716359,5.542987293240787,8.394591022007596,8
x2,29,33.8011832181167,5.3954128821266,7.684400024092695,8
x2,30,34.946986039069806,5.256898868343721,7.036922529102925,8
x2,31,36.092788860022914,5.060266033931744,6.4711381234562015,8
x2,32,37.23859168097602,4.891991753356305,5.972280756171936,8
x2,33,38.38439450192913,4.886771128613702,5.5259689011272055,8
x2,34,39.53019732288224,4.899857485966045,5.133929418834713,8
x2,35,40.676000143835346,4.918867841836298,4.77333277878517,8
x2,36,41.82180296478845,4.833968007699706,4.437503842513931,8
x2,37,42.96760578574156,4.842782007817118,4.131526870400325,8
x2,38,44.11340860669467,5.062527788956584,3.860104706065134,8
x2,39,45.25921142764778,4.804236384915191,3.612834597910647,8
x2,40,46.40501424860089,4.512588676928541,3.3876966996241142,8
x2,41,47.550817069554,4.895021953435197,3.1812855301442253,8
x2,42,48.69661989050711,5.213178726246902,2.988363001883897,8
x2,43,49.842422711460216,5.329655801806703,2.816827420864214,8
x2,44,50.988225532413324,5.427386437890459,2.654235142165331,8
x2,45,52.13402835336643,5.581695918469544,2.5048689252805523,8
x2,46,53.27983117431954,5.0806995048923715,2.3726511986233563,8
x2,47,54.42563399527265,5.541706012705193,2.244781178224983,8
x2,48,55.571436816225756,6.760967180011458,2.1246682821975225,8
x2,49,56.717239637178864,6.951076908083568,2.0147838561038274,8
x2,50,57.86304245813197,7.9135386296663714,1.913174165962269,8
x2,51,59.00884527908508,8.98213928524994,1.8163527487799402,8
x2,52,60.15464810003819,9.807782833975901,1.726291149031872,8
x2,53,61.300450920991295,10.806429393808942,1.6448765909130112,8
x2,54,62.4462537419444,12.328650178758906,1.5667188087191348,8
x2,55,63.59205656289751,14.03268324554358,1.4950498798316474,8
x2,56,64.73785938385063,16.611174080914992,1.4278683273294919,8
x2,57,65.88366220480373,16.710738607121502,1.3646224819682233,8
x2,58,67.02946502575685,14.0939592135761,1.3066687507015444,8
x2,59,68.17526784670994,25.51838480411754,1.2506034441014402,8
x2,60,69.32107066766307,54.66439986472483,1.1969705326123785,8
x2,61,70.46687348861616,105.7885494614347,1.1467074944353863,8
x2,62,71.61267630956928,71.24189977707545,1.0995837367052406,8
x2,63,72.75847913052237,6.067512926487771,1.0555745820856404,8
x2,64,73.9042819514755,4.868753671599532,1.0134152078582856,8
x2,65,75.05008477242859,4.2208480606686525,0.9735530186712416,8
x2,66,76.19588759338171,3.999916465825631,0.9371676757408594,8
x2,67,77.3416904143348,3.652213433623355,0.9006872963328547,8
x2,68,78.48749323528793,4.1644747384500285,0.8657206169595726,8
x2,69,79.63329605624102,4.028285499222875,0.835195511376126,8
x1,0,0.5729014104765542,1704.2963697708587,5534.1375522311155,8
x1,1,1.7187042314296626,4241.521173990416,3739.9472798070246,8
x1,2,2.8645070523827707,1058.2167517251858,2113.3037022045687,8
x1,3,4.0103098733358795,336.89650372787946,1214.525842458702,8
x1,4,5.156112694288987,249.72597508933416,757.1558536794662,8
x1,5,6.301915515242095,203.8438556838413,512.4206009399722,8
x1,6,7.447718336195205,132.9344658057371,354.09443657764797,8
x1,7,8.593521157148313,88.61714232321638,254.23211841374115,8
x1,8,9.739323978101421,76.8035313793274,187.74178479381663,8
x1,9,10.885126799054529,59.75202309334184,145.42898004411433,8
x1,10,12.030929620007637,55.39885908767174,114.37784347460868,8
x1,11,13.176732440960746,41.84360482902158,92.16168167248789,8
x1,12,14.322535261913854,37.603674379687426,75.38983890319426,8
x1,13,15.468338082866964,31.837848380699462,62.08696098011732,8
x1,14,16.614140903820072,28.154231417142572,51.671337692684276,8
x1,15,17.75994372477318,22.502011952391477,43.420395038576025,8
x1,16,18.905746545726288,18.315460119262543,37.05798364481916,8
x1,17,20.051549366679396,16.806048783530944,31.980102703270283,8
x1,18,21.197352187632504,16.68827209943272,27.71004389355054,8
x1,19,22.34315500858561,13.975752346413,24.221839284520062,8
x1,20,23.48895782953872,13.661868582272144,21.339426468007574,8
x1,21,24.63476065049183,11.439680663898772,18.94228851592626,8
x1,22,25.78056347144494,11.408835135421933,16.881700900743294,8
x1,23,26.926366292398047,10.81161066357808,15.110261717080315,8
x1,24,28.072169113351155,9.991750476483954,13.562260407831591,8
x1,25,29.217971934304263,8.906325022882644,12.195168922245436,8
x1,26,30.36377475525737,8.572080948010969,11.056804795978005,8
x1,27,31.509577576210482,7.753051836769438,10.047913505914682,8
x1,28,32.65538039716359,7.140554594890357,9.15487700689723,8
x1,29,33.8011832181167,6.609129585742818,8.380721310789713,8
x1,30,34.946986039069806,6.4181473800154905,7.674876399778528,8
x1,31,36.092788860022914,6.19572093543405,7.058048201463612,8
x1,32,37.23859168097602,5.683049674769852,6.514152648342449,8
x1,33,38.38439450192913,5.5024134488738525,6.0275205435626615,8
x1,34,39.53019732288224,5.643061594019404,5.600043199226637,8
x1,35,40.676000143835346,4.976285913148601,5.206833489896391,8
x1,36,41.82180296478845,5.171773818230679,4.840616330500167,8
x1,37,42.96760578574156,4.787755596665502,4.506939328292054,8
x1,38,44.11340860669467,4.810594417111862,4.210934842917133,8
x1,39,45.25921142764778,4.499681341886021,3.9412609809103065,8
x1,40,46.40501424860089,4.102132778386105,3.6957172636110522,8
x1,41,47.550817069554,4.109116052728837,3.4705912738287354,8
x1,42,48.69661989050711,4.416557015519535,3.2601714293776083,8
x1,43,49.842422711460216,4.270974260244636,3.0730736975003237,8
x1,44,50.988225532413324,4.024669111837422,2.8957266036026215,8
x1,45,52.13402835336643,3.7745958177339696,2.732802355141212,8
x1,46,53.27983117431954,3.5845769424710485,2.5885803526568236,8
x1,47,54.42563399527265,3.440764923085935,2.4490982241546773,8
x1,48,55.571436816225756,3.2322612108040345,2.318075375249482,8
x1,49,56.717239637178864,3.1785932610797585,2.198208056415278,8
x1,50,57.86304245813197,3.1935935760375647,2.087365515979835,8
x1,51,59.00884527908508,3.1390978789583093,1.9817447795822007,8
x1,52,60.15464810003819,3.004624529626448,1.8834968486444332,8
x1,53,61.300450920991295,2.976790489916182,1.794680785958156,8
x1,54,62.4462537419444,2.83877152657897,1.7094165394080552,8
x1,55,63.59205656289751,2.7657546692911232,1.6312302398270728,8
x1,56,64.73785938385063,2.5905601386154116,1.5579385864218493,8
x1,57,65.88366220480373,2.7561985427814317,1.488939880719456,8
x1,58,67.02946502575685,2.645766002395121,1.4257140523623226,8
x1,59,68.17526784670994,2.6334984539781257,1.3645478744883976,8
x1,60,69.32107066766307,2.8120969365337,1.3060348728118105,8
x1,61,70.46687348861616,2.8869068951956605,1.2511979010008627,8
x1,62,71.61267630956928,2.8602838061073506,1.1997854668410342,8
x1,63,72.75847913052237,2.5114196664161907,1.1517707238551287,8
x1,64,73.9042819514755,2.4112457492980894,1.1057737877737472,8
x1,65,75.05008477242859,2.4877323962923064,1.0622828342646065,8
x1,66,76.19588759338171,2.4845881639542378,1.0225849730778158,8
x1,67,77.3416904143348,2.31057610137054,0.9827831658902073,8
x1,68,78.48749323528793,2.7120289359000425,0.9446326432407166,8
x1,69,79.63329605624102,2.4589795051132635,0.9113279204269601,8
