date_str,hour_idx,time_key,resolution_stride,resolution_label,smooth,parameter,estimate,loss,n_grid,n_valid
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,0.3000,range,0.3755,1.7544,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,0.3000,microergodic,32.6685,1.7544,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,0.3000,sigmasq,17.9881,1.5747,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,0.3000,range,0.3572,1.5747,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,0.3000,microergodic,33.3636,1.5747,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,0.3000,sigmasq,20.0943,1.3846,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,0.3000,range,0.4139,1.3846,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,0.3000,microergodic,34.1133,1.3846,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,0.3000,sigmasq,20.2848,1.9760,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,0.3000,range,0.3805,1.9760,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,0.3000,microergodic,36.2224,1.9760,300,284
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,0.3000,sigmasq,19.0889,1.8182,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,0.3000,range,0.3303,1.8182,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,0.3000,microergodic,37.1066,1.8182,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,0.3000,sigmasq,19.1542,1.6726,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,0.3000,range,0.2981,1.6726,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,0.3000,microergodic,39.5919,1.6726,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,0.3000,sigmasq,21.0230,1.4329,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,0.3000,range,0.3894,1.4329,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,0.3000,microergodic,37.0219,1.4329,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,0.3000,sigmasq,16.6566,1.8850,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,0.3000,range,0.2707,1.8850,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,0.3000,microergodic,36.4838,1.8850,300,293
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,0.3000,sigmasq,17.7252,1.7857,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,0.3000,range,0.3083,1.7857,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,0.3000,microergodic,35.9128,1.7857,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,0.3000,sigmasq,17.3815,1.6264,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,0.3000,range,0.2812,1.6264,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,0.3000,microergodic,37.2102,1.6264,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,0.3000,sigmasq,18.0345,1.4181,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,0.3000,range,0.2977,1.4181,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,0.3000,microergodic,37.3104,1.4181,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,0.3000,sigmasq,14.7449,1.8249,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,0.3000,range,0.2356,1.8249,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,0.3000,microergodic,35.1031,1.8249,300,298
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,0.3000,sigmasq,16.9034,1.7970,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,0.3000,range,0.2592,1.7970,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,0.3000,microergodic,38.0015,1.7970,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,0.3000,sigmasq,15.3290,1.6123,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,0.3000,range,0.2290,1.6123,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,0.3000,microergodic,37.1171,1.6123,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,0.3000,sigmasq,15.8187,1.3809,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,0.3000,range,0.2741,1.3809,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,0.3000,microergodic,34.3928,1.3809,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,0.3000,sigmasq,13.7574,1.7483,300,297
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,0.3000,range,0.3573,1.7483,300,297
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,0.3000,microergodic,25.5088,1.7483,300,297
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,0.3000,sigmasq,13.7799,1.6215,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,0.3000,range,0.3399,1.6215,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,0.3000,microergodic,26.3304,1.6215,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,0.3000,sigmasq,13.7431,1.5169,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,0.3000,range,0.2568,1.5169,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,0.3000,microergodic,31.0723,1.5169,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,0.3000,sigmasq,14.3441,1.4013,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,0.3000,range,0.2171,1.4013,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,0.3000,microergodic,35.8616,1.4013,18126,18102
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,0.5000,sigmasq,13.2076,1.7221,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,0.5000,range,0.3229,1.7221,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,0.5000,microergodic,40.8999,1.7221,300,300
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,0.5000,sigmasq,12.5543,1.5987,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,0.5000,range,0.2363,1.5987,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,0.5000,microergodic,53.1335,1.5987,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,0.5000,sigmasq,15.7014,1.9867,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,0.5000,range,0.1087,1.9867,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,0.5000,microergodic,144.4327,1.9867,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,0.5000,sigmasq,12.1993,1.6760,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,0.5000,range,0.0922,1.6760,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,0.5000,microergodic,132.3572,1.6760,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,0.5000,sigmasq,14.1243,1.7539,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,0.5000,range,0.3279,1.7539,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,0.5000,microergodic,43.0696,1.7539,300,293
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,0.5000,sigmasq,14.2606,1.6539,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,0.5000,range,0.2467,1.6539,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,0.5000,microergodic,57.8060,1.6539,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,0.5000,sigmasq,13.6445,1.5819,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,0.5000,range,0.1639,1.5819,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,0.5000,microergodic,83.2696,1.5819,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,0.5000,sigmasq,13.0648,1.5257,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,0.5000,range,0.1178,1.5257,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,0.5000,microergodic,110.9365,1.5257,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,0.5000,sigmasq,16.9178,1.8729,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,0.5000,range,0.2954,1.8729,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,0.5000,microergodic,57.2706,1.8729,300,272
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,0.5000,sigmasq,16.5346,1.7607,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,0.5000,range,0.2367,1.7607,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,0.5000,microergodic,69.8408,1.7607,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,0.5000,sigmasq,15.6271,1.6606,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,0.5000,range,0.1720,1.6606,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,0.5000,microergodic,90.8479,1.6606,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,0.5000,sigmasq,14.8071,1.5078,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,0.5000,range,0.1388,1.5078,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,0.5000,microergodic,106.6439,1.5078,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,0.5000,sigmasq,18.3932,1.9010,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,0.5000,range,0.3449,1.9010,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,0.5000,microergodic,53.3327,1.9010,300,279
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,0.5000,sigmasq,17.6548,1.7727,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,0.5000,range,0.2569,1.7727,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,0.5000,microergodic,68.7234,1.7727,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,0.5000,sigmasq,16.5027,1.6479,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,0.5000,range,0.1883,1.6479,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,0.5000,microergodic,87.6487,1.6479,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,0.5000,sigmasq,16.4437,1.5512,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,0.5000,range,0.1487,1.5512,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,0.5000,microergodic,110.5876,1.5512,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,0.5000,sigmasq,20.1216,1.9352,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,0.5000,range,0.3106,1.9352,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,0.5000,microergodic,64.7880,1.9352,300,284
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,0.5000,sigmasq,18.6073,1.8490,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,0.5000,range,0.2333,1.8490,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,0.5000,microergodic,79.7580,1.8490,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,0.5000,sigmasq,17.8974,1.7885,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,0.5000,range,0.1697,1.7885,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,0.5000,microergodic,105.4908,1.7885,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,0.5000,sigmasq,17.3215,1.6310,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,0.5000,range,0.1448,1.6310,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,0.5000,microergodic,119.6222,1.6310,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,0.5000,sigmasq,16.6656,1.8715,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,0.5000,range,0.2464,1.8715,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,0.5000,microergodic,67.6419,1.8715,300,293
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,0.5000,sigmasq,17.3471,1.8116,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,0.5000,range,0.2244,1.8116,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,0.5000,microergodic,77.2895,1.8116,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,0.5000,sigmasq,16.3862,1.7212,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,0.5000,range,0.1659,1.7212,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,0.5000,microergodic,98.7565,1.7212,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,0.5000,sigmasq,15.6972,1.6392,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,0.5000,range,0.1283,1.6392,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,0.5000,microergodic,122.3039,1.6392,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,0.5000,sigmasq,14.7158,1.8221,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,0.5000,range,0.2143,1.8221,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,0.5000,microergodic,68.6657,1.8221,300,298
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,0.5000,sigmasq,16.5944,1.8306,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,0.5000,range,0.1966,1.8306,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,0.5000,microergodic,84.4012,1.8306,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,0.5000,sigmasq,14.5158,1.7240,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,0.5000,range,0.1405,1.7240,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,0.5000,microergodic,103.3266,1.7240,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,0.5000,sigmasq,13.8672,1.5493,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,0.5000,range,0.1226,1.5493,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,0.5000,microergodic,113.1161,1.5493,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,0.5000,sigmasq,13.7169,1.7475,300,297
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,0.5000,range,0.3060,1.7475,300,297
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,0.5000,microergodic,44.8263,1.7475,300,297
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,0.5000,sigmasq,13.3911,1.6298,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,0.5000,range,0.2379,1.6298,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,0.5000,microergodic,56.2809,1.6298,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,0.5000,sigmasq,12.9404,1.5801,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,0.5000,range,0.1530,1.5801,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,0.5000,microergodic,84.5781,1.5801,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,0.5000,sigmasq,12.9770,1.6021,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,0.5000,range,0.1071,1.6021,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,0.5000,microergodic,121.1121,1.6021,18126,18102
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,1.5000,sigmasq,13.1849,1.7273,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,1.5000,range,0.1505,1.7273,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,1.5000,microergodic,3865.2522,1.7273,300,300
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,1.5000,sigmasq,12.1726,3.4871,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,1.5000,range,0.0905,3.4871,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,1.5000,microergodic,16443.0835,3.4871,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,1.5000,sigmasq,15.4779,1.7673,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,1.5000,range,0.0428,1.7673,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,1.5000,microergodic,197824.7593,1.7673,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,1.5000,sigmasq,11.6270,103.6285,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,1.5000,range,0.0286,103.6285,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,1.5000,microergodic,494456.1886,103.6285,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,1.5000,sigmasq,13.9906,1.9461,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,1.5000,range,0.1484,1.9461,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,1.5000,microergodic,4278.3780,1.9461,300,293
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,1.5000,sigmasq,13.8273,1.6835,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,1.5000,range,0.0933,1.6835,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,1.5000,microergodic,17011.4818,1.6835,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,1.5000,sigmasq,12.9337,17.2370,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,1.5000,range,0.0531,17.2370,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,1.5000,microergodic,86202.8174,17.2370,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,1.5000,sigmasq,11.8109,87.2081,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,1.5000,range,0.0318,87.2081,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,1.5000,microergodic,366555.7985,87.2081,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,1.5000,sigmasq,16.6805,2.2101,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,1.5000,range,0.1314,2.2101,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,1.5000,microergodic,7351.2267,2.2101,300,272
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,1.5000,sigmasq,16.1247,4.2268,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,1.5000,range,0.0921,4.2268,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,1.5000,microergodic,20665.0856,4.2268,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,1.5000,sigmasq,14.6569,1.6354,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,1.5000,range,0.0552,1.6354,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,1.5000,microergodic,86937.1773,1.6354,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,1.5000,sigmasq,12.8847,1.4295,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,1.5000,range,0.0343,1.4295,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,1.5000,microergodic,318723.2187,1.4295,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,1.5000,sigmasq,18.1567,2.1841,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,1.5000,range,0.1526,2.1841,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,1.5000,microergodic,5105.6001,2.1841,300,279
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,1.5000,sigmasq,17.0069,4.2365,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,1.5000,range,0.0962,4.2365,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,1.5000,microergodic,19109.7122,4.2365,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,1.5000,sigmasq,15.3567,17.0021,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,1.5000,range,0.0581,17.0021,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,1.5000,microergodic,78184.5596,17.0021,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,1.5000,sigmasq,14.0733,83.5706,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,1.5000,range,0.0354,83.5706,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,1.5000,microergodic,316320.9432,83.5706,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,1.5000,sigmasq,19.9570,2.3797,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,1.5000,range,0.1427,2.3797,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,1.5000,microergodic,6869.8307,2.3797,300,284
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,1.5000,sigmasq,18.1707,1.8264,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,1.5000,range,0.0925,1.8264,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,1.5000,microergodic,22932.9129,1.8264,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,1.5000,sigmasq,16.8465,1.7067,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,1.5000,range,0.0550,1.7067,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,1.5000,microergodic,101053.9268,1.7067,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,1.5000,sigmasq,14.7146,1.4818,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,1.5000,range,0.0350,1.4818,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,1.5000,microergodic,342779.6730,1.4818,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,1.5000,sigmasq,16.6552,2.2565,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,1.5000,range,0.1263,2.2565,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,1.5000,microergodic,8266.7352,2.2565,300,293
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,1.5000,sigmasq,16.8848,4.6049,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,1.5000,range,0.0901,4.6049,1160,1134
