condition,qc_threshold,day,hour_slot_selected,hour_key,timestamp,elapsed_s_hour_arm,n_hour_points,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,nll,message,n_eval,raw_params,n_restarts,n,n_fit,n_initial_fit,fit_method,cluster_block_shape,cluster_neighbor_blocks,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,n_clusters,block_shape_lat,block_shape_lon,n_neighbor_blocks,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,max_cond_points,median_cond_points,median_target_size,max_target_size,target_chunk_size,data_lat_min,data_lat_max,data_lon_min,data_lon_max,data_n_after_region_filter,data_n_used,data_value_mean,data_value_sd,pre_qc_loss,pre_qc_nll
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,13.987593,0.103519,0.146836,0.543124,0.231403,95.259967,6.810319,2.011987,3.739999,True,1.416437,1.416437,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[4.556609644290936, 1.9184388931114011, 0.6991229719579687, -1.3783426768889717, -1.4635958398911548]",1,2248,2248,2248,vecc_cluster_4x4_cond2,4x4,2,0.000000,2248,0,2248,,False,True,150,4,4,2,16,150,2248,7,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,16.003110,0.265787,0.288660,0.356835,0.032759,55.439313,3.464284,1.179520,4.000389,False,1.325282,1.325282,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,318,"[4.015288958632593, 1.242505905679401, 0.16510736474284088, -1.9437303928794327, -3.4185765902306193]",1,2110,2110,2110,vecc_cluster_4x4_cond2,4x4,2,0.000000,2110,0,2110,,False,False,150,4,4,2,16,150,2110,13,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,13.235718,0.263638,0.292562,0.273429,0.130489,45.240734,3.418079,1.231457,3.638093,False,1.361433,1.361433,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,318,"[3.81199788498016, 1.229078809003666, 0.20819838796486762, -2.2991264448312747, -2.0364678382366113]",1,2213,2213,2213,vecc_cluster_4x4_cond2,4x4,2,0.000000,2213,0,2213,,False,False,150,4,4,2,16,150,2213,8,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,13.131451,0.146363,0.192879,0.375744,0.053327,68.081425,5.184608,1.736630,3.623734,True,1.380386,1.380386,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,414,"[4.220704416617739, 1.6456942579744198, 0.551946578018622, -1.875064024655491, -2.931314537451154]",1,2069,2069,2069,vecc_cluster_4x4_cond2,4x4,2,0.000000,2069,0,2069,,False,True,150,4,4,2,16,150,2069,14,32,32.000000,9.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,18.111170,0.151563,0.223897,0.321920,0.007419,80.890550,4.466335,2.182270,4.255722,True,1.562498,1.562498,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,"[4.393097001756885, 1.4965681371130124, 0.7803658413380385, -2.080690192566898, -4.903754137599813]",1,2065,2065,2065,vecc_cluster_4x4_cond2,4x4,2,0.000000,2065,0,2065,,False,True,147,4,4,2,16,147,2065,13,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,21.086393,0.394396,0.418987,0.344295,0.011535,50.327091,2.386709,1.128592,4.591992,True,1.354870,1.354870,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,306,"[3.9185435304181184, 0.8699155560433547, 0.12097088920263703, -1.9912903417204988, -4.462362635852804]",1,1993,1993,1993,vecc_cluster_4x4_cond2,4x4,2,0.000000,1993,0,1993,,False,True,147,4,4,2,16,147,1993,15,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,25.530349,0.136819,0.156043,0.467567,0.005760,163.610559,6.408473,1.300763,5.052757,True,1.667065,1.667065,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,312,"[5.097488960965917, 1.8576210471562706, 0.26295071475478254, -1.582542909818658, -5.156749816185368]",1,2184,2184,2184,vecc_cluster_4x4_cond2,4x4,2,0.000000,2184,0,2184,,False,True,150,4,4,2,16,150,2184,11,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,13.799939,0.178646,0.181415,0.451892,0.004045,76.068173,5.512211,1.031240,3.714827,True,1.284459,1.284459,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,"[4.331629955709916, 1.7069657904893616, 0.030761930100919075, -1.6284885723161477, -5.5102460179463675]",1,2206,2206,2206,vecc_cluster_4x4_cond2,4x4,2,10.000000,2206,0,2206,5.736397,False,True,150,4,4,2,16,150,2206,11,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,13.987593,0.103519,0.146836,0.543124,0.231403,95.259967,6.810319,2.011987,3.739999,True,1.416437,1.416437,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[4.556609644290936, 1.9184388931114011, 0.6991229719579687, -1.3783426768889717, -1.4635958398911548]",1,2248,2248,2248,vecc_cluster_4x4_cond2,4x4,2,10.000000,2248,0,2248,4.964090,False,True,150,4,4,2,16,150,2248,7,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,16.003110,0.265787,0.288660,0.356835,0.032759,55.439313,3.464284,1.179520,4.000389,False,1.325282,1.325282,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,318,"[4.015288958632593, 1.242505905679401, 0.16510736474284088, -1.9437303928794327, -3.4185765902306193]",1,2110,2110,2110,vecc_cluster_4x4_cond2,4x4,2,10.000000,2110,0,2110,5.468525,False,False,150,4,4,2,16,150,2110,13,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,13.235718,0.263638,0.292562,0.273429,0.130489,45.240734,3.418079,1.231457,3.638093,False,1.361433,1.361433,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,318,"[3.81199788498016, 1.229078809003666, 0.20819838796486762, -2.2991264448312747, -2.0364678382366113]",1,2213,2213,2213,vecc_cluster_4x4_cond2,4x4,2,10.000000,2213,0,2213,5.181071,False,False,150,4,4,2,16,150,2213,8,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,13.131451,0.146363,0.192879,0.375744,0.053327,68.081425,5.184608,1.736630,3.623734,True,1.380386,1.380386,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,414,"[4.220704416617739, 1.6456942579744198, 0.551946578018622, -1.875064024655491, -2.931314537451154]",1,2069,2069,2069,vecc_cluster_4x4_cond2,4x4,2,10.000000,2069,0,2069,5.149141,False,True,150,4,4,2,16,150,2069,14,32,32.000000,9.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,18.111170,0.151563,0.223897,0.321920,0.007419,80.890550,4.466335,2.182270,4.255722,True,1.562498,1.562498,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,"[4.393097001756885, 1.4965681371130124, 0.7803658413380385, -2.080690192566898, -4.903754137599813]",1,2065,2065,2065,vecc_cluster_4x4_cond2,4x4,2,10.000000,2065,0,2065,5.085972,False,True,147,4,4,2,16,147,2065,13,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,21.086393,0.394396,0.418987,0.344295,0.011535,50.327091,2.386709,1.128592,4.591992,True,1.354870,1.354870,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,306,"[3.9185435304181184, 0.8699155560433547, 0.12097088920263703, -1.9912903417204988, -4.462362635852804]",1,1993,1993,1993,vecc_cluster_4x4_cond2,4x4,2,10.000000,1993,0,1993,4.666744,False,True,147,4,4,2,16,147,1993,15,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
qc_w10,10.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,95.035928,17088,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,25.530349,0.136819,0.156043,0.467567,0.005760,163.610559,6.408473,1.300763,5.052757,True,1.667065,1.667065,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,312,"[5.097488960965917, 1.8576210471562706, 0.26295071475478254, -1.582542909818658, -5.156749816185368]",1,2184,2184,2184,vecc_cluster_4x4_cond2,4x4,2,10.000000,2184,0,2184,8.440813,False,True,150,4,4,2,16,150,2184,11,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,16.875698,0.207697,0.242325,0.393742,0.003627,69.640735,4.126688,1.361246,4.108004,True,1.373050,1.373050,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,240,"[4.243349673488475, 1.4174750480237328, 0.3084004982558861, -1.8127776662633444, -5.61937665804779]",1,2222,2222,2222,vecc_cluster_4x4_cond2,4x4,2,0.000000,2222,0,2222,,False,True,150,4,4,2,16,150,2222,10,32,32.000000,11.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,14.651520,0.132082,0.151171,0.416503,0.015198,96.920094,6.615020,1.309940,3.827730,True,1.443222,1.443222,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,258,"[4.573886868858521, 1.889342769418898, 0.2699809543059318, -1.7377962947058485, -4.186569979505363]",1,2275,2275,2275,vecc_cluster_4x4_cond2,4x4,2,0.000000,2275,0,2275,,False,True,150,4,4,2,16,150,2275,5,32,32.000000,4.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,13.557232,0.233361,0.246234,0.349357,0.051554,55.058321,4.061177,1.113370,3.682015,True,1.299213,1.299213,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,366,"[4.008393012102636, 1.4014728859227565, 0.10739116656407616, -1.971887207217664, -2.965115928961943]",1,2223,2223,2223,vecc_cluster_4x4_cond2,4x4,2,0.000000,2223,0,2223,,False,True,150,4,4,2,16,150,2223,4,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,12.501194,0.203739,0.220277,0.256996,0.079337,56.752281,4.539749,1.168930,3.535703,True,1.414118,1.414118,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,396,"[4.038695847961738, 1.5128717005235925, 0.1560884903011013, -2.382870462316012, -2.5340475232848982]",1,2266,2266,2266,vecc_cluster_4x4_cond2,4x4,2,0.000000,2266,0,2266,,False,True,150,4,4,2,16,150,2266,4,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,12.276669,0.150092,0.180694,0.383107,0.009863,67.941895,5.534229,1.449345,3.503808,True,1.339038,1.339038,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,"[4.218652851133564, 1.7109522512748698, 0.3711119494129249, -1.849239827223725, -4.619011090043572]",1,2159,2159,2159,vecc_cluster_4x4_cond2,4x4,2,0.000000,2159,0,2159,,False,True,150,4,4,2,16,150,2159,11,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,17.018516,0.155743,0.202283,0.312501,0.026338,84.132017,4.943558,1.686954,4.125350,True,1.552396,1.552396,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,294,"[4.432387194430659, 1.5980852522911144, 0.5229242997149602, -2.1202582645485766, -3.636733248766429]",1,2113,2113,2113,vecc_cluster_4x4_cond2,4x4,2,0.000000,2113,0,2113,,False,True,149,4,4,2,16,149,2113,12,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,15.909849,0.197595,0.198482,0.452359,0.011421,80.157689,5.038243,1.008992,3.988715,True,1.315266,1.315266,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,"[4.383995811418846, 1.617057438401827, 0.008952221427930234, -1.627100270973171, -4.472326866072411]",1,2222,2222,2222,vecc_cluster_4x4_cond2,4x4,2,0.000000,2222,0,2222,,False,True,150,4,4,2,16,150,2222,5,32,32.000000,12.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
no_qc,0.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,74.626728,17760,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,22.988072,0.205343,0.186131,0.341613,0.022578,123.504970,5.372568,0.821628,4.794588,True,1.624256,1.624256,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,"[4.816281398991182, 1.681305918127647, -0.1964673234636391, -2.001690336569103, -3.7907572802513836]",1,2280,2280,2280,vecc_cluster_4x4_cond2,4x4,2,0.000000,2280,0,2280,,False,True,150,4,4,2,16,150,2280,2,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,16.875698,0.207697,0.242325,0.393742,0.003627,69.640735,4.126688,1.361246,4.108004,True,1.373050,1.373050,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,240,"[4.243349673488475, 1.4174750480237328, 0.3084004982558861, -1.8127776662633444, -5.61937665804779]",1,2222,2222,2222,vecc_cluster_4x4_cond2,4x4,2,10.000000,2222,0,2222,4.260584,False,True,150,4,4,2,16,150,2222,10,32,32.000000,11.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,14.651520,0.132082,0.151171,0.416503,0.015198,96.920094,6.615020,1.309940,3.827730,True,1.443222,1.443222,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,258,"[4.573886868858521, 1.889342769418898, 0.2699809543059318, -1.7377962947058485, -4.186569979505363]",1,2275,2275,2275,vecc_cluster_4x4_cond2,4x4,2,10.000000,2275,0,2275,5.955668,False,True,150,4,4,2,16,150,2275,5,32,32.000000,4.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,13.557232,0.233361,0.246234,0.349357,0.051554,55.058321,4.061177,1.113370,3.682015,True,1.299213,1.299213,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,366,"[4.008393012102636, 1.4014728859227565, 0.10739116656407616, -1.971887207217664, -2.965115928961943]",1,2223,2223,2223,vecc_cluster_4x4_cond2,4x4,2,10.000000,2223,0,2223,5.202607,False,True,150,4,4,2,16,150,2223,4,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,12.501194,0.203739,0.220277,0.256996,0.079337,56.752281,4.539749,1.168930,3.535703,True,1.414118,1.414118,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,396,"[4.038695847961738, 1.5128717005235925, 0.1560884903011013, -2.382870462316012, -2.5340475232848982]",1,2266,2266,2266,vecc_cluster_4x4_cond2,4x4,2,10.000000,2266,0,2266,6.373594,False,True,150,4,4,2,16,150,2266,4,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,12.276669,0.150092,0.180694,0.383107,0.009863,67.941895,5.534229,1.449345,3.503808,True,1.339038,1.339038,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,"[4.218652851133564, 1.7109522512748698, 0.3711119494129249, -1.849239827223725, -4.619011090043572]",1,2159,2159,2159,vecc_cluster_4x4_cond2,4x4,2,10.000000,2159,0,2159,4.516413,False,True,150,4,4,2,16,150,2159,11,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,17.018516,0.155743,0.202283,0.312501,0.026338,84.132017,4.943558,1.686954,4.125350,True,1.552396,1.552396,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,294,"[4.432387194430659, 1.5980852522911144, 0.5229242997149602, -2.1202582645485766, -3.636733248766429]",1,2113,2113,2113,vecc_cluster_4x4_cond2,4x4,2,10.000000,2113,0,2113,4.889686,False,True,149,4,4,2,16,149,2113,12,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,15.909849,0.197595,0.198482,0.452359,0.011421,80.157689,5.038243,1.008992,3.988715,True,1.315266,1.315266,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,"[4.383995811418846, 1.617057438401827, 0.008952221427930234, -1.627100270973171, -4.472326866072411]",1,2222,2222,2222,vecc_cluster_4x4_cond2,4x4,2,10.000000,2222,0,2222,4.860436,False,True,150,4,4,2,16,150,2222,5,32,32.000000,12.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
qc_w10,10.000000,2024-07-03,5,2024_07_y24m07day03_hm05:48,,73.839379,17760,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,22.988072,0.205343,0.186131,0.341613,0.022578,123.504970,5.372568,0.821628,4.794588,True,1.624256,1.624256,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,"[4.816281398991182, 1.681305918127647, -0.1964673234636391, -2.001690336569103, -3.7907572802513836]",1,2280,2280,2280,vecc_cluster_4x4_cond2,4x4,2,10.000000,2280,0,2280,9.851073,False,True,150,4,4,2,16,150,2280,2,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17760,257.060367,4.750668,,
