year,month,model_variant,model_label,direction,frequency_band,bin_idx_min,bin_idx_max,k_mid_mean,n_bins,ratio_I_over_EI_mean,ratio_I_over_EI_median,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_median,ratio_EI_over_continuous_mean,ratio_EI_over_continuous_median,whitened_ratio_mean,data_spectrum_mean,expected_spectrum_mean,expected_spectrum_profile_mean,continuous_spectrum_mean,continuous_spectrum_profile_mean
2023,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lon,low_frequency_bins_1_5,1,5,0.345038,5,1.997206,1.066972,1.988020,1.065889,1.096724,1.083717,2.765076,86.153112,62.861213,60.325130,60.343963,57.992666
2023,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lon,lowest_frequency_bin,0,0,0.049291,1,0.646516,0.264108,0.667092,0.269192,0.361179,0.371031,0.269322,656.161541,754.247274,717.034825,2266.161361,2145.185658
2023,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lon,mid_frequency_band,28,43,3.548967,16,1.151808,0.929137,1.157630,0.953850,1.591558,1.300332,1.040882,0.322219,0.296066,0.289001,0.198502,0.196368
2023,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,high_frequency_band,64,79,12.449007,16,0.894939,0.901696,0.907037,0.907561,10045161958811799125849654542159549442403030294743751990882923285629962242646072451577408977685535481289342586811217883159837809858977285387718731208586900118003384972394202369744289516617123930364996306746572589807438513111482670023475557906859025542178673454987831245972451040732521007062974464.000000,1.016114,0.907969,0.052567,0.058314,0.057579,0.055790,0.055194
2023,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,low_frequency_bins_1_5,1,5,0.605160,5,1.202979,1.035281,1.211285,1.035514,1.079363,1.056600,1.509022,25.959376,20.936791,20.181465,18.815451,18.177536
2023,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,lowest_frequency_bin,0,0,0.086451,1,2.431849,1.745984,2.424129,1.777664,0.761701,0.764680,3.399770,404.447842,369.713365,352.247984,876.777594,831.336334
2023,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,mid_frequency_band,28,43,6.224503,16,1.036276,1.041351,1.051509,1.047806,129035281076449319483768200492631146637704917433637337199591465216053543463509823809337817500672024516399381118758079364662959153200008399631905466151584414882149500973923994754881702708808639064475054963420450654376497818610798852799615934413185382543483612930974605905392411090508014189801373696.000000,1.040927,1.047301,0.110472,0.106270,0.104643,0.098343,0.097119
2023,7,matern_s03,Matern s=0.3 nugget0,diag,high_frequency_band,64,79,12.424306,14,0.902599,0.877986,0.895494,0.862260,1.032814,1.014302,0.895530,0.051202,0.056755,0.057240,0.055015,0.055507
2023,7,matern_s03,Matern s=0.3 nugget0,diag,low_frequency_bins_1_5,1,5,0.605160,4,0.911765,0.552393,0.903207,0.550992,0.963303,0.965977,1.089951,15.925591,17.752319,17.756833,19.124327,19.125289
2023,7,matern_s03,Matern s=0.3 nugget0,diag,lowest_frequency_bin,0,0,0.086451,1,9.418585,3.839876,9.275323,3.832114,0.858053,0.871460,4.958082,226.009007,69.376072,68.933244,89.773203,89.040451
2023,7,matern_s03,Matern s=0.3 nugget0,diag,mid_frequency_band,28,43,6.224503,16,0.959008,0.922904,0.952059,0.929647,1.031265,1.014149,0.948412,0.097747,0.101805,0.102673,0.098840,0.099722
2023,7,matern_s03,Matern s=0.3 nugget0,lat,high_frequency_band,64,79,10.250947,12,5.221663,4.630152,5.190621,4.616471,1.254092,1.188484,4.651863,0.396742,0.078049,0.078597,0.062928,0.063507
2023,7,matern_s03,Matern s=0.3 nugget0,lat,low_frequency_bins_1_5,1,5,0.497159,4,2.074051,1.292840,2.052254,1.307176,0.983805,0.964793,1.931114,48.949064,25.294115,25.268059,26.952054,26.925506
2023,7,matern_s03,Matern s=0.3 nugget0,lat,lowest_frequency_bin,0,0,0.071023,1,1.160895,0.730491,1.155240,0.722293,0.846989,0.864840,0.373021,134.304228,77.956244,77.391296,104.703187,103.719530
2023,7,matern_s03,Matern s=0.3 nugget0,lat,mid_frequency_band,28,43,5.089962,12,3.466705,2.873109,3.445933,2.809779,1.249438,1.191686,2.836735,0.632805,0.194316,0.195693,0.157580,0.159043
2023,7,matern_s03,Matern s=0.3 nugget0,lon,high_frequency_band,64,79,7.097934,16,1.245614,1.154740,1.234434,1.165022,1.160536,1.119385,1.210734,0.110043,0.091196,0.091843,0.078982,0.079665
2023,7,matern_s03,Matern s=0.3 nugget0,lon,low_frequency_bins_1_5,1,5,0.345038,5,4.642041,1.271063,4.572355,1.271356,0.921309,0.929374,3.295067,84.638983,34.275446,34.176696,39.880191,39.726397
2023,7,matern_s03,Matern s=0.3 nugget0,lon,lowest_frequency_bin,0,0,0.049291,1,1.160895,0.730491,1.155240,0.722293,0.846989,0.864840,0.373021,134.304228,77.956244,77.391296,104.703187,103.719530
2023,7,matern_s03,Matern s=0.3 nugget0,lon,mid_frequency_band,28,43,3.548967,16,1.231530,1.055988,1.220814,1.040773,1.144901,1.097608,1.109929,0.324089,0.259172,0.260916,0.227623,0.229525
2023,7,matern_s03,Matern s=0.3 nugget0,norm,high_frequency_band,64,79,12.449007,16,0.915182,0.912767,0.907749,0.899808,1.035219,1.014620,0.907048,0.052899,0.057478,0.057969,0.055584,0.056083
2023,7,matern_s03,Matern s=0.3 nugget0,norm,low_frequency_bins_1_5,1,5,0.605160,5,1.453715,0.941717,1.438685,0.926593,0.975610,0.968338,1.477352,24.553563,16.928010,16.933198,18.068494,18.072006
2023,7,matern_s03,Matern s=0.3 nugget0,norm,lowest_frequency_bin,0,0,0.086451,1,9.418585,3.839876,9.275323,3.832114,0.858053,0.871460,4.958082,226.009007,69.376072,68.933244,89.773203,89.040451
2023,7,matern_s03,Matern s=0.3 nugget0,norm,mid_frequency_band,28,43,6.224503,16,1.072459,1.071853,1.065169,1.062640,1.060188,1.034850,1.056359,0.110933,0.103229,0.104079,0.097474,0.098339
