method,seed_lat,seed_lon,seed_total_s,subgrid_used,selection_reason,quadratic_residual_df,lat_step,lon_step,fft_surface_s,q3_extra_s,q5_extra_s,initializer_wall_s,dataset_id,direction_deg_grid,speed_cells,signal_regime,replicate,true_advec_lat,true_advec_lon,seed_error_euclid,seed_angle_error_deg,seed_norm,true_advec_norm,seed_norm_abs_error,correct_quadrant,seed_error_grid_cells,grid_seed_lat,grid_seed_lon,delta_lat_cells,delta_lon_cells,hessian_condition_cells,hessian_eigenvalue_min_cells,quadratic_residual_rmse
M3_fft,-0.0440000000,0.2520000000,0.0026166250,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0026166250,0.0000998750,0.0000896670,0.0032701250,a112_s4p0_strong_r01,112.5000000000,4.0000000000,strong,1,-0.0673522841,0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.0608944792,0.2366545742,0.0027165000,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0026166250,0.0000998750,0.0000896670,0.0032701250,a112_s4p0_strong_r01,112.5000000000,4.0000000000,strong,1,-0.0673522841,0.2328176422,0.0075116770,1.7047763921,0.2443635101,0.2423641572,0.0019993529,True,0.1589030848,-0.0440000000,0.2520000000,-0.3839654363,-0.2435781878,1.0969678039,0.2809422742,0.0065827431
M3_fft_Q5,-0.0590693473,0.2374115120,0.0027062920,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0026166250,0.0000998750,0.0000896670,0.0032701250,a112_s4p0_strong_r01,112.5000000000,4.0000000000,strong,1,-0.0673522841,0.2328176422,0.0094715723,2.1629095564,0.2446495735,0.2423641572,0.0022854164,True,0.2018777827,-0.0440000000,0.2520000000,-0.3424851664,-0.2315633013,1.0507164076,0.2469875746,0.0308050913
M3_fft,-0.0440000000,0.2520000000,0.0027654590,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0027654590,0.0000892500,0.0000865000,0.0034337920,a112_s4p0_strong_r02,112.5000000000,4.0000000000,strong,2,-0.0673522841,0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.0631594761,0.2294291061,0.0028547090,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0027654590,0.0000892500,0.0000865000,0.0034337920,a112_s4p0_strong_r02,112.5000000000,4.0000000000,strong,2,-0.0673522841,0.2328176422,0.0053909012,0.7430508943,0.2379639346,0.2423641572,0.0044002226,True,0.1094228340,-0.0440000000,0.2520000000,-0.4354426390,-0.3582681571,1.3007645433,0.3343553616,0.0071363357
M3_fft_Q5,-0.0620517837,0.2290935879,0.0028519590,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0027654590,0.0000892500,0.0000865000,0.0034337920,a112_s4p0_strong_r02,112.5000000000,4.0000000000,strong,2,-0.0673522841,0.2328176422,0.0064779537,0.9793603022,0.2373484693,0.2423641572,0.0050156879,True,0.1341874159,-0.0440000000,0.2520000000,-0.4102678124,-0.3635938435,1.2870121456,0.2912139520,0.0365168793
M3_fft,-0.0880000000,0.2520000000,0.0031270830,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0031270830,0.0000778340,0.0000859160,0.0037700830,a112_s4p0_strong_r03,112.5000000000,4.0000000000,strong,3,-0.0673522841,0.2328176422,0.0281831691,3.1147918298,0.2669232099,0.2423641572,0.0245590527,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.0665981525,0.2397081059,0.0032049170,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0031270830,0.0000778340,0.0000859160,0.0037700830,a112_s4p0_strong_r03,112.5000000000,4.0000000000,strong,3,-0.0673522841,0.2328176422,0.0069316091,0.6078343260,0.2487876403,0.2423641572,0.0064234831,True,0.1107072179,-0.0880000000,0.2520000000,0.4864056239,-0.1951094298,1.2176648903,0.3427672983,0.0063392685
M3_fft_Q5,-0.0668806436,0.2404073557,0.0032129990,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0031270830,0.0000778340,0.0000859160,0.0037700830,a112_s4p0_strong_r03,112.5000000000,4.0000000000,strong,3,-0.0673522841,0.2328176422,0.0076043538,0.5883179012,0.2495370056,0.2423641572,0.0071728484,True,0.1209475754,-0.0880000000,0.2520000000,0.4799853737,-0.1840102267,1.1943336914,0.3030769891,0.0318423657
M3_fft,-0.0440000000,0.2520000000,0.0043430000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0043430000,0.0000748750,0.0000836660,0.0049585420,a112_s4p0_strong_r04,112.5000000000,4.0000000000,strong,4,-0.0673522841,0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.0656339457,0.2267934009,0.0044178750,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0043430000,0.0000748750,0.0000836660,0.0049585420,a112_s4p0_strong_r04,112.5000000000,4.0000000000,strong,4,-0.0673522841,0.2328176422,0.0062645168,0.0056942340,0.2360996855,0.2423641572,0.0062644717,True,0.1032902855,-0.0440000000,0.2520000000,-0.4916805833,-0.4001047483,1.3609129860,0.3246310392,0.0053743997
M3_fft_Q5,-0.0646029027,0.2274082493,0.0044266660,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0043430000,0.0000748750,0.0000836660,0.0049585420,a112_s4p0_strong_r04,112.5000000000,4.0000000000,strong,4,-0.0673522841,0.2328176422,0.0060680004,0.2757672707,0.2364065289,0.2423641572,0.0059576283,True,0.1061932792,-0.0440000000,0.2520000000,-0.4682477891,-0.3903452487,1.3554994470,0.2857058777,0.0352696862
M3_fft,-0.0440000000,0.1890000000,0.0023043750,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0023043750,0.0001000420,0.0000943750,0.0029633330,a112_s4p0_reference_r00,112.5000000000,4.0000000000,reference,0,-0.0673522841,0.2328176422,0.0496519379,3.0294650527,0.1940541162,0.2423641572,0.0483100410,True,0.8748849986,,,,,,,
M3_fft_Q3,-0.0590573510,0.2061513117,0.0024044170,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0023043750,0.0001000420,0.0000943750,0.0029633330,a112_s4p0_reference_r00,112.5000000000,4.0000000000,reference,0,-0.0673522841,0.2328176422,0.0279266736,0.1490104586,0.2144437782,0.2423641572,0.0279203790,True,0.4633595199,-0.0440000000,0.1890000000,-0.3422125232,0.2722430428,1.3707418784,0.2523728396,0.0060344519
M3_fft_Q5,-0.0581269136,0.2014265727,0.0023987500,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0023043750,0.0001000420,0.0000943750,0.0029633330,a112_s4p0_reference_r00,112.5000000000,4.0000000000,reference,0,-0.0673522841,0.2328176422,0.0327185988,0.0378532779,0.2096458973,0.2423641572,0.0327182598,True,0.5405870878,-0.0440000000,0.1890000000,-0.3210662176,0.1972471857,1.4105373551,0.2256658749,0.0291646520
M3_fft,-0.0880000000,0.2520000000,0.0022830000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022830000,0.0001017500,0.0000892500,0.0029692500,a112_s4p0_reference_r01,112.5000000000,4.0000000000,reference,1,-0.0673522841,0.2328176422,0.0281831691,3.1147918298,0.2669232099,0.2423641572,0.0245590527,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.0677745669,0.2234062814,0.0023847500,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022830000,0.0001017500,0.0000892500,0.0029692500,a112_s4p0_reference_r01,112.5000000000,4.0000000000,reference,1,-0.0673522841,0.2328176422,0.0094208298,0.7414431023,0.2334604003,0.2423641572,0.0089037569,True,0.1496946511,-0.0880000000,0.2520000000,0.4596689350,-0.4538685485,1.2715271875,0.2493451685,0.0050393163
M3_fft_Q5,-0.0681523708,0.2236615528,0.0023722501,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022830000,0.0001017500,0.0000892500,0.0029692500,a112_s4p0_reference_r01,112.5000000000,4.0000000000,reference,1,-0.0673522841,0.2328176422,0.0091909799,0.8118765768,0.2338145330,0.2423641572,0.0085496242,True,0.1464678823,-0.0880000000,0.2520000000,0.4510824818,-0.4498166228,1.2448267974,0.2239085806,0.0240278453
M3_fft,-0.0880000000,0.2520000000,0.0061706250,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0061706250,0.0000991670,0.0000858330,0.0068567080,a112_s4p0_reference_r02,112.5000000000,4.0000000000,reference,2,-0.0673522841,0.2328176422,0.0281831691,3.1147918298,0.2669232099,0.2423641572,0.0245590527,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.0727751029,0.2227133356,0.0062697920,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0061706250,0.0000991670,0.0000858330,0.0068567080,a112_s4p0_reference_r02,112.5000000000,4.0000000000,reference,2,-0.0673522841,0.2328176422,0.0114675182,1.9608877930,0.2343020390,0.2423641572,0.0080621182,True,0.2022700123,-0.0880000000,0.2520000000,0.3460203896,-0.4648676882,1.2330736280,0.2165937293,0.0036129814
M3_fft_Q5,-0.0731158837,0.2240816272,0.0062564579,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0061706250,0.0000991670,0.0000858330,0.0068567080,a112_s4p0_reference_r02,112.5000000000,4.0000000000,reference,2,-0.0673522841,0.2328176422,0.0104659944,1.9363195802,0.2357085236,0.2423641572,0.0066556335,True,0.1907540989,-0.0880000000,0.2520000000,0.3382753703,-0.4431487740,1.2313781991,0.1924997658,0.0243538400
M3_fft,-0.0880000000,0.1890000000,0.0025816670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025816670,0.0000953750,0.0001098750,0.0032713750,a112_s4p0_reference_r03,112.5000000000,4.0000000000,reference,3,-0.0673522841,0.2328176422,0.0484387648,8.8323514679,0.2084826132,0.2423641572,0.0338815440,True,0.8390210378,,,,,,,
M3_fft_Q3,-0.0737028620,0.2195706498,0.0026770420,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025816670,0.0000953750,0.0001098750,0.0032713750,a112_s4p0_reference_r03,112.5000000000,4.0000000000,reference,3,-0.0673522841,0.2328176422,0.0146905632,2.4205251774,0.2316104102,0.2423641572,0.0107537470,True,0.2550389848,-0.0880000000,0.1890000000,0.3249349553,0.4852484099,1.0794816430,0.2656188014,0.0038385616
M3_fft_Q5,-0.0754889666,0.2169300814,0.0026915420,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0025816670,0.0000953750,0.0001098750,0.0032713750,a112_s4p0_reference_r03,112.5000000000,4.0000000000,reference,3,-0.0673522841,0.2328176422,0.0178499353,3.0525260708,0.2296894518,0.2423641572,0.0126747053,True,0.3127197293,-0.0880000000,0.1890000000,0.2843416672,0.4433346250,1.0850125810,0.2395634713,0.0284710070
M3_fft,-0.0440000000,0.2520000000,0.0023395830,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0023395830,0.0001047080,0.0000874170,0.0030130000,a112_s4p0_reference_r04,112.5000000000,4.0000000000,reference,4,-0.0673522841,0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.0532450745,0.2302151688,0.0024442910,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0023395830,0.0001047080,0.0000874170,0.0030130000,a112_s4p0_reference_r04,112.5000000000,4.0000000000,reference,4,-0.0673522841,0.2328176422,0.0143452512,3.1121200899,0.2362923229,0.2423641572,0.0060718342,True,0.3232686199,-0.0440000000,0.2520000000,-0.2101153290,-0.3457909720,1.0447622464,0.2897878310,0.0031070071
M3_fft_Q5,-0.0522497567,0.2294157076,0.0024270000,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0023395830,0.0001047080,0.0000874170,0.0030130000,a112_s4p0_reference_r04,112.5000000000,4.0000000000,reference,4,-0.0673522841,0.2328176422,0.0154809396,3.3043898645,0.2352904672,0.2423641572,0.0070736900,True,0.3474608991,-0.0440000000,0.2520000000,-0.1874944711,-0.3584808323,1.0396592977,0.2627565844,0.0183625403
M3_fft,-0.1320000000,0.2520000000,0.0022627080,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022627080,0.0000831250,0.0000840830,0.0029054580,a112_s4p0_weak_r00,112.5000000000,4.0000000000,weak,0,-0.0673522841,0.2328176422,0.0674335971,11.5112413208,0.2844784702,0.2423641572,0.0421143130,True,1.5004841162,,,,,,,
M3_fft_Q3,-0.1130420691,0.2785672447,0.0023458330,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022627080,0.0000831250,0.0000840830,0.0029054580,a112_s4p0_weak_r00,112.5000000000,4.0000000000,weak,0,-0.0673522841,0.2328176422,0.0646574248,5.9524885353,0.3006297045,0.2423641572,0.0582655473,True,1.2671332754,-0.1320000000,0.2520000000,0.4308620655,0.4217022972,1.6340466648,0.0811273097,0.0024161322
M3_fft_Q5,-0.1102052389,0.2795936040,0.0023467910,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022627080,0.0000831250,0.0000840830,0.0029054580,a112_s4p0_weak_r00,112.5000000000,4.0000000000,weak,0,-0.0673522841,0.2328176422,0.0634378935,5.3777518823,0.3005291634,0.2423641572,0.0581650063,True,1.2246677825,-0.1320000000,0.2520000000,0.4953354804,0.4379937145,1.5604175907,0.0792209868,0.0096126221
M3_fft,-0.0440000000,0.2520000000,0.0022373750,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022373750,0.0000751660,0.0000837910,0.0028549160,a112_s4p0_weak_r01,112.5000000000,4.0000000000,weak,1,-0.0673522841,0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.0612541205,0.2699604548,0.0023125410,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022373750,0.0000751660,0.0000837910,0.0028549160,a112_s4p0_weak_r01,112.5000000000,4.0000000000,weak,1,-0.0673522841,0.2328176422,0.0376400867,3.3507575770,0.2768225324,0.2423641572,0.0344583752,True,0.6056396890,-0.0440000000,0.2520000000,-0.3921391020,0.2850865842,1.4236731411,0.1119748161,0.0010958028
M3_fft_Q5,-0.0622091685,0.2708133216,0.0023211660,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022373750,0.0000751660,0.0000837910,0.0028549160,a112_s4p0_weak_r01,112.5000000000,4.0000000000,weak,1,-0.0673522841,0.2328176422,0.0383421869,3.1976228053,0.2778665792,0.2423641572,0.0355024220,True,0.6143288300,-0.0440000000,0.2520000000,-0.4138447377,0.2986241531,1.3578591198,0.1089887529,0.0060690442
M3_fft,-0.0880000000,0.1890000000,0.0022532920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022532920,0.0000739580,0.0000832920,0.0028625830,a112_s4p0_weak_r02,112.5000000000,4.0000000000,weak,2,-0.0673522841,0.2328176422,0.0484387648,8.8323514679,0.2084826132,0.2423641572,0.0338815440,True,0.8390210378,,,,,,,
M3_fft_Q3,-0.0784777359,0.2154478998,0.0023272500,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022532920,0.0000739580,0.0000832920,0.0028625830,a112_s4p0_weak_r02,112.5000000000,4.0000000000,weak,2,-0.0673522841,0.2328176422,0.0206272545,3.8796158422,0.2292957753,0.2423641572,0.0130683819,True,0.3740986909,-0.0880000000,0.1890000000,0.2164150931,0.4198079333,1.1405908576,0.1484465676,0.0016885084
M3_fft_Q5,-0.0775691224,0.2149029161,0.0023365840,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022532920,0.0000739580,0.0000832920,0.0028625830,a112_s4p0_weak_r02,112.5000000000,4.0000000000,weak,2,-0.0673522841,0.2328176422,0.0206233168,3.7122937067,0.2284737011,0.2423641572,0.0138904561,True,0.3671216013,-0.0880000000,0.1890000000,0.2370653994,0.4111573986,1.1364368073,0.1412051838,0.0073481193
M3_fft,-0.0440000000,0.1890000000,0.0032411250,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0032411250,0.0000782500,0.0000837920,0.0038790000,a112_s4p0_weak_r03,112.5000000000,4.0000000000,weak,3,-0.0673522841,0.2328176422,0.0496519379,3.0294650527,0.1940541162,0.2423641572,0.0483100410,True,0.8748849986,,,,,,,
M3_fft_Q3,-0.0558635900,0.2084112368,0.0033193750,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0032411250,0.0000782500,0.0000837920,0.0038790000,a112_s4p0_weak_r03,112.5000000000,4.0000000000,weak,3,-0.0673522841,0.2328176422,0.0269752241,1.1296125125,0.2157683580,0.2423641572,0.0265957992,True,0.4671808928,-0.0440000000,0.1890000000,-0.2696270450,0.3081148700,1.0579069267,0.1230810222,0.0027118212
M3_fft_Q5,-0.0527563353,0.2048814519,0.0033249169,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0032411250,0.0000782500,0.0000837920,0.0038790000,a112_s4p0_weak_r03,112.5000000000,4.0000000000,weak,3,-0.0673522841,0.2328176422,0.0315193980,1.6949364016,0.2115647424,0.2423641572,0.0307994148,True,0.5537813548,-0.0440000000,0.1890000000,-0.1990076197,0.2520865378,1.0881682563,0.1154796703,0.0129672437
M3_fft,-0.0880000000,0.1890000000,0.0044699170,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0044699170,0.0001087920,0.0000879590,0.0051380830,a112_s4p0_weak_r04,112.5000000000,4.0000000000,weak,4,-0.0673522841,0.2328176422,0.0484387648,8.8323514679,0.2084826132,0.2423641572,0.0338815440,True,0.8390210378,,,,,,,
M3_fft_Q3,-0.0961449485,0.2097016396,0.0045787090,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0044699170,0.0001087920,0.0000879590,0.0051380830,a112_s4p0_weak_r04,112.5000000000,4.0000000000,weak,4,-0.0673522841,0.2328176422,0.0369238013,8.4959873058,0.2306916314,0.2423641572,0.0116725258,True,0.7502281748,-0.0880000000,0.1890000000,-0.1851124667,0.3285974541,1.2792647477,0.0957770313,0.0021579381
M3_fft_Q5,-0.0931448559,0.2127853850,0.0045578760,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0044699170,0.0001087920,0.0000879590,0.0051380830,a112_s4p0_weak_r04,112.5000000000,4.0000000000,weak,4,-0.0673522841,0.2328176422,0.0326580478,7.5062254873,0.2322791085,0.2423641572,0.0100850487,True,0.6668813734,-0.0880000000,0.1890000000,-0.1169285433,0.3775457941,1.1890434308,0.0883397777,0.0109300195
M3_fft,-0.0440000000,0.0000000000,0.0022987920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022987920,0.0000825840,0.0000861670,0.0029464170,a157_s0p75_strong_r00,157.5000000000,0.7500000000,strong,0,-0.0304880246,0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,-0.0250209160,0.0057394329,0.0023813760,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022987920,0.0000825840,0.0000861670,0.0029464170,a157_s0p75_strong_r00,157.5000000000,0.7500000000,strong,0,-0.0304880246,0.0180817922,0.0134990040,17.7519532621,0.0256707485,0.0354467326,0.0097759841,True,0.2319904864,-0.0440000000,0.0000000000,0.4313428181,0.0911021098,1.1288690166,0.4120591096,0.0067244172
M3_fft_Q5,-0.0242270327,0.0044826787,0.0023849590,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022987920,0.0000825840,0.0000861670,0.0029464170,a157_s0p75_strong_r00,157.5000000000,0.7500000000,strong,0,-0.0304880246,0.0180817922,0.0149711692,20.1885010716,0.0246382532,0.0354467326,0.0108084793,True,0.2585401854,-0.0440000000,0.0000000000,0.4493856197,0.0711536299,1.0831089956,0.3652923652,0.0367244850
M3_fft,-0.0440000000,0.0000000000,0.0032195830,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0032195830,0.0000788750,0.0000879170,0.0038522080,a157_s0p75_strong_r01,157.5000000000,0.7500000000,strong,1,-0.0304880246,0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,-0.0284524360,0.0294035830,0.0032984580,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0032195830,0.0000788750,0.0000879170,0.0038522080,a157_s0p75_strong_r01,157.5000000000,0.7500000000,strong,1,-0.0304880246,0.0180817922,0.0115033285,15.2705831019,0.0409159114,0.0354467326,0.0054691788,True,0.1855702856,-0.0440000000,0.0000000000,0.3533537273,0.4667235390,1.1304733677,0.4135514680,0.0060384688
M3_fft_Q5,-0.0287018261,0.0304756241,0.0033075000,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0032195830,0.0000788750,0.0000879170,0.0038522080,a157_s0p75_strong_r01,157.5000000000,0.7500000000,strong,1,-0.0304880246,0.0180817922,0.0125218838,16.0456135564,0.0418635699,0.0354467326,0.0064168374,True,0.2008723319,-0.0440000000,0.0000000000,0.3476857695,0.4837400652,1.0993523380,0.3653860811,0.0363551657
M3_fft,-0.0440000000,0.0000000000,0.0022657920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022657920,0.0000814160,0.0000847910,0.0029027090,a157_s0p75_strong_r02,157.5000000000,0.7500000000,strong,2,-0.0304880246,0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,-0.0374416136,0.0103926395,0.0023472080,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022657920,0.0000814160,0.0000847910,0.0029027090,a157_s0p75_strong_r02,157.5000000000,0.7500000000,strong,2,-0.0304880246,0.0180817922,0.0103670376,15.1582518541,0.0388571921,0.0354467326,0.0034104596,True,0.1996788075,-0.0440000000,0.0000000000,0.1490542373,0.1649625311,1.1558159631,0.3908202657,0.0070199302
M3_fft_Q5,-0.0381689994,0.0095381326,0.0023505830,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022657920,0.0000814160,0.0000847910,0.0029027090,a157_s0p75_strong_r02,157.5000000000,0.7500000000,strong,2,-0.0304880246,0.0180817922,0.0114887551,16.6408422850,0.0393427057,0.0354467326,0.0038959731,True,0.2210540906,-0.0440000000,0.0000000000,0.1325227404,0.1513989304,1.2111486514,0.3329804137,0.0329408000
M3_fft,-0.0440000000,0.0000000000,0.0025790410,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025790410,0.0000756250,0.0000831670,0.0032083330,a157_s0p75_strong_r03,157.5000000000,0.7500000000,strong,3,-0.0304880246,0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,-0.0310398464,0.0153382956,0.0026546660,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025790410,0.0000756250,0.0000831670,0.0032083330,a157_s0p75_strong_r03,157.5000000000,0.7500000000,strong,3,-0.0304880246,0.0180817922,0.0027984426,4.3750548089,0.0346227581,0.0354467326,0.0008239745,True,0.0453175160,-0.0440000000,0.0000000000,0.2945489444,0.2434650096,1.0998153411,0.3764864861,0.0051177023
