tile_y,tile_x,tile_id,n_days,n_hours,mean_tile_nugget,median_tile_nugget,sd_tile_nugget,mean_ratio_to_global,median_ratio_to_global,mean_tile_n,tile_center_x,tile_center_y,tile_center_lon,tile_center_lat,tile_x_min,tile_x_max,tile_y_min,tile_y_max,tile_lon_min,tile_lon_max,tile_lat_min,tile_lat_max,dist_to_nadir_deg,dist_to_nadir_km
1,2,10,31,246,0.3720,0.2178,0.4660,165791.5761,12397.5157,646.1889,126.9999,16.8925,126.9999,16.8925,126.2025,127.7973,16.2710,17.5140,126.2025,127.7973,16.2710,17.5140,1.4752,163.9392
1,3,11,31,245,0.5402,0.3885,0.5107,109150.0189,40245.3486,634.6603,128.6013,16.8925,128.6013,16.8925,127.8030,129.3997,16.2710,17.5140,127.8030,129.3997,16.2710,17.5140,1.6857,187.4818
1,4,12,31,245,0.4511,0.2543,0.4797,74804.7056,18850.0393,621.2947,130.1980,16.8925,130.1980,16.8925,129.3997,130.9963,16.2710,17.5140,129.3997,130.9963,16.2710,17.5140,2.2939,255.1018
1,5,13,31,247,0.4527,0.3048,0.4243,121834.8228,9367.8277,644.7938,131.7737,16.8925,131.7737,16.8925,130.9773,132.5702,16.2710,17.5140,130.9773,132.5702,16.2710,17.5140,3.5124,390.8479
1,6,14,31,246,0.4498,0.2878,0.4248,47997.3868,26586.6246,642.9879,133.3789,16.8925,133.3789,16.8925,132.5815,134.1763,16.2710,17.5140,132.5815,134.1763,16.2710,17.5140,4.9954,555.9992
1,7,15,31,247,0.2942,0.1559,0.3385,48296.7438,11138.6977,586.4637,134.9594,16.8925,134.9594,16.8925,134.1630,135.7558,16.2710,17.5140,134.1630,135.7558,16.2710,17.5140,6.4854,721.9029
2,0,16,31,247,0.3559,0.2420,0.4030,210577.3899,5423.0799,646.7108,123.8094,18.1355,123.8094,18.1355,123.0130,124.6059,17.5140,18.7570,123.0130,124.6059,17.5140,18.7570,4.2355,471.4188
2,1,17,31,244,0.4067,0.2360,0.3969,183239.1352,12796.3732,644.7238,125.3936,18.1355,125.3936,18.1355,124.6001,126.1872,17.5140,18.7570,124.6001,126.1872,17.5140,18.7570,2.7556,306.6347
2,2,18,31,245,0.5414,0.4758,0.4973,89831.0434,27310.3602,648.0939,126.9951,18.1355,126.9951,18.1355,126.1987,127.7916,17.5140,18.7570,126.1987,127.7916,17.5140,18.7570,1.4964,166.2833
2,3,19,31,247,0.6366,0.5489,0.5939,183899.4312,48881.6136,623.7644,128.5880,18.1355,128.5880,18.1355,127.7916,129.3844,17.5140,18.7570,127.7916,129.3844,17.5140,18.7570,1.6936,188.3485
2,4,20,31,242,0.5099,0.3466,0.6209,78345.1685,42807.1615,602.1283,130.1720,18.1355,130.1720,18.1355,129.3765,130.9674,17.5140,18.7570,129.3765,130.9674,17.5140,18.7570,2.2894,254.5814
2,5,21,31,247,0.4273,0.3056,0.4293,118238.3352,18023.6013,612.1918,131.7737,18.1355,131.7737,18.1355,130.9773,132.5702,17.5140,18.7570,130.9773,132.5702,17.5140,18.7570,3.5215,391.8499
2,6,22,31,247,0.4226,0.2986,0.4612,79744.1199,4113.2591,624.8007,133.3665,18.1355,133.3665,18.1355,132.5702,134.1630,17.5140,18.7570,132.5702,134.1630,17.5140,18.7570,4.9889,555.2769
2,7,23,31,241,0.3940,0.2492,0.4626,96550.5606,17027.5783,579.0332,134.9887,18.1355,134.9887,18.1355,134.1904,135.7871,17.5140,18.7570,134.1904,135.7871,17.5140,18.7570,6.5168,725.3939
3,0,24,31,247,0.5692,0.2324,0.7438,133297.3011,21824.6517,657.7517,123.8094,19.3785,123.8094,19.3785,123.0130,124.6059,18.7570,20.0000,123.0130,124.6059,18.7570,20.0000,4.5903,510.4230
3,1,25,31,244,0.5218,0.1152,0.7164,92018.2871,6067.7836,646.5018,125.3994,19.3785,125.3994,19.3785,124.6039,126.1948,18.7570,20.0000,124.6039,126.1948,18.7570,20.0000,3.2889,365.2939
3,2,26,31,244,0.4609,0.1982,0.5926,79749.1294,7031.6397,643.7874,126.9999,19.3785,126.9999,19.3785,126.2025,127.7973,18.7570,20.0000,126.2025,127.7973,18.7570,20.0000,2.4096,267.0883
3,3,27,31,243,0.4981,0.2513,0.6923,77468.9496,23521.2666,625.5795,128.5608,19.3785,128.5608,19.3785,127.7683,129.3533,18.7570,20.0000,127.7683,129.3533,18.7570,20.0000,2.4570,272.4358
3,4,28,31,241,0.4635,0.1283,0.6982,95008.9410,16369.9654,612.4858,130.1981,19.3785,130.1981,19.3785,129.3998,130.9965,18.7570,20.0000,129.3998,130.9965,18.7570,20.0000,3.1146,345.7169
3,5,29,31,237,0.4721,0.2635,0.5218,117039.0900,5291.8916,627.5685,131.8605,19.3785,131.8605,19.3785,131.0561,132.6648,18.7570,20.0000,131.0561,132.6648,18.7570,20.0000,4.1997,466.6867
3,6,30,31,243,0.3839,0.1642,0.4650,117159.4785,3401.2806,631.4384,133.4169,19.3785,133.4169,19.3785,132.6166,134.2172,18.7570,20.0000,132.6166,134.2172,18.7570,20.0000,5.4505,606.1199
3,7,31,31,244,0.5176,0.2282,0.5809,103373.1643,10774.4668,634.0873,135.0029,19.3785,135.0029,19.3785,134.2036,135.8023,18.7570,20.0000,134.2036,135.8023,18.7570,20.0000,6.8376,760.6629
