tile_y,tile_x,n,median_error,mean_error,median_o3,mean_o3,median_vza,median_sza,year,slot,file,region_label,region_tag,lat_min,lat_max,lon_min,lon_max
3,1,954,1.2480841,1.227557,280.5856,280.87262,23.015518,39.653976,2023,0,20230701_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,817,1.2041948,1.1726362,287.05753,288.85263,22.927385,38.6365,2023,0,20230701_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,997,0.9658501,0.90391636,297.46457,297.279,22.70578,37.710857,2023,0,20230701_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,960,0.88666713,0.86699903,284.59125,284.24362,22.675243,36.742554,2023,0,20230701_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,963,1.0701368,1.0216744,272.59177,273.37286,22.783556,35.78825,2023,0,20230701_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,988,1.126785,1.0971415,269.74976,269.64774,22.927238,34.821228,2023,0,20230701_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,974,1.0620469,1.0189276,271.4532,271.59985,23.17226,33.846756,2023,0,20230701_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1032,0.9011704,0.8813493,283.19458,283.78928,19.095272,27.88752,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1026,0.880576,0.8541982,285.49945,285.34036,18.740713,26.947552,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1048,0.8514557,1.1122484,282.31708,282.47726,18.50426,25.995195,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1038,1.539453,1.4954762,276.28583,275.9629,18.361065,25.035057,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1045,1.024342,1.1077794,270.48285,270.34793,18.328278,24.115152,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1042,0.8641256,1.008858,267.0124,266.72797,18.422615,23.194714,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1037,0.6577673,0.8049081,262.90283,263.13937,18.62683,22.267788,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,1061,0.73808223,0.7548707,259.3952,260.1093,18.930542,21.341805,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,1020,1.0008276,0.9865366,282.2993,282.30222,20.48781,27.477402,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1028,0.972974,0.9334093,282.0723,282.35327,20.147217,26.526031,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1033,0.92242026,0.9402293,283.80576,284.25592,19.915567,25.56445,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1007,0.7942634,0.7801957,278.09378,279.15604,19.81011,24.612335,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1021,0.5963703,0.6688939,268.9075,269.14877,19.800646,23.66475,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1026,0.6765062,0.7777458,264.51562,264.726,19.883425,22.727486,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1025,0.8280725,0.86526555,259.64917,261.5196,20.06826,21.788763,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,1024,0.80492854,0.7792682,260.8575,261.52856,20.358936,20.85239,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,1009,1.0460439,1.0063593,281.7578,281.7851,21.898634,27.130901,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,1006,1.0882984,1.0764226,281.46262,281.544,21.586763,26.165073,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1010,1.0294204,1.0187031,290.0975,290.88123,21.372776,25.20166,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,1020,0.90767336,0.93650967,288.66605,289.08762,21.25713,24.242838,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,1012,0.6698469,0.7377156,276.07822,276.23392,21.248447,23.279282,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,5,993,0.8903801,0.8433182,264.90372,265.15854,21.321867,22.32525,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,6,990,0.87462515,0.8409843,262.52875,263.0073,21.498964,21.383652,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,7,995,0.915899,0.88837236,263.16693,263.358,21.774063,20.437065,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,0,970,1.102795,1.0449573,279.84366,279.8772,23.311756,26.817694,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,1,977,1.1332965,1.0992848,280.40198,280.5464,23.004265,25.864382,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,1002,1.0833766,1.0663582,289.25644,289.82986,22.82163,24.901869,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,985,0.9030105,0.84944403,295.56897,295.9951,22.717146,23.924505,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,955,0.8819194,0.97941285,284.08203,283.741,22.697393,22.951027,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,954,1.0218587,1.0058798,271.68698,271.97757,22.779106,22.01007,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,988,0.9874536,0.9526878,270.70697,270.48346,22.925756,21.05231,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,977,0.95542103,0.9075644,272.24875,272.4727,23.173172,20.082745,2023,1,20230701_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1023,0.79141223,0.8148103,283.28275,283.95093,19.098492,15.765158,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1052,0.77344763,0.7581943,284.872,284.77777,18.754963,14.90795,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1078,0.67508054,0.8850071,281.19635,281.2354,18.492031,14.052275,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,986,1.2585673,1.3018125,275.62305,276.11444,18.391243,13.206604,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1026,1.3096168,1.3767737,272.46698,272.5573,18.342989,12.435335,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,961,0.9235899,1.0668905,267.1567,266.2958,18.471813,11.649124,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1052,0.5974289,0.61092186,259.2697,260.00726,18.613544,10.942381,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,136,0.703788,0.8715356,258.8481,260.9647,18.900078,10.460955,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,1032,0.9146038,0.9108108,281.92773,281.97443,20.480652,15.152302,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1017,0.89561784,0.8633994,282.03622,282.282,20.156631,14.260002,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1026,0.76576567,0.78949,285.43982,285.65536,19.94493,13.378572,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1026,0.7192585,0.7511046,278.41412,278.9525,19.816101,12.524845,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1026,0.5812417,0.67938095,269.91632,269.83902,19.798416,11.689403,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1023,0.65862334,0.7011714,262.69678,263.41702,19.872322,10.878235,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1026,0.75021005,0.7475602,259.61206,260.63245,20.061226,10.093182,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,162,0.76790243,0.75692064,259.95245,260.09824,20.214092,9.645209,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,996,0.97241324,0.961864,281.7721,281.73868,21.892178,14.649512,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,1021,0.98012125,0.9618117,281.53842,281.76907,21.593575,13.726494,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1007,0.9230907,0.9050734,292.5329,293.50937,21.3917,12.815644,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,981,0.806325,0.9718022,287.65582,288.49936,21.255703,11.919747,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,988,0.7179241,0.8693686,274.02045,274.14536,21.241482,11.025735,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,5,1003,0.78942114,0.7833331,264.77295,265.24506,21.329323,10.1647215,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,6,990,0.82505393,0.7959849,262.43347,262.9366,21.491112,9.332243,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,7,175,0.7995543,0.7713199,264.23016,264.05875,21.713028,8.796636,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,0,997,1.0236585,0.97579324,280.8725,280.93433,23.309614,14.213418,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,1,959,1.040136,1.0227662,281.08932,281.14258,23.021925,13.278147,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,987,0.9717336,0.94621426,291.5595,292.02325,22.824627,12.3467045,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,997,0.88694566,0.8732609,293.2605,294.09604,22.730747,11.408694,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,1007,0.81696886,0.87894845,282.91547,282.21863,22.698572,10.484614,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,959,0.9420489,0.9256722,270.7007,270.7,22.7679,9.587105,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,1002,0.8791686,0.85104555,271.5865,271.38684,22.934053,8.711004,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,212,0.91303414,0.8648533,272.53952,272.34793,23.072021,8.164263,2023,2,20230701_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1031,0.7042832,0.68971455,283.33368,283.71802,19.102411,7.517869,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1044,0.6394969,0.6436659,285.70486,285.44965,18.758827,7.608671,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1075,0.7392128,0.9247435,281.86957,281.8575,18.503302,7.8415303,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1025,1.0592195,1.1838508,275.1746,275.75928,18.363808,8.190145,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1005,1.8900789,1.7983083,272.5894,272.6981,18.34939,8.612659,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1000,0.81436807,1.2561516,267.2984,266.30307,18.442879,9.129217,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1058,0.67464256,0.6645519,258.98297,259.4369,18.61973,9.741422,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,139,0.75262886,0.79108226,259.18314,261.65195,18.887981,10.032881,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,1024,0.81508136,0.8016031,282.84973,282.8792,20.485962,6.270382,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1030,0.80431664,0.7968983,283.5133,283.53607,20.168724,6.3904586,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1026,0.74633884,0.72057956,284.57635,284.72797,19.94636,6.6547623,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1026,0.6502354,0.7440292,278.89273,278.88757,19.816227,7.0515547,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1026,0.75062037,0.8732507,271.71378,271.45685,19.798367,7.5565414,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1025,0.72529334,0.7246249,261.7934,262.34943,19.873972,8.145191,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1017,0.7247832,0.6987658,259.19775,259.4875,20.071117,8.8004465,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,162,0.7998623,0.7884723,259.68375,259.6942,20.213652,9.20414,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,1003,0.8907528,0.8876973,282.4792,282.37994,21.89601,5.030348,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,1013,0.874118,0.8641184,282.98248,283.20004,21.607403,5.1601624,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1007,0.84203833,0.8149651,294.21158,294.306,21.391521,5.485018,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,985,0.73734504,0.9064315,287.0357,287.3742,21.25621,5.972619,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,969,0.73375124,1.107483,274.7381,275.76434,21.267874,6.5593133,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,5,995,0.7703524,0.91618395,265.02847,266.497,21.35035,7.214994,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,6,998,0.8067349,0.7922708,262.30878,262.16785,21.49427,7.957285,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,7,178,0.86991304,0.8715599,263.55844,263.07056,21.730843,8.364706,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,0,989,0.96816003,0.93154913,281.4537,281.47687,23.316078,3.7674136,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,1,958,0.9695506,0.9566858,281.92813,282.16486,23.022669,3.9668798,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,1002,0.88232684,0.8568781,293.66644,294.17947,22.835484,4.3706617,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,1007,0.8618917,0.894172,291.75995,292.4738,22.724968,4.951376,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,1007,0.8393949,0.8379843,280.14053,281.50735,22.698477,5.6475744,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,944,0.93046117,0.9120282,270.07434,270.04584,22.779776,6.3960524,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,996,0.9052098,0.8625752,271.1983,271.11438,22.939713,7.1961665,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,212,0.93147993,0.8858847,272.08212,272.17297,23.071507,7.706522,2023,3,20230701_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1030,0.7629119,0.75741833,283.33234,283.5508,19.114922,16.241222,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1048,0.7197452,0.7121832,286.31152,286.08762,18.77304,17.12754,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1068,0.76520234,0.8600977,283.00024,282.89154,18.492256,18.031366,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1045,1.3456599,1.4070255,275.40994,276.18314,18.370045,18.932411,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,998,2.1612535,2.03732,272.58966,272.63715,18.37844,19.80943,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1010,1.135839,1.2967288,269.1385,268.03946,18.458319,20.73726,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1058,0.7391078,0.737537,259.79825,260.37924,18.639666,21.652794,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,129,0.677156,0.6742587,260.397,260.896,18.947016,22.143461,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,1027,0.85106635,0.83562523,283.62885,283.7075,20.503778,15.670801,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1031,0.8635811,0.8556216,285.2315,285.2921,20.16837,16.579842,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1016,0.86762255,0.8288871,285.7139,285.9185,19.947071,17.490814,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1019,0.820405,0.89788234,278.92477,279.29358,19.832458,18.409657,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1026,0.9773748,1.0307035,273.00427,272.0869,19.818953,19.327938,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1022,0.76821655,0.7847493,262.3534,263.1171,19.894192,20.255692,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1026,0.73954815,0.7326154,259.85306,260.4589,20.081299,21.18924,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,162,0.7942493,0.7573661,259.87134,260.02924,20.230211,21.72839,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,994,0.9209486,0.90638727,282.84378,282.7705,21.911455,15.141527,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,1007,0.9329204,0.9101098,284.29956,284.58936,21.60544,16.073626,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1018,0.9018623,0.86003566,296.19843,296.25143,21.392708,17.013487,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,990,0.85805666,0.905179,285.6019,285.9512,21.276825,17.937916,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,892,0.78584623,1.1271393,273.68127,274.2036,21.204672,18.947659,2023,4,20230701_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
