tile_y,tile_x,n,median_error,mean_error,median_error_pct,mean_error_pct,median_o3,mean_o3,median_vza,median_sza,year,file
2,5,4570,0.786192,0.996206,0.31993,0.39962,248.243576,248.245236,5.758052,33.271852,2025,20250701_0145.nc
2,6,4149,1.071257,1.458314,0.429653,0.583281,248.560806,248.285851,4.249837,31.693459,2025,20250701_0145.nc
2,7,3720,2.794462,2.617539,1.112894,1.040289,251.226074,251.101746,4.261507,30.189165,2025,20250701_0145.nc
3,0,4143,0.791173,0.963366,0.313964,0.379668,253.560837,253.283442,19.999922,40.489143,2025,20250701_0145.nc
3,1,4311,0.850786,1.044186,0.337075,0.411692,253.492294,253.125667,17.257309,38.696415,2025,20250701_0145.nc
3,2,4376,0.824688,0.88957,0.329482,0.352449,251.827744,252.089069,14.630986,36.929375,2025,20250701_0145.nc
3,3,4446,0.891761,0.865819,0.358956,0.348743,248.369377,248.372376,12.122146,35.162592,2025,20250701_0145.nc
3,4,4298,0.863649,0.848897,0.348323,0.341702,248.004333,248.463632,9.89958,33.480906,2025,20250701_0145.nc
3,5,4175,0.850332,0.903216,0.34112,0.360224,250.296768,250.587943,7.96312,31.695818,2025,20250701_0145.nc
3,6,4550,0.769563,0.859339,0.312895,0.343562,248.130402,249.327641,6.929775,30.087567,2025,20250701_0145.nc
3,7,4324,0.897598,1.317256,0.359504,0.524489,249.264793,249.650467,7.104405,28.478872,2025,20250701_0145.nc
0,0,4267,0.566639,0.627186,0.238136,0.264365,236.549515,237.584962,18.936571,33.460621,2025,20250701_0245.nc
0,1,4177,0.60591,0.643289,0.256437,0.272394,234.977219,236.557296,16.010704,32.09499,2025,20250701_0245.nc
0,2,4330,0.692979,0.850884,0.291804,0.354374,238.81089,239.116266,13.133584,30.886864,2025,20250701_0245.nc
0,3,4479,0.828209,1.061273,0.343587,0.434848,243.559891,242.794362,10.257799,29.725168,2025,20250701_0245.nc
0,4,4019,1.533981,1.630192,0.630162,0.672879,241.671509,241.300247,7.549063,28.592163,2025,20250701_0245.nc
0,5,3235,2.574521,2.297318,1.068853,0.953161,240.535446,240.631611,4.562304,27.457775,2025,20250701_0245.nc
0,6,3791,1.742553,1.780942,0.723844,0.736605,240.744202,240.50196,2.609928,26.798258,2025,20250701_0245.nc
0,7,4511,0.893694,1.142131,0.372599,0.474994,239.085373,239.184496,2.932134,26.162922,2025,20250701_0245.nc
1,0,4360,0.93131,0.878301,0.393885,0.371657,235.594971,236.749669,18.821401,31.597789,2025,20250701_0245.nc
1,1,4369,0.760407,0.787158,0.320284,0.330903,236.508789,238.35642,15.911639,30.198856,2025,20250701_0245.nc
1,2,4338,0.804979,0.84622,0.339936,0.354572,235.977066,238.021236,12.979506,28.862527,2025,20250701_0245.nc
1,3,4577,0.684969,0.748617,0.285384,0.309926,240.754074,241.214875,10.07604,27.64983,2025,20250701_0245.nc
1,4,4553,0.697239,0.752694,0.292029,0.31451,238.938675,239.150092,7.176583,26.502312,2025,20250701_0245.nc
1,5,4623,0.801535,1.115189,0.33262,0.455593,243.766083,243.15212,4.317755,25.476988,2025,20250701_0245.nc
1,6,4584,1.665849,1.673362,0.680877,0.68139,244.982185,244.749767,1.80823,24.571066,2025,20250701_0245.nc
1,7,3365,1.68126,1.841751,0.681053,0.742098,247.304855,246.787736,1.888149,24.130539,2025,20250701_0245.nc
2,0,3370,0.910752,1.405069,0.379336,0.559938,248.547554,247.731872,19.118987,29.902142,2025,20250701_0245.nc
2,1,4331,0.966802,0.932912,0.400421,0.385119,241.493973,242.853274,16.332109,28.353601,2025,20250701_0245.nc
2,2,4436,0.751435,0.820826,0.306048,0.333907,244.629448,245.521966,13.540743,26.94838,2025,20250701_0245.nc
2,3,4472,0.793201,0.797809,0.32646,0.326075,244.202454,244.509755,10.767627,25.638811,2025,20250701_0245.nc
2,4,4572,0.805201,0.918761,0.328779,0.371212,246.038429,246.74922,8.120649,24.414812,2025,20250701_0245.nc
2,5,4584,0.769776,0.988509,0.31626,0.398243,246.843086,246.943978,5.762746,23.30174,2025,20250701_0245.nc
2,6,4148,1.145824,1.578426,0.459187,0.62916,249.137566,248.653634,4.202998,22.418607,2025,20250701_0245.nc
2,7,3868,2.716306,2.610948,1.077592,1.037882,251.163422,251.301857,4.266524,21.544038,2025,20250701_0245.nc
3,0,4211,0.771463,0.929137,0.307377,0.366617,252.695862,252.848125,19.966846,28.169752,2025,20250701_0245.nc
3,1,4334,0.897309,1.14946,0.355192,0.452973,253.152054,252.894328,17.252228,26.609696,2025,20250701_0245.nc
3,2,4370,0.76163,0.815378,0.303469,0.324047,250.799957,251.480336,14.629049,25.120888,2025,20250701_0245.nc
3,3,4489,0.829894,0.812584,0.334939,0.328071,247.662903,247.786251,12.102476,23.699766,2025,20250701_0245.nc
3,4,4287,0.800734,0.794487,0.323119,0.319821,248.293304,248.423632,9.89265,22.424767,2025,20250701_0245.nc
3,5,4422,0.810468,0.939229,0.328298,0.374366,248.562531,250.043735,7.960346,21.155304,2025,20250701_0245.nc
3,6,4566,0.729908,0.894033,0.297377,0.357189,248.139931,249.088155,6.930148,20.102052,2025,20250701_0245.nc
3,7,4363,0.774469,1.26351,0.312252,0.502181,249.014389,249.631903,7.115405,19.115377,2025,20250701_0245.nc
0,0,4294,0.591782,0.634104,0.249025,0.266953,236.443718,237.506145,18.931775,26.027532,2025,20250701_0345.nc
0,1,4117,0.593625,0.624432,0.251465,0.264199,234.913025,236.441931,16.003927,25.443022,2025,20250701_0345.nc
0,2,4317,0.702202,0.925743,0.298266,0.385059,238.797211,238.960051,13.123503,25.136831,2025,20250701_0345.nc
0,3,4493,0.807063,1.016534,0.334696,0.418538,242.309402,241.635824,10.251822,24.889181,2025,20250701_0345.nc
0,4,3567,1.84792,1.860895,0.759009,0.769027,241.73735,241.41813,7.5651,24.570536,2025,20250701_0345.nc
0,5,3364,2.562423,2.274078,1.063006,0.942774,240.74073,240.514331,4.640403,24.800059,2025,20250701_0345.nc
0,6,3686,2.200806,2.068058,0.907926,0.852852,241.834167,241.43844,2.493357,25.040772,2025,20250701_0345.nc
0,7,4468,1.063449,1.306715,0.440929,0.541724,240.30587,239.916887,2.946421,25.698474,2025,20250701_0345.nc
1,0,4328,0.864594,0.841063,0.366988,0.355766,235.019234,236.717822,18.822881,23.657054,2025,20250701_0345.nc
1,1,4366,0.764916,0.778739,0.322717,0.327897,235.747292,237.843767,15.910717,23.077876,2025,20250701_0345.nc
1,2,4307,0.810275,0.838523,0.34486,0.353277,235.334396,236.930701,12.979575,22.628883,2025,20250701_0345.nc
1,3,4570,0.692482,0.745324,0.289588,0.310268,239.42955,239.873248,10.068672,22.411923,2025,20250701_0345.nc
1,4,4527,0.690251,0.761642,0.289218,0.31729,239.87767,239.727753,7.166331,22.357046,2025,20250701_0345.nc
1,5,4627,0.97703,1.230583,0.401559,0.501891,244.240036,243.551783,4.307129,22.463654,2025,20250701_0345.nc
1,6,4595,2.026435,1.96739,0.820455,0.796871,246.534775,246.21226,1.812199,22.770279,2025,20250701_0345.nc
1,7,3503,2.495787,2.372351,1.003653,0.953779,248.047134,247.965569,2.102703,23.52873,2025,20250701_0345.nc
2,0,3800,1.037946,1.655505,0.412692,0.653503,252.637535,249.719323,19.230567,21.424298,2025,20250701_0345.nc
2,1,4316,0.839713,0.902829,0.345552,0.369324,243.102097,244.337159,16.325992,20.667798,2025,20250701_0345.nc
2,2,4437,0.796447,0.850674,0.329039,0.348145,241.968079,243.936606,13.54244,20.191776,2025,20250701_0345.nc
2,3,4484,0.758317,0.749623,0.313076,0.309178,242.579987,242.506669,10.766238,19.926919,2025,20250701_0345.nc
2,4,4575,0.76426,1.004615,0.313334,0.404786,245.625763,246.710495,8.120907,19.851948,2025,20250701_0345.nc
2,5,4600,0.813879,1.056539,0.328051,0.4237,247.811966,247.749777,5.763754,19.98491,2025,20250701_0345.nc
2,6,4114,1.407538,1.661696,0.564135,0.661727,249.830391,249.230166,4.153505,20.329022,2025,20250701_0345.nc
2,7,3998,2.637318,2.566158,1.048938,1.021094,250.91732,250.937945,4.333771,20.949704,2025,20250701_0345.nc
3,0,4207,0.793638,0.981692,0.317544,0.387182,251.487167,252.289836,19.965067,18.985495,2025,20250701_0345.nc
3,1,4336,0.878758,1.204384,0.348128,0.47297,253.59951,253.1849,17.242666,18.268425,2025,20250701_0345.nc
3,2,4361,0.778618,0.823736,0.311643,0.328495,249.429626,250.62711,14.627946,17.747202,2025,20250701_0345.nc
3,3,4507,0.759966,0.760167,0.30735,0.306816,247.646881,247.773106,12.094578,17.44075,2025,20250701_0345.nc
3,4,4450,0.714534,0.721525,0.288298,0.290793,248.252724,248.12784,9.850351,17.351835,2025,20250701_0345.nc
3,5,4556,0.764328,1.012018,0.307955,0.400837,249.865036,250.883814,7.997368,17.509849,2025,20250701_0345.nc
3,6,4576,0.725441,0.943936,0.296561,0.377272,247.80938,248.875417,6.931451,17.887087,2025,20250701_0345.nc
3,7,4394,0.840921,1.384702,0.336966,0.547266,250.18679,250.631843,7.104864,18.423901,2025,20250701_0345.nc
0,0,4278,0.616179,0.670293,0.25942,0.28146,236.956589,237.831047,18.921774,25.457888,2025,20250701_0445.nc
0,1,4139,0.616906,0.656995,0.261593,0.277987,234.453903,236.24421,15.99889,25.937262,2025,20250701_0445.nc
0,2,4382,0.723551,0.906755,0.307329,0.378187,238.326462,238.4704,13.117775,26.703197,2025,20250701_0445.nc
0,3,4507,0.934985,1.145433,0.388489,0.47194,241.870361,241.286991,10.256898,27.479553,2025,20250701_0445.nc
0,4,3686,2.258511,2.11056,0.930968,0.873402,241.358353,241.267424,7.389216,28.195503,2025,20250701_0445.nc
0,5,3558,2.533019,2.375868,1.048512,0.982711,241.350235,241.25889,4.717437,29.296019,2025,20250701_0445.nc
0,6,3641,2.251926,2.126903,0.934089,0.879009,241.410019,241.350023,2.385022,30.465559,2025,20250701_0445.nc
0,7,4437,0.980242,1.237,0.406664,0.512158,240.491608,240.257044,2.958432,31.841036,2025,20250701_0445.nc
1,0,4326,0.788674,0.794843,0.333427,0.335312,236.028954,237.277928,18.825278,23.054259,2025,20250701_0445.nc
1,1,4329,0.78504,0.802544,0.332035,0.337759,235.420395,237.796913,15.918674,23.632446,2025,20250701_0445.nc
1,2,4295,0.798993,0.807441,0.339136,0.341084,235.567596,236.777035,12.976966,24.327934,2025,20250701_0445.nc
1,3,4576,0.72247,0.780406,0.303281,0.325853,238.59967,239.076317,10.07512,25.233572,2025,20250701_0445.nc
1,4,4561,0.729369,0.821819,0.305047,0.340915,240.526749,240.476752,7.166821,26.254648,2025,20250701_0445.nc
1,5,4486,1.643424,1.745192,0.66442,0.709134,245.435677,244.889013,4.337592,27.347984,2025,20250701_0445.nc
1,6,4488,2.124537,2.061739,0.861636,0.83632,246.178543,245.852628,1.815911,28.569149,2025,20250701_0445.nc
1,7,4344,2.354615,2.141386,0.950004,0.86105,248.198235,247.51709,2.230249,29.91104,2025,20250701_0445.nc
2,0,4193,1.050609,1.540717,0.421272,0.608366,252.379761,249.874034,19.214058,20.667027,2025,20250701_0445.nc
2,1,4352,0.792715,0.957057,0.323025,0.385768,246.987938,246.939129,16.337934,21.278427,2025,20250701_0445.nc
2,2,4426,0.787032,0.861307,0.324374,0.352768,241.834053,243.557099,13.548075,22.079589,2025,20250701_0445.nc
2,3,4574,0.756522,0.74834,0.312536,0.309723,241.857056,241.652575,10.73799,23.043014,2025,20250701_0445.nc
2,4,4485,0.799095,1.101351,0.324364,0.4431,246.559799,246.914982,8.098794,24.123831,2025,20250701_0445.nc
2,5,4600,0.908776,1.076731,0.364559,0.430385,249.215195,248.943578,5.763533,25.311875,2025,20250701_0445.nc
2,6,3999,2.077108,2.083013,0.826266,0.828225,250.618347,250.458873,4.097707,26.56126,2025,20250701_0445.nc
2,7,4026,2.708207,2.589999,1.077059,1.029669,251.242439,251.293272,4.436813,28.037522,2025,20250701_0445.nc
3,0,4252,0.778522,1.026192,0.313752,0.404858,250.634789,251.914323,19.947512,18.226468,2025,20250701_0445.nc
3,1,4271,0.821941,1.163962,0.326513,0.45649,252.95784,253.202259,17.25844,18.978273,2025,20250701_0445.nc
3,2,4373,0.767124,0.863236,0.306894,0.342876,250.082306,251.209329,14.617484,19.847099,2025,20250701_0445.nc
3,3,4498,0.73203,0.734799,0.294902,0.295843,248.462997,248.422504,12.102396,20.911358,2025,20250701_0445.nc
3,4,4441,0.720012,0.727969,0.290798,0.294192,247.625122,247.459114,9.851435,22.075905,2025,20250701_0445.nc
3,5,4554,0.872778,1.139826,0.349425,0.44901,251.802429,252.038003,7.995041,23.36834,2025,20250701_0445.nc
3,6,4590,0.762479,1.065357,0.308938,0.424807,248.667191,249.533929,6.932644,24.750876,2025,20250701_0445.nc
3,7,4406,0.979607,1.498069,0.390188,0.591638,251.082451,250.88423,7.073417,26.198611,2025,20250701_0445.nc
0,0,4256,0.636669,0.678869,0.269368,0.286285,235.400017,236.91273,18.928969,32.05492,2025,20250701_0545.nc
0,1,4173,0.649715,0.693944,0.276489,0.294374,233.62149,235.653346,15.995661,33.337383,2025,20250701_0545.nc
0,2,4377,0.703421,0.855349,0.29874,0.358891,236.244125,237.16438,13.109999,34.81004,2025,20250701_0545.nc
0,3,4483,1.34195,1.444641,0.552604,0.594719,242.097687,241.677119,10.250597,36.229557,2025,20250701_0545.nc
0,4,3811,2.56539,2.373712,1.060049,0.980923,241.716675,241.679219,7.437448,37.590954,2025,20250701_0545.nc
0,5,3304,2.423683,2.297648,1.00492,0.950322,241.529007,241.375701,4.714915,39.212183,2025,20250701_0545.nc
0,6,3427,2.468615,2.281888,1.022026,0.943968,241.301636,241.278905,2.473462,40.788982,2025,20250701_0545.nc
0,7,4425,0.980524,1.281948,0.406244,0.527538,241.897537,241.651207,2.960452,42.496128,2025,20250701_0545.nc
1,0,4342,0.784474,0.798659,0.331435,0.336269,236.275276,237.69135,18.832222,30.1431,2025,20250701_0545.nc
1,1,4367,0.832874,0.844776,0.35356,0.355352,235.839951,237.777274,15.922971,31.532499,2025,20250701_0545.nc
1,2,4343,0.828593,0.824959,0.352588,0.348922,235.342926,236.532921,12.987301,32.95829,2025,20250701_0545.nc
1,3,4516,0.749095,0.808005,0.315436,0.337907,238.302559,238.75731,10.074653,34.498795,2025,20250701_0545.nc
1,4,4593,0.753724,0.920724,0.316343,0.381492,240.103775,240.346472,7.167775,36.082909,2025,20250701_0545.nc
1,5,4364,2.328492,2.126499,0.94379,0.864668,245.55751,244.967641,4.320271,37.689957,2025,20250701_0545.nc
1,6,4468,1.990433,1.933053,0.809085,0.784984,245.678719,245.472254,1.83011,39.28153,2025,20250701_0545.nc
1,7,4556,1.588289,1.609001,0.640501,0.651141,246.816658,245.942141,2.220182,40.97023,2025,20250701_0545.nc
2,0,4259,0.869026,1.25974,0.35834,0.501737,247.477783,248.077036,19.196619,28.2876,2025,20250701_0545.nc
2,1,4330,0.895501,1.118138,0.368451,0.449102,246.901375,247.144709,16.345939,29.753281,2025,20250701_0545.nc
2,2,4401,0.844908,0.900245,0.349312,0.369176,241.424835,243.284089,13.553782,31.276985,2025,20250701_0545.nc
2,3,4598,0.818564,0.806001,0.338077,0.333496,241.683937,241.691614,10.748996,32.87512,2025,20250701_0545.nc
2,4,4496,0.850536,1.0591,0.351169,0.428179,245.447121,245.965822,8.091246,34.500141,2025,20250701_0545.nc
2,5,4609,1.04928,1.296388,0.420132,0.518636,249.201172,248.891959,5.753329,36.148567,2025,20250701_0545.nc
2,6,4199,2.596812,2.476663,1.02902,0.983822,251.555374,251.340788,4.133183,37.784519,2025,20250701_0545.nc
2,7,4217,2.02532,1.981162,0.809298,0.792891,249.445511,249.543925,4.437469,39.604202,2025,20250701_0545.nc
3,0,4238,0.754609,0.949642,0.30419,0.376718,249.487747,250.735777,19.955711,26.521626,2025,20250701_0545.nc
3,1,4365,0.914493,1.236489,0.361699,0.483496,253.883438,253.808122,17.239073,28.082354,2025,20250701_0545.nc
3,2,4385,0.822505,0.958104,0.327792,0.377533,252.838501,252.951268,14.608199,29.69124,2025,20250701_0545.nc
3,3,4468,0.818379,0.814175,0.330272,0.327774,247.994446,248.361897,12.103651,31.339934,2025,20250701_0545.nc
3,4,4410,0.812444,0.809942,0.329332,0.328168,246.689049,246.756309,9.861933,33.007969,2025,20250701_0545.nc
3,5,4515,0.903283,1.167397,0.365476,0.460494,251.672073,251.857416,7.989096,34.731815,2025,20250701_0545.nc
3,6,4523,0.874764,1.203197,0.351421,0.478369,249.957535,250.495537,6.94278,36.45776,2025,20250701_0545.nc
3,7,4478,0.908599,1.376464,0.362654,0.543505,251.574638,251.441861,7.031074,38.225677,2025,20250701_0545.nc
0,0,4261,0.690008,0.712106,0.2923,0.301514,234.774658,236.289019,18.927553,42.807426,2025,20250701_0645.nc
0,1,4148,0.766769,0.789686,0.327492,0.335522,233.538589,235.305043,16.002357,44.436853,2025,20250701_0645.nc
0,2,4334,0.760786,0.791039,0.322981,0.333941,235.737007,236.704481,13.11187,46.204041,2025,20250701_0645.nc
0,3,4456,1.283016,1.356133,0.529822,0.558499,242.053596,241.757829,10.261979,47.889011,2025,20250701_0645.nc
0,4,3977,2.40624,2.264877,0.991291,0.933878,242.271149,242.266857,7.474676,49.55621,2025,20250701_0645.nc
0,5,3843,2.228714,2.112532,0.919502,0.871228,242.467377,242.173453,4.736507,51.370567,2025,20250701_0645.nc
0,6,4037,2.044504,1.897596,0.844377,0.78241,242.227875,242.029688,2.581369,53.121857,2025,20250701_0645.nc
0,7,4429,1.07581,1.209972,0.446246,0.496816,243.401276,242.929869,2.969356,54.975403,2025,20250701_0645.nc
1,0,4354,0.850963,0.849259,0.358678,0.357082,236.870064,238.127096,18.840064,41.326942,2025,20250701_0645.nc
1,1,4382,0.877602,0.873078,0.370046,0.367059,236.924438,238.184971,15.928951,43.043686,2025,20250701_0645.nc
1,2,4352,0.90061,0.883915,0.382503,0.373853,235.5224,236.758084,12.984519,44.775795,2025,20250701_0645.nc
1,3,4551,0.806822,0.861583,0.337958,0.358996,238.750198,239.580064,10.078125,46.546669,2025,20250701_0645.nc
1,4,4627,0.807149,0.94404,0.33694,0.389929,241.104431,241.187094,7.172645,48.323235,2025,20250701_0645.nc
1,5,4593,1.99721,1.929082,0.812655,0.784444,245.765305,245.506131,4.309706,50.106331,2025,20250701_0645.nc
1,6,4403,1.753978,1.693002,0.712181,0.686069,246.309113,246.313649,1.847826,51.8792,2025,20250701_0645.nc
1,7,4559,1.199916,1.254256,0.488562,0.509086,246.181183,245.724957,2.212967,53.717018,2025,20250701_0645.nc
2,0,4276,0.838811,0.970946,0.34264,0.392283,245.090897,246.214895,19.18215,39.919676,2025,20250701_0645.nc
2,1,4353,0.930405,1.037465,0.381631,0.419458,245.26973,246.28501,16.343018,41.683456,2025,20250701_0645.nc
2,2,4394,0.843876,0.886305,0.345453,0.361097,243.444893,245.223273,13.558933,43.44463,2025,20250701_0645.nc
2,3,4577,0.892116,0.857674,0.367729,0.35375,242.305557,242.567075,10.752014,45.26165,2025,20250701_0645.nc
2,4,4573,0.894553,1.086464,0.36607,0.436636,247.959091,247.475123,8.073827,47.087105,2025,20250701_0645.nc
2,5,4565,1.131432,1.276669,0.452546,0.511201,249.247452,248.805955,5.730518,48.901859,2025,20250701_0645.nc
2,6,4497,2.039719,1.955566,0.809979,0.7763,251.610077,251.379921,4.108613,50.73259,2025,20250701_0645.nc
2,7,4369,1.215687,1.341613,0.487575,0.537484,248.983185,248.941839,4.387056,52.614449,2025,20250701_0645.nc
3,0,4245,0.810566,0.961934,0.324498,0.381187,250.381912,251.34927,19.945633,38.604019,2025,20250701_0645.nc
3,1,4349,0.877168,1.049664,0.352366,0.412651,253.668167,253.150085,17.23946,40.412792,2025,20250701_0645.nc
3,2,4390,0.879457,1.021254,0.349288,0.400739,254.009247,254.083013,14.612192,42.228844,2025,20250701_0645.nc
3,3,4390,0.918933,0.905562,0.37052,0.363319,248.638184,249.086026,12.096471,44.070786,2025,20250701_0645.nc
3,4,4532,0.905258,0.903742,0.367762,0.365586,246.398331,247.023001,9.835754,45.909327,2025,20250701_0645.nc
3,5,4400,0.94947,1.131615,0.383911,0.447738,251.673927,251.608637,7.98646,47.752708,2025,20250701_0645.nc
3,6,4482,0.94887,1.176803,0.381568,0.468175,250.239433,250.536056,6.935622,49.58729,2025,20250701_0645.nc
3,7,4564,0.870864,1.117254,0.348169,0.441474,251.681229,251.898689,7.048946,51.463573,2025,20250701_0645.nc
0,0,4276,0.977392,0.919537,0.413382,0.38881,235.608711,237.01227,18.922897,55.313917,2025,20250701_0745.nc
0,1,4115,1.141602,1.081503,0.48742,0.459428,234.22789,235.683214,16.003469,57.075497,2025,20250701_0745.nc
0,2,4371,1.055888,0.9653,0.448183,0.408214,236.294693,237.047651,13.117839,58.989887,2025,20250701_0745.nc
0,3,4347,0.792508,0.891766,0.328186,0.369033,241.426422,241.165846,10.256052,60.766537,2025,20250701_0745.nc
0,4,4069,1.409852,1.370321,0.580124,0.562957,243.349426,243.213683,7.426088,62.582401,2025,20250701_0745.nc
0,5,4131,1.115759,1.115776,0.461661,0.459406,242.767151,242.455686,4.707475,64.456062,2025,20250701_0745.nc
0,6,4201,0.975891,0.980444,0.401467,0.403598,243.233398,242.905058,2.613358,66.357994,2025,20250701_0745.nc
