mode,time_index,anchor_rank,grid_latitude,grid_longitude,source_latitude,source_longitude,training_eigenvalue,training_g_score,weight
1,2,33,-1.388,125.834,-1.3802025,125.81753,1.51602998218,0.0499674589954,-5.55434943787e-07
1,2,34,-1.388,125.771,-1.3800495,125.75539,1.51602998218,0.0499674589954,-3.48635238775e-07
1,2,35,-0.464,124.637,-0.46652085,124.646454,1.51602998218,0.0499674589954,1.47946548132e-07
1,2,36,-0.464,124.574,-0.4664466,124.58425,1.51602998218,0.0499674589954,9.40460417723e-09
1,2,37,0.592,125.582,0.5942871,125.59169,1.51602998218,0.0499674589954,-9.11306368753e-07
1,2,38,0.592,125.519,0.5944045,125.52938,1.51602998218,0.0499674589954,4.85781018025e-08
1,2,39,-2.796,123.944,-2.7891498,123.927864,1.51602998218,0.0499674589954,1.43569444478e-09
1,2,40,-2.796,123.881,-2.7890348,123.86546,1.51602998218,0.0499674589954,2.00339593804e-10
1,2,41,1.428,129.047,1.4330409,129.01724,1.51602998218,0.0499674589954,0.000900469123239
1,2,42,1.428,128.984,1.4332514,128.95493,1.51602998218,0.0499674589954,-1.02123414686e-05
1,2,43,1.604,123.503,1.596721,123.481476,1.51602998218,0.0499674589954,2.0513127017e-09
1,2,44,1.604,123.44,1.5968183,123.41886,1.51602998218,0.0499674589954,-2.08081002915e-10
1,2,45,-0.816,127.535,-0.8192762,127.56416,1.51602998218,0.0499674589954,-5.09550420116e-06
1,2,46,-0.816,127.472,-0.81916285,127.502075,1.51602998218,0.0499674589954,4.91879215344e-06
1,2,47,-2.312,127.157,-2.3159075,127.17239,1.51602998218,0.0499674589954,5.13739509348e-07
1,2,48,-2.312,127.094,-2.3158708,127.11033,1.51602998218,0.0499674589954,-2.12378277602e-08
1,2,49,-1.476,130.433,-1.4760398,130.41107,1.51602998218,0.0499674589954,9.32406409507e-07
1,2,50,-1.476,130.37,-1.475974,130.34901,1.51602998218,0.0499674589954,-2.50413311866e-05
1,2,51,0.24,122.558,0.23094879,122.5326,1.51602998218,0.0499674589954,4.61740033038e-10
1,2,52,0.24,122.495,0.2312124,122.46999,1.51602998218,0.0499674589954,-1.06042942763e-10
1,2,53,-0.904,128.795,-0.90867287,128.80405,1.51602998218,0.0499674589954,8.14371322895e-06
1,2,54,-0.904,128.732,-0.9084655,128.74196,1.51602998218,0.0499674589954,4.4514378795e-05
1,2,55,-2.136,129.425,-2.1467805,129.40987,1.51602998218,0.0499674589954,-8.31591638548e-06
1,2,56,-2.136,129.362,-2.1466954,129.34772,1.51602998218,0.0499674589954,-5.38016065926e-06
1,2,57,0.504,126.779,0.50469345,126.77188,1.51602998218,0.0499674589954,-7.9198733036e-06
1,2,58,0.504,126.716,0.5047724,126.70979,1.51602998218,0.0499674589954,3.75898772268e-07
1,2,59,1.604,126.401,1.6118954,126.41013,1.51602998218,0.0499674589954,1.39363208264e-06
1,2,60,1.604,126.338,1.6119102,126.34781,1.51602998218,0.0499674589954,6.99655673431e-08
1,2,61,0.68,128.732,0.6745286,128.7603,1.51602998218,0.0499674589954,-0.00120060786044
1,2,62,0.68,128.669,0.6747734,128.69836,1.51602998218,0.0499674589954,0.000205176749098
1,2,63,-1.52,126.968,-1.5129114,126.9967,1.51602998218,0.0499674589954,-3.11092441889e-06
1,2,64,-1.52,126.905,-1.5129007,126.9344,1.51602998218,0.0499674589954,-1.00988156902e-06
1,2,65,-1.036,124.007,-1.0301102,124.01641,1.51602998218,0.0499674589954,-3.19462610251e-08
1,2,66,-1.036,123.944,-1.0300695,123.95413,1.51602998218,0.0499674589954,8.51764876681e-09
1,2,67,0.944,122.684,0.94709164,122.66402,1.51602998218,0.0499674589954,-6.76319032579e-10
