dataset,day,direction,band_type,band_index,band_low,band_high,lon_scheme,rank,rank_fraction,eigenvalue,eigenvalue_fraction,cumulative_fraction
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,6,0.075,4.329874295767576,0.0541234286970947,0.424067116835306
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,7,0.0875,4.028716439430491,0.05035895549288114,0.4744260723281872
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,8,0.1,3.59853556308744,0.044981694538593,0.5194077668667801
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,9,0.1125,3.155077582379403,0.03943846977974254,0.5588462366465227
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,10,0.125,2.656182091802,0.033202276147525,0.5920485127940477
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,11,0.1375,2.1526182228168578,0.026907727785210722,0.6189562405792584
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,12,0.15,1.957119241729333,0.024463990521616664,0.643420231100875
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,13,0.1625,1.9510938468299186,0.024388673085373982,0.6678089041862489
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,14,0.175,1.8450605012242658,0.02306325626530332,0.6908721604515523
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,15,0.1875,1.5700625471545007,0.01962578183943126,0.7104979422909836
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,16,0.2,1.3563618998091995,0.016954523747614993,0.7274524660385986
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,17,0.2125,1.2568606187311704,0.01571075773413963,0.7431632237727382
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,18,0.225,1.1552459410489984,0.01444057426311248,0.7576037980358508
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,19,0.2375,1.0041797913536739,0.012552247391920924,0.7701560454277717
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,20,0.25,0.9107057819855701,0.011383822274819625,0.7815398677025913
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,21,0.2625,0.8789057883195842,0.010986322353994802,0.7925261900565861
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,22,0.275,0.8218634755864413,0.010273293444830517,0.8027994835014166
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,23,0.2875,0.7258453799153791,0.009073067248942239,0.8118725507503588
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,24,0.3,0.6520408330228199,0.008150510412785248,0.820023061163144
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,25,0.3125,0.6139457194325341,0.007674321492906676,0.8276973826560508
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,26,0.325,0.5746955867397433,0.0071836948342467915,0.8348810774902975
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,27,0.3375,0.5234440368860348,0.006543050461075435,0.8414241279513729
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,28,0.35,0.5046174614141703,0.006307718267677129,0.8477318462190501
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,29,0.3625,0.48803210240503536,0.006100401280062942,0.853832247499113
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,30,0.375,0.47500119484129666,0.005937514935516208,0.8597697624346292
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,31,0.3875,0.4644360206469885,0.005805450258087356,0.8655752126927165
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,32,0.4,0.4283075342730878,0.005353844178413598,0.8709290568711301
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,33,0.4125,0.3981840933843786,0.0049773011673047325,0.8759063580384349
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,34,0.425,0.378708406914511,0.004733855086431388,0.8806402131248663
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,35,0.4375,0.35962913076426384,0.004495364134553298,0.8851355772594196
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,36,0.45,0.33807619410816103,0.0042259524263520126,0.8893615296857716
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,37,0.4625,0.31941756998560356,0.003992719624820044,0.8933542493105917
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,38,0.475,0.3104968773176001,0.0038812109664700016,0.8972354602770617
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,39,0.4875,0.3085100318333392,0.00385637539791674,0.9010918356749784
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,40,0.5,0.3000928795771454,0.0037511609947143178,0.9048429966696927
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,41,0.5125,0.28336902186820995,0.003542112773352624,0.9083851094430453
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,42,0.525,0.26221394850144897,0.003277674356268112,0.9116627837993134
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,43,0.5375,0.252070335322589,0.0031508791915323625,0.9148136629908458
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,44,0.55,0.24899681263725693,0.0031124601579657117,0.9179261231488115
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,45,0.5625,0.242863175923267,0.0030357896990408375,0.9209619128478523
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,46,0.575,0.23693797385467397,0.0029617246731834246,0.9239236375210358
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,47,0.5875,0.2316007836877873,0.0028950097960973413,0.9268186473171331
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,48,0.6,0.2289671587307295,0.002862089484134119,0.9296807368012673
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,49,0.6125,0.22668224807970508,0.0028335281009963134,0.9325142649022636
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,50,0.625,0.22283783287430903,0.002785472910928863,0.9352997378131925
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,51,0.6375,0.21597647224157823,0.0026997059030197277,0.9379994437162122
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,52,0.65,0.2109800718320609,0.0026372508979007614,0.940636694614113
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,53,0.6625,0.20824493499797808,0.002603061687474726,0.9432397563015877
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,54,0.675,0.20204218933601154,0.0025255273667001443,0.9457652836682879
simulation,13,east_west,latitude_band,3,-1.0,0.0,primary,55,0.6875,0.198170192703085,0.0024771274087885624,0.9482424110770765
