dataset,day,direction,band_type,band_index,band_low,band_high,n_profiles,n_positions,rank,eigenvalue_fraction,ranked_periodogram_fraction
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,42,0.004756257293350366,0.004938220472221099
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,43,0.004707724606796511,0.004938220472221098
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,44,0.0043256342142264335,0.004103280596714086
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,45,0.004011481565249972,0.004103280596714085
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,46,0.0038641744259273114,0.004067510847071728
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,47,0.0038164966248686164,0.004067510847071727
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,48,0.0036987325297381532,0.0036095311055811597
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,49,0.0036294031645286084,0.003609531105581159
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,50,0.0035313869067698555,0.0035104984968079064
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,51,0.003448939057978969,0.0035104984968079064
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,52,0.0033439050313884963,0.003248940861152002
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,53,0.0032482725183875807,0.0032489408611520018
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,54,0.003166266935890511,0.0030340803829941284
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,55,0.003042127515095813,0.0030340803829941275
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,56,0.0029356383016205896,0.0028717325559086838
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,57,0.002886317182713096,0.0028717325559086825
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,58,0.0028847695403308323,0.0028043387828439997
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,59,0.0028402670442155115,0.0028043387828439992
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,60,0.0028314365455510597,0.0027543065741157664
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,61,0.0027530962808997614,0.0027543065741157664
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,62,0.0026300156621257282,0.0026398656895751144
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,63,0.002629770296076637,0.002639865689575114
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,64,0.002609389264390264,0.0025863481661354305
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,65,0.0025275315110816748,0.00258634816613543
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,66,0.0025263521605747544,0.0025311182622187976
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,67,0.002472352654664493,0.0025311182622187976
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,68,0.002452229646893066,0.0024970673928038306
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,69,0.002446140729364078,0.0024970673928038306
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,70,0.002438125777240042,0.0024570332971074527
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,71,0.0024171110333738753,0.0024570332971074527
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,72,0.0023903370380762685,0.002432091953869703
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,73,0.002347717195345948,0.002432091953869703
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,74,0.002264011406009893,0.002215069042974421
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,75,0.0022285717657236437,0.002215069042974421
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,76,0.002174146616683464,0.0021881598078155764
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,77,0.0021678352865961395,0.002188159807815575
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,78,0.0020611846734540275,0.0020410323265548434
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,79,0.0020556164855626636,0.002041032326554843
simulation,25,north_south,longitude_band,3,126.0,127.0,128,80,80,0.0020317768349819784,0.0018970222826054327
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,1,0.07117212936077931,0.07450466850413962
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,2,0.07110721380565216,0.07450466850413962
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,3,0.05957080759949165,0.06955024777034637
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,4,0.05869868095742968,0.06955024777034637
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,5,0.05208330721335179,0.050057304557328416
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,6,0.05044293499844467,0.05005730455732841
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,7,0.04358271182577205,0.0399982408286353
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,8,0.04140544579935108,0.034455325563161915
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,9,0.033860133365534006,0.03445532556316191
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,10,0.033537853179816446,0.030115584330064157
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,11,0.03257503432752451,0.030115584330064157
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,12,0.027813613952414856,0.026462524328356597
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,13,0.027680324259573265,0.026462524328356593
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,14,0.024907945330164435,0.020415457395369305
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,15,0.021017408797880294,0.020415457395369305
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,16,0.019631630626490204,0.018196320292514275
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,17,0.016233507051031486,0.01819632029251427
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,18,0.01374589807310198,0.015028478263061307
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,19,0.013742420242021085,0.015028478263061303
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,20,0.0132499132541989,0.012938048776546113
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,21,0.012692782882645331,0.01293804877654611
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,22,0.011863106419856695,0.010695494027823046
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,23,0.010449884436985836,0.010695494027823042
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,24,0.009621987769780405,0.008950597247374032
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,25,0.009349300784692635,0.008950597247374032
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,26,0.00901157477385728,0.008702320353814104
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,27,0.008703369218927325,0.008702320353814104
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,28,0.008350933435345383,0.007704511189332164
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,29,0.00775526742354182,0.007704511189332164
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,30,0.007498637077857006,0.007630911745930766
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,31,0.007273918162790416,0.007630911745930766
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,32,0.007202425937603479,0.0068860633078518555
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,33,0.00705516154422767,0.006886063307851855
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,34,0.006617158744883597,0.006308423094354989
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,35,0.006181114806799613,0.006308423094354987
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,36,0.005626295300780905,0.005136777029283123
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,37,0.0052609085892128815,0.005136777029283123
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,38,0.005169975576562641,0.004810636482362848
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,39,0.005068000726101345,0.004810636482362848
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,40,0.004966067390964876,0.004571876324357431
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,41,0.004553965184720308,0.00457187632435743
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,42,0.004292588673260045,0.0044230599093607725
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,43,0.004187170146020053,0.004423059909360771
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,44,0.004175066360854169,0.004291648844131766
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,45,0.004128050403701512,0.004291648844131766
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,46,0.0039197539468957725,0.004063869993948625
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,47,0.003915917655975347,0.004063869993948625
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,48,0.003805561866986812,0.003733725270070436
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,49,0.003563478099917191,0.0037337252700704354
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,50,0.0032208413512683095,0.0030004673930575793
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,51,0.003062791041459268,0.003000467393057579
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,52,0.003043607738458967,0.0028382035048386614
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,53,0.002923976706859057,0.0028382035048386605
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,54,0.002894682978493767,0.002767176644767986
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,55,0.0028504176689565356,0.0027671766447679856
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,56,0.002784417138098235,0.002756968045320322
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,57,0.002751087648872182,0.002756968045320322
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,58,0.002726438988871769,0.002721486398650089
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,59,0.002718953049547046,0.002721486398650089
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,60,0.002700791756379257,0.002694340986166437
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,61,0.0026810439648379206,0.0026943409861664358
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,62,0.0026809521007868384,0.002678840650429692
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,63,0.0026427517402596756,0.0026788406504296915
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,64,0.0026009973516992737,0.0026506042079080514
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,65,0.002583642907187292,0.002650604207908051
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,66,0.0025501198289716595,0.002597820690000402
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,67,0.002549333757941444,0.002597820690000402
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,68,0.0025407391882497883,0.0025564993057443177
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,69,0.002520385347484894,0.0025564993057443173
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,70,0.002510935801624692,0.0025051635128713
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,71,0.002508770811506972,0.0025051635128712996
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,72,0.0025055702881563537,0.0024954068374491503
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,73,0.002479952877085748,0.0024954068374491503
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,74,0.0024705221650706813,0.0024511444801262263
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,75,0.0024189295685813966,0.002441514082014066
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,76,0.002413873128343618,0.002441514082014066
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,77,0.002357793160178658,0.002245355660910097
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,78,0.0023500572608475077,0.002245355660910097
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,79,0.0023205477350784235,0.0021915848246070718
simulation,25,north_south,longitude_band,4,128.0,129.0,128,80,80,0.002316737587070514,0.0021915848246070713
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,1,0.09864268221997519,0.0930451651570985
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,2,0.09702798302644158,0.0930451651570985
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,3,0.06276051563663183,0.06598036063172613
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,4,0.05954311425508998,0.06598036063172613
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,5,0.05501322811627567,0.057780701722586106
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,6,0.03853714701585147,0.040314505575296526
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,7,0.03566433922160356,0.040314505575296526
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,8,0.03451977176746975,0.032200444446513654
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,9,0.031002530159923918,0.032200444446513654
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,10,0.027791825897764917,0.026936289167563014
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,11,0.02778650761150518,0.026936289167563014
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,12,0.0258318438677421,0.019655511117849227
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,13,0.019818292664864495,0.019655511117849227
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,14,0.018750537780336425,0.019137732051251907
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,15,0.018692815680662143,0.019137732051251907
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,16,0.018509062923985502,0.018469475289332703
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,17,0.018251654535905812,0.018469475289332703
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,18,0.017911249626636046,0.01839530232869724
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,19,0.017696474532286295,0.01839530232869724
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,20,0.015559042655622557,0.013697165916539949
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,21,0.013435568356141556,0.013697165916539949
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,22,0.012359050249093924,0.012264841813291955
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,23,0.011922047064739823,0.012264841813291955
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,24,0.01096297116733812,0.010596272441033732
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,25,0.01018152502233265,0.010596272441033729
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,26,0.01014215828744576,0.009569164656825124
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,27,0.009227792152049934,0.009569164656825122
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,28,0.007757092020448686,0.007464038988204945
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,29,0.007444376785731219,0.0074640389882049425
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,30,0.007402526693154399,0.007263695494038024
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,31,0.0073207306333168175,0.007263695494038021
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,32,0.0072438265516133514,0.007132748034580042
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,33,0.0067466262009947195,0.007132748034580042
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,34,0.006107355582442759,0.005806707935191943
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,35,0.005308807536815606,0.0058067079351919425
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,36,0.0052661012777155125,0.005192390795277613
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,37,0.005247387500520634,0.005192390795277612
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,38,0.004724676224842429,0.004749225822944354
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,39,0.004439216351387576,0.0047492258229443534
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,40,0.00402345782209511,0.003972615248183414
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,41,0.00385190712588011,0.003972615248183413
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,42,0.003687184254360868,0.003531380478346217
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,43,0.0035241166660058983,0.003531380478346216
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,44,0.0035237501704797475,0.003457555271023491
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,45,0.0034752332897755867,0.003457555271023491
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,46,0.003351913669441956,0.0032713955168083156
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,47,0.003232981611761656,0.0032713955168083156
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,48,0.0031747790095165464,0.0031860051737612983
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,49,0.0031653388024434335,0.0031860051737612957
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,50,0.003112176259161872,0.002974456743212537
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,51,0.003049823139922623,0.0029744567432125365
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,52,0.002977238563061463,0.0027007095070499306
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,53,0.002818865908953195,0.0027007095070499306
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,54,0.0027742455238231514,0.0026949622860797085
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,55,0.0026813841062056963,0.0026949622860797076
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,56,0.0025675689942317023,0.002538714516305158
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,57,0.0025102625693800952,0.002538714516305158
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,58,0.0024512455630097746,0.002534652984644056
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,59,0.0024170321908203738,0.002534652984644056
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,60,0.002390224140119089,0.002523493808495929
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,61,0.002366089837053732,0.0025234938084959277
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,62,0.00235127523141123,0.0024092772152391655
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,63,0.002339995819909708,0.002409277215239165
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,64,0.002327724905601013,0.0023062989548852607
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,65,0.002323405455310275,0.0023062989548852607
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,66,0.002275078397579318,0.0022829133889311977
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,67,0.0022676014680049687,0.0022829133889311977
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,68,0.0022256250070295234,0.0022580050184232143
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,69,0.002225532797503664,0.002258005018423214
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,70,0.0022206818940241927,0.0021475663064711406
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,71,0.0021676722834929776,0.0021475663064711406
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,72,0.0021406017695753637,0.002056492948540798
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,73,0.0021086314480491908,0.0020564929485407976
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,74,0.002026053071579452,0.0019328415453866426
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,75,0.0019185954925764886,0.0018750381517786843
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,76,0.0019176307737500775,0.0018750381517786841
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,77,0.001885917136418597,0.0018159083199714675
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,78,0.0018821865428272303,0.0018159083199714673
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,79,0.001863955299395682,0.001734748864606031
simulation,25,north_south,longitude_band,5,130.0,131.0,120,80,80,0.0018545611337574188,0.001734748864606031
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,1,0.21194426892991142,0.26710670690587707
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,2,0.1156422860818516,0.07804345981737795
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,3,0.06940984507191428,0.07804345981737795
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,4,0.06822732993969516,0.06232617931603104
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,5,0.05916583252849154,0.062326179316031016
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,6,0.03947368050754982,0.030531748265692195
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,7,0.03174163743415341,0.030531748265692195
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,8,0.027759042305020156,0.02314566306985701
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,9,0.023546580431753818,0.02314566306985701
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,10,0.021113096952458735,0.01906486718724332
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,11,0.018156609567552245,0.019064867187243314
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,12,0.015684701469099203,0.015886151753885358
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,13,0.015470221547338788,0.015886151753885358
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,14,0.015062724341102436,0.014357119666662435
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,15,0.014683871640658114,0.014357119666662435
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,16,0.014501323507334088,0.014338873375676272
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,17,0.014032382086514864,0.01433887337567627
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,18,0.013990569410027805,0.013179238259642331
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,19,0.01271429170379285,0.013179238259642328
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,20,0.010396583327199794,0.00800766351161509
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,21,0.008357606663899338,0.00800766351161509
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,22,0.007313977002654591,0.00677432943641107
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,23,0.006990530468617598,0.00677432943641107
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,24,0.0069115924994196595,0.006653888877723403
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,25,0.006552198516687623,0.006653888877723402
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,26,0.006192591408897016,0.0061332711408541235
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,27,0.0060400755777436695,0.006133271140854123
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,28,0.005837601656871744,0.005754038347096195
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,29,0.005834831557162512,0.005754038347096195
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,30,0.005710603311682085,0.005372329040679337
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,31,0.005238291394899985,0.005372329040679334
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,32,0.004900994593437266,0.004785197547483732
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,33,0.004786837576470118,0.004785197547483732
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,34,0.004721075384226507,0.00468700950265836
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,35,0.004535680942531051,0.004687009502658358
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,36,0.004069365811200491,0.0033263370752248172
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,37,0.003500869081056837,0.0033263370752248172
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,38,0.0031729325185481726,0.003096888779734625
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,39,0.003122535425657707,0.003096888779734624
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,40,0.0031132526843101,0.003002076024408289
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,41,0.0030066052780618113,0.0030020760244082877
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,42,0.002964861503427896,0.0028850625791845006
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,43,0.002941652241256578,0.0028850625791844997
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,44,0.0028916656879470312,0.002883030144963183
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,45,0.002851880727099393,0.0028830301449631825
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,46,0.0027458095999795588,0.0026439370106535105
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,47,0.002721873470959165,0.00264393701065351
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,48,0.0027218380245877505,0.0026241613304078637
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,49,0.0025727775795405454,0.0026241613304078633
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,50,0.002395427290361564,0.00229782133188261
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,51,0.00229664296086396,0.00229782133188261
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,52,0.002281189494699919,0.002270008937869532
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,53,0.0022346083865833646,0.002270008937869532
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,54,0.0021878618040461852,0.002176948310859916
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,55,0.002187624117940249,0.002176948310859916
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,56,0.0020811037334695958,0.0019603965616331897
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,57,0.0020781835571788546,0.001960396561633189
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,58,0.002070071933663849,0.0018556141505866389
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,59,0.0018978403939297415,0.0018556141505866389
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,60,0.0018508988183410188,0.0018080313697536586
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,61,0.0018460185740627256,0.0018080313697536581
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,62,0.0018174815092823063,0.0017511861361207835
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,63,0.0017620063901926668,0.0017511861361207835
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,64,0.001711864775555604,0.0016647595717018903
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,65,0.0016639500388842899,0.0016647595717018903
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,66,0.0016094477395245518,0.0015985394160948634
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,67,0.0016024739746918518,0.001598539416094863
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,68,0.0016007752325922617,0.001596429065884592
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,69,0.0015944900132152707,0.0015964290658845909
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,70,0.0015763040454014295,0.0015415002775924897
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,71,0.0015220709501270265,0.0015415002775924897
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,72,0.0015036051955983998,0.0015237052641869167
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,73,0.0014796438493041638,0.0014617765283173535
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,74,0.0014738888009994463,0.0014617765283173535
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,75,0.0014692989451327908,0.001458023999416929
real,13,east_west,latitude_band,1,-3.0,-2.0,356,80,76,0.0014687101261214462,0.0014580239994169285
