dataset,direction,rank,eigenvalue_fraction_mean,eigenvalue_fraction_min,eigenvalue_fraction_max,periodogram_fraction_mean,periodogram_fraction_min,periodogram_fraction_max
real,north_south,65,0.002423760898231381,0.0007823576024224535,0.003802199764796245,0.0024357399498884102,0.0007498388657602033,0.003748943411439896
real,north_south,66,0.002379923274289262,0.0007554603137988915,0.003784828271455523,0.0023955712500508663,0.0007186418300542673,0.0037219455486607747
real,north_south,67,0.0023548788937075753,0.0007454109715608959,0.0037746485016807454,0.0023939550772409464,0.0007186418300542672,0.0037219455486607747
real,north_south,68,0.0023203776003033263,0.0007373701427549524,0.0036942689686328724,0.0022909888448467875,0.0007167911169561475,0.0035420091560933813
real,north_south,69,0.002277828856081085,0.0007347159368420076,0.0035517661101374873,0.0022721456624355254,0.0007167911169561475,0.00354200915609338
real,north_south,70,0.0022543938116972584,0.0007267107213099215,0.0035517103995795856,0.0022032146843432208,0.0007151035688969341,0.0033850957443473245
real,north_south,71,0.002228091562887204,0.0007247631625839079,0.0035217684962220246,0.0021960669744525902,0.0007151035688969341,0.0033850957443473245
real,north_south,72,0.0021931696377439293,0.0007199486165844195,0.003517279466811871,0.0021357410746576317,0.0007084011324511127,0.003384375175026674
real,north_south,73,0.0021676322480264024,0.0007142238832845143,0.003477358823184918,0.0021258202129709725,0.0007084011324511127,0.003384375175026674
real,north_south,74,0.002141088241800094,0.0007139056227117465,0.003472951111086689,0.0020849699001979126,0.0006937576222074915,0.0032858659039216704
real,north_south,75,0.002100115948521776,0.0007023835000876397,0.0034676523212055625,0.0020688381623703137,0.0006937576222074913,0.0032858659039216704
real,north_south,76,0.0020820232454786852,0.0006821196568035632,0.003466384967261007,0.0020092125986457296,0.0006921490040182419,0.0031993223628363097
real,north_south,77,0.002015513143456192,0.000679423790640526,0.0034235558288613285,0.0019747593292425546,0.0006921490040182418,0.0031960718067069785
real,north_south,78,0.0019906853587029097,0.0006726285231798347,0.0033074744450035014,0.0019460152627194126,0.0006699237688031775,0.0031960718067069785
real,north_south,79,0.001939861035542819,0.0006591367726543621,0.003258043785116868,0.0018871813859711688,0.0006699237688031773,0.0031926236178580134
real,north_south,80,0.0018752225042668728,0.000651440579035722,0.003247818612590914,0.0018047896380650806,0.0006099616974173848,0.0031926236178580134
