dataset,direction,rank,rank_fraction,eigenvalue_fraction_mean,eigenvalue_fraction_min,eigenvalue_fraction_max,cumulative_fraction_mean,cumulative_fraction_min,cumulative_fraction_max
real,east_west,23,0.2875,0.006453533267017808,0.004256957750324908,0.008832619764985063,0.8481640612489951,0.7755687982117567,0.9116798643550506
real,east_west,24,0.3,0.006180071504011302,0.003878371793218427,0.008382650458193627,0.8543441327530064,0.7839514486699504,0.915558236148269
real,east_west,25,0.3125,0.005874758068672577,0.003702505772280007,0.007780779159649626,0.860218890821679,0.7916494913672096,0.9192607419205491
real,east_west,26,0.325,0.005547038142063933,0.0034273767788917334,0.0074091355972158365,0.8657659289637429,0.7987946812560313,0.9226881186994408
real,east_west,27,0.3375,0.005235536478245887,0.003246422029767395,0.007035841910838743,0.8710014654419888,0.80583052316687,0.9259345407292082
real,east_west,28,0.35,0.0050105765781216114,0.003037374096627266,0.006946445716553581,0.8760120420201105,0.8127769688834235,0.9289719148258355
real,east_west,29,0.3625,0.004892881894087284,0.002869430345035346,0.006784798588484149,0.8809049239141977,0.8195617674719077,0.9318413451708709
real,east_west,30,0.375,0.00469587118118946,0.002749843938477065,0.006491543606243126,0.8856007950953871,0.8260533110781508,0.934591189109348
real,east_west,31,0.3875,0.004421176461068303,0.002507275670131156,0.006036352748819716,0.8900219715564555,0.8320896638269706,0.9370984647794792
real,east_west,32,0.4,0.004162067190021288,0.002292198456573082,0.005719261652762288,0.8941840387464768,0.8378089254797328,0.9393906632360524
real,east_west,33,0.4125,0.0039528190277983806,0.0022603034178443585,0.005693996097849944,0.8981368577742752,0.8435029215775828,0.9416509666538967
real,east_west,34,0.425,0.003828625417668053,0.002249811962983083,0.005681705591838054,0.9019654831919433,0.8491846271694208,0.9439007786168798
real,east_west,35,0.4375,0.0037614913862832277,0.0022350110527092695,0.005672600118996643,0.9057269745782264,0.8548572272884174,0.9461357896695891
real,east_west,36,0.45,0.003652602718873178,0.002131074880484842,0.005660881036628269,0.9093795772970997,0.8605181083250457,0.9482668645500739
real,east_west,37,0.4625,0.003469929710387736,0.0019194947789686618,0.0053308049060368755,0.9128495070074875,0.8658489132310826,0.9501863593290426
real,east_west,38,0.475,0.0033191806715667156,0.0018505059956251638,0.0050357889582449645,0.9161686876790541,0.8708847021893276,0.9520368653246678
real,east_west,39,0.4875,0.0032334901490728425,0.0018031322318318842,0.00485053951680034,0.9194021778281269,0.8757352417061279,0.9538399975564997
real,east_west,40,0.5,0.0031168087984902635,0.0016956050953045492,0.004646531280464109,0.9225189866266171,0.880381772986592,0.9555356026518043
real,east_west,41,0.5125,0.002984799765521488,0.0015949665522668932,0.004486994314096203,0.9255037863921386,0.8848687673006882,0.9571305692040711
real,east_west,42,0.525,0.0029128213811984954,0.0015230644134284978,0.004384081241013381,0.9284166077733372,0.8892528485417016,0.9586536336174997
real,east_west,43,0.5375,0.002802297448725141,0.0014675341399733991,0.004176729131214392,0.9312189052220623,0.893429577672916,0.960121167757473
real,east_west,44,0.55,0.0026980389007097588,0.0014573278606876579,0.004062001783098875,0.9339169441227722,0.8973485630081873,0.9615784956181607
real,east_west,45,0.5625,0.002632413785202419,0.001456156034856702,0.004005525527267162,0.9365493579079746,0.9011706019114444,0.9630346516530174
real,east_west,46,0.575,0.002541447319121325,0.001420077815714645,0.0037114060353984407,0.9390908052270959,0.9048820079468428,0.964454729468732
real,east_west,47,0.5875,0.002475449340397117,0.0014189490757317614,0.0036122770340225496,0.9415662545674929,0.9084942849808654,0.9658736785444638
real,east_west,48,0.6,0.002414553489116394,0.0014175251844855724,0.003525954056277549,0.9439808080566093,0.9120202390371429,0.9672912037289494
real,east_west,49,0.6125,0.0023381499320216216,0.0013520089987114974,0.003416700850731469,0.9463189579886309,0.9153952815452892,0.9686432127276609
real,east_west,50,0.625,0.002260803610008138,0.0012911349630088467,0.003335894615867311,0.9485797615986391,0.9186892183331383,0.9699343476906697
real,east_west,51,0.6375,0.002173615315401043,0.0012467563490758003,0.0032148430517055107,0.9507533769140402,0.9218774358594348,0.9711811040397454
real,east_west,52,0.65,0.0021160762190088472,0.001229955999827189,0.003139222872510791,0.9528694531330489,0.9250166587319456,0.9724110600395727
real,east_west,53,0.6625,0.0020856515631645246,0.0012169718147219267,0.0031199766141948387,0.9549551046962136,0.9281366353461404,0.9736280318542946
real,east_west,54,0.675,0.0020440260986736196,0.0011689755389636108,0.003043784800470156,0.9569991307948872,0.9311804201466106,0.9748289576060486
real,east_west,55,0.6875,0.002008371270822985,0.0011306111266819303,0.003034519064841316,0.9590075020657101,0.9342149392114519,0.9760515927182968
real,east_west,56,0.7,0.0019665392137956685,0.001105797024066557,0.003010306787964493,0.9609740412795058,0.9372252459994165,0.9772586142483756
real,east_west,57,0.7125,0.0019300952434944823,0.001088283017525318,0.0029889127121220434,0.9629041365230003,0.9402141587115386,0.9784544348107383
real,east_west,58,0.725,0.0019025487707281066,0.0010739969142954174,0.002967485005591124,0.9648066852937284,0.9431816437171296,0.9796447865916408
real,east_west,59,0.7375,0.0018573699291802932,0.0010583183807796482,0.002900434783665625,0.9666640552229087,0.9460820785007953,0.9808252260796443
real,east_west,60,0.75,0.0018138031176530276,0.0010514287212798842,0.0028702362473336106,0.9684778583405617,0.9489523147481289,0.9819314761769804
real,east_west,61,0.7625,0.001787968359178538,0.0010495522922813587,0.002809272112996909,0.9702658266997403,0.9517615868611258,0.9830042660889199
real,east_west,62,0.775,0.0017535336866429986,0.001039165703854493,0.0027368784009816267,0.9720193603863833,0.9544984652621074,0.9840541644574118
real,east_west,63,0.7875,0.0017235986076678078,0.0010102429813687412,0.0026969722441462906,0.973742958994051,0.9571954375062537,0.9850644074387805
real,east_west,64,0.8,0.0016996709927752267,0.0009970700709930253,0.002691502953370772,0.9754426299868263,0.9598869404596244,0.9860614775097736
real,east_west,65,0.8125,0.0016743557119090816,0.0009908656460608791,0.0026649953776671106,0.9771169856987354,0.9625519358372915,0.9870523431558345
real,east_west,66,0.825,0.0016493488213590458,0.000979762128611875,0.0026507232800400656,0.9787663345200943,0.9652026591173315,0.9880321052844463
real,east_west,67,0.8375,0.0016206164969315593,0.000979160568512621,0.002636787679493501,0.980386951017026,0.967839446796825,0.989011265852959
real,east_west,68,0.85,0.0016055593259786296,0.0009626058919410265,0.002590339051279587,0.9819925103430046,0.9704297858481046,0.9899738717449
real,east_west,69,0.8625,0.0015886214807549462,0.0009156402748254549,0.0025591989994592163,0.9835811318237596,0.9729889848475638,0.9908895120197255
real,east_west,70,0.875,0.0015695805533367186,0.0008659549561162789,0.0025498570414979327,0.9851507123770963,0.9755388418890617,0.9917554669758418
real,east_west,71,0.8875,0.0015462662401660057,0.0008468002306289003,0.0025327034712711942,0.9866969786172622,0.9780715453603329,0.9926022672064707
real,east_west,72,0.9,0.0015354152178289374,0.0008456736985789309,0.002528528287534631,0.9882323938350912,0.9806000736478675,0.9934479409050496
real,east_west,73,0.9125,0.0015172445436030235,0.0008372040369847763,0.0024853922368815685,0.9897496383786941,0.9830854658847491,0.9942851449420343
real,east_west,74,0.925,0.001505887279676276,0.0008364364744121635,0.0024754919363826305,0.9912555256583705,0.9855609578211317,0.9951215814164465
real,east_west,75,0.9375,0.0014883537299706614,0.0008312983398843334,0.0024387782101568467,0.9927438793883411,0.9879997360312885,0.9959528797563308
real,east_west,76,0.95,0.0014775425962108048,0.0008295148489466274,0.00243761016147686,0.994221421984552,0.9904373461927654,0.9967823946052775
real,east_west,77,0.9625,0.001465590250472387,0.0008276734744101828,0.002408646492216526,0.9956870122350243,0.9928459926849819,0.9976100680796877
real,east_west,78,0.975,0.0014556966318224165,0.0008159798920824019,0.0024042936714212086,0.9971427088668467,0.9952502863564031,0.9984352453969413
real,east_west,79,0.9875,0.0014347903136987042,0.0008124425417277216,0.0023750777780709017,0.9985774991805454,0.997625364134474,0.999247687938669
real,east_west,80,1.0,0.001422500819454583,0.0007523120613308096,0.002374635865525666,1.0,0.9999999999999997,1.0000000000000004
real,north_south,1,0.0125,0.15489820766235177,0.0708436516566223,0.2817693400161618,0.15489820766235177,0.0708436516566223,0.2817693400161618
real,north_south,2,0.025,0.10279070155736916,0.06854558553680794,0.15800329605557756,0.25768890921972093,0.13938923719343024,0.4046589926310271
real,north_south,3,0.0375,0.0705490371097778,0.04096222247075786,0.0999691516538526,0.3282379463294987,0.20376334404875152,0.4602219736151554
real,north_south,4,0.05,0.055751318302473006,0.039786247972064696,0.07338792188591442,0.38398926463197175,0.2611252444213997,0.5285113267719392
real,north_south,5,0.0625,0.04738788309637149,0.033181233982168955,0.0684256927583521,0.4313771477283432,0.315813189272077,0.5969370195302913
real,north_south,6,0.075,0.041965598690888936,0.028360579323514372,0.05140103685106615,0.47334274641923213,0.3655145610249672,0.6481125879291088
real,north_south,7,0.0875,0.03662311617529633,0.026912875598545726,0.04901370169080739,0.5099658625945285,0.4083568967813311,0.6864734387948357
real,north_south,8,0.1,0.03203647352002987,0.021924678632288405,0.043615667062925655,0.5420023361145584,0.4373276251406478,0.7199342133004566
real,north_south,9,0.1125,0.028473592511524145,0.01949245286772297,0.04020617743052113,0.5704759286260825,0.46321580510392946,0.7474002699659271
real,north_south,10,0.125,0.025053759962731695,0.01677248019972964,0.03591934979065023,0.5955296885888142,0.4861547416915871,0.7704547167582675
real,north_south,11,0.1375,0.022524561202376548,0.014004722946817927,0.032462470677477616,0.6180542497911907,0.507683963553786,0.790647052660076
real,north_south,12,0.15,0.02023201116365429,0.013106554228922072,0.0272970962093105,0.638286260954845,0.5290060233813194,0.8079506700518608
real,north_south,13,0.1625,0.018152519074583304,0.013047395422966544,0.02305508507992867,0.6564387800294283,0.5485739827617006,0.8242291722885392
real,north_south,14,0.175,0.01672243099023298,0.011869142715223041,0.022719526690517335,0.6731612110196612,0.5661527957287561,0.8387410044289082
real,north_south,15,0.1875,0.015526936110397802,0.010747130350323944,0.020899513142831137,0.688688147130059,0.5818190809534595,0.8498427794270856
real,north_south,16,0.2,0.01458630335392499,0.009273176874303828,0.017717353197471093,0.7032744504839842,0.5960548539203518,0.8591159563013895
real,north_south,17,0.2125,0.013721216300421467,0.00925327375144939,0.017050693455831507,0.7169956667844056,0.6098763721755487,0.8683692300528388
real,north_south,18,0.225,0.012846508465365673,0.008772348410191358,0.016827807524841767,0.7298421752497712,0.6236970489246084,0.8771415784630302
real,north_south,19,0.2375,0.01197653833027938,0.007237327520734915,0.015548223162355292,0.7418187135800506,0.6371326593411943,0.8843789059837651
real,north_south,20,0.25,0.010882531299597672,0.006505323514825038,0.013646821396514729,0.7527012448796483,0.6503741940744034,0.8908842294985901
real,north_south,21,0.2625,0.010064697410059801,0.006250219216984373,0.013232264257034318,0.7627659422897081,0.6636064583314377,0.8971344487155745
real,north_south,22,0.275,0.009660859399351055,0.005940079945871831,0.012310422053338441,0.7724268016890592,0.6759168803847762,0.9030745286614463
real,north_south,23,0.2875,0.009237264343950018,0.005583249005966832,0.011656227102683728,0.7816640660330092,0.6868600049516739,0.9086577776674132
real,north_south,24,0.3,0.008795374937278869,0.005420034354288909,0.010939558830373168,0.7904594409702881,0.696749030164672,0.9140778120217021
real,north_south,25,0.3125,0.008313180323360774,0.004956985053515904,0.010904079207862544,0.7987726212936488,0.7057592576499575,0.9190347970752181
real,north_south,26,0.325,0.007897080548843787,0.00421241845427431,0.01068665305742525,0.8066697018424926,0.7144541767986009,0.9232472155294924
real,north_south,27,0.3375,0.007606451973383525,0.003917218283780228,0.009706945369822454,0.8142761538158761,0.7231353965941877,0.9271644338132726
real,north_south,28,0.35,0.007224835296218624,0.0037663332816066063,0.00910206089197182,0.8215009891120947,0.7316567837954757,0.9309307670948792
real,north_south,29,0.3625,0.006891444866422571,0.003561503542791972,0.008957056322735225,0.8283924339785174,0.7401739691903311,0.9344922706376712
real,north_south,30,0.375,0.006652297272136217,0.003372294421214951,0.008492716032561675,0.8350447312506535,0.7485919884878965,0.9378645650588862
real,north_south,31,0.3875,0.0063184584133532855,0.003027850136857995,0.008491811429408644,0.8413631896640068,0.7569102774799192,0.9408924151957442
real,north_south,32,0.4,0.005989256709221926,0.002745507820698596,0.008248742209123692,0.8473524463732287,0.7651590196890429,0.9436379230164428
real,north_south,33,0.4125,0.005782617304103667,0.0026345296511708065,0.00823575936493351,0.8531350636773324,0.7733947790539764,0.9462724526676136
real,north_south,34,0.425,0.005560562827853833,0.002634500381146609,0.008213455046681894,0.8586956265051863,0.7816082341006583,0.9489069530487603
real,north_south,35,0.4375,0.005378409179696861,0.0026241414080548455,0.007910812227143208,0.8640740356848831,0.7895190463278015,0.9515310944568152
real,north_south,36,0.45,0.005211256626225595,0.002401338134952134,0.007776224243150788,0.8692852923111087,0.7972952705709523,0.9539324325917673
real,north_south,37,0.4625,0.005004473237109098,0.0021482946173646566,0.007727381485761976,0.8742897655482178,0.8050226520567143,0.956080727209132
real,north_south,38,0.475,0.0048138054665030966,0.0020238379901031437,0.007613490076745505,0.8791035710147209,0.8126361421334598,0.9581045651992351
real,north_south,39,0.4875,0.004623968687296231,0.0018719390100880163,0.007349919408508219,0.8837275397020171,0.8199860615419681,0.9599765042093231
real,north_south,40,0.5,0.00447915572838794,0.001733942946066393,0.0071339584217759225,0.8882066954304051,0.827120019963744,0.9617104471553896
real,north_south,41,0.5125,0.0043385697254326285,0.001650527931693512,0.007077272371695499,0.8925452651558377,0.8341972923354395,0.9633609750870831
real,north_south,42,0.525,0.004216640490690746,0.0016006996830265389,0.006981658376906135,0.8967619056465285,0.8411789507123456,0.9649616747701096
real,north_south,43,0.5375,0.004090291845850724,0.0015833849023104243,0.0065122748696536574,0.9008521974923792,0.8476912255819993,0.9665450596724201
real,north_south,44,0.55,0.003956853761175839,0.0014801315101871165,0.00586324885086186,0.904809051253555,0.8535544744328611,0.9680251911826072
real,north_south,45,0.5625,0.003885367474397655,0.0014235752610320701,0.005812800360245955,0.9086944187279526,0.8593672747931071,0.9694487664436393
real,north_south,46,0.575,0.0037677673201615127,0.0014190707059212806,0.005664270593544773,0.9124621860481142,0.865031545386652,0.9708678371495606
real,north_south,47,0.5875,0.0036107286716142695,0.0013080513917791085,0.005348339532349963,0.9160729147197285,0.8703798849190019,0.9721758885413397
real,north_south,48,0.6,0.0034929294591461092,0.00120305692274967,0.005322380370788311,0.9195658441788747,0.8757022652897902,0.9733789454640894
real,north_south,49,0.6125,0.003396351753986593,0.0011627406678980936,0.0050434576103544565,0.9229621959328612,0.8807457229001446,0.9745416861319876
real,north_south,50,0.625,0.0033079941394707274,0.0011252800718634692,0.004949562825234314,0.9262701900723319,0.8856952857253789,0.9756669662038511
real,north_south,51,0.6375,0.0032142534194717887,0.0011001524650787447,0.004940843982937924,0.9294844434918037,0.8906361297083168,0.9767671186689298
real,north_south,52,0.65,0.0031124987859797192,0.0010998740932989409,0.004566087479654187,0.9325969422777834,0.895202217187971,0.9778669927622288
real,north_south,53,0.6625,0.0030337742728581744,0.0010656310213067591,0.004238063119948131,0.9356307165506416,0.8994402803079191,0.9789326237835355
real,north_south,54,0.675,0.0029925137411694054,0.0009957372217641518,0.004235269659027056,0.9386232302918109,0.9036755499669462,0.9799283610052997
real,north_south,55,0.6875,0.0029012337691273907,0.0009784565240127838,0.0041729455462547315,0.9415244640609384,0.9078484955132009,0.9809068175293124
real,north_south,56,0.7,0.0028335861658852265,0.0009681015452832596,0.00416148124593064,0.9443580502268236,0.9120099767591315,0.9818749190745957
real,north_south,57,0.7125,0.00278297283973912,0.000912737766705679,0.004156270810254011,0.9471410230665628,0.9161662475693856,0.9827876568413013
real,north_south,58,0.725,0.0027176141101172917,0.0008744515351790074,0.004030455504700481,0.9498586371766801,0.9201967030740861,0.9836621083764803
real,north_south,59,0.7375,0.002679333692108232,0.0008581472087407135,0.004021478037181821,0.9525379708687882,0.9242181811112679,0.9845202555852209
real,north_south,60,0.75,0.0026303721911320826,0.0008330846256712029,0.003929860805184254,0.9551683430599204,0.9281480419164521,0.9853533402108922
real,north_south,61,0.7625,0.0025795605164037993,0.0008245027189231897,0.003929400103292422,0.9577479035763242,0.9320774420197445,0.9861778429298154
real,north_south,62,0.775,0.0025464329011388185,0.0008101487639123878,0.003892664272738032,0.9602943364774631,0.9359701062924826,0.9869879916937278
real,north_south,63,0.7875,0.0024998603125474584,0.0008054606026356625,0.003887770598216784,0.9627941967900104,0.9398578768906993,0.9877934522963634
real,north_south,64,0.8,0.002461236949252829,0.0008045479073813681,0.00382241323567356,0.9652554337392634,0.9436802901263729,0.9885980002037448
real,north_south,65,0.8125,0.002423760898231381,0.0007823576024224535,0.003802199764796245,0.9676791946374946,0.9474824898911691,0.9893803578061672
real,north_south,66,0.825,0.002379923274289262,0.0007554603137988915,0.003784828271455523,0.970059117911784,0.9512673181626247,0.9901358181199661
real,north_south,67,0.8375,0.0023548788937075753,0.0007454109715608959,0.0037746485016807454,0.9724139968054915,0.9550419666643054,0.990881229091527
real,north_south,68,0.85,0.0023203776003033263,0.0007373701427549524,0.0036942689686328724,0.9747343744057949,0.9587362356329383,0.991618599234282
real,north_south,69,0.8625,0.002277828856081085,0.0007347159368420076,0.0035517661101374873,0.9770122032618759,0.9622880017430758,0.992353315171124
real,north_south,70,0.875,0.0022543938116972584,0.0007267107213099215,0.0035517103995795856,0.9792665970735732,0.9658397121426554,0.9930800258924339
real,north_south,71,0.8875,0.002228091562887204,0.0007247631625839079,0.0035217684962220246,0.9814946886364605,0.9693614806388774,0.9938047890550179
real,north_south,72,0.9,0.0021931696377439293,0.0007199486165844195,0.003517279466811871,0.9836878582742042,0.9728787601056893,0.9945247376716023
real,north_south,73,0.9125,0.0021676322480264024,0.0007142238832845143,0.003477358823184918,0.9858554905222306,0.9763561189288742,0.9952389615548868
real,north_south,74,0.925,0.002141088241800094,0.0007139056227117465,0.003472951111086689,0.9879965787640308,0.9798290700399609,0.9959528671775986
real,north_south,75,0.9375,0.002100115948521776,0.0007023835000876397,0.0034676523212055625,0.9900966947125526,0.9832967223611665,0.9966552506776862
real,north_south,76,0.95,0.0020820232454786852,0.0006821196568035632,0.003466384967261007,0.9921787179580314,0.9867631073284275,0.9973373703344898
real,north_south,77,0.9625,0.002015513143456192,0.000679423790640526,0.0034235558288613285,0.9941942311014874,0.9901866631572889,0.9980167941251303
real,north_south,78,0.975,0.0019906853587029097,0.0006726285231798347,0.0033074744450035014,0.9961849164601905,0.9934941376022923,0.9986894226483102
real,north_south,79,0.9875,0.001939861035542819,0.0006591367726543621,0.003258043785116868,0.9981247774957331,0.9967521813874092,0.9993485594209646
real,north_south,80,1.0,0.0018752225042668728,0.000651440579035722,0.003247818612590914,1.0000000000000002,0.9999999999999996,1.0000000000000004
simulation,east_west,1,0.0125,0.09834249474539997,0.07927152205864213,0.1252068081281049,0.09834249474539997,0.07927152205864213,0.1252068081281049
simulation,east_west,2,0.025,0.08848694094942536,0.07456858756370911,0.10199290841946881,0.18682943569482532,0.15384010962235123,0.21744412835888033
simulation,east_west,3,0.0375,0.07966337484183793,0.06864181452519194,0.09384798386438331,0.26649281053666324,0.22618701523124202,0.3007693757785155
simulation,east_west,4,0.05,0.0744350262993167,0.0625700177440994,0.08204884585036226,0.34092783683597994,0.29405606479145147,0.3808072360466933
simulation,east_west,5,0.0625,0.0659004129113216,0.0577833129863365,0.07290872240620042,0.4068282497473016,0.3606307283528808,0.44563461444364805
simulation,east_west,6,0.075,0.05901201136156881,0.05245954977346258,0.06692814711996709,0.4658402611088704,0.42149784861287865,0.5077443366989249
simulation,east_west,7,0.0875,0.05146115135917155,0.04475343669846955,0.06015106012828351,0.517301412468042,0.4744260723281872,0.5546580609076146
simulation,east_west,8,0.1,0.042965870887056175,0.03657940534240415,0.049872952113217,0.560267283355098,0.5194077668667801,0.5912374662500187
simulation,east_west,9,0.1125,0.036818109059120245,0.02929282044085415,0.04161403906571506,0.5970853924142183,0.5588462366465227,0.6205302866908728
simulation,east_west,10,0.125,0.03146044537198976,0.02675603122292422,0.03744926937903771,0.6285458377862081,0.5920485127940477,0.6502213961757295
simulation,east_west,11,0.1375,0.027554845319237742,0.025133856863761996,0.03341235756865271,0.6561006831054459,0.6189562405792584,0.6766502673802115
simulation,east_west,12,0.15,0.0246041722242878,0.021743981387800003,0.028971920104185228,0.6807048553297336,0.643420231100875,0.7019963133837464
simulation,east_west,13,0.1625,0.021313613391912224,0.01878520661109091,0.024388673085373982,0.7020184687216459,0.6678089041862489,0.7225118010092334
simulation,east_west,14,0.175,0.019059954030110467,0.01705944323649159,0.02306325626530332,0.7210784227517563,0.6908721604515523,0.7395823712422245
simulation,east_west,15,0.1875,0.01708945476975918,0.014904276127735927,0.020867517974818183,0.7381678775215156,0.7104979422909836,0.7554497622673668
simulation,east_west,16,0.2,0.01507270239714855,0.013531271307030338,0.017950116666126788,0.7532405799186641,0.7274524660385986,0.7706028028162006
simulation,east_west,17,0.2125,0.013581034634105534,0.0112604557457527,0.01596259038937476,0.7668216145527696,0.7431632237727382,0.7830627363457643
simulation,east_west,18,0.225,0.012305071640879768,0.010386301029279125,0.01444057426311248,0.7791266861936494,0.7576037980358508,0.7946827553242265
simulation,east_west,19,0.2375,0.011248009588160511,0.00978485333400904,0.01322287239885479,0.79037469578181,0.7701560454277717,0.8053832388084204
simulation,east_west,20,0.25,0.010296213604074343,0.009133675198212425,0.011681493824028888,0.8006709093858843,0.7815398677025913,0.8152087149776617
simulation,east_west,21,0.2625,0.009357737466309076,0.00846678507945768,0.010986322353994802,0.8100286468521934,0.7925261900565861,0.8243835409363132
simulation,east_west,22,0.275,0.00860671318676563,0.007478910426313881,0.010273293444830517,0.818635360038959,0.8027994835014166,0.8325000557377449
simulation,east_west,23,0.2875,0.007882167264203552,0.006900116527195479,0.009073067248942239,0.8265175273031625,0.8118725507503588,0.8399822538629296
simulation,east_west,24,0.3,0.0072740905857148095,0.006419919975476334,0.008150510412785248,0.8337916178888773,0.820023061163144,0.8468547772077193
simulation,east_west,25,0.3125,0.006931419134758822,0.006163479610226357,0.007674321492906676,0.8407230370236362,0.8276973826560508,0.8530182568179456
simulation,east_west,26,0.325,0.006640298024945489,0.005735804592628609,0.007213672885875867,0.8473633350485817,0.8348810774902975,0.8587540614105742
simulation,east_west,27,0.3375,0.00625685294217797,0.005481458836018119,0.006763343861925263,0.8536201879907597,0.8414241279513729,0.8642355202465923
simulation,east_west,28,0.35,0.005907118904188347,0.005249302523261097,0.0064942055309264715,0.8595273068949479,0.8477318462190501,0.8694848227698534
simulation,east_west,29,0.3625,0.005627488023468303,0.005074831254116886,0.006100401280062942,0.8651547949184163,0.853832247499113,0.87457694517809
simulation,east_west,30,0.375,0.005380318459059211,0.004856838886815526,0.005937514935516208,0.8705351133774755,0.8597697624346292,0.8795249979155559
simulation,east_west,31,0.3875,0.005096231255964349,0.004628290746414352,0.005805450258087356,0.8756313446334398,0.8655752126927165,0.8842445875242798
simulation,east_west,32,0.4,0.004766859375604487,0.0043421468894902756,0.005353844178413598,0.8803982040090443,0.8709290568711301,0.8886644488044922
simulation,east_west,33,0.4125,0.00448863086619171,0.003945623143690676,0.0049773011673047325,0.884886834875236,0.8759063580384349,0.8926100719481829
simulation,east_west,34,0.425,0.004281931845109473,0.0037520417348606214,0.004733855086431388,0.8891687667203455,0.8806402131248663,0.896510546271271
simulation,east_west,35,0.4375,0.004119173316319654,0.003668865759103255,0.004495364134553298,0.8932879400366651,0.8851355772594196,0.900435700638809
simulation,east_west,36,0.45,0.003935208478619991,0.003451444714190282,0.0042259524263520126,0.8972231485152852,0.8893615296857716,0.9043474478595227
simulation,east_west,37,0.4625,0.003790275180832853,0.0033552490235868207,0.004109146795351033,0.9010134236961181,0.8933542493105917,0.9080657277098446
simulation,east_west,38,0.475,0.0036592953291921713,0.003340230091138456,0.0038812109664700016,0.9046727190253102,0.8972354602770617,0.9116054777027314
simulation,east_west,39,0.4875,0.003523292028641641,0.0033247387681544383,0.00385637539791674,0.9081960110539519,0.9010423234915383,0.9150731527228838
simulation,east_west,40,0.5,0.0034615789673521726,0.0032161725807817935,0.0037511609947143178,0.9116575900213041,0.9046289327696366,0.9185149025717972
simulation,east_west,41,0.5125,0.0033696169756289498,0.0030773200373270192,0.0035860429134501,0.915027206996933,0.9082149756830867,0.9217969526956119
simulation,east_west,42,0.525,0.0032126390577649267,0.0029768134411611545,0.0034636469490790405,0.9182398460546979,0.9116627837993134,0.9248263315019916
simulation,east_west,43,0.5375,0.003101070566353846,0.0028869376582092146,0.0032662844341915073,0.9213409166210518,0.9148136629908458,0.9277180203993324
simulation,east_west,44,0.55,0.003001877882152122,0.002749220626854642,0.003182553954962668,0.9243427945032039,0.9179261231488115,0.930467241026187
