year,month,model_variant,model_label,direction,frequency_band,bin_idx_min,bin_idx_max,k_mid_mean,n_bins,ratio_I_over_EI_mean,ratio_I_over_EI_median,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_median,ratio_EI_over_continuous_mean,ratio_EI_over_continuous_median,whitened_ratio_mean,data_spectrum_mean,expected_spectrum_mean,expected_spectrum_profile_mean,continuous_spectrum_mean,continuous_spectrum_profile_mean
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,lat,low_frequency_bins_1_5,1,5,0.497159,4,1.379529,1.181830,1.388159,1.176900,1.309798,1.286112,1.716188,44.228065,33.796034,33.489895,25.622878,25.410252
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,lat,lowest_frequency_bin,0,0,0.071023,1,0.237314,0.099142,0.241866,0.098633,0.372889,0.374653,0.365822,141.578527,465.633494,460.441005,1272.431496,1257.612050
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,lat,mid_frequency_band,28,43,5.089962,12,3.189867,2.272579,3.208210,2.303645,1.733729,1.540284,2.609209,0.746998,0.252293,0.250516,0.151390,0.150679
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,lon,high_frequency_band,64,79,7.097934,16,1.249928,1.200484,1.256152,1.207365,1.364245,1.295704,1.188287,0.119255,0.098586,0.097867,0.072329,0.071904
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,lon,low_frequency_bins_1_5,1,5,0.345038,5,1.760362,1.406210,1.766352,1.407079,1.071559,1.085680,2.480649,97.970976,48.338839,47.826558,47.645688,47.128713
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,lon,lowest_frequency_bin,0,0,0.049291,1,0.237314,0.099142,0.241866,0.098633,0.372889,0.374653,0.365822,141.578527,465.633494,460.441005,1272.431496,1257.612050
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,lon,mid_frequency_band,28,43,3.548967,16,1.322764,1.062737,1.329547,1.067189,1.287267,1.244562,1.159814,0.360588,0.273544,0.271398,0.211601,0.210166
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,norm,high_frequency_band,64,79,12.449007,16,0.890971,0.888874,0.896668,0.893136,1.023815,1.015554,0.896506,0.050507,0.056433,0.056113,0.055136,0.054833
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,norm,low_frequency_bins_1_5,1,5,0.605160,5,1.182893,1.112307,1.188939,1.120849,1.050238,1.042496,1.367023,23.823410,18.048588,17.880558,16.961798,16.807482
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,norm,lowest_frequency_bin,0,0,0.086451,1,2.084230,1.729309,2.094099,1.752482,0.767349,0.772736,3.940411,261.841746,240.944194,238.281100,513.603490,507.652770
2024,7,gc_a08_b1,GC a=0.8 b=1 nugget0,norm,mid_frequency_band,28,43,6.224503,16,1.046215,1.044793,1.053166,1.050769,1.048580,1.038868,1.046423,0.111408,0.106040,0.105387,0.101099,0.100501
2024,7,matern_s03,Matern s=0.3 nugget0,diag,high_frequency_band,64,79,12.424306,14,0.858936,0.836050,0.858857,0.843579,1.017524,1.013529,0.858622,0.049053,0.056999,0.057060,0.056027,0.056089
2024,7,matern_s03,Matern s=0.3 nugget0,diag,low_frequency_bins_1_5,1,5,0.605160,4,0.945839,0.594367,0.945118,0.598808,0.962855,0.970141,1.075277,17.117330,17.201590,17.200568,18.384107,18.382953
2024,7,matern_s03,Matern s=0.3 nugget0,diag,lowest_frequency_bin,0,0,0.086451,1,6.054283,5.359568,6.049477,5.325620,0.870505,0.872099,4.767070,226.486324,53.021360,52.961440,63.191259,63.105084
2024,7,matern_s03,Matern s=0.3 nugget0,diag,mid_frequency_band,28,43,6.224503,16,0.965377,0.942895,0.965269,0.941832,1.019608,1.014708,0.962236,0.099219,0.102822,0.102932,0.100882,0.100993
2024,7,matern_s03,Matern s=0.3 nugget0,lat,high_frequency_band,64,79,10.250947,12,6.125139,5.082558,6.132402,5.041748,1.206205,1.177342,5.491611,0.459749,0.079650,0.079721,0.066183,0.066257
2024,7,matern_s03,Matern s=0.3 nugget0,lat,low_frequency_bins_1_5,1,5,0.497159,4,1.666694,1.407469,1.666311,1.413794,0.970488,0.969212,1.657646,39.395609,23.940003,23.935458,25.515139,25.510731
2024,7,matern_s03,Matern s=0.3 nugget0,lat,lowest_frequency_bin,0,0,0.071023,1,0.514017,0.283552,0.517050,0.283233,0.862805,0.865550,0.394341,36.891241,57.278545,57.207464,69.384952,69.279975
2024,7,matern_s03,Matern s=0.3 nugget0,lat,mid_frequency_band,28,43,5.089962,12,3.948847,2.881466,3.951187,2.894732,1.198575,1.179099,3.278729,0.756640,0.203386,0.203570,0.170545,0.170738
2024,7,matern_s03,Matern s=0.3 nugget0,lon,high_frequency_band,64,79,7.097934,16,1.394536,1.358876,1.394172,1.351513,1.129007,1.121440,1.331978,0.119356,0.087235,0.087303,0.077245,0.077317
2024,7,matern_s03,Matern s=0.3 nugget0,lon,low_frequency_bins_1_5,1,5,0.345038,5,3.221450,1.479398,3.216489,1.480928,0.923976,0.928292,2.741170,97.863016,29.924504,29.906222,33.476260,33.451855
2024,7,matern_s03,Matern s=0.3 nugget0,lon,lowest_frequency_bin,0,0,0.049291,1,0.514017,0.283552,0.517050,0.283233,0.862805,0.865550,0.394341,36.891241,57.278545,57.207464,69.384952,69.279975
2024,7,matern_s03,Matern s=0.3 nugget0,lon,mid_frequency_band,28,43,3.548967,16,1.462747,1.186411,1.462922,1.181781,1.115403,1.098702,1.329438,0.361176,0.244343,0.244511,0.219329,0.219515
2024,7,matern_s03,Matern s=0.3 nugget0,norm,high_frequency_band,64,79,12.449007,16,0.869331,0.867654,0.869164,0.868767,1.019753,1.013406,0.868451,0.050488,0.057938,0.058000,0.056816,0.056879
2024,7,matern_s03,Matern s=0.3 nugget0,norm,low_frequency_bins_1_5,1,5,0.605160,5,1.266528,0.924662,1.265463,0.922752,0.972046,0.976741,1.301346,23.297223,16.359322,16.358125,17.365879,17.364532
2024,7,matern_s03,Matern s=0.3 nugget0,norm,lowest_frequency_bin,0,0,0.086451,1,6.054283,5.359568,6.049477,5.325620,0.870505,0.872099,4.767070,226.486324,53.021360,52.961440,63.191259,63.105084
2024,7,matern_s03,Matern s=0.3 nugget0,norm,mid_frequency_band,28,43,6.224503,16,1.074406,1.075382,1.074438,1.075210,1.042045,1.037895,1.066570,0.111354,0.103228,0.103332,0.098986,0.099090
