latitude (degrees_north),longitude (degrees_east),z
-2.997916666666667,124.05208333333333,-4690.0
-2.997916666666667,124.10208333333333,-4685.0
-2.997916666666667,124.15208333333334,-4644.0
-2.997916666666667,124.20208333333333,-4643.0
-2.997916666666667,124.25208333333333,-4630.0
-2.997916666666667,124.30208333333333,-4605.0
-2.997916666666667,124.35208333333333,-4354.0
-2.997916666666667,124.40208333333334,-3776.0
-2.997916666666667,124.45208333333333,-3727.0
-2.997916666666667,124.50208333333333,-4276.0
-2.997916666666667,124.55208333333333,-4667.0
-2.997916666666667,124.60208333333333,-4764.0
-2.997916666666667,124.65208333333334,-4591.0
-2.997916666666667,124.70208333333333,-4557.0
-2.997916666666667,124.75208333333333,-4528.0
-2.997916666666667,124.80208333333333,-4854.0
-2.997916666666667,124.85208333333333,-5475.0
-2.997916666666667,124.90208333333334,-5507.0
-2.997916666666667,124.95208333333333,-5476.0
-2.997916666666667,125.00208333333333,-5416.0
-2.997916666666667,125.05208333333333,-5337.0
-2.997916666666667,125.10208333333333,-5452.0
-2.997916666666667,125.15208333333334,-5316.0
-2.997916666666667,125.20208333333333,-5340.0
-2.997916666666667,125.25208333333333,-5320.0
-2.997916666666667,125.30208333333333,-5230.0
-2.997916666666667,125.35208333333333,-5278.0
-2.997916666666667,125.40208333333334,-5139.0
-2.997916666666667,125.45208333333333,-4985.0
-2.997916666666667,125.50208333333333,-4591.0
-2.997916666666667,125.55208333333333,-4300.0
-2.997916666666667,125.60208333333333,-4197.0
-2.997916666666667,125.65208333333334,-4135.0
-2.997916666666667,125.70208333333333,-3284.0
-2.997916666666667,125.75208333333333,-2956.0
-2.997916666666667,125.80208333333333,-3132.0
-2.997916666666667,125.85208333333333,-3387.0
-2.997916666666667,125.90208333333334,-3413.0
-2.997916666666667,125.95208333333333,-3615.0
-2.997916666666667,126.00208333333333,-3169.0
-2.997916666666667,126.05208333333333,-2431.0
-2.997916666666667,126.10208333333333,-1706.0
-2.997916666666667,126.15208333333334,-1977.0
-2.997916666666667,126.20208333333333,-2070.0
-2.997916666666667,126.25208333333333,-2288.0
-2.997916666666667,126.30208333333333,-2690.0
-2.997916666666667,126.35208333333333,-2682.0
-2.997916666666667,126.40208333333334,-2573.0
-2.997916666666667,126.45208333333333,-2198.0
-2.997916666666667,126.50208333333333,-1741.0
-2.997916666666667,126.55208333333333,-1353.0
-2.997916666666667,126.60208333333333,-621.0
-2.997916666666667,126.65208333333334,-845.0
-2.997916666666667,126.70208333333333,-928.0
-2.997916666666667,126.75208333333333,-847.0
-2.997916666666667,126.80208333333333,-991.0
-2.997916666666667,126.85208333333333,-1038.0
-2.997916666666667,126.90208333333334,-1115.0
-2.997916666666667,126.95208333333333,-1375.0
-2.997916666666667,127.00208333333333,-1419.0
-2.997916666666667,127.05208333333333,-1387.0
-2.997916666666667,127.10208333333333,-1386.0
-2.997916666666667,127.15208333333334,-1317.0
-2.997916666666667,127.20208333333333,-1740.0
-2.997916666666667,127.25208333333333,-1899.0
-2.997916666666667,127.30208333333333,-1904.0
-2.997916666666667,127.35208333333333,-1829.0
-2.997916666666667,127.40208333333334,-1760.0
-2.997916666666667,127.45208333333333,-1587.0
-2.997916666666667,127.50208333333333,-1822.0
-2.997916666666667,127.55208333333333,-1434.0
-2.997916666666667,127.60208333333333,-1244.0
-2.997916666666667,127.65208333333334,-1358.0
-2.997916666666667,127.70208333333333,-1302.0
-2.997916666666667,127.75208333333333,-960.0
-2.997916666666667,127.80208333333333,-224.0
-2.997916666666667,127.85208333333333,-23.0
-2.997916666666667,127.90208333333334,227.5181
-2.997916666666667,127.95208333333333,49.64511
-2.997916666666667,128.00208333333333,-47.0
-2.997916666666667,128.05208333333334,15.032017
-2.997916666666667,128.10208333333333,-73.0
-2.997916666666667,128.15208333333334,76.65511
-2.997916666666667,128.20208333333332,31.862844
-2.997916666666667,128.25208333333333,215.06973
-2.997916666666667,128.30208333333334,360.93024
-2.997916666666667,128.35208333333333,715.13855
-2.997916666666667,128.40208333333334,805.5408
-2.997916666666667,128.45208333333332,458.01324
-2.997916666666667,128.50208333333333,552.9323
-2.997916666666667,128.55208333333334,1073.0924
-2.997916666666667,128.60208333333333,1062.9944
-2.997916666666667,128.65208333333334,761.504
-2.997916666666667,128.70208333333332,847.4889
-2.997916666666667,128.75208333333333,503.88907
-2.997916666666667,128.80208333333334,976.06537
-2.997916666666667,128.85208333333333,939.1327
-2.997916666666667,128.90208333333334,866.9449
-2.997916666666667,128.95208333333332,720.9179
-2.997916666666667,129.00208333333333,571.4095
-2.997916666666667,129.05208333333334,264.33286
-2.997916666666667,129.10208333333333,525.22833
-2.997916666666667,129.15208333333334,1256.0304
-2.997916666666667,129.20208333333332,72.045555
-2.997916666666667,129.25208333333333,18.742666
-2.997916666666667,129.30208333333334,75.8524
-2.997916666666667,129.35208333333333,153.94249
-2.997916666666667,129.40208333333334,90.083824
-2.997916666666667,129.45208333333332,135.72672
-2.997916666666667,129.50208333333333,348.7242
-2.997916666666667,129.55208333333334,136.69795
-2.997916666666667,129.60208333333333,145.38684
-2.997916666666667,129.65208333333334,63.938354
-2.997916666666667,129.70208333333332,119.19315
-2.997916666666667,129.75208333333333,139.14604
-2.997916666666667,129.80208333333334,89.90804
-2.997916666666667,129.85208333333333,26.721777
-2.997916666666667,129.90208333333334,13.590044
-2.997916666666667,129.95208333333332,3.8787112
-2.997916666666667,130.00208333333333,3.8018222
-2.997916666666667,130.05208333333334,-22.0
-2.997916666666667,130.10208333333333,5.961289
-2.997916666666667,130.15208333333334,7.3942223
-2.997916666666667,130.20208333333332,-3.0
-2.997916666666667,130.25208333333333,10.650133
-2.997916666666667,130.30208333333334,12.587955
-2.997916666666667,130.35208333333333,4.1775556
-2.997916666666667,130.40208333333334,-4.0
-2.997916666666667,130.45208333333332,-138.0
-2.997916666666667,130.50208333333333,-444.0
-2.997916666666667,130.55208333333334,-505.0
-2.997916666666667,130.60208333333333,-668.0
-2.997916666666667,130.65208333333334,-720.0
-2.997916666666667,130.70208333333332,-881.0
-2.997916666666667,130.75208333333333,-891.0
-2.997916666666667,130.80208333333334,-754.0
-2.997916666666667,130.85208333333333,-551.0
-2.997916666666667,130.90208333333334,-371.0
-2.997916666666667,130.95208333333332,-429.0
-2.997916666666667,131.00208333333333,-605.0
-2.947916666666666,121.00208333333333,-1.0
-2.947916666666666,121.05208333333333,-34.0
-2.947916666666666,121.10208333333334,271.3143
-2.947916666666666,121.15208333333334,674.1087
-2.947916666666666,121.20208333333333,361.55466
-2.947916666666666,121.25208333333333,408.1763
-2.947916666666666,121.30208333333333,314.2763
-2.947916666666666,121.35208333333334,350.53357
-2.947916666666666,121.40208333333334,320.0571
-2.947916666666666,121.45208333333333,415.3397
-2.947916666666666,121.50208333333333,404.35226
-2.947916666666666,121.55208333333333,369.68857
-2.947916666666666,121.60208333333334,349.57306
-2.947916666666666,121.65208333333334,591.8657
-2.947916666666666,121.70208333333333,674.6345
-2.947916666666666,121.75208333333333,359.1674
-2.947916666666666,121.80208333333333,352.40857
-2.947916666666666,121.85208333333334,421.37863
-2.947916666666666,121.90208333333334,695.853
-2.947916666666666,121.95208333333333,604.5764
-2.947916666666666,122.00208333333333,503.59232
-2.947916666666666,122.05208333333333,891.97217
-2.947916666666666,122.10208333333334,645.9103
-2.947916666666666,122.15208333333334,352.44397
-2.947916666666666,122.20208333333333,340.3054
-2.947916666666666,122.25208333333333,404.64044
-2.947916666666666,122.30208333333333,53.55467
-2.947916666666666,122.35208333333334,-315.0
-2.947916666666666,122.40208333333334,-915.0
-2.947916666666666,122.45208333333333,-499.0
-2.947916666666666,122.50208333333333,-659.0
-2.947916666666666,122.55208333333333,-646.0
-2.947916666666666,122.60208333333334,-767.0
-2.947916666666666,122.65208333333334,-1165.0
-2.947916666666666,122.70208333333333,-1837.0
-2.947916666666666,122.75208333333333,-2409.0
-2.947916666666666,122.80208333333333,-2758.0
-2.947916666666666,122.85208333333334,-3084.0
-2.947916666666666,122.90208333333334,-3605.0
-2.947916666666666,122.95208333333333,-3659.0
-2.947916666666666,123.00208333333333,-3769.0
-2.947916666666666,123.05208333333333,-3726.0
-2.947916666666666,123.10208333333334,-3658.0
-2.947916666666666,123.15208333333334,-3354.0
-2.947916666666666,123.20208333333333,-3499.0
-2.947916666666666,123.25208333333333,-3699.0
-2.947916666666666,123.30208333333333,-3892.0
-2.947916666666666,123.35208333333334,-3774.0
-2.947916666666666,123.40208333333334,-3639.0
-2.947916666666666,123.45208333333333,-3996.0
-2.947916666666666,123.50208333333333,-4002.0
-2.947916666666666,123.55208333333333,-4309.0
-2.947916666666666,123.60208333333334,-4411.0
-2.947916666666666,123.65208333333334,-4562.0
-2.947916666666666,123.70208333333333,-4757.0
-2.947916666666666,123.75208333333333,-4997.0
-2.947916666666666,123.80208333333333,-4823.0
-2.947916666666666,123.85208333333334,-4667.0
-2.947916666666666,123.90208333333334,-4577.0
-2.947916666666666,123.95208333333333,-4630.0
-2.947916666666666,124.00208333333333,-4659.0
-2.947916666666666,124.05208333333333,-4666.0
-2.947916666666666,124.10208333333333,-4660.0
-2.947916666666666,124.15208333333334,-4670.0
-2.947916666666666,124.20208333333333,-4714.0
-2.947916666666666,124.25208333333333,-4722.0
-2.947916666666666,124.30208333333333,-4632.0
-2.947916666666666,124.35208333333333,-4520.0
-2.947916666666666,124.40208333333334,-4324.0
-2.947916666666666,124.45208333333333,-4242.0
-2.947916666666666,124.50208333333333,-4439.0
-2.947916666666666,124.55208333333333,-5046.0
-2.947916666666666,124.60208333333333,-5235.0
-2.947916666666666,124.65208333333334,-4871.0
-2.947916666666666,124.70208333333333,-4854.0
-2.947916666666666,124.75208333333333,-4897.0
-2.947916666666666,124.80208333333333,-4990.0
-2.947916666666666,124.85208333333333,-5097.0
-2.947916666666666,124.90208333333334,-5166.0
-2.947916666666666,124.95208333333333,-4943.0
-2.947916666666666,125.00208333333333,-4787.0
-2.947916666666666,125.05208333333333,-4630.0
-2.947916666666666,125.10208333333333,-4655.0
-2.947916666666666,125.15208333333334,-4716.0
-2.947916666666666,125.20208333333333,-4816.0
-2.947916666666666,125.25208333333333,-4760.0
-2.947916666666666,125.30208333333333,-4647.0
-2.947916666666666,125.35208333333333,-4776.0
-2.947916666666666,125.40208333333334,-4935.0
-2.947916666666666,125.45208333333333,-5062.0
-2.947916666666666,125.50208333333333,-4687.0
-2.947916666666666,125.55208333333333,-4574.0
-2.947916666666666,125.60208333333333,-4368.0
-2.947916666666666,125.65208333333334,-4494.0
-2.947916666666666,125.70208333333333,-4177.0
-2.947916666666666,125.75208333333333,-3568.0
-2.947916666666666,125.80208333333333,-3470.0
-2.947916666666666,125.85208333333333,-3482.0
-2.947916666666666,125.90208333333334,-3629.0
-2.947916666666666,125.95208333333333,-3671.0
-2.947916666666666,126.00208333333333,-3665.0
-2.947916666666666,126.05208333333333,-3312.0
-2.947916666666666,126.10208333333333,-2375.0
-2.947916666666666,126.15208333333334,-2179.0
-2.947916666666666,126.20208333333333,-2411.0
-2.947916666666666,126.25208333333333,-2929.0
-2.947916666666666,126.30208333333333,-2960.0
-2.947916666666666,126.35208333333333,-2857.0
-2.947916666666666,126.40208333333334,-2917.0
-2.947916666666666,126.45208333333333,-2722.0
-2.947916666666666,126.50208333333333,-2360.0
-2.947916666666666,126.55208333333333,-1911.0
-2.947916666666666,126.60208333333333,-739.0
-2.947916666666666,126.65208333333334,-792.0
-2.947916666666666,126.70208333333333,-925.0
-2.947916666666666,126.75208333333333,-939.0
-2.947916666666666,126.80208333333333,-1149.0
-2.947916666666666,126.85208333333333,-1278.0
-2.947916666666666,126.90208333333334,-1251.0
-2.947916666666666,126.95208333333333,-1376.0
-2.947916666666666,127.00208333333333,-1573.0
-2.947916666666666,127.05208333333333,-1539.0
-2.947916666666666,127.10208333333333,-1683.0
-2.947916666666666,127.15208333333334,-1821.0
-2.947916666666666,127.20208333333333,-1937.0
-2.947916666666666,127.25208333333333,-1928.0
-2.947916666666666,127.30208333333333,-2226.0
-2.947916666666666,127.35208333333333,-2525.0
-2.947916666666666,127.40208333333334,-2825.0
-2.947916666666666,127.45208333333333,-2944.0
-2.947916666666666,127.50208333333333,-3141.0
-2.947916666666666,127.55208333333333,-2644.0
-2.947916666666666,127.60208333333333,-1451.0
-2.947916666666666,127.65208333333334,-1582.0
-2.947916666666666,127.70208333333333,-1655.0
-2.947916666666666,127.75208333333333,-1255.0
-2.947916666666666,127.80208333333333,-629.0
-2.947916666666666,127.85208333333333,46.0
-2.947916666666666,127.90208333333334,107.22551
-2.947916666666666,127.95208333333333,22.248978
-2.947916666666666,128.00208333333333,-4.0
-2.947916666666666,128.05208333333334,-211.0
-2.947916666666666,128.10208333333333,-85.0
-2.947916666666666,128.15208333333334,48.335243
-2.947916666666666,128.20208333333332,67.97244
-2.947916666666666,128.25208333333333,81.86151
-2.947916666666666,128.30208333333334,264.3925
-2.947916666666666,128.35208333333333,465.80035
-2.947916666666666,128.40208333333334,854.5559
-2.947916666666666,128.45208333333332,616.3041
-2.947916666666666,128.50208333333333,164.6535
-2.947916666666666,128.55208333333334,376.1046
-2.947916666666666,128.60208333333333,481.2528
-2.947916666666666,128.65208333333334,478.45288
-2.947916666666666,128.70208333333332,626.90643
-2.947916666666666,128.75208333333333,212.35231
-2.947916666666666,128.80208333333334,250.25467
-2.947916666666666,128.85208333333333,414.88077
-2.947916666666666,128.90208333333334,556.6563
-2.947916666666666,128.95208333333332,165.43947
-2.947916666666666,129.00208333333333,173.83049
-2.947916666666666,129.05208333333334,130.02298
-2.947916666666666,129.10208333333333,39.0
-2.947916666666666,129.15208333333334,76.0
-2.947916666666666,129.20208333333332,28.387634
-2.947916666666666,129.25208333333333,20.502533
-2.947916666666666,129.30208333333334,7.2238665
-2.947916666666666,129.35208333333333,51.0824
-2.947916666666666,129.40208333333334,63.06311
-2.947916666666666,129.45208333333332,67.862976
-2.947916666666666,129.50208333333333,57.99071
-2.947916666666666,129.55208333333334,57.420177
-2.947916666666666,129.60208333333333,44.018845
-2.947916666666666,129.65208333333334,38.4776
-2.947916666666666,129.70208333333332,41.502934
-2.947916666666666,129.75208333333333,23.980711
-2.947916666666666,129.80208333333334,13.287245
-2.947916666666666,129.85208333333333,7.0084
-2.947916666666666,129.90208333333334,7.1442223
-2.947916666666666,129.95208333333332,-47.0
-2.947916666666666,130.00208333333333,-99.0
-2.947916666666666,130.05208333333334,-161.0
-2.947916666666666,130.10208333333333,-197.0
-2.947916666666666,130.15208333333334,-180.0
-2.947916666666666,130.20208333333332,-104.0
-2.947916666666666,130.25208333333333,-156.0
-2.947916666666666,130.30208333333334,-137.0
-2.947916666666666,130.35208333333333,-117.0
-2.947916666666666,130.40208333333334,-135.0
-2.947916666666666,130.45208333333332,-226.0
-2.947916666666666,130.50208333333333,-561.0
-2.947916666666666,130.55208333333334,-758.0
-2.947916666666666,130.60208333333333,-869.0
-2.947916666666666,130.65208333333334,-818.0
-2.947916666666666,130.70208333333332,-808.0
-2.947916666666666,130.75208333333333,-787.0
-2.947916666666666,130.80208333333334,-581.0
-2.947916666666666,130.85208333333333,-483.0
-2.947916666666666,130.90208333333334,-479.0
-2.947916666666666,130.95208333333332,-710.0
-2.947916666666666,131.00208333333333,-1032.0
-2.897916666666667,121.00208333333333,-52.0
-2.897916666666667,121.05208333333333,-12.0
-2.897916666666667,121.10208333333334,96.294174
-2.897916666666667,121.15208333333334,604.1772
-2.897916666666667,121.20208333333333,221.63422
-2.897916666666667,121.25208333333333,314.10876
-2.897916666666667,121.30208333333333,763.3333
-2.897916666666667,121.35208333333334,1131.6866
-2.897916666666667,121.40208333333334,318.5
-2.897916666666667,121.45208333333333,318.5
-2.897916666666667,121.50208333333333,318.82968
-2.897916666666667,121.55208333333333,564.2658
-2.897916666666667,121.60208333333334,549.5614
-2.897916666666667,121.65208333333334,948.70825
-2.897916666666667,121.70208333333333,813.1594
-2.897916666666667,121.75208333333333,299.7653
-2.897916666666667,121.80208333333333,536.45056
-2.897916666666667,121.85208333333334,428.61014
-2.897916666666667,121.90208333333334,626.6833
-2.897916666666667,121.95208333333333,883.5833
-2.897916666666667,122.00208333333333,493.0268
-2.897916666666667,122.05208333333333,377.72534
-2.897916666666667,122.10208333333334,667.88055
-2.897916666666667,122.15208333333334,144.53004
-2.897916666666667,122.20208333333333,5.997956
-2.897916666666667,122.25208333333333,178.68115
-2.897916666666667,122.30208333333333,17.0
-2.897916666666667,122.35208333333334,-450.0
-2.897916666666667,122.40208333333334,-1328.0
-2.897916666666667,122.45208333333333,-1106.0
-2.897916666666667,122.50208333333333,-1201.0
-2.897916666666667,122.55208333333333,-1407.0
-2.897916666666667,122.60208333333334,-1696.0
-2.897916666666667,122.65208333333334,-2124.0
-2.897916666666667,122.70208333333333,-2813.0
-2.897916666666667,122.75208333333333,-3250.0
-2.897916666666667,122.80208333333333,-3444.0
-2.897916666666667,122.85208333333334,-3832.0
-2.897916666666667,122.90208333333334,-4134.0
-2.897916666666667,122.95208333333333,-3932.0
-2.897916666666667,123.00208333333333,-3665.0
-2.897916666666667,123.05208333333333,-3371.0
-2.897916666666667,123.10208333333334,-3202.0
-2.897916666666667,123.15208333333334,-3232.0
-2.897916666666667,123.20208333333333,-3552.0
-2.897916666666667,123.25208333333333,-3578.0
-2.897916666666667,123.30208333333333,-3696.0
-2.897916666666667,123.35208333333334,-3774.0
-2.897916666666667,123.40208333333334,-3851.0
-2.897916666666667,123.45208333333333,-3961.0
-2.897916666666667,123.50208333333333,-4232.0
-2.897916666666667,123.55208333333333,-4582.0
-2.897916666666667,123.60208333333334,-4578.0
-2.897916666666667,123.65208333333334,-4687.0
-2.897916666666667,123.70208333333333,-4888.0
-2.897916666666667,123.75208333333333,-5060.0
-2.897916666666667,123.80208333333333,-4788.0
-2.897916666666667,123.85208333333334,-4671.0
-2.897916666666667,123.90208333333334,-4589.0
-2.897916666666667,123.95208333333333,-4613.0
-2.897916666666667,124.00208333333333,-4657.0
-2.897916666666667,124.05208333333333,-4643.0
-2.897916666666667,124.10208333333333,-4718.0
-2.897916666666667,124.15208333333334,-4584.0
-2.897916666666667,124.20208333333333,-4553.0
-2.897916666666667,124.25208333333333,-4696.0
-2.897916666666667,124.30208333333333,-4583.0
-2.897916666666667,124.35208333333333,-4666.0
-2.897916666666667,124.40208333333334,-4775.0
-2.897916666666667,124.45208333333333,-4689.0
-2.897916666666667,124.50208333333333,-4686.0
-2.897916666666667,124.55208333333333,-5213.0
-2.897916666666667,124.60208333333333,-5457.0
-2.897916666666667,124.65208333333334,-5173.0
-2.897916666666667,124.70208333333333,-5179.0
-2.897916666666667,124.75208333333333,-5131.0
-2.897916666666667,124.80208333333333,-5108.0
-2.897916666666667,124.85208333333333,-5082.0
-2.897916666666667,124.90208333333334,-5001.0
-2.897916666666667,124.95208333333333,-4743.0
-2.897916666666667,125.00208333333333,-4639.0
-2.897916666666667,125.05208333333333,-4396.0
-2.897916666666667,125.10208333333333,-4351.0
-2.897916666666667,125.15208333333334,-4473.0
-2.897916666666667,125.20208333333333,-4645.0
-2.897916666666667,125.25208333333333,-4667.0
-2.897916666666667,125.30208333333333,-4706.0
-2.897916666666667,125.35208333333333,-4589.0
-2.897916666666667,125.40208333333334,-4719.0
-2.897916666666667,125.45208333333333,-4596.0
-2.897916666666667,125.50208333333333,-4689.0
-2.897916666666667,125.55208333333333,-4477.0
-2.897916666666667,125.60208333333333,-4390.0
-2.897916666666667,125.65208333333334,-4587.0
-2.897916666666667,125.70208333333333,-4525.0
-2.897916666666667,125.75208333333333,-4152.0
-2.897916666666667,125.80208333333333,-3571.0
-2.897916666666667,125.85208333333333,-3417.0
-2.897916666666667,125.90208333333334,-3458.0
-2.897916666666667,125.95208333333333,-3689.0
-2.897916666666667,126.00208333333333,-3700.0
-2.897916666666667,126.05208333333333,-3607.0
-2.897916666666667,126.10208333333333,-2837.0
-2.897916666666667,126.15208333333334,-2889.0
-2.897916666666667,126.20208333333333,-3016.0
-2.897916666666667,126.25208333333333,-3262.0
-2.897916666666667,126.30208333333333,-3430.0
-2.897916666666667,126.35208333333333,-2927.0
-2.897916666666667,126.40208333333334,-3201.0
-2.897916666666667,126.45208333333333,-3081.0
-2.897916666666667,126.50208333333333,-2661.0
-2.897916666666667,126.55208333333333,-2204.0
-2.897916666666667,126.60208333333333,-1106.0
-2.897916666666667,126.65208333333334,-1301.0
-2.897916666666667,126.70208333333333,-1399.0
-2.897916666666667,126.75208333333333,-1132.0
-2.897916666666667,126.80208333333333,-1268.0
-2.897916666666667,126.85208333333333,-1214.0
-2.897916666666667,126.90208333333334,-881.0
-2.897916666666667,126.95208333333333,-662.0
-2.897916666666667,127.00208333333333,-1098.0
-2.897916666666667,127.05208333333333,-1236.0
-2.897916666666667,127.10208333333333,-1310.0
-2.897916666666667,127.15208333333334,-1247.0
-2.897916666666667,127.20208333333333,-1286.0
-2.897916666666667,127.25208333333333,-1622.0
-2.897916666666667,127.30208333333333,-2337.0
-2.897916666666667,127.35208333333333,-2666.0
-2.897916666666667,127.40208333333334,-2902.0
-2.897916666666667,127.45208333333333,-2832.0
-2.897916666666667,127.50208333333333,-3141.0
-2.897916666666667,127.55208333333333,-3398.0
-2.897916666666667,127.60208333333333,-2854.0
-2.897916666666667,127.65208333333334,-2794.0
-2.897916666666667,127.70208333333333,-3088.0
-2.897916666666667,127.75208333333333,-2681.0
-2.897916666666667,127.80208333333333,-2414.0
-2.897916666666667,127.85208333333333,-1731.0
-2.897916666666667,127.90208333333334,-755.0
-2.897916666666667,127.95208333333333,-441.0
-2.897916666666667,128.00208333333333,-206.0
-2.897916666666667,128.05208333333334,-350.0
-2.897916666666667,128.10208333333333,-228.0
-2.897916666666667,128.15208333333334,73.44644
-2.897916666666667,128.20208333333332,238.1064
-2.897916666666667,128.25208333333333,353.15863
-2.897916666666667,128.30208333333334,397.97037
-2.897916666666667,128.35208333333333,252.18436
-2.897916666666667,128.40208333333334,466.64734
-2.897916666666667,128.45208333333332,443.01834
-2.897916666666667,128.50208333333333,110.94498
-2.897916666666667,128.55208333333334,343.24252
-2.897916666666667,128.60208333333333,788.6257
-2.897916666666667,128.65208333333334,99.80147
-2.897916666666667,128.70208333333332,142.7407
-2.897916666666667,128.75208333333333,31.826889
-2.897916666666667,128.80208333333334,190.24364
-2.897916666666667,128.85208333333333,219.47658
-2.897916666666667,128.90208333333334,72.32031
-2.897916666666667,128.95208333333332,69.95613
-2.897916666666667,129.00208333333333,65.599556
-2.897916666666667,129.05208333333334,7.789689
-2.897916666666667,129.10208333333333,-125.0
-2.897916666666667,129.15208333333334,-161.0
-2.897916666666667,129.20208333333332,-43.0
-2.897916666666667,129.25208333333333,-66.0
-2.897916666666667,129.30208333333334,3.6589777
-2.897916666666667,129.35208333333333,23.683823
-2.897916666666667,129.40208333333334,42.39929
-2.897916666666667,129.45208333333332,160.58449
-2.897916666666667,129.50208333333333,129.48427
-2.897916666666667,129.55208333333334,52.785557
-2.897916666666667,129.60208333333333,34.7708
-2.897916666666667,129.65208333333334,57.73551
-2.897916666666667,129.70208333333332,15.414445
-2.897916666666667,129.75208333333333,13.782534
-2.897916666666667,129.80208333333334,14.0
-2.897916666666667,129.85208333333333,-27.0
-2.897916666666667,129.90208333333334,-31.0
-2.897916666666667,129.95208333333332,-130.0
-2.897916666666667,130.00208333333333,-194.0
-2.897916666666667,130.05208333333334,-168.0
-2.897916666666667,130.10208333333333,-212.0
-2.897916666666667,130.15208333333334,-213.0
-2.897916666666667,130.20208333333332,-238.0
-2.897916666666667,130.25208333333333,-306.0
-2.897916666666667,130.30208333333334,-358.0
-2.897916666666667,130.35208333333333,-402.0
-2.897916666666667,130.40208333333334,-241.0
-2.897916666666667,130.45208333333332,-200.0
-2.897916666666667,130.50208333333333,-556.0
-2.897916666666667,130.55208333333334,-781.0
-2.897916666666667,130.60208333333333,-861.0
-2.897916666666667,130.65208333333334,-737.0
-2.897916666666667,130.70208333333332,-643.0
-2.897916666666667,130.75208333333333,-728.0
-2.897916666666667,130.80208333333334,-782.0
-2.897916666666667,130.85208333333333,-853.0
-2.897916666666667,130.90208333333334,-864.0
-2.897916666666667,130.95208333333332,-977.0
-2.897916666666667,131.00208333333333,-1068.0
-2.8479166666666664,121.00208333333333,-39.0
-2.8479166666666664,121.05208333333333,20.512577
-2.8479166666666664,121.10208333333334,282.68826
-2.8479166666666664,121.15208333333334,290.54208
-2.8479166666666664,121.20208333333333,257.32822
-2.8479166666666664,121.25208333333333,302.69107
-2.8479166666666664,121.30208333333333,773.97736
-2.8479166666666664,121.35208333333334,452.12552
-2.8479166666666664,121.40208333333334,655.9765
-2.8479166666666664,121.45208333333333,318.5
-2.8479166666666664,121.50208333333333,318.5
-2.8479166666666664,121.55208333333333,318.6481
-2.8479166666666664,121.60208333333334,372.13852
-2.8479166666666664,121.65208333333334,777.0698
-2.8479166666666664,121.70208333333333,430.71912
-2.8479166666666664,121.75208333333333,854.5758
