scenario,mode_fraction,observed_cumulative_energy,expected_cumulative_energy,null_q025,null_q975
true,0.5058823529411764,0.501281011111863,0.5058823529411764,0.49710331398331975,0.5142284091057139
true,0.5098039215686274,0.5052611511281747,0.5098039215686274,0.5012661120678741,0.5180070200219078
true,0.5137254901960784,0.509263124555697,0.5137254901960784,0.5050274279522946,0.5217148748491757
true,0.5176470588235295,0.5130451167284483,0.5176470588235295,0.5087482732896766,0.5257314086909932
true,0.5215686274509804,0.5166720549225425,0.5215686274509804,0.5125998902652211,0.5295815910061029
true,0.5254901960784314,0.52028161135871,0.5254901960784314,0.5163978939607206,0.533470700859629
true,0.5294117647058824,0.5237610070899044,0.5294117647058824,0.520086486252197,0.5370988328993207
true,0.5333333333333333,0.527506240755047,0.5333333333333333,0.5240516265257705,0.5412913521092083
true,0.5372549019607843,0.531425551541361,0.5372549019607843,0.5277118233791315,0.5453812675423244
true,0.5411764705882353,0.5355351879871477,0.5411764705882353,0.531792030619551,0.549211602612413
true,0.5450980392156862,0.5396904918409995,0.5450980392156862,0.5356427581296122,0.5532441180022337
true,0.5490196078431373,0.5434279845372535,0.5490196078431373,0.5397547674955425,0.5574746781103517
true,0.5529411764705883,0.5473538138313615,0.5529411764705883,0.544024087083919,0.5614494011049075
true,0.5568627450980392,0.5512829098830533,0.5568627450980392,0.547679811980241,0.5651920346798128
true,0.5607843137254902,0.5553378797941122,0.5607843137254902,0.551246517230787,0.5689543388638248
true,0.5647058823529412,0.5590637897226312,0.5647058823529412,0.5550316056372822,0.5733117481595851
true,0.5686274509803921,0.5628238360816539,0.5686274509803921,0.5585753573067939,0.5772303665496312
true,0.5725490196078431,0.5668826219511411,0.5725490196078431,0.5623699714435544,0.58092724296273
true,0.5764705882352941,0.5704979228020034,0.5764705882352941,0.5664526991067703,0.5849929356556616
true,0.5803921568627451,0.573919456232812,0.5803921568627451,0.5703725533973493,0.5890552580083627
true,0.5843137254901961,0.5782766004222876,0.5843137254901961,0.5745477476384319,0.5929143411311794
true,0.5882352941176471,0.5817507592799402,0.5882352941176471,0.5787596123415407,0.5970742678842965
true,0.592156862745098,0.5857121980912338,0.592156862745098,0.582360318794455,0.6008907722492846
