scenario,band,coefficient_fraction,observed_cumulative_energy,expected_cumulative_energy,null_q025,null_q975
true,low,0.32555555555555554,0.3077732231692393,0.32555555555555554,0.3001450156620224,0.34959196544348375
true,low,0.32944444444444443,0.3101857526582215,0.32944444444444443,0.3034799841625525,0.35355908032585764
true,low,0.3333333333333333,0.31391127314235967,0.3333333333333333,0.3088654376859319,0.35746552422992284
true,low,0.3372222222222222,0.3177243117934211,0.3372222222222222,0.3124057377877204,0.3624130833746121
true,low,0.34125,0.3223101024385578,0.34125,0.3160375098482824,0.36732658476991087
true,low,0.3451388888888889,0.3262654373988024,0.3451388888888889,0.3189578003909956,0.37078571462976634
true,low,0.34902777777777777,0.3290701405809486,0.34902777777777777,0.32205852300258353,0.37417195936163233
true,low,0.35291666666666666,0.333931717572855,0.35291666666666666,0.32508160609289255,0.37829155987566204
true,low,0.35694444444444445,0.33909701868790093,0.35694444444444445,0.3276560292329716,0.3838660654656405
true,low,0.36083333333333334,0.34109026037615486,0.36083333333333334,0.33227467270739985,0.38743159397580396
true,low,0.3647222222222222,0.34647856478242967,0.3647222222222222,0.3362935928739687,0.3922746384210034
true,low,0.3686111111111111,0.3487540801157152,0.3686111111111111,0.3397442447565211,0.3957920327692956
true,low,0.3725,0.35104894181069435,0.3725,0.34264832233001274,0.39885830961945873
true,low,0.3765277777777778,0.3532848299981261,0.3765277777777778,0.3468583433630956,0.40173701368494164
true,low,0.3804166666666667,0.35612046070665004,0.3804166666666667,0.3494092372118324,0.40573690012896557
true,low,0.38430555555555557,0.3595980437827723,0.38430555555555557,0.35466381025339466,0.410840333388515
true,low,0.38819444444444445,0.3621454334925126,0.38819444444444445,0.3592290970395711,0.4153418959368831
true,low,0.39222222222222225,0.3669589361877633,0.39222222222222225,0.36379289152660566,0.4193089679383197
true,low,0.39611111111111114,0.3689964473195424,0.39611111111111114,0.3668930092019673,0.42381015890870694
true,low,0.4,0.3742580674818971,0.4,0.3705573486692744,0.42750025555556687
true,low,0.4038888888888889,0.37693994645155987,0.4038888888888889,0.37458633733531316,0.4316154153251389
true,low,0.40791666666666665,0.3808469611532882,0.40791666666666665,0.3780438975661046,0.43547346608371584
true,low,0.41180555555555554,0.38383699861475495,0.41180555555555554,0.38005627913241885,0.43987807126799444
true,low,0.4156944444444444,0.3863420365448233,0.4156944444444444,0.3832774930038255,0.44527441718324523
true,low,0.4195833333333333,0.39113549299524847,0.4195833333333333,0.38684675379156963,0.4494466400566524
true,low,0.42347222222222225,0.3954681229002113,0.42347222222222225,0.39039292446551155,0.4542999187486647
true,low,0.4275,0.4015690099848656,0.4275,0.3946256411320726,0.45767976786517073
true,low,0.4313888888888889,0.40796758301927705,0.4313888888888889,0.3995143356560967,0.4623411953699181
true,low,0.43527777777777776,0.412616879551094,0.43527777777777776,0.4027481360069612,0.4684712857061945
true,low,0.43916666666666665,0.41745935606354434,0.43916666666666665,0.4070830684208719,0.47198119435676794
true,low,0.44319444444444445,0.4209999015135719,0.44319444444444445,0.4112823368748539,0.47663094180865284
true,low,0.44708333333333333,0.4233098608839122,0.44708333333333333,0.41574115944399226,0.4801426246189602
true,low,0.4509722222222222,0.4277393289371931,0.4509722222222222,0.42022754042757815,0.4843378430989965
true,low,0.4548611111111111,0.430300396454028,0.4548611111111111,0.42322598835425623,0.4876243656993719
true,low,0.4588888888888889,0.4352950444038644,0.4588888888888889,0.42602980262808215,0.49216152758500137
true,low,0.4627777777777778,0.43867243274579765,0.4627777777777778,0.42926067000833934,0.4960227187099672
true,low,0.4666666666666667,0.4429263030480297,0.4666666666666667,0.43327063138364197,0.5007642395268085
true,low,0.47055555555555556,0.44723961435910503,0.47055555555555556,0.4370838246486921,0.5050560465808631
true,low,0.47444444444444445,0.45186477646711176,0.47444444444444445,0.4407736248780012,0.5097292539097448
true,low,0.47847222222222224,0.45888808174396717,0.47847222222222224,0.44462867141789325,0.513705810021962
true,low,0.48236111111111113,0.4666136592651136,0.48236111111111113,0.4481684951669096,0.5180119467312323
true,low,0.48625,0.4714661780276457,0.48625,0.4536597936403432,0.5210123475987841
true,low,0.4901388888888889,0.47731043085857106,0.4901388888888889,0.45774940993463586,0.5251901774454515
true,low,0.49416666666666664,0.4811510336672589,0.49416666666666664,0.461742087483728,0.5283192780437096
true,low,0.49805555555555553,0.4841061656634288,0.49805555555555553,0.4666031215388557,0.5322394326957645
true,low,0.5019444444444444,0.48775774214194495,0.5019444444444444,0.47018030490494445,0.537112458994879
true,low,0.5058333333333334,0.49210981897431333,0.5058333333333334,0.47347092216326947,0.5420542811365305
true,low,0.5098611111111111,0.4968819165920944,0.5098611111111111,0.47814152435187807,0.545072132287063
true,low,0.51375,0.4988328667081216,0.51375,0.4818077834198252,0.5479932362711134
true,low,0.5176388888888889,0.504281511984491,0.5176388888888889,0.48399779797381554,0.552208826722512
true,low,0.5215277777777778,0.5072405039134138,0.5215277777777778,0.4866328387932277,0.5566687132029836
true,low,0.5255555555555556,0.5101696965164714,0.5255555555555556,0.4906608455273812,0.5592558165821805
true,low,0.5294444444444445,0.5171618231979688,0.5294444444444445,0.4948116828750918,0.5620472972169471
true,low,0.5333333333333333,0.5204798856879155,0.5333333333333333,0.49802570402752,0.5662347915683242
true,low,0.5372222222222223,0.5253619647904672,0.5372222222222223,0.501998562342827,0.5711948181619445
true,low,0.5411111111111111,0.5295940803628324,0.5411111111111111,0.5055422269862052,0.5760531171808498
true,low,0.5451388888888888,0.5341788633587196,0.5451388888888888,0.5101392903573231,0.580544296211955
true,low,0.5490277777777778,0.5394356778300353,0.5490277777777778,0.5139818923170143,0.5844914769067998
true,low,0.5529166666666666,0.543145591652487,0.5529166666666666,0.5175712845244017,0.5888450436677224
true,low,0.5568055555555556,0.5457477794226931,0.5568055555555556,0.5216897954263693,0.5917252695577201
true,low,0.5608333333333333,0.5476822319176577,0.5608333333333333,0.5251733636807073,0.5948290562902804
true,low,0.5647222222222222,0.554415772077263,0.5647222222222222,0.5288992370165249,0.5990785819636129
true,low,0.5686111111111111,0.5573354824178376,0.5686111111111111,0.532108943961672,0.6035039683167284
true,low,0.5725,0.5591545705227249,0.5725,0.5350826392924055,0.6055414261631324
true,low,0.5765277777777778,0.562700709325455,0.5765277777777778,0.540885485206914,0.6108840540355135
true,low,0.5804166666666667,0.5655904349284525,0.5804166666666667,0.5458778266284343,0.6160556275171574
true,low,0.5843055555555555,0.5699478369528272,0.5843055555555555,0.5497062549215073,0.6195343392570903
true,low,0.5881944444444445,0.5739116564378652,0.5881944444444445,0.554577926960173,0.6222516607873516
true,low,0.5920833333333333,0.576814560376454,0.5920833333333333,0.5588002303272506,0.6257757803503701
true,low,0.5961111111111111,0.5811208091534774,0.5961111111111111,0.5634173652022211,0.6313745421313111
true,low,0.6,0.585746192479896,0.6,0.5678413817741393,0.6360246579101057
true,low,0.6038888888888889,0.5902633091868649,0.6038888888888889,0.5708524450336779,0.6412246890175018
true,low,0.6077777777777778,0.5942010114152558,0.6077777777777778,0.5745445539572787,0.6466701305639074
true,low,0.6118055555555556,0.5972184295106694,0.6118055555555556,0.5772889577121666,0.6507069837076368
true,low,0.6156944444444444,0.601176285989745,0.6156944444444444,0.5797048129717892,0.654579931592404
true,low,0.6195833333333334,0.6072062790007138,0.6195833333333334,0.5832035071617759,0.6581076537029826
true,low,0.6234722222222222,0.6121958535264084,0.6234722222222222,0.5861972646950827,0.6621561813186231
true,low,0.6275,0.61706161399237,0.6275,0.5900378464685607,0.6667249450087329
true,low,0.6313888888888889,0.621622162582315,0.6313888888888889,0.5942931426115944,0.6714978308529586
true,low,0.6352777777777778,0.6240355056275432,0.6352777777777778,0.5984611774057573,0.6751053515244803
true,low,0.6391666666666667,0.627806864577763,0.6391666666666667,0.603049360166268,0.6796353643375846
true,low,0.6430555555555556,0.6315324971659636,0.6430555555555556,0.6065841954335861,0.683478289430378
true,low,0.6470833333333333,0.6344908786102023,0.6470833333333333,0.6104817821688949,0.6870984068598169
true,low,0.6509722222222222,0.6381144353447399,0.6509722222222222,0.6158061646407176,0.6909067050961893
true,low,0.6548611111111111,0.6423526740064851,0.6548611111111111,0.6185672167792101,0.6948796347497878
true,low,0.65875,0.6471607292964046,0.65875,0.6213514271428562,0.6981802251047337
true,low,0.6627777777777778,0.6519798730576258,0.6627777777777778,0.6245260088220278,0.701124572150181
true,low,0.6666666666666666,0.6558340819367137,0.6666666666666666,0.6286571096832627,0.7045298021031295
true,low,0.6705555555555556,0.6596938668090916,0.6705555555555556,0.6316047234899127,0.7085217477896267
true,low,0.6744444444444444,0.6641582173510644,0.6744444444444444,0.6365108521602907,0.7137664418379136
true,low,0.6784722222222223,0.6683049037068294,0.6784722222222223,0.6401956913839668,0.7178735141834487
true,low,0.6823611111111111,0.6715397815257519,0.6823611111111111,0.64375498657596,0.721482719548906
true,low,0.68625,0.6754309565947839,0.68625,0.6476213714605727,0.7272196151160276
true,low,0.6901388888888889,0.6785204187415359,0.6901388888888889,0.6498711032472899,0.7305629602721276
true,low,0.6940277777777778,0.6819083568339743,0.6940277777777778,0.6534855265756568,0.7339462517821873
true,low,0.6980555555555555,0.6856079821362905,0.6980555555555555,0.6568744083192349,0.7383319720109638
true,low,0.7019444444444445,0.6896844714601507,0.7019444444444445,0.661200608900025,0.7426608435014845
true,low,0.7058333333333333,0.6936341368028156,0.7058333333333333,0.6646956322418329,0.7468024783063434
true,low,0.7097222222222223,0.6987543320268026,0.7097222222222223,0.6692776296796354,0.7513436077553428
true,low,0.71375,0.7014218170789576,0.71375,0.6747319140116549,0.7534987294583432
true,low,0.7176388888888889,0.7044796711784826,0.7176388888888889,0.6779809084346957,0.7583940495953192
true,low,0.7215277777777778,0.7101921463617086,0.7215277777777778,0.6805249108046175,0.7607662432529474
true,low,0.7254166666666667,0.7153021569123326,0.7254166666666667,0.6857183223577772,0.7663157642555396
true,low,0.7294444444444445,0.7179573481834007,0.7294444444444445,0.6906533213872091,0.7705799799050964
true,low,0.7333333333333333,0.722317747815644,0.7333333333333333,0.6936824757543898,0.7744021986955435
true,low,0.7372222222222222,0.7253351321767724,0.7372222222222222,0.6966048432577299,0.778157124276743
true,low,0.7411111111111112,0.7308059718318591,0.7411111111111112,0.6995712636148355,0.7823430546916433
true,low,0.745,0.7338854206933421,0.745,0.7029084375994609,0.7860734448910337
true,low,0.7490277777777777,0.7392682987755638,0.7490277777777777,0.7074441548593117,0.7903358738646731
true,low,0.7529166666666667,0.7417639144962491,0.7529166666666667,0.7133199924296916,0.7940062174825603
true,low,0.7568055555555555,0.7447839031529806,0.7568055555555555,0.7178355016166834,0.796832908599033
true,low,0.7606944444444445,0.7477297463462307,0.7606944444444445,0.7205015172936994,0.7998236778599404
true,low,0.7647222222222222,0.7526529070776133,0.7647222222222222,0.7242082499268725,0.8049840134986531
true,low,0.7686111111111111,0.7569464294593807,0.7686111111111111,0.728063568085295,0.8089254363058316
true,low,0.7725,0.7597403118808261,0.7725,0.732530684544344,0.8139179278372138
true,low,0.7763888888888889,0.7637140641064101,0.7763888888888889,0.7384774570375192,0.8176005376621719
true,low,0.7804166666666666,0.7677056893412026,0.7804166666666666,0.7428579466277558,0.8235648262040524
true,low,0.7843055555555556,0.7715857926188496,0.7843055555555556,0.7459651117915124,0.8274595153026213
true,low,0.7881944444444444,0.774215032831298,0.7881944444444444,0.7483147423708926,0.8311807505126096
true,low,0.7920833333333334,0.7769711419474834,0.7920833333333334,0.7518635439994413,0.8344563084954111
true,low,0.7959722222222222,0.7822502965628871,0.7959722222222222,0.7577965555273988,0.8394552997331495
true,low,0.8,0.7876252419446202,0.8,0.7608862463213666,0.844346722921451
true,low,0.8038888888888889,0.7910806329482822,0.8038888888888889,0.7653555562328416,0.8483418729358518
true,low,0.8077777777777778,0.7954955657365996,0.8077777777777778,0.7695622540007476,0.8523055377031507
true,low,0.8116666666666666,0.8002271509765179,0.8116666666666666,0.7737572591226862,0.8558234524135033
true,low,0.8156944444444445,0.8054953383744453,0.8156944444444445,0.7806838293225977,0.8599707924196529
true,low,0.8195833333333333,0.810549934391739,0.8195833333333333,0.7842189208567836,0.8645248992844778
true,low,0.8234722222222223,0.8138627240708611,0.8234722222222223,0.787026360153177,0.8682469494004054
true,low,0.8273611111111111,0.8167487299076238,0.8273611111111111,0.7912638786622734,0.872312260642012
true,low,0.8313888888888888,0.8198187212997466,0.8313888888888888,0.7947641820813268,0.8756978136356813
true,low,0.8352777777777778,0.8229456212634724,0.8352777777777778,0.7985601962793188,0.8789854191456871
true,low,0.8391666666666666,0.8276855676819483,0.8391666666666666,0.802366752241924,0.8814181917727278
true,low,0.8430555555555556,0.8328463990500876,0.8430555555555556,0.8068256121156941,0.8856317996637565
true,low,0.8469444444444445,0.8356966661480961,0.8469444444444445,0.8101636010428126,0.8894578076390806
true,low,0.8509722222222222,0.8387309240632599,0.8509722222222222,0.8155959670970346,0.8936907705154521
true,low,0.8548611111111111,0.8411415688393171,0.8548611111111111,0.8181155256741431,0.897576593978319
true,low,0.85875,0.8451951381130252,0.85875,0.8217963249994031,0.9025209434256091
true,low,0.8626388888888888,0.8473485853104012,0.8626388888888888,0.8242616574393271,0.9062489502942481
true,low,0.8666666666666667,0.8502618583912643,0.8666666666666667,0.8291684897673254,0.9105147732338601
true,low,0.8705555555555555,0.8553369855822407,0.8705555555555555,0.832565665904394,0.9156958978502037
true,low,0.8744444444444445,0.8592358880225064,0.8744444444444445,0.8355211658655158,0.9199089551159984
true,low,0.8783333333333333,0.8643952649424744,0.8783333333333333,0.8390998132643154,0.923342062018515
true,low,0.8823611111111112,0.8688815672686351,0.8823611111111112,0.8429707254882979,0.9281890334198795
true,low,0.88625,0.8716197973119906,0.88625,0.8465579231309426,0.9309683022844969
true,low,0.8901388888888889,0.8755030149812937,0.8901388888888889,0.850046729826097,0.935325529414267
true,low,0.8940277777777778,0.880248146704194,0.8940277777777778,0.8544132140910276,0.9401299502946089
true,low,0.8979166666666667,0.8847886878570442,0.8979166666666667,0.8576175331501757,0.9438130578421268
true,low,0.9019444444444444,0.8886541585762938,0.9019444444444444,0.8620720418323068,0.947891451926208
true,low,0.9058333333333334,0.8924532660643066,0.9058333333333334,0.865266787299714,0.9517242023546892
true,low,0.9097222222222222,0.8953686069222158,0.9097222222222222,0.8698475649646815,0.9553502528247666
true,low,0.9136111111111112,0.8981532443785353,0.9136111111111112,0.8741804556725757,0.9588798423450547
true,low,0.9176388888888889,0.903960356754448,0.9176388888888889,0.8779815328172771,0.9628816217382988
true,low,0.9215277777777777,0.9079102956289622,0.9215277777777777,0.8824156700287576,0.9670149636984791
true,low,0.9254166666666667,0.9127489402574772,0.9254166666666667,0.8858487860418472,0.9702319424536474
true,low,0.9293055555555556,0.9159980239232448,0.9293055555555556,0.88941452299239,0.9735650264424521
true,low,0.9333333333333333,0.9197976434659103,0.9333333333333333,0.8940219327965265,0.9767760767257551
true,low,0.9372222222222222,0.9225268514898987,0.9372222222222222,0.8974659882304377,0.979610215956138
true,low,0.9411111111111111,0.9277848309569159,0.9411111111111111,0.9011321849576246,0.9849884987506261
true,low,0.945,0.9338663912631415,0.945,0.9050912117618493,0.9895431807817289
true,low,0.9488888888888889,0.9390590446905531,0.9488888888888889,0.9084682019848292,0.9928824824764709
true,low,0.9529166666666666,0.9433892756826565,0.9529166666666666,0.9122186298989031,0.9970254936823947
true,low,0.9568055555555556,0.9477341349092463,0.9568055555555556,0.9157126743580802,1.0023304782432774
true,low,0.9606944444444444,0.9533381232741533,0.9606944444444444,0.9194020189156296,1.0071214226057856
true,low,0.9645833333333333,0.9593149601463284,0.9645833333333333,0.923042608071691,1.0115400770693217
true,low,0.9686111111111111,0.9628829132349553,0.9686111111111111,0.9275930089089488,1.0150794694704621
true,low,0.9725,0.9670118839066276,0.9725,0.931738809309585,1.019031307432018
true,low,0.9763888888888889,0.9714866770197427,0.9763888888888889,0.9350114979864435,1.023327798230415
true,low,0.9802777777777778,0.9748629622841261,0.9802777777777778,0.9383027616781086,1.0273451750939149
true,low,0.9843055555555555,0.9813175276756795,0.9843055555555555,0.9423481571859174,1.03054914348132
true,low,0.9881944444444445,0.9864314200315544,0.9881944444444445,0.9458245349802756,1.0343176068583193
true,low,0.9920833333333333,0.9907863796504438,0.9920833333333333,0.9483118202304518,1.039248044263173
true,low,0.9959722222222223,0.9959158296938428,0.9959722222222223,0.9512035382626141,1.044233214354356
true,low,1.0,1.0015103570742003,1.0,0.9565325367186158,1.0498769042421263
true,middle,3.591954022988506e-05,0.00015595740054083452,3.591954022988506e-05,1.8467351989178954e-07,0.00019770448773339316
true,middle,0.003951149425287357,0.003763473285787267,0.003951149425287357,0.002925734218266597,0.00541462398306738
true,middle,0.007866379310344828,0.007857127630165698,0.007866379310344828,0.006207628485268055,0.009871910226657905
true,middle,0.011781609195402299,0.012186869267756667,0.011781609195402299,0.009825543956625118,0.014162306707700802
true,middle,0.01569683908045977,0.01581575080652325,0.01569683908045977,0.013316900908308062,0.018067942864283856
true,middle,0.019612068965517242,0.019477677358467105,0.019612068965517242,0.016547453307309144,0.022255465330067857
true,middle,0.023563218390804597,0.023711796244036073,0.023563218390804597,0.021283414621896212,0.026013873363846845
true,middle,0.02747844827586207,0.027690572131462664,0.02747844827586207,0.02502844028571032,0.030303456048442763
true,middle,0.03139367816091954,0.0312902039562825,0.03139367816091954,0.02907302382236739,0.03414780291386595
true,middle,0.035308908045977014,0.03501433231770728,0.035308908045977014,0.03289540268301161,0.038236025880326784
true,middle,0.039224137931034485,0.03856181632000402,0.039224137931034485,0.03658148950241499,0.04216654956402803
true,middle,0.043139367816091956,0.042291644747198404,0.043139367816091956,0.040472507006771186,0.04634120440415168
true,middle,0.04709051724137931,0.04577123791226819,0.04709051724137931,0.043542905646343506,0.050790599122330575
true,middle,0.05100574712643678,0.0487389255953373,0.05100574712643678,0.04747048855126065,0.055046991730812754
true,middle,0.05492097701149425,0.05312129862597733,0.05492097701149425,0.05124251089392332,0.05948218460338873
true,middle,0.058836206896551724,0.059072620545288196,0.058836206896551724,0.054313174496836224,0.06329385921784382
true,middle,0.0627514367816092,0.06310467071053345,0.0627514367816092,0.057953222170751044,0.06818295933364882
true,middle,0.06666666666666667,0.06725780731623664,0.06666666666666667,0.06172001546915559,0.07206851518189866
true,middle,0.07061781609195403,0.07139330481119584,0.07061781609195403,0.06547524243127321,0.0757550075649709
true,middle,0.07453304597701149,0.07546334106049699,0.07453304597701149,0.06885731238908677,0.07900149877268946
true,middle,0.07844827586206897,0.0801734800367063,0.07844827586206897,0.07298938897011951,0.08276548784586026
true,middle,0.08236350574712643,0.08427080517993002,0.08236350574712643,0.0768150085051576,0.08661069407623087
true,middle,0.08627873563218391,0.0884395123698943,0.08627873563218391,0.08122275248576938,0.09064477533777796
true,middle,0.09019396551724138,0.09249012805148098,0.09019396551724138,0.0850452442071114,0.09442682375903168
true,middle,0.09414511494252874,0.09604946798148839,0.09414511494252874,0.0891726067462722,0.09908271773622374
true,middle,0.0980603448275862,0.09937954560764731,0.0980603448275862,0.09281145324169529,0.10270659968070148
true,middle,0.10197557471264368,0.10331674752046519,0.10197557471264368,0.09704156521007352,0.10678276665985571
true,middle,0.10589080459770114,0.10757973665941638,0.10589080459770114,0.10085233065265956,0.10990250037031238
true,middle,0.10980603448275862,0.11185410217189876,0.10980603448275862,0.1046689928095204,0.11427425221796621
true,middle,0.11375718390804598,0.11497498217218675,0.11375718390804598,0.10839186803014302,0.11861016712836603
true,middle,0.11767241379310345,0.11883828895949818,0.11767241379310345,0.11155230290096889,0.12271919857876001
true,middle,0.12158764367816093,0.12210499214991602,0.12158764367816093,0.11493255152439294,0.12679743148772762
true,middle,0.1255028735632184,0.12556421468381535,0.1255028735632184,0.11885102882668716,0.13039345814824635
