year,month,day_num,model,n_anchor_obs,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9
2022,7,17,Debiased_Whittle,1489,255.8936,255.6117,255.3385,254.6847,254.5227,254.3501,254.5468,255.9746,0.9291,-0.1187
2022,7,17,Corridor_4x4_lag643,1489,255.9175,255.5907,255.3158,254.6600,254.4801,254.3187,254.5306,255.9741,0.9268,-0.1224
2022,7,18,Vecchia_mm20,1094,254.7657,253.7752,253.1180,252.3240,252.1423,253.0266,252.6841,253.9122,1.3774,-0.6700
2022,7,18,Debiased_Whittle,1094,255.0193,254.0458,253.3922,252.5769,252.4236,253.0857,252.6648,253.8337,1.3672,-0.6220
2022,7,18,Corridor_4x4_lag643,1094,254.9392,253.9506,253.2744,252.4592,252.2614,253.0605,252.6643,253.8658,1.3665,-0.6290
2022,7,19,Vecchia_mm20,1516,253.6975,253.4905,253.0171,253.1050,253.1556,253.7779,253.2221,255.0018,1.4661,-0.2907
2022,7,19,Debiased_Whittle,1516,253.7648,253.5390,253.0641,253.1632,253.1745,253.8030,253.2407,255.0183,1.3087,-0.2886
2022,7,19,Corridor_4x4_lag643,1516,253.7495,253.5324,253.0604,253.1541,253.1786,253.8034,253.2412,255.0153,1.3445,-0.2881
2022,7,20,Vecchia_mm20,1488,253.3289,253.0135,252.1122,251.5186,251.8316,252.4901,252.5886,254.4758,0.9710,-0.0886
2022,7,20,Debiased_Whittle,1488,253.3308,253.0395,252.1093,251.5504,251.8652,252.4875,252.6152,254.4918,0.9578,-0.0877
2022,7,20,Corridor_4x4_lag643,1488,253.3577,253.0525,252.1447,251.5660,251.8662,252.5128,252.6101,254.4989,0.9549,-0.0862
2022,7,21,Vecchia_mm20,1455,252.5946,252.1653,251.7231,251.1070,251.7691,252.0462,251.8694,253.4199,1.4119,0.1865
2022,7,21,Debiased_Whittle,1455,252.6004,252.1815,251.7182,251.0619,251.7171,252.0090,251.8540,253.4243,1.4457,0.2231
2022,7,21,Corridor_4x4_lag643,1455,252.5850,252.1563,251.6980,251.0489,251.7193,252.0146,251.8553,253.4206,1.4794,0.2227
2022,7,22,Vecchia_mm20,1501,251.9559,251.4105,251.0880,250.5953,250.7918,251.6125,252.0333,254.0566,0.5815,0.2607
2022,7,22,Debiased_Whittle,1501,251.8537,251.3119,250.9882,250.5141,250.6765,251.5325,251.9027,254.0030,0.6836,0.2831
2022,7,22,Corridor_4x4_lag643,1501,251.8817,251.3450,251.0276,250.5413,250.7134,251.5520,251.9356,254.0121,0.6657,0.2787
2022,7,23,Vecchia_mm20,1492,253.2902,253.0862,252.7084,252.5280,252.7099,253.0359,253.0902,254.7129,1.7540,-0.3027
2022,7,23,Debiased_Whittle,1492,253.2445,252.9816,252.5881,252.3991,252.5861,252.9228,253.0035,254.6353,1.8397,-0.3624
2022,7,23,Corridor_4x4_lag643,1492,253.2536,253.0117,252.6206,252.4346,252.6189,252.9511,253.0226,254.6519,1.8213,-0.3511
2022,7,24,Vecchia_mm20,1514,251.8838,251.6459,251.1376,250.5532,250.5967,251.1028,251.0108,252.9516,0.8241,-0.4350
2022,7,24,Debiased_Whittle,1514,252.3251,252.0772,251.5658,250.9615,250.9907,251.4741,251.3840,253.3088,0.7221,-0.6565
2022,7,24,Corridor_4x4_lag643,1514,252.2825,252.0364,251.5228,250.9268,250.9605,251.4531,251.3508,253.2789,0.7324,-0.6245
2022,7,25,Vecchia_mm20,1501,249.7684,249.6590,249.1140,249.2866,249.3173,249.7749,250.6029,252.6923,1.5215,-0.0991
2022,7,25,Debiased_Whittle,1501,249.7511,249.6498,249.1158,249.3101,249.3382,249.8091,250.6351,252.7220,1.5715,-0.0982
2022,7,25,Corridor_4x4_lag643,1501,249.7447,249.6452,249.1134,249.3159,249.3295,249.8106,250.6344,252.7298,1.5845,-0.0998
2022,7,26,Vecchia_mm20,1399,250.9499,250.7295,249.8717,250.2433,250.3892,250.7225,251.0290,252.6569,1.9407,0.2176
2022,7,26,Debiased_Whittle,1399,250.9569,250.7399,249.8896,250.2862,250.4399,250.7570,251.0724,252.7100,1.9767,0.2059
2022,7,26,Corridor_4x4_lag643,1399,250.9572,250.7261,249.8643,250.2562,250.4166,250.7326,251.0596,252.7162,1.9790,0.2066
2022,7,27,Vecchia_mm20,1410,250.2695,250.4879,250.2945,250.4305,251.0147,251.6885,252.4778,254.7720,0.6678,0.1047
2022,7,27,Debiased_Whittle,1410,250.2916,250.5318,250.3574,250.4870,251.0628,251.7260,252.5313,254.8253,0.6146,0.1319
2022,7,27,Corridor_4x4_lag643,1410,250.2818,250.5201,250.3341,250.4721,251.0518,251.7138,252.5104,254.8102,0.6133,0.1349
2022,7,28,Vecchia_mm20,1464,253.5003,253.1538,252.7018,252.5588,252.5685,252.5512,252.0701,253.1711,1.0284,-0.0087
2022,7,28,Debiased_Whittle,1464,253.5465,253.2252,252.8030,252.6418,252.6111,252.5955,252.0658,253.1858,1.0192,-0.0163
2022,7,28,Corridor_4x4_lag643,1464,253.5434,253.2195,252.7894,252.6299,252.6118,252.5934,252.0719,253.1820,1.0182,-0.0153
