data_type,day,hour,minute,hour_key,family,unit,unit_label,variant,smooth,coords,loss,fit_seconds,eig_seconds,sigmasq,range,phi1,phi2,nugget
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r3c2_of_4x4,"tile row 3/4, col 2/4",nugget0,0.500000,raw,1.194592,0.286435,0.076570,3.360886,0.028356,118.524976,35.265993,0.000000
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r3c2_of_4x4,"tile row 3/4, col 2/4",nugget_free,0.500000,raw,1.131829,0.320406,0.074488,0.833144,0.146155,5.700418,6.842058,2.528760
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r3c3_of_4x4,"tile row 3/4, col 3/4",nugget0,0.500000,raw,1.280958,0.339745,0.073968,3.659939,0.026878,136.170354,37.205635,0.000000
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r3c3_of_4x4,"tile row 3/4, col 3/4",nugget_free,0.500000,raw,1.184530,0.302669,0.070982,0.896913,0.116695,7.685926,8.569315,2.765471
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r3c4_of_4x4,"tile row 3/4, col 4/4",nugget0,0.500000,raw,1.479701,0.305345,0.069925,5.819701,0.043597,133.487975,22.937255,0.000000
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r3c4_of_4x4,"tile row 3/4, col 4/4",nugget_free,0.500000,raw,1.327330,0.338455,0.068053,4.268219,0.062125,68.703284,16.096476,1.596620
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c1_of_4x4,"tile row 4/4, col 1/4",nugget0,0.500000,raw,0.651907,0.320192,0.076787,1.456390,0.030277,48.102283,33.028446,0.000000
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c1_of_4x4,"tile row 4/4, col 1/4",nugget_free,0.500000,raw,0.885269,0.341001,0.077205,0.418685,0.160907,2.602035,6.214779,1.040571
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c2_of_4x4,"tile row 4/4, col 2/4",nugget0,0.500000,raw,1.078077,0.330931,0.081513,4.360996,0.055896,78.019474,17.890286,0.000000
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c2_of_4x4,"tile row 4/4, col 2/4",nugget_free,0.500000,raw,1.099368,0.308288,0.082291,3.199216,0.095850,33.377343,10.432974,1.239271
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c3_of_4x4,"tile row 4/4, col 3/4",nugget0,0.500000,raw,1.240349,0.305544,0.077664,4.215536,0.039854,105.773715,25.091405,0.000000
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c3_of_4x4,"tile row 4/4, col 3/4",nugget_free,0.500000,raw,1.140436,0.470114,0.075940,4.174911,0.040233,103.767428,24.855003,0.041976
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c4_of_4x4,"tile row 4/4, col 4/4",nugget0,0.500000,raw,1.485305,0.301319,0.080744,5.385061,0.036485,147.596817,27.408570,0.000000
real,20220701,0,53,y22m07day01_hm00:53,tiles4x4,tile_r4c4_of_4x4,"tile row 4/4, col 4/4",nugget_free,0.500000,raw,1.281487,0.415143,0.078645,5.384913,0.036484,147.594899,27.408966,0.000097
real,20220701,0,53,y22m07day01_hm00:53,sparse,x8,whole domain x8 sorted thinning (~1/64),nugget0,0.500000,raw,1.381916,0.018101,0.004295,5.188163,0.191456,27.098422,5.223124,0.000000
real,20220701,0,53,y22m07day01_hm00:53,sparse,x8,whole domain x8 sorted thinning (~1/64),nugget_free,0.500000,raw,1.288338,0.059539,0.004650,1.001416,5.017435,0.199587,0.199305,4.334605
real,20220701,0,53,y22m07day01_hm00:53,sparse,x4,whole domain x4 sorted thinning (~1/16),nugget0,0.500000,raw,1.299279,0.300245,0.075434,4.586340,0.058140,78.885047,17.200000,0.000000
real,20220701,0,53,y22m07day01_hm00:53,sparse,x4,whole domain x4 sorted thinning (~1/16),nugget_free,0.500000,raw,1.291534,0.339524,0.072649,2.020201,0.231344,8.732468,4.322575,2.644644
