year,month,day_num,model,n_anchor_obs,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9
2025,7,7,Vecchia_mm20,1365,244.3591,244.2486,244.1727,243.9169,244.0539,243.3652,244.0900,244.9559,0.8951,0.0098
2025,7,7,Debiased_Whittle,1365,244.4532,244.2992,244.1974,243.9408,244.1499,243.4792,244.2264,245.1060,0.9250,0.0167
2025,7,7,Corridor_4x4_lag643,1365,244.4630,244.3524,244.2719,244.0079,244.1754,243.4867,244.2260,245.0875,0.9150,0.0239
2025,7,8,Vecchia_mm20,1513,242.8394,242.8186,241.7299,241.9574,241.7632,242.1580,242.8030,244.3837,1.2747,-0.0302
2025,7,8,Debiased_Whittle,1513,242.7632,242.7271,241.6191,241.8225,241.5712,241.9705,242.6394,244.2596,1.2752,-0.0526
2025,7,8,Corridor_4x4_lag643,1513,242.7555,242.7264,241.6257,241.8313,241.5897,241.9827,242.6490,244.2615,1.2818,-0.0541
2025,7,9,Vecchia_mm20,1458,243.4065,243.5423,242.7156,243.2525,243.9459,244.2802,244.2098,245.1264,1.5697,0.4865
2025,7,9,Debiased_Whittle,1458,243.4261,243.4760,242.5808,243.0659,243.6738,244.0042,243.9677,244.9590,1.4966,0.5150
2025,7,9,Corridor_4x4_lag643,1458,243.4189,243.5319,242.6738,243.1625,243.8122,244.1269,244.0487,244.9688,1.5260,0.5156
2025,7,10,Vecchia_mm20,1461,242.8035,242.6731,242.6641,242.2205,243.4568,244.5040,244.7206,245.9158,1.1838,0.0701
2025,7,10,Debiased_Whittle,1461,242.4922,242.3568,242.3104,241.8492,243.0691,244.1477,244.4111,245.6406,1.1755,0.0975
2025,7,10,Corridor_4x4_lag643,1461,242.5572,242.4197,242.3898,241.9350,243.1647,244.2433,244.4882,245.7102,1.1648,0.0878
2025,7,11,Vecchia_mm20,1432,248.0932,247.2762,247.0401,246.5501,246.3407,246.2784,246.1853,247.0862,1.4364,-0.4035
2025,7,11,Debiased_Whittle,1432,248.2362,247.3679,247.0960,246.6700,246.4843,246.4464,246.3649,247.2602,1.5659,-0.4667
2025,7,11,Corridor_4x4_lag643,1432,248.2289,247.3793,247.1294,246.6674,246.4656,246.4107,246.3185,247.2161,1.5251,-0.4398
2025,7,12,Vecchia_mm20,1500,246.4457,245.5867,244.7485,244.1024,244.7291,245.7775,246.4953,247.5334,1.3286,0.2954
2025,7,12,Debiased_Whittle,1500,246.3728,245.5363,244.7418,244.1586,244.8119,245.8280,246.5484,247.5231,1.2900,0.3780
2025,7,12,Corridor_4x4_lag643,1500,246.3978,245.5620,244.7587,244.1651,244.8015,245.8182,246.5274,247.5118,1.2928,0.3750
2025,7,13,Vecchia_mm20,1468,244.1267,244.3147,243.8433,243.8854,244.2831,244.6025,245.6400,247.6809,0.6404,0.1011
2025,7,13,Debiased_Whittle,1468,243.9086,244.0648,243.5447,243.5823,243.9959,244.2138,245.2322,247.3449,0.6410,0.1354
2025,7,13,Corridor_4x4_lag643,1468,244.0092,244.1836,243.6942,243.7290,244.1192,244.3963,245.4203,247.4875,0.6247,0.1236
2025,7,14,Vecchia_mm20,1357,245.9193,245.1499,244.2216,244.1929,244.4706,245.1353,246.1446,247.6302,0.4667,0.2916
2025,7,14,Debiased_Whittle,1357,245.9565,245.1581,244.1748,244.1896,244.5459,245.2438,246.2482,247.7804,0.3791,0.3883
2025,7,14,Corridor_4x4_lag643,1357,245.9622,245.2078,244.2668,244.2550,244.5669,245.2634,246.2689,247.7393,0.3892,0.3824
2025,7,15,Vecchia_mm20,1415,244.0743,243.8507,243.3129,241.9106,241.7984,241.5142,242.0901,244.2323,1.7448,-0.1194
2025,7,15,Debiased_Whittle,1415,244.1931,243.9643,243.4219,241.8926,241.7385,241.3761,241.9288,244.1346,1.7549,-0.1254
2025,7,15,Corridor_4x4_lag643,1415,244.1326,243.9022,243.3419,241.8945,241.7560,241.4377,242.0094,244.1617,1.7646,-0.1208
2025,7,16,Vecchia_mm20,1457,242.7045,241.2943,240.9294,240.7731,240.4692,240.3858,240.2313,240.9910,0.7506,-0.0499
2025,7,16,Debiased_Whittle,1457,242.6615,241.1609,240.7805,240.6186,240.2439,240.2362,240.0944,240.8558,0.7402,-0.0702
2025,7,16,Corridor_4x4_lag643,1457,242.6811,241.2341,240.8629,240.7046,240.3758,240.3166,240.1647,240.9226,0.7455,-0.0604
2025,7,17,Vecchia_mm20,1508,242.1814,241.1665,240.1391,239.3153,239.4717,239.8331,239.5289,241.3898,1.6234,-0.0499
2025,7,17,Debiased_Whittle,1508,242.0966,241.0568,240.0214,239.1797,239.3332,239.7119,239.4384,241.3099,1.5579,-0.0384
2025,7,17,Corridor_4x4_lag643,1508,242.1061,241.0831,240.0431,239.2088,239.3605,239.7340,239.4401,241.3091,1.5724,-0.0436
2025,7,18,Vecchia_mm20,1520,241.5638,241.1982,240.5503,239.9917,239.9218,239.7414,239.7716,241.6459,0.3386,0.1946
2025,7,18,Debiased_Whittle,1520,241.6819,241.3271,240.6802,240.1121,240.0141,239.7922,239.7851,241.6372,0.2423,0.2295
2025,7,18,Corridor_4x4_lag643,1520,241.6862,241.3263,240.6764,240.1059,240.0075,239.7872,239.7789,241.6276,0.2482,0.2328
2025,7,19,Vecchia_mm20,1513,240.1507,240.0959,238.6533,237.7756,238.0971,239.3369,238.8712,240.9592,1.0349,0.2485
2025,7,19,Debiased_Whittle,1513,240.0529,239.9894,238.5444,237.6385,237.9719,239.2061,238.7869,240.8988,1.0073,0.3104
2025,7,19,Corridor_4x4_lag643,1513,240.0360,239.9779,238.5415,237.6521,237.9894,239.2246,238.7981,240.9079,1.0024,0.3064
2025,7,20,Vecchia_mm20,1519,238.6117,238.7162,237.8648,236.0355,236.0092,237.1461,236.8177,239.2647,1.6285,0.2060
2025,7,20,Debiased_Whittle,1519,238.6196,238.7134,237.8459,235.9889,235.9309,237.0495,236.7072,239.1481,1.6286,0.2286
2025,7,20,Corridor_4x4_lag643,1519,238.6190,238.7124,237.8458,235.9905,235.9317,237.0520,236.7117,239.1524,1.6305,0.2316
2025,7,21,Vecchia_mm20,1490,239.9042,239.3719,238.6371,238.0952,239.3376,240.2113,240.1841,242.5821,1.4381,-0.1753
2025,7,21,Debiased_Whittle,1490,239.8960,239.3553,238.6263,238.0865,239.3251,240.1966,240.1692,242.5684,1.4209,-0.1681
2025,7,21,Corridor_4x4_lag643,1490,239.8979,239.3588,238.6289,238.0887,239.3275,240.2030,240.1725,242.5706,1.4245,-0.1694
2025,7,22,Vecchia_mm20,1521,242.9319,242.4950,241.3006,240.6540,240.6140,240.9369,241.7020,244.1976,1.3543,-0.3045
2025,7,22,Debiased_Whittle,1521,242.9465,242.5177,241.3204,240.6696,240.6251,240.9402,241.7013,244.1945,1.3973,-0.3017
2025,7,22,Corridor_4x4_lag643,1521,242.9453,242.5157,241.3185,240.6689,240.6238,240.9394,241.7014,244.1956,1.3924,-0.3024
2025,7,23,Vecchia_mm20,1522,242.8175,242.4565,241.5551,241.2214,241.3755,241.4572,241.8668,244.1832,1.4392,-0.1758
2025,7,23,Debiased_Whittle,1522,242.8306,242.4625,241.5690,241.2317,241.3849,241.4599,241.8663,244.1693,1.4594,-0.1858
2025,7,23,Corridor_4x4_lag643,1522,242.8298,242.4634,241.5677,241.2311,241.3846,241.4607,241.8673,244.1730,1.4561,-0.1846
2025,7,24,Vecchia_mm20,1332,239.6784,239.4189,238.9903,239.8910,240.8092,241.2605,243.7823,0.9573,0.0833,
2025,7,24,Debiased_Whittle,1332,239.6598,239.4005,238.9731,239.8726,240.7886,241.2411,243.7674,0.9551,0.0825,
2025,7,24,Corridor_4x4_lag643,1332,239.6648,239.4060,238.9782,239.8775,240.7941,241.2452,243.7704,0.9546,0.0834,
2025,7,25,Vecchia_mm20,1525,238.4602,238.1577,237.3547,237.2130,237.2246,238.1563,238.8809,241.5275,0.9773,-0.1510
2025,7,25,Debiased_Whittle,1525,238.3957,238.0936,237.2907,237.1506,237.1651,238.1024,238.8264,241.4805,0.9652,-0.1791
2025,7,25,Corridor_4x4_lag643,1525,238.4101,238.1079,237.3077,237.1680,237.1836,238.1166,238.8409,241.4904,0.9728,-0.1792
2025,7,26,Vecchia_mm20,1483,240.3411,240.6383,239.8589,239.8694,239.8688,241.8002,241.8459,243.9449,0.4357,0.4389
2025,7,26,Debiased_Whittle,1483,240.2447,240.6879,239.9288,239.8904,239.9053,241.8083,241.8383,244.0520,0.3617,0.4917
2025,7,26,Corridor_4x4_lag643,1483,240.2964,240.5874,239.8054,239.8303,239.8486,241.8055,241.8753,243.9884,0.3907,0.4932
2025,7,27,Vecchia_mm20,1489,242.2985,242.0431,241.8697,242.3439,243.4525,244.2610,243.3831,245.0024,0.5153,0.0759
2025,7,27,Debiased_Whittle,1489,242.3887,242.1425,241.9304,242.4147,243.5323,244.3331,243.4152,245.0059,0.5886,0.0598
2025,7,27,Corridor_4x4_lag643,1489,242.3639,242.1140,241.9145,242.3993,243.5146,244.3221,243.4119,245.0075,0.5676,0.0643
2025,7,28,Vecchia_mm20,1514,240.9130,240.1454,239.5619,239.9047,239.6101,240.4834,240.1323,241.5876,1.2281,0.1179
2025,7,28,Debiased_Whittle,1514,240.9624,240.2071,239.6104,239.9527,239.6376,240.5201,240.1722,241.6107,1.1730,0.1009
2025,7,28,Corridor_4x4_lag643,1514,240.9762,240.2151,239.6215,239.9569,239.6457,240.5229,240.1708,241.6116,1.1694,0.1059
