date,time_index,anchor_rank,anchor_row,anchor_column,row_shift,column_shift,grid_row,grid_column,grid_latitude,grid_longitude,source_latitude,source_longitude,response,true_mean,true_residual
2023-07-04,1,10,111,109,-2,3,109,112,-2.796,123.944,-2.8050945,123.93546,255.908148865,257.6949055,-1.78675663471
2023-07-04,1,11,65,134,-2,3,63,137,-0.772,122.369,-0.76238954,122.34211,255.336884142,259.73761046,-4.40072631836
2023-07-04,1,12,67,136,-2,3,65,139,-0.86,122.243,-0.8707177,122.21554,255.553491418,259.6292823,-4.07579088211
2023-07-04,1,13,13,82,-2,3,11,85,1.516,125.645,1.5110247,125.6689,260.799673544,262.0110247,-1.21135115623
2023-07-04,1,14,15,84,-2,3,13,87,1.428,125.519,1.4243609,125.54388,259.630429177,261.9243609,-2.29393172264
2023-07-04,1,15,64,5,-2,3,62,8,-0.728,130.496,-0.73387504,130.49005,258.945742127,259.76612496,-0.820382833481
2023-07-04,1,16,66,7,-2,3,64,10,-0.816,130.37,-0.8201401,130.3648,255.530433917,259.6798599,-4.14942598343
2023-07-04,1,17,103,58,-2,3,101,61,-2.444,127.157,-2.4404254,127.17648,260.554374452,258.0595746,2.49479985237
2023-07-04,1,18,105,60,-2,3,103,63,-2.532,127.031,-2.5272567,127.05103,264.19361904,257.9727433,6.22087574005
2023-07-04,1,19,30,37,-2,3,28,40,0.768,128.48,0.76825494,128.45813,261.5733434,261.26825494,0.305088460445
2023-07-04,1,20,32,39,-2,3,30,42,0.68,128.354,0.6817458,128.33298,257.844158443,261.1817458,-3.33758735657
2023-07-04,1,21,69,98,-2,3,67,101,-0.948,124.637,-0.93836975,124.648094,263.849750997,259.56163025,4.28812074661
2023-07-04,1,22,71,100,-2,3,69,103,-1.036,124.511,-1.046697,124.52206,262.500415942,259.453303,3.04711294174
2023-07-04,1,23,80,35,-2,3,78,38,-1.432,128.606,-1.4226391,128.61902,251.769749911,259.0773609,-7.30761098862
2023-07-04,1,24,82,37,-2,3,80,40,-1.52,128.48,-1.5307314,128.49342,255.688838283,258.9692686,-3.28043031693
2023-07-04,1,25,38,112,-2,3,36,115,0.416,123.755,0.4078573,123.729324,263.081760288,260.9078573,2.17390298843
2023-07-04,1,26,40,114,-2,3,38,117,0.328,123.629,0.3212117,123.60361,264.574622755,260.8212117,3.75341105461
2023-07-04,1,27,55,30,-2,3,53,33,-0.332,128.921,-0.33891058,128.94258,258.380078196,260.16108942,-1.78101122379
2023-07-04,1,28,57,32,-2,3,55,35,-0.42,128.795,-0.42536718,128.8174,261.3141579,260.07463282,1.23952507973
2023-07-04,1,29,38,82,-2,3,36,85,0.416,125.645,0.4263344,125.65853,262.981548567,260.9263344,2.05521416664
2023-07-04,1,30,40,84,-2,3,38,87,0.328,125.519,0.31799927,125.53321,261.498462644,260.81799927,0.680463373661
2023-07-04,1,31,79,75,-2,3,77,78,-1.388,126.086,-1.3968999,126.07219,253.901628771,259.1031001,-5.20147132874
2023-07-04,1,32,81,77,-2,3,79,80,-1.476,125.96,-1.483301,125.946754,257.814239545,259.016699,-1.20245945454
2023-07-04,1,33,111,82,-2,3,109,85,-2.796,125.645,-2.785324,125.6172,250.072856523,257.714676,-7.64181947708
2023-07-04,1,34,113,84,-2,3,111,87,-2.884,125.519,-2.8939369,125.49123,252.185612413,257.6060631,-5.42045068741
2023-07-04,1,35,13,108,-2,3,11,111,1.516,124.007,1.5145909,123.98813,262.531043272,262.0145909,0.516452372074
2023-07-04,1,36,15,110,-2,3,13,113,1.428,123.881,1.4278748,123.862854,259.818262097,261.9278748,-2.10961270332
2023-07-04,1,37,39,10,-2,3,37,13,0.372,130.181,0.37340385,130.19267,258.60738832,260.87340385,-2.26601552963
2023-07-04,1,38,41,12,-2,3,39,15,0.284,130.055,0.28698397,130.06741,262.870672944,260.78698397,2.08368897438
2023-07-04,1,39,111,35,-2,3,109,38,-2.796,128.606,-2.7902324,128.6019,260.00201418,257.7097676,2.29224658012
2023-07-04,1,40,113,37,-2,3,111,40,-2.884,128.48,-2.876748,128.47641,254.392400588,257.623252,-3.23085141182
2023-07-04,1,41,28,61,-2,3,26,64,0.856,126.968,0.8570604,126.96795,260.657242445,261.3570604,-0.699817955494
2023-07-04,1,42,30,63,-2,3,28,66,0.768,126.842,0.7704761,126.842705,258.881566045,261.2704761,-2.38891005516
2023-07-04,1,43,14,23,-2,3,12,26,1.472,129.362,1.4819194,129.33575,264.714285008,261.9819194,2.73236560822
2023-07-04,1,44,16,25,-2,3,14,28,1.384,129.236,1.3735527,129.2103,265.877477547,261.8735527,4.00392484665
2023-07-04,1,45,90,99,-2,3,88,102,-1.872,124.574,-1.8715883,124.57309,257.907070507,258.6284117,-0.721341192722
2023-07-04,1,46,92,101,-2,3,90,104,-1.96,124.448,-1.9582405,124.44714,255.363485822,258.5417595,-3.17827367783
2023-07-04,1,47,75,55,-2,3,73,58,-1.212,127.346,-1.2036705,127.31719,264.786592485,259.2963295,5.49026298523
2023-07-04,1,48,77,57,-2,3,75,60,-1.3,127.22,-1.2901459,127.19159,261.225122426,259.2098541,2.01526832581
2023-07-04,1,49,13,48,-2,3,11,51,1.516,127.787,1.5065477,127.782394,259.15196396,262.0065477,-2.85458374023
2023-07-04,1,50,15,50,-2,3,13,53,1.428,127.661,1.4198416,127.65713,257.464207483,261.9198416,-4.45563411713
2023-07-04,1,51,57,115,-2,3,55,118,-0.42,123.566,-0.41655937,123.5956,256.047859995,260.08344063,-4.03558063507
2023-07-04,1,52,59,117,-2,3,57,120,-0.508,123.44,-0.5032759,123.46976,256.264548511,259.9967241,-3.73217558861
2023-07-04,1,53,96,25,-2,3,94,28,-2.136,129.236,-2.140364,129.23145,262.202749899,258.359636,3.84311389923
2023-07-04,1,54,98,27,-2,3,96,30,-2.224,129.11,-2.227,129.10616,261.5101068,258.273,3.23710680008
2023-07-04,1,55,53,91,-2,3,51,94,-0.244,125.078,-0.2453624,125.091774,257.952434183,260.2546376,-2.30220341682
2023-07-04,1,56,55,93,-2,3,53,96,-0.332,124.952,-0.33186594,124.96639,263.582007017,260.16813406,3.41387295723
2023-07-04,1,57,81,2,-2,3,79,5,-1.476,130.685,-1.4713789,130.66788,260.69105389,259.0286211,1.6624327898
2023-07-04,1,58,83,4,-2,3,81,7,-1.564,130.559,-1.558393,130.5425,261.203911306,258.941607,2.26230430603
2023-07-04,1,59,26,97,-2,3,24,100,0.944,124.7,0.94893414,124.73084,257.577427211,261.44893414,-3.8715069294
2023-07-04,1,60,28,99,-2,3,26,102,0.856,124.574,0.86247146,124.54319,260.06570804,261.36247146,-1.2967634201
2023-07-04,1,61,44,128,-2,3,42,131,0.152,122.747,0.14857347,122.72746,260.835808587,260.64857347,0.187235116959
2023-07-04,1,62,46,130,-2,3,44,133,0.064,122.621,0.06217469,122.60159,261.623162759,260.56217469,1.06098806858
2023-07-04,1,63,59,47,-2,3,57,50,-0.508,127.85,-0.510369,127.82237,259.14838362,259.989631,-0.84124737978
2023-07-04,1,64,61,49,-2,3,59,52,-0.596,127.724,-0.59699047,127.69719,253.382590886,259.90300953,-6.52041864395
2023-07-04,1,65,95,42,-2,3,93,45,-2.092,128.165,-2.0944147,128.17584,264.072656166,258.4055853,5.66707086563
2023-07-04,1,66,97,44,-2,3,95,47,-2.18,128.039,-2.1812227,128.0504,262.972592569,258.3187773,4.65381526947
2023-07-04,1,67,28,125,-2,3,26,128,0.856,122.936,0.864475,122.921715,260.619598675,261.364475,-0.74487632513
2023-07-04,1,68,30,127,-2,3,28,130,0.768,122.81,0.77792907,122.79602,261.215897738,261.27792907,-0.0620313324034
2023-07-04,1,69,43,59,-2,3,41,62,0.196,127.094,0.20632595,127.08511,261.594937922,260.70632595,0.888611972332
2023-07-04,1,70,45,61,-2,3,43,64,0.108,126.968,0.09803709,126.9598,255.552578296,260.59803709,-5.04545879364
2023-07-04,1,71,89,63,-2,3,87,66,-1.828,126.842,-1.8322842,126.81196,260.031402362,258.6677158,1.36368656158
2023-07-04,1,72,91,65,-2,3,89,68,-1.916,126.716,-1.9188291,126.68655,261.969928606,258.5811709,3.38875770569
2023-07-04,1,73,63,78,-2,3,61,81,-0.684,125.897,-0.6803765,125.89473,261.735261112,259.8196235,1.91563761234
2023-07-04,1,74,65,80,-2,3,63,83,-0.772,125.771,-0.76675206,125.7693,257.104778711,259.73324794,-2.62846922874
2023-07-04,1,75,41,25,-2,3,39,28,0.284,129.236,0.28908262,129.2602,256.842649076,260.78908262,-3.94643354416
2023-07-04,1,76,43,27,-2,3,41,30,0.196,129.11,0.20252702,129.13501,256.467599366,260.70252702,-4.23492765427
2023-07-04,1,77,13,67,-2,3,11,70,1.516,126.59,1.5087824,126.60149,264.412675156,262.0087824,2.40389275551
2023-07-04,1,78,15,69,-2,3,13,72,1.428,126.464,1.4222329,126.476456,264.033887897,261.9222329,2.11165499687
2023-07-04,1,79,97,82,-2,3,95,85,-2.18,125.645,-2.177134,125.62625,260.77215413,258.322866,2.44928812981
2023-07-04,1,80,99,84,-2,3,97,87,-2.268,125.519,-2.2639365,125.50076,258.297318664,258.2360635,0.0612551644444
2023-07-04,1,81,25,13,-2,3,23,16,0.988,129.992,0.98110944,130.01346,265.016015827,261.48110944,3.53490638733
2023-07-04,1,82,27,15,-2,3,25,18,0.9,129.866,0.8945946,129.88829,272.146097591,261.3945946,10.7515029907
2023-07-04,1,83,72,23,-2,3,70,26,-1.08,129.362,-1.0773789,129.3683,262.538349717,259.4226211,3.11572861671
2023-07-04,1,84,74,25,-2,3,72,28,-1.168,129.236,-1.163905,129.24318,263.174043561,259.336095,3.83794856071
2023-07-04,1,85,26,76,-2,3,24,79,0.944,126.023,0.94581985,126.036964,265.478351588,261.44581985,4.03253173828
2023-07-04,1,86,28,78,-2,3,26,81,0.856,125.897,0.85952365,125.91159,262.116029199,261.35952365,0.756505548954
2023-07-04,1,87,43,39,-2,3,41,42,0.196,128.354,0.20467807,128.32764,257.59860922,260.70467807,-3.10606884956
2023-07-04,1,88,45,41,-2,3,43,44,0.108,128.228,0.118070856,128.20251,252.894153372,260.618070856,-7.72391748428
2023-07-04,1,89,67,36,-2,3,65,39,-0.86,128.543,-0.85848504,128.56357,257.414419356,259.64151496,-2.22709560394
2023-07-04,1,90,69,38,-2,3,67,41,-0.948,128.417,-0.9448703,128.43839,256.440864735,259.5551297,-3.11426496506
2023-07-04,1,91,25,112,-2,3,23,115,0.988,123.755,0.99377555,123.73472,264.817203227,261.49377555,3.32342767715
2023-07-04,1,92,27,114,-2,3,25,117,0.9,123.629,0.9071358,123.60909,258.074431494,261.4071358,-3.33270430565
2023-07-04,1,93,79,90,-2,3,77,93,-1.388,125.141,-1.3952773,125.13978,262.141308985,259.1047227,3.03658628464
2023-07-04,1,94,81,92,-2,3,79,95,-1.476,125.015,-1.4818603,125.0141,258.009586076,259.0181397,-1.00855362415
2023-07-04,1,95,111,68,-2,3,109,71,-2.796,126.527,-2.7870145,126.55013,254.500892385,257.7129855,-3.21209311485
2023-07-04,1,96,113,70,-2,3,111,73,-2.884,126.401,-2.8737476,126.42459,258.676132547,257.6262524,1.04988014698
2023-07-04,1,97,13,95,-2,3,11,98,1.516,124.826,1.5129503,124.79803,261.783044516,262.0129503,-0.22990578413
2023-07-04,1,98,15,97,-2,3,13,100,1.428,124.7,1.4264421,124.67278,264.910644008,261.9264421,2.98420190811
2023-07-04,1,99,50,16,-2,3,48,19,-0.112,129.803,-0.10282432,129.81438,259.86088265,260.39717568,-0.536293029785
2023-07-04,1,100,52,18,-2,3,50,21,-0.2,129.677,-0.21072721,129.68901,258.606604939,260.28927279,-1.68266785145
2023-07-04,2,1,57,64,-4,6,53,70,-0.332,126.59,-0.340759,126.576195,251.961417476,260.159241,-8.19782352448
2023-07-04,2,2,59,66,-4,6,55,72,-0.42,126.464,-0.42707753,126.45089,254.306059124,260.07292247,-5.7668633461
2023-07-04,2,3,14,133,-4,6,10,139,1.56,122.243,1.5563891,122.23074,263.711024649,262.0563891,1.65463554859
2023-07-04,2,4,16,135,-4,6,12,141,1.472,122.117,1.4696825,122.10508,263.072539613,261.9696825,1.10285711288
2023-07-04,2,5,111,10,-4,6,107,16,-2.708,129.992,-2.7125945,129.96191,259.082116971,257.7874055,1.2947114706
2023-07-04,2,6,113,12,-4,6,109,18,-2.796,129.866,-2.7992952,129.83661,260.87397741,257.7007048,3.17327260971
2023-07-04,2,7,17,1,-4,6,13,7,1.428,130.559,1.4302846,130.56981,258.834838252,261.9302846,-3.09544634819
2023-07-04,2,8,19,3,-4,6,15,9,1.34,130.433,1.343689,130.44435,259.52186278,261.843689,-2.32182621956
2023-07-04,2,9,109,107,-4,6,105,113,-2.62,123.881,-2.6151524,123.86837,254.381767232,257.8848476,-3.50308036804
2023-07-04,2,10,111,109,-4,6,107,115,-2.708,123.755,-2.7018726,123.742065,253.563200699,257.7981274,-4.23492670059
2023-07-04,2,11,65,134,-4,6,61,140,-0.684,122.18,-0.6799439,122.20977,257.028206248,259.8200561,-2.79184985161
2023-07-04,2,12,67,136,-4,6,63,142,-0.772,122.054,-0.7667247,122.08366,255.854674464,259.7332753,-3.8786008358
2023-07-04,2,13,13,82,-4,6,9,88,1.604,125.456,1.614304,125.47663,260.552804643,262.114304,-1.56149935722
2023-07-04,2,14,15,84,-4,6,11,90,1.516,125.33,1.5062925,125.35114,259.059835591,262.0062925,-2.94645690918
2023-07-04,2,15,64,5,-4,6,60,11,-0.64,130.307,-0.629965,130.29668,260.443961568,259.870035,0.573926568031
2023-07-04,2,16,66,7,-4,6,62,13,-0.728,130.181,-0.73817766,130.17133,255.863077757,259.76182234,-3.89874458313
2023-07-04,2,17,103,58,-4,6,99,64,-2.356,126.968,-2.35939,126.985435,261.073364755,258.14061,2.93275475502
