dgp,lat_index_hr,lon_index_hr,time_lag,lag_lat,lag_lon,analytic_covariance,generated_covariance,signed_error,absolute_error,error_over_signal_variance,relative_error
joint,0,14,0,0,0.88200000000000001,9.6366354739289992,9.9645833726619255,0.32794789873292629,0.32794789873292629,0.014028493931511456,0.034031369103890888
joint,0,15,0,0,0.94500000000000006,9.3150087560636194,9.6440511833523797,0.32904242728876021,0.32904242728876021,0.014075314134545861,0.035323898871761072
joint,0,16,0,0,1.008,9.016584477922251,9.3446962912180211,0.32811181329577011,0.32811181329577011,0.014035505638124076,0.036389811918157614
joint,0,17,0,0,1.071,8.7387566372032008,9.0643990495831037,0.32564241237990288,0.32564241237990288,0.013929873079121392,0.037264158495220807
joint,0,18,0,0,1.1339999999999999,8.4793158354927982,8.8008158773228242,0.32150004183002601,0.32150004183002601,0.013752676578257869,0.037915799820109092
joint,0,19,0,0,1.1970000000000001,8.2363736087277424,8.5524682713634448,0.31609466263570241,0.31609466263570241,0.013521452870107689,0.038377892705200992
joint,0,20,0,0,1.26,8.0083039785460119,8.317727914160681,0.30942393561466908,0.30942393561466908,0.013236101892422221,0.038637885929855537
joint,0,21,0,0,1.323,7.7936977080549825,8.0952947408633467,0.30159703280836414,0.30159703280836414,0.012901293653232381,0.038697553344499883
joint,0,22,0,0,1.3860000000000001,7.5913260767881603,7.8841412031311329,0.29281512634297258,0.29281512634297258,0.012525633610790165,0.038572328916064783
joint,0,23,0,0,1.4490000000000001,7.4001118881420833,7.6832088457720618,0.28309695762997844,0.28309695762997844,0.012109923458834998,0.038255767197738204
joint,0,24,0,0,1.512,7.2191060412403862,7.4917342555110498,0.27262821427066353,0.27262821427066353,0.011662106280392576,0.037764816407076983
joint,0,25,0,0,1.575,7.0474684328172117,7.3088650116204201,0.26139657880320843,0.26139657880320843,0.011181655176406517,0.037090847769674321
joint,0,26,0,0,1.6379999999999999,6.8844522636217835,7.1340251621798938,0.24957289855811027,0.24957289855811027,0.010675878413672717,0.036251671011923697
joint,0,27,0,0,1.7010000000000001,6.7293910471473808,6.9665600356248234,0.23716898847744261,0.23716898847744261,0.010145281395164699,0.035243751896091642
joint,0,28,0,0,1.764,6.5816877820782826,6.8060228655674999,0.22433508348921727,0.22433508348921727,0.0095962906593175558,0.034084734936846176
joint,0,29,0,0,1.827,6.4408058711704221,6.6519020729859859,0.21109620181556377,0.21109620181556377,0.0090299764004477517,0.032774812040283305
joint,0,30,0,0,1.8900000000000001,6.3062614602758602,6.5037631147885202,0.19750165451266,0.19750165451266,0.0084484479775571945,0.031318342215392467
joint,0,31,0,0,1.9530000000000001,6.1776169401820349,6.3612634631035085,0.18364652292147365,0.18364652292147365,0.0078557726465115808,0.029727729106502704
joint,0,32,0,0,2.016,6.0544754067050031,6.2240242695150663,0.16954886281006321,0.16954886281006321,0.0072527227715602823,0.028003889919562153
joint,0,33,0,0,2.0790000000000002,5.9364759152163167,6.0917550341243958,0.15527911890807911,0.15527911890807911,0.0066423117382630962,0.026156784113293408
joint,0,34,0,0,2.1419999999999999,5.8232893975006403,5.9641470159278063,0.14085761842716593,0.14085761842716593,0.0060254090754881823,0.02418866877672645
joint,0,35,0,0,2.2050000000000001,5.7146151337268671,5.840962432675318,0.12634729894845087,0.12634729894845087,0.0054047070385551147,0.022109502738472554
joint,0,36,0,0,2.2679999999999998,5.610177691983842,5.7219157567621233,0.1117380647782813,0.1117380647782813,0.004779773768081085,0.019917027750821395
joint,0,37,0,0,2.331,5.5097242634830721,5.6068248229501974,0.097100559467125258,0.097100559467125258,0.0041536311545031721,0.017623488004777463
joint,0,38,0,0,2.3940000000000001,5.4130223340660892,5.4954959953619262,0.082473661295836997,0.082473661295836997,0.0035279422782348762,0.015236157585532336
joint,0,39,0,0,2.4569999999999999,5.3198576427545099,5.387719458554959,0.067861815800449143,0.067861815800449143,0.002902897304163661,0.012756321758510766
joint,0,40,0,0,2.52,5.2300323862662479,5.2833523260995277,0.053319939833279761,0.053319939833279761,0.00228084538815379,0.010194954045274124
joint,0,41,0,0,2.5830000000000002,5.1433636350905898,5.1822145277533984,0.038850892662808612,0.038850892662808612,0.0016619088399705397,0.0075535963270705695
joint,0,42,0,0,2.6459999999999999,5.0596819321768338,5.0841844075636544,0.024502475386820599,0.024502475386820599,0.0010481324277395361,0.0048426908480151964
joint,0,43,0,0,2.7090000000000001,4.9788300497862368,4.9890906820829501,0.010260632296713368,0.010260632296713368,0.00043891489612847486,0.0020608520865567407
joint,0,44,0,0,2.7720000000000002,4.9006618837733225,4.8968369480194882,-0.0038249357538342466,0.0038249357538342466,-0.00016361772165152035,-0.00078049370565618208
joint,0,45,0,0,2.835,4.8250414676487878,4.8073331523967866,-0.017708315252001228,0.017708315252001228,-0.00075750140192939509,-0.0036700856087420069
joint,0,46,0,0,2.8980000000000001,4.7518420913497073,4.7204751065589425,-0.031366984790764718,0.031366984790764718,-0.0013417727556333794,-0.0066010158140282979
joint,0,47,0,0,2.9609999999999999,4.6809455117973968,4.6361890753509742,-0.044756436446422576,0.044756436446422576,-0.0019145278854066916,-0.0095614094062028351
joint,0,48,0,0,3.024,4.6122412441341343,4.5543861767686336,-0.057855067365500723,0.057855067365500723,-0.0024748426947692652,-0.012543807728852219
joint,0,49,0,0,3.0870000000000002,4.5456259240573385,4.4749955212140238,-0.070630402843314677,0.070630402843314677,-0.003021328026481934,-0.015538102787893143
joint,0,50,0,0,3.1499999999999999,4.4810027329627529,4.3979480885519822,-0.083054644410770706,0.083054644410770706,-0.0035527947567341994,-0.01853483458061999
joint,0,51,0,0,3.2130000000000001,4.4182808787061925,4.3231716364655259,-0.095109242240666525,0.095109242240666525,-0.004068449387109564,-0.021526300579721724
joint,0,52,0,0,3.2759999999999998,4.3573751257289457,4.2505881298395742,-0.10678699588937146,0.10678699588937146,-0.0045679839071582976,-0.024507184442034251
joint,0,53,0,0,3.339,4.2982053690915185,4.1801368777088435,-0.11806849138267506,0.11806849138267506,-0.0050505678531986677,-0.027469253151956852
joint,0,54,0,0,3.4020000000000001,4.2406962476456957,4.111737323232993,-0.12895892441270274,0.12895892441270274,-0.00551642347924033,-0.030409847082138168
joint,0,55,0,0,3.4649999999999999,4.184776792164052,4.045327052416126,-0.13944973974792596,0.13944973974792596,-0.0059651848216224585,-0.033323101009603201
joint,0,56,0,0,3.528,4.13038010475384,3.9808470273910928,-0.14953307736274724,0.14953307736274724,-0.0063965156552256907,-0.03620322429663142
joint,0,57,0,0,3.5910000000000002,4.0774430663210453,3.9182169124619635,-0.15922615385908179,0.15922615385908179,-0.0068111524476304631,-0.039050491023225192
joint,0,58,0,0,3.6539999999999999,4.0259060692306088,3.8573859836496718,-0.16852008558093701,0.16852008558093701,-0.0072087151862961748,-0.041858921366524304
joint,0,59,0,0,3.7170000000000001,3.9757127726391115,3.7983025273351574,-0.17741024530395411,0.17741024530395411,-0.0075890059343277048,-0.04462350663883289
joint,0,60,0,0,3.7800000000000002,3.9268098782637177,3.7409027205602294,-0.18590715770348831,0.18590715770348831,-0.0079524749014837446,-0.047343050330129352
joint,1,0,0,0.043999999999999997,0,20.292537026880012,20.423338000122708,0.13080097324269602,0.13080097324269602,0.0055952200531258454,0.0064457673808569977
joint,1,1,0,0.043999999999999997,0.063,19.22616165699738,19.275947322361567,0.049785665364186826,0.049785665364186826,0.0021296611661065449,0.0025894750211916213
joint,1,2,0,0.043999999999999997,0.126,17.693581655169428,17.76222580365522,0.06864414848579159,0.06864414848579159,0.0029363628313743943,0.0038796072962274564
joint,1,3,0,0.043999999999999997,0.189,16.387228420205513,16.495736326096495,0.10850790589098125,0.10850790589098125,0.0046415985746330254,0.0066214922443621153
joint,1,4,0,0.043999999999999997,0.252,15.296565956346988,15.442808426644095,0.14624247029710702,0.14624247029710702,0.0062557546946289712,0.0095604772152423391
joint,1,5,0,0.043999999999999997,0.315,14.371599346744267,14.550907030792541,0.17930768404827369,0.17930768404827369,0.0076701719000586794,0.012476529558200767
joint,1,6,0,0.043999999999999997,0.378,13.574009401779648,13.782845585992122,0.20883618421247441,0.20883618421247441,0.0089333005462875533,0.015385003651544143
joint,1,7,0,0.043999999999999997,0.441,12.876524733690617,13.109927471644925,0.23340273795430733,0.23340273795430733,0.0099841740277673476,0.01812622138204913
joint,1,8,0,0.043999999999999997,0.504,12.259478523952389,12.513833383238582,0.2543548592861935,0.2543548592861935,0.010880434403553517,0.020747608374144032
joint,1,9,0,0.043999999999999997,0.56699999999999995,11.708323934040534,11.97947380539185,0.27114987135131585,0.27114987135131585,0.011598867806376156,0.023158726464936663
joint,1,10,0,0.043999999999999997,0.63,11.21203000013387,11.496836706922986,0.28480670678911579,0.28480670678911579,0.012183060703488905,0.025401885901635585
joint,1,11,0,0.043999999999999997,0.69300000000000006,10.762045302473675,11.057219084476472,0.29517378200279687,0.29517378200279687,0.012626528865000397,0.027427294134782228
joint,1,12,0,0.043999999999999997,0.75600000000000001,10.351612893814639,10.65456171083185,0.3029488170172101,0.3029488170172101,0.012959118376744185,0.029265856453947383
joint,1,13,0,0.043999999999999997,0.81899999999999995,9.9753050965059291,10.283417675022543,0.30811257851661367,0.30811257851661367,0.013180006502992401,0.030887534319580551
joint,1,14,0,0.043999999999999997,0.88200000000000001,9.6286993225675719,9.9397779437912899,0.31107862122371799,0.31107862122371799,0.013306883705980984,0.03230743954114524
joint,1,15,0,0.043999999999999997,0.94500000000000006,9.3081467757826442,9.6202690719096768,0.31212229612703268,0.31212229612703268,0.013351528562996958,0.033532163130376609
joint,1,16,0,0.043999999999999997,1.008,9.0106039036430321,9.3217556045030978,0.31115170086006572,0.31115170086006572,0.013310009803873308,0.034531725529990898
joint,1,17,0,0.043999999999999997,1.071,8.7335072448153834,9.0421584173615113,0.30865117254612784,0.30865117254612784,0.013203045720818709,0.035341033549764048
joint,1,18,0,0.043999999999999997,1.1339999999999999,8.4746789293193743,8.7791641543856453,0.30448522506627107,0.30448522506627107,0.013024840679207022,0.035928821328305494
joint,1,19,0,0.043999999999999997,1.1970000000000001,8.232254247331193,8.5313168791145806,0.29906263178338754,0.29906263178338754,0.012792880610989184,0.036328157853037689
joint,1,20,0,0.043999999999999997,1.26,8.0046253817582524,8.2970057982140712,0.2923804164558188,0.2923804164558188,0.012507038202685809,0.036526433469594312
joint,1,21,0,0.043999999999999997,1.323,7.7903971646888923,8.0749441854228259,0.28454702073393356,0.28454702073393356,0.012171952218685993,0.03652535483347169
joint,1,22,0,0.043999999999999997,1.3860000000000001,7.5883519045848278,7.8641148579674871,0.27576295338265933,0.27576295338265933,0.011796199740906916,0.03634029587057571
joint,1,23,0,0.043999999999999997,1.4490000000000001,7.3974211442136788,7.6634679669675929,0.26604682275391411,0.26604682275391411,0.011380576771253047,0.035964806865432832
joint,1,24,0,0.043999999999999997,1.512,7.2166627761241795,7.4722464696406661,0.25558369351648658,0.25558369351648658,0.01093299974582009,0.035415773390723923
joint,1,25,0,0.043999999999999997,1.575,7.0452423438538165,7.2896033305066066,0.24436098665279005,0.24436098665279005,0.010452930577086942,0.034684539541207919
joint,1,26,0,0.043999999999999997,1.6379999999999999,6.8824176454537289,7.1149669504738693,0.23254930502014037,0.23254930502014037,0.0099476670741196187,0.033788897593820665
joint,1,27,0,0.043999999999999997,1.7010000000000001,6.7275259659081179,6.9476861843488011,0.22016021844068323,0.22016021844068323,0.0094177041544961457,0.032725287060406734
joint,1,28,0,0.043999999999999997,1.764,6.5799734198227613,6.7873173837543153,0.20734396393155397,0.20734396393155397,0.0088694684460172025,0.031511368010532025
joint,1,29,0,0.043999999999999997,1.827,6.4392260011722513,6.6333514072040147,0.19412540603176343,0.19412540603176343,0.0083040235689589726,0.03014731987919405
joint,1,30,0,0.043999999999999997,1.8900000000000001,6.3048020238601525,6.4853557499211076,0.1805537260609551,0.1805537260609551,0.007723473332636374,0.028637493354693795
joint,1,31,0,0.043999999999999997,1.9530000000000001,6.1762657030188031,6.3429897431533249,0.1667240401345218,0.1667240401345218,0.0071318864804465502,0.026994311474169787
joint,1,32,0,0.043999999999999997,2.016,6.0532216777888639,6.2058758904297484,0.15265421264088452,0.15265421264088452,0.0065300271900699276,0.02521867210001905
joint,1,33,0,0.043999999999999997,2.0790000000000002,5.9353103156719031,6.0737250659370075,0.1384147502651043,0.1384147502651043,0.0059209114973077142,0.023320558303350503
joint,1,34,0,0.043999999999999997,2.1419999999999999,5.8222036692708841,5.9462294584549209,0.12402578918403684,0.12402578918403684,0.0053054007592105747,0.021302207244764528
joint,1,35,0,0.043999999999999997,2.2050000000000001,5.7136019803967741,5.823152117976818,0.10955013758004384,0.10955013758004384,0.0046861816958597008,0.019173568259726111
joint,1,36,0,0.043999999999999997,2.2679999999999998,5.6092306456584557,5.7042083995118986,0.09497775385344287,0.09497775385344287,0.0040628247618280542,0.016932403007345696
joint,1,37,0,0.043999999999999997,2.331,5.5088375729130474,5.5892167500005812,0.080379177087533726,0.080379177087533726,0.0034383473788031304,0.014590950635894244
joint,1,38,0,0.043999999999999997,2.3940000000000001,5.4121908701969064,5.4779841445599553,0.065793274363048937,0.065793274363048937,0.0028144121480953768,0.012156495574712657
joint,1,39,0,0.043999999999999997,2.4569999999999999,5.319076818638341,5.3703013534379815,0.051224534799640509,0.051224534799640509,0.0021912110989510229,0.009630343111448756
joint,1,40,0,0.043999999999999997,2.52,5.2292980888719205,5.2660259031755219,0.036727814303601392,0.036727814303601392,0.0015710907801709953,0.0070234692456639857
joint,1,41,0,0.043999999999999997,2.5830000000000002,5.1426721670163058,5.1649782169486098,0.022306049932304006,0.022306049932304006,0.00095417682906440517,0.0043374434939424909
joint,1,42,0,0.043999999999999997,2.6459999999999999,5.0590299616417216,5.0670368989338224,0.0080069372921007798,0.0080069372921007798,0.00034250950119276059,0.001582702089691207
joint,1,43,0,0.043999999999999997,2.7090000000000001,4.978214567572496,4.9720310149586924,-0.0061835526138036556,0.0061835526138036556,-0.00026451131613613538,-0.0012421225581722792
joint,1,44,0,0.043999999999999997,2.7720000000000002,4.9000801660274309,4.8798643911458095,-0.020215774881621407,0.020215774881621407,-0.00086476198305689654,-0.0041256008466511764
joint,1,45,0,0.043999999999999997,2.835,4.8244910436406574,4.7904470913358939,-0.034043952304763536,0.034043952304763536,-0.0014562843066147405,-0.0070564857508934849
joint,1,46,0,0.043999999999999997,2.8980000000000001,4.7513207154427404,4.7036751625529787,-0.047645552889761689,0.047645552889761689,-0.0020381144448858224,-0.010027854515251755
joint,1,47,0,0.043999999999999997,2.9609999999999999,4.6804511390075128,4.6194750016317894,-0.060976137375723383,0.060976137375723383,-0.0026083514376744532,-0.01302783333588081
joint,1,48,0,0.043999999999999997,3.024,4.6117720087579803,4.5377578445209314,-0.074014164237048874,0.074014164237048874,-0.0031660738118981131,-0.016048964280214278
joint,1,49,0,0.043999999999999997,3.0870000000000002,4.5451801209336518,4.4584530130733162,-0.086727107860335551,0.086727107860335551,-0.0037098902326160987,-0.01908111572100259
joint,1,50,0,0.043999999999999997,3.1499999999999999,4.4805788009997372,4.3814915277344824,-0.099087273265254794,0.099087273265254794,-0.0042386160029147402,-0.022114837762287714
joint,1,51,0,0.043999999999999997,3.2130000000000001,4.417877386364756,4.3068013127419009,-0.1110760736228551,0.1110760736228551,-0.00475145604156876,-0.025142407520334982
joint,1,52,0,0.043999999999999997,3.2759999999999998,4.3569907581989051,4.234304423195554,-0.12268633500335113,0.12268633500335113,-0.0052481034723004076,-0.028158502464684425
joint,1,53,0,0.043999999999999997,3.339,4.2978389169371916,4.1639402287561333,-0.13389868818105821,0.13389868818105821,-0.0057277297456174454,-0.031154887553691675
joint,1,54,0,0.043999999999999997,3.4020000000000001,4.2403465967302081,4.0956282553000039,-0.14471834143020423,0.14471834143020423,-0.0061905576537490126,-0.034128894449759986
joint,1,55,0,0.043999999999999997,3.4649999999999999,4.1844429146892406,4.029306063250127,-0.1551368514391136,0.1551368514391136,-0.0066362260205843271,-0.037074672686898132
joint,1,56,0,0.043999999999999997,3.528,4.1300610512758027,3.9649146801852244,-0.16514637109057828,0.16514637109057828,-0.0070643991731809555,-0.039986423696948374
joint,1,57,0,0.043999999999999997,3.5910000000000002,4.0771379586209582,3.9023737831213934,-0.1747641754995648,0.1747641754995648,-0.0074758160821083407,-0.04286442530845256
joint,1,58,0,0.043999999999999997,3.6539999999999999,4.0256140939369933,3.8416326589615371,-0.18398143497545627,0.18398143497545627,-0.0078700990432808184,-0.045702700428377388
joint,1,59,0,0.043999999999999997,3.7170000000000001,3.9754331755117644,3.7826396058831007,-0.19279356962866379,0.19279356962866379,-0.0082470521446234724,-0.048496242074008739
joint,1,60,0,0.043999999999999997,3.7800000000000002,3.9265419590614736,3.7253308231852555,-0.20121113587621808,0.20121113587621808,-0.0086071269536957436,-0.051243852217565958
joint,2,0,0,0.087999999999999995,0,18.573222199015881,18.779307302902897,0.20608510388701617,0.20608510388701617,0.0088156187017021694,0.011095818575730805
joint,2,1,0,0.087999999999999995,0.063,18.086469529246397,18.183737982417426,0.097268453171029279,0.097268453171029279,0.0041608130752151399,0.0053779679341920813
joint,2,2,0,0.087999999999999995,0.126,17.076902570689963,17.167932708274229,0.091030137584265702,0.091030137584265702,0.0038939591856494813,0.0053306000433887696
joint,2,3,0,0.087999999999999995,0.189,16.021404165075623,16.140250581343732,0.11884641626810932,0.11884641626810932,0.0050838448297447917,0.0074179775407687155
joint,2,4,0,0.087999999999999995,0.252,15.058788711128026,15.209208989716972,0.15042027858894613,0.15042027858894613,0.0064344671013726188,0.0099888697208288559
joint,2,5,0,0.087999999999999995,0.315,14.206242987140158,14.386234682076427,0.17999169493626965,0.17999169493626965,0.0076994315557186591,0.0126699011905683
joint,2,6,0,0.087999999999999995,0.378,13.4531650284121,13.660530630606594,0.20736560219449451,0.20736560219449451,0.0088703940571936216,0.015413889724578085
joint,2,7,0,0.087999999999999995,0.441,12.784836599343299,13.015352677358766,0.23051607801546758,0.23051607801546758,0.0098606925491824537,0.018030428173584023
joint,2,8,0,0.087999999999999995,0.504,12.187851389458489,12.438341166422003,0.25048977696351393,0.25048977696351393,0.010715099348448744,0.020552414774286421
joint,2,9,0,0.087999999999999995,0.56699999999999995,11.651046706825186,11.917628223374908,0.26658151654972251,0.26658151654972251,0.011403449150367827,0.022880477888184845
joint,2,10,0,0.087999999999999995,0.63,11.165344513616168,11.445062078059207,0.27971756444303963,0.27971756444303963,0.011965364530424939,0.025052300365826001
joint,2,11,0,0.087999999999999995,0.69300000000000006,10.723382093583295,11.013070799110956,0.28968870552766113,0.28968870552766113,0.012391895978671151,0.02701467717922747
joint,2,12,0,0.087999999999999995,0.75600000000000001,10.319158581299337,10.616314803512372,0.29715622221303484,0.29715622221303484,0.012711330903880226,0.028796555443149165
joint,2,13,0,0.087999999999999995,0.81899999999999995,9.947745241087576,10.249822430427924,0.30207718934034844,0.30207718934034844,0.012921833113985575,0.030366397813714283
joint,2,14,0,0.087999999999999995,0.88200000000000001,9.6050591729836778,9.9099075308423092,0.3048483578586314,0.3048483578586314,0.013040374263028238,0.031738311276216166
joint,2,15,0,0.087999999999999995,0.94500000000000006,9.2876891170596636,9.5934230632041224,0.30573394614445881,0.30573394614445881,0.013078256713080662,0.032918193351550225
joint,2,16,0,0.087999999999999995,1.008,8.9927615213134615,9.2973951781618407,0.30463365684837918,0.30463365684837918,0.01303119008520289,0.033875429269015586
joint,2,17,0,0.087999999999999995,1.071,8.7178370841113004,9.0198629692974013,0.30202588518610085,0.30202588518610085,0.01291963849703787,0.034644589279668729
joint,2,18,0,0.087999999999999995,1.1339999999999999,8.4608302528123307,8.7586011612356582,0.29777090842332754,0.29777090842332754,0.012737625085987175,0.035194053009673633
joint,2,19,0,0.087999999999999995,1.1970000000000001,8.2199460594662668,8.5122201436595279,0.29227408419326117,0.29227408419326117,0.012502489670721503,0.035556691257927667
joint,2,20,0,0.087999999999999995,1.26,7.9936301291837601,8.2791602102451609,0.28553008106140076,0.28553008106140076,0.012214004190634788,0.035719701368088767
joint,2,21,0,0.087999999999999995,1.323,7.7805287739824287,8.0581740504500843,0.27764527646765558,0.27764527646765558,0.011876719110224535,0.035684628195975954
joint,2,22,0,0.087999999999999995,1.3860000000000001,7.5794568729335943,7.8482753294587306,0.26881845652513636,0.26881845652513636,0.011499137822231539,0.035466717606784326
joint,2,23,0,0.087999999999999995,1.4490000000000001,7.3893718147198815,7.6484390871596171,0.2590672724397356,0.2590672724397356,0.011082015385113874,0.035059444691044606
joint,2,24,0,0.087999999999999995,1.512,7.2093521999728924,7.4579276801660166,0.24857548019312414,0.24857548019312414,0.010633212253790471,0.03447958614007772
joint,2,25,0,0.087999999999999995,1.575,7.0385803109981744,7.2759100059327606,0.23732969493458622,0.23732969493458622,0.01015215586994409,0.033718404059941649
joint,2,26,0,0.087999999999999995,1.6379999999999999,6.876327586594118,7.1018274030004456,0.22549981640632755,0.22549981640632755,0.0096461139657715474,0.032793640728512589
joint,2,27,0,0.087999999999999995,1.7010000000000001,6.721942511658936,6.9350393062301192,0.21309679457118325,0.21309679457118325,0.0091155549433811506,0.031701668706861967
joint,2,28,0,0.087999999999999995,1.764,6.5748404608604289,6.7751110122109539,0.20027055135052496,0.20027055135052496,0.0085668919518502064,0.030460138545219725
joint,2,29,0,0.087999999999999995,1.827,6.4344951340547407,6.6215406636249972,0.18704552957025644,0.18704552957025644,0.0080011705720047666,0.029069185021263422
joint,2,30,0,0.087999999999999995,1.8900000000000001,6.3004312964667646,6.4739018428579369,0.17347054639117232,0.17347054639117232,0.0074204790356847267,0.027533122452815782
joint,2,31,0,0.087999999999999995,1.9530000000000001,6.1722185947413868,6.3318591593284896,0.15964056458710285,0.15964056458710285,0.0068288795268575545,0.025864373099668502
joint,2,32,0,0.087999999999999995,2.016,6.049466265111298,6.1950393550332752,0.14557308992197715,0.14557308992197715,0.0062271208824695905,0.024063790678779642
joint,2,33,0,0.087999999999999995,2.0790000000000002,5.9318185852424596,6.063157141003197,0.13133855576073739,0.13133855576073739,0.0056182160019371281,0.022141364216277527
joint,2,34,0,0.087999999999999995,2.1419999999999999,5.8189509491353899,5.9359077318562097,0.11695678272081977,0.11695678272081977,0.00500301274375384,0.020099290016905507
joint,2,35,0,0.087999999999999995,2.2050000000000001,5.710566466512887,5.813056815402275,0.10249034888938802,0.10249034888938802,0.004384187985312182,0.017947492510663823
joint,2,36,0,0.087999999999999995,2.2679999999999998,5.6063930057144296,5.6943221834356921,0.087929177721262519,0.087929177721262519,0.0037613106863357911,0.015683734199803498
joint,2,37,0,0.087999999999999995,2.331,5.5061806132299269,5.5795242400797251,0.073343626849798227,0.073343626849798227,0.0031373905067016441,0.013320236294750753
joint,2,38,0,0.087999999999999995,2.3940000000000001,5.4096992543913149,5.4684717345543099,0.058772480162994967,0.058772480162994967,0.002514086489018485,0.010864278659351811
joint,2,39,0,0.087999999999999995,2.4569999999999999,5.3167368289755554,5.3609570413113836,0.04422021233582818,0.04422021233582818,0.0018915900446384857,0.0083171715580943398
joint,2,40,0,0.087999999999999995,2.52,5.2270974230012737,5.2568389879062618,0.029741564904988138,0.029741564904988138,0.0012722428300205783,0.005689881496012226
joint,2,41,0,0.087999999999999995,2.5830000000000002,5.1405997641687113,5.1559392697598039,0.015339505591092539,0.015339505591092539,0.00065617179414305068,0.002983991420225476
joint,2,42,0,0.087999999999999995,2.6459999999999999,5.0570758534682954,5.0581374373141701,0.0010615838458747362,0.0010615838458747362,4.5410940570692289e-05,0.0002099204909387843
joint,2,43,0,0.087999999999999995,2.7090000000000001,4.9763697496789954,4.9632635180816784,-0.013106231597316942,0.013106231597316942,-0.00056063994048541409,-0.0026336932857857617
joint,2,44,0,0.087999999999999995,2.7720000000000002,4.898336486960698,4.8712221044645352,-0.027114382496162825,0.027114382496162825,-0.0011598609162422747,-0.0055354266838019243
joint,2,45,0,0.087999999999999995,2.835,4.8228411086480216,4.7819238569580547,-0.04091725168996696,0.04091725168996696,-0.0017503006399632022,-0.0084840555117183247
joint,2,46,0,0.087999999999999995,2.8980000000000001,4.7497578027823133,4.6952654879342512,-0.054492314848062051,0.054492314848062051,-0.0023309955975128771,-0.011472651261532017
joint,2,47,0,0.087999999999999995,2.9609999999999999,4.6789691269588101,4.6111739102396161,-0.067795216719193974,0.067795216719193974,-0.0029000484223417554,-0.014489349016769178
joint,2,48,0,0.087999999999999995,3.024,4.6103653117856815,4.5295608231583886,-0.080804488627292947,0.080804488627292947,-0.0034565407576220412,-0.017526699765142005
joint,2,49,0,0.087999999999999995,3.0870000000000002,4.5438436337060857,4.4503560694504998,-0.093487564255585909,0.093487564255585909,-0.0039990795272615027,-0.020574555770823223
joint,2,50,0,0.087999999999999995,3.1499999999999999,4.4793078491685847,4.3734909911490902,-0.10581685801949448,0.10581685801949448,-0.0045264847139240023,-0.023623484159307203
joint,2,51,0,0.087999999999999995,3.2130000000000001,4.4166676831818465,4.2988939358621323,-0.11777374731971424,0.11777374731971424,-0.0050379597062504165,-0.026665747972885276
joint,2,52,0,0.087999999999999995,3.2759999999999998,4.3558383661865436,4.226487281756202,-0.1293510844303416,0.1293510844303416,-0.0055331987488757934,-0.029696024865033293
joint,2,53,0,0.087999999999999995,3.339,4.2967402139455748,4.1562106735250932,-0.1405295404204816,0.1405295404204816,-0.0060113750159817309,-0.032706082616858353
joint,2,54,0,0.087999999999999995,3.4020000000000001,4.2392982458133108,4.0879839153622184,-0.15131433045109244,0.15131433045109244,-0.0064727115943882304,-0.035693249608122993
joint,2,55,0,0.087999999999999995,3.4649999999999999,4.183441837312655,4.0217447223908538,-0.16169711492180117,0.16169711492180117,-0.0069168517444007389,-0.038651694277091135
