tile_y,tile_x,tile_id,n_days,n_hours,mean_tile_nugget,median_tile_nugget,sd_tile_nugget,mean_ratio_to_global,median_ratio_to_global,mean_tile_n,tile_center_x,tile_center_y,tile_center_lon,tile_center_lat,tile_x_min,tile_x_max,tile_y_min,tile_y_max,tile_lon_min,tile_lon_max,tile_lat_min,tile_lat_max,dist_to_nadir_deg,dist_to_nadir_km
1,2,10,30,240,0.9016,0.8984,0.6627,18706.1530,1.4628,569.4833,126.4113,16.8925,126.4113,16.8925,125.7317,127.0910,16.2710,17.5140,125.7317,127.0910,16.2710,17.5140,1.9088,212.2886
1,3,11,30,240,0.7864,0.6438,0.5631,26074.0776,1.5120,566.7125,127.7706,16.8925,127.7706,16.8925,127.0910,128.4503,16.2710,17.5140,127.0910,128.4503,16.2710,17.5140,1.5057,167.4274
1,4,12,30,240,0.8204,0.5528,0.7032,38653.9269,1.4627,557.5583,129.1300,16.8925,129.1300,16.8925,128.4503,129.8096,16.2710,17.5140,128.4503,129.8096,16.2710,17.5140,1.4479,160.8255
1,5,13,30,240,0.7234,0.6259,0.6162,31002.7746,1.5888,578.9583,130.4893,16.8925,130.4893,16.8925,129.8096,131.1690,16.2710,17.5140,129.8096,131.1690,16.2710,17.5140,2.3233,258.4316
1,6,14,30,240,0.9357,0.8213,0.7019,30701.2580,2.4287,557.4792,131.8486,16.8925,131.8486,16.8925,131.1690,132.5283,16.2710,17.5140,131.1690,132.5283,16.2710,17.5140,3.5522,395.3274
1,7,15,30,240,0.8267,0.6452,0.6384,12325.1950,2.0978,519.3458,133.2079,16.8925,133.2079,16.8925,132.5283,133.8876,16.2710,17.5140,132.5283,133.8876,16.2710,17.5140,4.8250,537.0437
2,0,16,30,240,0.8734,0.5162,1.0036,14237.1961,1.3895,560.4583,123.6927,18.1355,123.6927,18.1355,123.0130,124.3723,17.5140,18.7570,123.0130,124.3723,17.5140,18.7570,4.3456,483.6765
2,1,17,30,240,0.7096,0.5164,0.7629,9086.8567,1.4888,561.3875,125.0520,18.1355,125.0520,18.1355,124.3723,125.7317,17.5140,18.7570,124.3723,125.7317,17.5140,18.7570,3.0719,341.8650
2,2,18,30,238,0.6394,0.5150,0.5088,12125.4622,1.6814,562.3667,126.4162,18.1355,126.4162,18.1355,125.7356,127.0969,17.5140,18.7570,125.7356,127.0969,17.5140,18.7570,1.9178,213.2712
2,3,19,30,240,0.5711,0.5517,0.4427,17390.3599,1.1460,557.0583,127.7706,18.1355,127.7706,18.1355,127.0910,128.4503,17.5140,18.7570,127.0910,128.4503,17.5140,18.7570,1.5176,168.7342
2,4,20,30,238,0.5314,0.4259,0.4230,15888.3406,1.1935,548.8986,129.1034,18.1355,129.1034,18.1355,128.4266,129.7800,17.5140,18.7570,128.4266,129.7800,17.5140,18.7570,1.4487,160.8987
2,5,21,30,236,0.7849,0.7029,0.6956,20381.3910,1.9126,572.3292,130.5110,18.1355,130.5110,18.1355,129.8294,131.1927,17.5140,18.7570,129.8294,131.1927,17.5140,18.7570,2.3555,262.0036
2,6,22,30,240,0.7215,0.6833,0.4904,11096.3905,1.8850,559.7667,131.8486,18.1355,131.8486,18.1355,131.1690,132.5283,17.5140,18.7570,131.1690,132.5283,17.5140,18.7570,3.5589,396.0628
2,7,23,30,237,0.8236,0.7906,0.5108,37331.0884,1.6162,534.6492,133.2303,18.1355,133.2303,18.1355,132.5492,133.9115,17.5140,18.7570,132.5492,133.9115,17.5140,18.7570,4.8507,539.9061
3,0,24,30,240,0.5549,0.2823,0.6256,14143.1815,0.7560,563.6375,123.6927,19.3785,123.6927,19.3785,123.0130,124.3723,18.7570,20.0000,123.0130,124.3723,18.7570,20.0000,4.6919,521.7432
3,1,25,30,236,0.3929,0.2036,0.4979,5830.5109,0.5240,577.6083,125.0579,19.3785,125.0579,19.3785,124.3763,125.7396,18.7570,20.0000,124.3763,125.7396,18.7570,20.0000,3.5530,394.7653
3,2,26,30,238,0.4530,0.3676,0.4124,25445.3829,0.5865,574.1764,126.4162,19.3785,126.4162,19.3785,125.7356,127.0969,18.7570,20.0000,125.7356,127.0969,18.7570,20.0000,2.6727,296.5079
3,3,27,30,240,0.5656,0.5850,0.4276,27108.6073,0.8402,578.8792,127.7706,19.3785,127.7706,19.3785,127.0910,128.4503,18.7570,20.0000,127.0910,128.4503,18.7570,20.0000,2.3397,259.3170
3,4,28,30,240,0.5497,0.4243,0.4940,21616.2899,0.7974,574.2333,129.1300,19.3785,129.1300,19.3785,128.4503,129.8096,18.7570,20.0000,128.4503,129.8096,18.7570,20.0000,2.4915,276.1437
3,5,29,30,240,0.5368,0.4637,0.3987,9989.3044,0.9572,569.0667,130.4893,19.3785,130.4893,19.3785,129.8096,131.1690,18.7570,20.0000,129.8096,131.1690,18.7570,20.0000,3.1191,346.1739
3,6,30,30,236,0.6096,0.5845,0.4064,24051.1029,1.3658,582.9750,131.8743,19.3785,131.8743,19.3785,131.1927,132.5560,18.7570,20.0000,131.1927,132.5560,18.7570,20.0000,4.1088,456.5997
3,7,31,30,240,0.6376,0.5087,0.4552,33330.4896,0.9676,576.5833,133.2079,19.3785,133.2079,19.3785,132.5283,133.8876,18.7570,20.0000,132.5283,133.8876,18.7570,20.0000,5.2136,579.7637
