strategy,frac_index,scaled_cumsum_mean,scaled_cumsum_std,n_curves,n_eigen_mean
heads200_points_x8_plus_432,0.4,0.3699294024253282,0.04282449091071604,8,270.375
heads200_points_x8_plus_432,0.405,0.372385431449901,0.04338328548256887,8,270.375
heads200_points_x8_plus_432,0.41000000000000003,0.3755690983236327,0.04369181306686711,8,270.375
heads200_points_x8_plus_432,0.41500000000000004,0.3792737242097609,0.04564563805897734,8,270.375
heads200_points_x8_plus_432,0.42000000000000004,0.3847364009591557,0.046516988544716385,8,270.375
heads200_points_x8_plus_432,0.425,0.39159852875844803,0.04717976039614786,8,270.375
heads200_points_x8_plus_432,0.43,0.39727996951033007,0.04540622203066425,8,270.375
heads200_points_x8_plus_432,0.435,0.3992329217561338,0.04553325410277029,8,270.375
heads200_points_x8_plus_432,0.44,0.4025898000907202,0.04535649197819886,8,270.375
heads200_points_x8_plus_432,0.445,0.40631220890619285,0.04748299794392149,8,270.375
heads200_points_x8_plus_432,0.45,0.4104241945580928,0.04670259961507549,8,270.375
heads200_points_x8_plus_432,0.455,0.41368605925802365,0.04458258192507034,8,270.375
heads200_points_x8_plus_432,0.46,0.4158005002668036,0.04481753895904922,8,270.375
heads200_points_x8_plus_432,0.465,0.4199313403353132,0.045127274280654384,8,270.375
heads200_points_x8_plus_432,0.47000000000000003,0.42305274209509136,0.04361969961647787,8,270.375
heads200_points_x8_plus_432,0.47500000000000003,0.4277275709513365,0.04408087030419033,8,270.375
heads200_points_x8_plus_432,0.48000000000000004,0.4331736674048142,0.046771665128628036,8,270.375
heads200_points_x8_plus_432,0.485,0.4379521533151804,0.04882042842050531,8,270.375
heads200_points_x8_plus_432,0.49,0.44245920063089056,0.047642056929521684,8,270.375
heads200_points_x8_plus_432,0.495,0.4450684826076443,0.04781900960927459,8,270.375
heads200_points_x8_plus_432,0.5,0.448043268077285,0.04809443402886123,8,270.375
heads200_points_x8_plus_432,0.505,0.4501513329208292,0.04794494067264779,8,270.375
heads200_points_x8_plus_432,0.51,0.4566991120186463,0.04551315311979703,8,270.375
heads200_points_x8_plus_432,0.515,0.4617066644317338,0.04651891290755048,8,270.375
heads200_points_x8_plus_432,0.52,0.4667255461519977,0.048308977699781666,8,270.375
