maxmin_block_rank,local_eigen_rank,y2,expected_increment,n_scores,n_hours,conditional_eigenvalue_mean,conditional_eigenvalue_median,leverage_mean,index,order_key,cumsum_y2,expected,frac_index,scaled_cumsum,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
652,7,1.636858,8.000000,8,8,3.505163,3.475990,0.000000,10143,10143,76431.536838,75101.482785,0.561322,0.571263,0.561322,74398.951691,75804.013879,0.556071,0.566573
652,8,10.062489,8.000000,8,8,3.446386,3.439560,0.000000,10144,10144,76441.599328,75109.482785,0.561382,0.571338,0.561382,74406.951691,75812.013879,0.556131,0.566632
652,9,3.743352,8.000000,8,8,3.042869,3.022965,0.000000,10145,10145,76445.342680,75117.482785,0.561441,0.571366,0.561441,74414.951691,75820.013878,0.556190,0.566692
652,10,4.759787,8.000000,8,8,2.959089,2.953496,0.000000,10146,10146,76450.102467,75125.482785,0.561501,0.571402,0.561501,74422.951691,75828.013878,0.556250,0.566752
652,11,17.550697,8.000000,8,8,2.802984,2.790325,0.000000,10147,10147,76467.653164,75133.482784,0.561561,0.571533,0.561561,74430.951691,75836.013878,0.556310,0.566812
652,12,12.089687,8.000000,8,8,2.736509,2.719115,0.000000,10148,10148,76479.742850,75141.482784,0.561621,0.571623,0.561621,74438.951691,75844.013878,0.556370,0.566872
652,13,4.304617,8.000000,8,8,2.676730,2.679760,0.000000,10149,10149,76484.047468,75149.482784,0.561681,0.571655,0.561681,74446.951690,75852.013878,0.556430,0.566931
652,14,2.582592,8.000000,8,8,2.423619,2.411216,0.000000,10150,10150,76486.630060,75157.482784,0.561740,0.571675,0.561740,74454.951690,75860.013878,0.556489,0.566991
652,15,6.108449,8.000000,8,8,2.409141,2.396500,0.000000,10151,10151,76492.738509,75165.482784,0.561800,0.571720,0.561800,74462.951690,75868.013878,0.556549,0.567051
652,16,12.208231,8.000000,8,8,2.210506,2.203855,0.000000,10152,10152,76504.946740,75173.482784,0.561860,0.571811,0.561860,74470.951690,75876.013878,0.556609,0.567111
653,1,14.592396,7.998743,8,8,29.847614,29.637567,0.000157,10153,10153,76519.539137,75181.481527,0.561920,0.571921,0.561920,74478.950433,75884.012621,0.556669,0.567171
653,2,4.018981,7.999998,8,8,10.283818,10.144761,0.000000,10154,10154,76523.558118,75189.481525,0.561979,0.571951,0.561979,74486.950432,75892.012619,0.556729,0.567230
653,3,8.903841,7.999978,8,8,9.624741,9.719608,0.000003,10155,10155,76532.461959,75197.481503,0.562039,0.572017,0.562039,74494.950409,75900.012597,0.556788,0.567290
653,4,11.116902,7.999997,8,8,5.800906,5.721325,0.000000,10156,10156,76543.578861,75205.481500,0.562099,0.572100,0.562099,74502.950406,75908.012594,0.556848,0.567350
653,5,11.062943,7.999984,8,8,4.791906,4.747857,0.000002,10157,10157,76554.641805,75213.481484,0.562159,0.572183,0.562159,74510.950390,75916.012578,0.556908,0.567410
653,6,14.977790,7.999965,8,8,4.554816,4.590146,0.000004,10158,10158,76569.619595,75221.481449,0.562219,0.572295,0.562219,74518.950356,75924.012543,0.556968,0.567469
653,7,14.633440,7.999999,8,8,3.700506,3.654040,0.000000,10159,10159,76584.253035,75229.481448,0.562278,0.572404,0.562278,74526.950355,75932.012542,0.557028,0.567529
653,8,22.760398,8.000000,8,8,3.537798,3.601155,0.000000,10160,10160,76607.013433,75237.481448,0.562338,0.572574,0.562338,74534.950354,75940.012542,0.557087,0.567589
653,9,22.863586,7.999999,8,8,3.153612,3.118358,0.000000,10161,10161,76629.877018,75245.481447,0.562398,0.572745,0.562398,74542.950353,75948.012541,0.557147,0.567649
653,10,23.111670,7.999998,8,8,3.015357,3.017403,0.000000,10162,10162,76652.988688,75253.481445,0.562458,0.572918,0.562458,74550.950351,75956.012539,0.557207,0.567709
