year,month,day_num,direction,lag,model,smooth,fitted_gamma_t0,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget,resolution_label,variant
2024,7,1,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,12.2193,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,0.0630,nu=0.3 x1 nugget_free,0.3000,4.0535,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,0.1260,nu=0.3 x1 nugget_free,0.3000,5.9868,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,0.1800,nu=0.3 x1 nugget_free,0.3000,7.2353,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,0.3690,nu=0.3 x1 nugget_free,0.3000,10.1496,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,0.5580,nu=0.3 x1 nugget_free,0.3000,11.8522,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,0.7470,nu=0.3 x1 nugget_free,0.3000,12.9116,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,0.9360,nu=0.3 x1 nugget_free,0.3000,13.5889,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,1.1250,nu=0.3 x1 nugget_free,0.3000,14.0285,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,1.3140,nu=0.3 x1 nugget_free,0.3000,14.3165,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,1.5030,nu=0.3 x1 nugget_free,0.3000,14.5064,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,1.6920,nu=0.3 x1 nugget_free,0.3000,14.6323,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,1.8810,nu=0.3 x1 nugget_free,0.3000,14.7159,hour_dummy_plus_lat_lon_ols,False,14.8852,0.4265,0.4943,2.3470,0.0000,x1,nugget_free
2024,7,1,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,3.5613,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,5.7813,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,7.2250,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,10.1658,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,11.3750,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,11.8722,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,12.0766,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,12.1606,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,12.1952,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,12.2094,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,12.2153,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,1,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,12.2177,hour_dummy_plus_lat_lon_ols,False,11.6433,0.1814,0.2127,1.1799,0.5760,x1,nugget_free
2024,7,2,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,4.8030,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,9.2617,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,10.7943,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,14.6939,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,15.8401,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,16.1770,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,16.2760,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,16.3051,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,16.3137,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,16.3162,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,16.3169,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,16.3172,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,5.2487,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,7.9883,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,9.7899,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,13.5360,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,15.1322,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,15.8123,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,16.1021,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,16.2256,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,16.2782,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,16.3006,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,16.3102,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,2,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,16.3142,hour_dummy_plus_lat_lon_ols,False,14.7092,0.1797,0.2215,1.5233,1.6080,x1,nugget_free
2024,7,3,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,4.5353,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,8.6594,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,10.0179,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,13.2479,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,14.0766,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,14.2892,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,14.3438,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,14.3578,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,14.3613,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,14.3623,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,14.3625,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,14.3626,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,5.1055,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,7.7197,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,9.3642,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,12.5155,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,13.6801,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,14.1104,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,14.2694,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,14.3281,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,14.3499,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,14.3579,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,14.3609,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,3,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,14.3619,hour_dummy_plus_lat_lon_ols,False,12.9001,0.1617,0.1898,1.3173,1.4625,x1,nugget_free
2024,7,4,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,4.0184,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,8.1368,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,9.4706,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,12.5587,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,13.3094,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,13.4919,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,13.5362,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,13.5470,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,13.5496,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,13.5503,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,13.5504,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,13.5505,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,4.1749,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,6.6008,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,8.1739,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,11.3607,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,12.6586,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,13.1872,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,13.4025,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,13.4902,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,13.5259,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,13.5405,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,13.5464,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,4,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,13.5488,hour_dummy_plus_lat_lon_ols,False,12.6484,0.1556,0.2104,1.6102,0.9021,x1,nugget_free
2024,7,5,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,4.3584,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,8.4855,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,9.8349,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,13.0059,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,13.8004,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,13.9995,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,14.0494,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,14.0619,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,14.0650,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,14.0658,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,14.0660,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,14.0660,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,4.7895,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,7.3450,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,8.9671,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,12.1268,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,13.3285,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,13.7855,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,13.9594,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,14.0255,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,14.0506,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,14.0602,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,14.0638,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
2024,7,5,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,14.0652,hour_dummy_plus_lat_lon_ols,False,12.8036,0.1590,0.1955,1.2715,1.2625,x1,nugget_free
