source,day_idx,slot0,slot1,slot_pair,hour0_utc,hour1_utc,dt_hours,row_shift,col_shift,peak_corr,valid_pixels,dlat_deg,dlon_deg,v_lat_kmh,v_lon_kmh,speed_kmh,bearing_to_deg,wind_from_deg
GEMS,15,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.055929374774107095,18095,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,16,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.06993912124227569,18033,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,16,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.14593696752474047,17583,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,16,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.13322969104387875,17388,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,16,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.10824094316213924,17391,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,16,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.09872310369303143,17403,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,16,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.06805493641508663,17613,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,16,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.07044294062458374,18094,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,17,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.06787559714225144,18044,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,17,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.0640405262397515,17780,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,17,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.08311061211351221,17656,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,17,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.11162400582140777,17668,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,17,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.1160674710527514,17715,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,17,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.09805737500180652,17901,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,17,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,-5,0.04656141943573064,18100,0.0,-0.3149999999999409,0.0,-35.06453852563971,35.06453852563971,270.0,90.0
GEMS,18,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.062202622850951,18034,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,18,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.07808743794621942,17788,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,18,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.1108350561621175,17597,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,18,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.10130677579885623,17604,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,18,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.05912420273622535,17652,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,18,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.04655384697931289,17790,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,18,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.04939825241816731,18102,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,19,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.04036865358166493,18015,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,19,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,3,0.05211702559892753,17911,0.0,0.18899999999996453,0.0,21.038723115383828,21.038723115383828,90.0,270.0
GEMS,19,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,1,-6,0.05081250680380658,17872,0.04400000000000004,-0.37799999999992906,4.898080000000004,-42.077446230767656,42.361570662447626,276.6397072463638,96.6397072463638
GEMS,19,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.0687956292090974,17872,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,19,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.05364238311932582,17954,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,19,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,-1,-3,0.04054809929528585,18070,-0.04400000000000004,-0.18899999999996453,-4.898080000000004,-21.038723115383828,21.60136704035617,256.89427581120856,76.89427581120856
GEMS,19,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,-6,0.04210496687292962,18097,0.0,-0.37799999999992906,0.0,-42.077446230767656,42.077446230767656,270.0,90.0
GEMS,20,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,-1,-4,0.030854427713625315,17972,-0.04400000000000004,-0.2519999999999527,-4.898080000000004,-28.051630820511768,28.47604571173262,260.09546753221537,80.09546753221537
GEMS,20,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,2,-2,0.04556931662666255,17807,0.08800000000000008,-0.12599999999997635,9.796160000000008,-14.025815410255884,17.108133991413897,304.9319049128619,124.93190491286191
GEMS,20,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,-5,-6,0.042063928123044235,17785,-0.2200000000000002,-0.37799999999992906,-24.49040000000002,-42.077446230767656,48.68563621298529,239.79924581165267,59.79924581165267
GEMS,20,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,-3,0.04311398917177943,17811,0.0,-0.18899999999996453,0.0,-22.951334308663043,22.951334308663043,270.0,90.0
GEMS,20,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,-1,-4,0.05338281308483937,17767,-0.04400000000000004,-0.2519999999999527,-4.898080000000004,-28.051630820511768,28.47604571173262,260.09546753221537,80.09546753221537
GEMS,20,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,1,-3,0.05613102883526135,17902,0.04400000000000004,-0.18899999999996453,4.898080000000004,-21.038723115383828,21.60136704035617,283.10572418879144,103.10572418879144
