frame,model,component,rms_z_across_scales,median_rms_z,max_rms_z,n_scale_pairs
flow,half_speed,even_even,18.026990412068443,16.81752539163011,25.54700759393228,4
flow,half_speed,odd_even,0.44326283334901123,0.4545812282366144,0.5839477421424262,4
flow,half_speed,even_odd,2.264760312941832,1.1164160618869365,4.2242811297877365,4
flow,half_speed,all_space_time,10.091842573209245,9.029092137045097,14.772233517817359,4
flow,double_speed,axis1_DxDt,21.601485349523,16.61348737093755,34.77720138208034,4
flow,double_speed,axis2_DxDt,5.182241966546039,4.486782154532073,7.4228725682395185,4
flow,double_speed,odd_odd,15.70795660016744,12.39858555836257,25.145106612759605,4
flow,double_speed,even_even,15.895397506519377,11.586432297997476,25.86530027045744,4
flow,double_speed,odd_even,0.4432628333490093,0.4545812282366102,0.5839477421424255,4
flow,double_speed,even_odd,2.264760312941856,1.1164160618869372,4.224281129787788,4
flow,double_speed,all_space_time,11.233089330828712,11.397546448873554,15.01651503072134,4
flow,reversed,axis1_DxDt,76.0088478219719,72.44913415784958,104.24868987993078,4
flow,reversed,axis2_DxDt,36.013843270072925,16.14949994801936,67.50658003118313,4
flow,reversed,odd_odd,59.47411980981753,55.9528968398847,81.958861591043,4
flow,reversed,even_even,1.5263965281395342,1.3677755318174512,2.231091516971149,4
flow,reversed,odd_even,0.4432628333490096,0.45458122823661035,0.5839477421424266,4
flow,reversed,even_odd,2.264760312941851,1.1164160618869388,4.2242811297877765,4
flow,reversed,all_space_time,29.76922250718076,27.989558343255354,41.039319835755535,4
flow,rotated_45,axis1_DxDt,14.464252249451024,10.99379795735879,23.258951826032998,4
flow,rotated_45,axis2_DxDt,49.525583510300095,18.672295847515628,94.82914418858623,4
flow,rotated_45,odd_odd,36.48285909280862,17.550575502782014,67.91398899246926,4
flow,rotated_45,even_even,15.402532127811114,12.954408292189111,24.079046077195514,4
flow,rotated_45,odd_even,0.44326283334901023,0.45458122823661284,0.5839477421424252,4
flow,rotated_45,even_odd,2.2647603129418394,1.1164160618869374,4.2242811297877525,4
flow,rotated_45,all_space_time,19.83407815319688,10.52173582730909,36.090476288158314,4
flow,rotated_90,axis1_DxDt,28.521754301194115,26.24353432031137,39.93103677629915,4
flow,rotated_90,axis2_DxDt,71.5807807859087,26.31178010626675,136.949650437854,4
flow,rotated_90,odd_odd,54.485312912462945,28.45265291371622,99.91654870006597,4
flow,rotated_90,even_even,22.583225132225195,18.819086305861457,35.74652353644277,4
flow,rotated_90,odd_even,0.44326283334901007,0.45458122823661384,0.5839477421424235,4
flow,rotated_90,even_odd,2.264760312941855,1.1164160618869379,4.224281129787785,4
flow,rotated_90,all_space_time,29.512611718366582,16.187923711663167,53.101577667338766,4
flow_metric,truth,axis1_DxDt,1.3441806488226484,1.0299591956760026,2.1893040085034787,4
flow_metric,truth,axis2_DxDt,0.6516719691646399,0.5587969782931385,1.012933360912942,4
flow_metric,truth,odd_odd,1.056290199723588,0.9071652457918649,1.5499582775590386,4
flow_metric,truth,even_even,1.253561157532216,1.2493380958254288,1.4566836058287578,4
flow_metric,truth,odd_even,0.7073404567375187,0.6815477866592599,0.8160187350300916,4
flow_metric,truth,even_odd,3.1940428305901154,1.4662295960507443,6.017180150764487,4
flow_metric,truth,all_space_time,1.8295767739485111,1.2240665957182135,3.1087246708007417,4
flow_metric,fitted_432,axis1_DxDt,0.4323314181092779,0.1269681390630516,0.835641744454178,4
flow_metric,fitted_432,axis2_DxDt,0.6272231671268792,0.5517820034003034,0.9540646270062955,4
flow_metric,fitted_432,odd_odd,0.5386647178278211,0.5752883762793717,0.6746262725714177,4
flow_metric,fitted_432,even_even,1.6298946799072047,1.406365685911162,2.2629165711346184,4
flow_metric,fitted_432,odd_even,0.7073404567375187,0.6815477866592556,0.8160187350300878,4
flow_metric,fitted_432,even_odd,3.1940428305901065,1.4662295960507474,6.017180150764466,4
flow_metric,fitted_432,all_space_time,1.8472247069052017,1.224119359904604,3.104333239616254,4
flow_metric,zero,axis1_DxDt,38.19452061730504,35.67112119787654,54.03545010522533,4
flow_metric,zero,axis2_DxDt,1.3576006159363179,0.6112194732823824,2.527524757059569,4
flow_metric,zero,odd_odd,27.024659892569698,25.22866132389047,38.250609468816606,4
flow_metric,zero,even_even,28.56226125980333,25.145614771721075,41.11393778923747,4
flow_metric,zero,odd_even,0.7073404567375184,0.6815477866592583,0.8160187350300891,4
flow_metric,zero,even_odd,3.1940428305901296,1.4662295960507468,6.017180150764516,4
flow_metric,zero,all_space_time,19.72838849670513,18.335718001207287,28.24037886000089,4
flow_metric,half_speed,axis1_DxDt,12.695237116822918,9.45332318658352,20.35334593966584,4
flow_metric,half_speed,axis2_DxDt,0.8373777471766464,0.6269976153582655,1.4098476929240518,4
flow_metric,half_speed,odd_odd,8.996395026448786,6.703443793468836,14.426474993167167,4
flow_metric,half_speed,even_even,17.410981707729576,15.100277995996034,24.892132698942056,4
flow_metric,half_speed,odd_even,0.7073404567375222,0.6815477866592616,0.8160187350300918,4
flow_metric,half_speed,even_odd,3.1940428305901873,1.4662295960507474,6.017180150764639,4
flow_metric,half_speed,all_space_time,9.934531287687767,8.25357828822221,14.699935700391254,4
flow_metric,double_speed,axis1_DxDt,20.816859548888914,18.729599915816014,30.211231981412475,4
flow_metric,double_speed,axis2_DxDt,0.7817844385588337,0.4428966413409137,1.4159216061278366,4
flow_metric,double_speed,odd_odd,14.730119286457601,13.271085046847286,21.363099190689415,4
flow_metric,double_speed,even_even,15.27386678403183,9.720401486467882,25.61916985112453,4
flow_metric,double_speed,odd_even,0.707340456737519,0.6815477866592612,0.8160187350300911,4
flow_metric,double_speed,even_odd,3.1940428305901203,1.4662295960507474,6.017180150764495,4
flow_metric,double_speed,all_space_time,10.735102012265683,10.32336201905819,15.354846950664548,4
flow_metric,reversed,axis1_DxDt,77.61997136232408,72.96900169839229,109.06660400502771,4
flow_metric,reversed,axis2_DxDt,2.163571764259507,1.0646211869620472,4.042116153206196,4
flow_metric,reversed,odd_odd,54.906925779299975,51.60363369609287,77.17468112077152,4
flow_metric,reversed,even_even,1.253561157532216,1.2493380958254288,1.4566836058287578,4
flow_metric,reversed,odd_even,0.7073404567375203,0.6815477866592614,0.8160187350300915,4
flow_metric,reversed,even_odd,3.194042830590116,1.4662295960507503,6.017180150764485,4
flow_metric,reversed,all_space_time,27.509290040978026,25.824189943566044,38.70910536420358,4
flow_metric,rotated_45,axis1_DxDt,14.068821362260879,12.416905250906087,20.230931099469043,4
flow_metric,rotated_45,axis2_DxDt,24.68722751209055,12.703671318545972,44.800020595501955,4
flow_metric,rotated_45,odd_odd,20.092174306890342,13.697896538019073,34.04106196078926,4
flow_metric,rotated_45,even_even,10.408128438919473,8.698966980008272,15.229547843020104,4
flow_metric,rotated_45,odd_even,0.70734045673752,0.6815477866592603,0.8160187350300888,4
flow_metric,rotated_45,even_odd,3.1940428305900874,1.4662295960507483,6.017180150764426,4
flow_metric,rotated_45,all_space_time,11.43161018956746,8.478005789236978,18.890103323390402,4
flow_metric,rotated_90,axis1_DxDt,28.950772690449796,26.94894000721488,40.281519468755405,4
flow_metric,rotated_90,axis2_DxDt,42.51804064320818,24.61072621960986,75.81236916053354,4
flow_metric,rotated_90,odd_odd,36.372592837956965,25.707484372249983,60.70467909660975,4
flow_metric,rotated_90,even_even,20.006788919979314,15.974592129037486,30.383005392284318,4
flow_metric,rotated_90,odd_even,0.7073404567375203,0.6815477866592599,0.8160187350300864,4
flow_metric,rotated_90,even_odd,3.194042830590126,1.4662295960507477,6.017180150764507,4
flow_metric,rotated_90,all_space_time,20.820298705648934,15.446711444834776,34.076370362181606,4
