frame,space_scale,tau,model,component,rms_z,max_abs_z,rmse_raw
flow,1,2,half_speed,axis2_DxDt,0.7071142873141999,0.7071142873141999,0.03559990652168865
flow,1,2,half_speed,odd_odd,3.5487089107158596,4.9685671224875705,0.13375264624605718
flow,1,2,half_speed,even_even,8.419773606541574,10.405499464759988,0.3287498621325698
flow,1,2,half_speed,odd_even,0.5417350431675041,0.6994009005535963,0.022398720809905952
flow,1,2,half_speed,even_odd,1.212951443077273,1.5996196703041201,0.027589346375164497
flow,1,2,half_speed,all_space_time,4.616563943526266,10.405499464759988,0.17834595380701482
flow,1,2,double_speed,axis1_DxDt,34.77720138208034,34.77720138208034,1.3003184118496864
flow,1,2,double_speed,axis2_DxDt,7.4228725682395185,7.4228725682395185,0.37370701496562336
flow,1,2,double_speed,odd_odd,25.145106612759605,34.77720138208034,0.9566830471033255
flow,1,2,double_speed,even_even,2.479165483510196,2.687372982520315,0.10673259619267587
flow,1,2,double_speed,odd_even,0.5417350431675036,0.6994009005535962,0.022398720809905938
flow,1,2,double_speed,even_odd,1.2129514430772723,1.599619670304118,0.027589346375164497
flow,1,2,double_speed,all_space_time,12.65096217805126,34.77720138208034,0.4816370974167847
flow,1,2,reversed,axis1_DxDt,104.24868987993078,104.24868987993078,3.897855073868316
flow,1,2,reversed,axis2_DxDt,21.53885460723311,21.53885460723311,1.0843808764127392
flow,1,2,reversed,odd_odd,75.2718792095478,104.24868987993078,2.8608701527691394
flow,1,2,reversed,even_even,1.4438300959035297,1.8948828984032824,0.052898998202887446
flow,1,2,reversed,odd_even,0.5417350431675029,0.699400900553595,0.022398720809905903
flow,1,2,reversed,even_odd,1.2129514430772714,1.5996196703041166,0.027589346375164477
flow,1,2,reversed,all_space_time,37.648722332712865,104.24868987993078,1.4307899225378542
flow,1,2,rotated_45,axis1_DxDt,23.258951826032998,23.258951826032998,0.8696514411104814
flow,1,2,rotated_45,axis2_DxDt,16.88728583939933,16.88728583939933,0.8501960829714095
flow,1,2,rotated_45,odd_odd,20.324360544274214,23.258951826032998,0.8599787812863364
flow,1,2,rotated_45,even_even,4.979237691768836,6.5001586867249355,0.1835795505580649
flow,1,2,rotated_45,odd_even,0.5417350431675042,0.6994009005535967,0.022398720809905955
flow,1,2,rotated_45,even_odd,1.212951443077273,1.599619670304119,0.027589346375164508
flow,1,2,rotated_45,all_space_time,10.483763250677697,23.258951826032998,0.44003631394839515
flow,1,2,rotated_90,axis1_DxDt,39.93103677629915,39.93103677629915,1.4930201471364843
flow,1,2,rotated_90,axis2_DxDt,23.292675233198047,23.292675233198047,1.1726775654491162
flow,1,2,rotated_90,odd_odd,32.688196780714236,39.93103677629915,1.3424384217279979
flow,1,2,rotated_90,even_even,7.2310143215448575,9.161081835642145,0.275528200383861
flow,1,2,rotated_90,odd_even,0.5417350431675033,0.6994009005535955,0.02239872080990592
flow,1,2,rotated_90,even_odd,1.2129514430772725,1.5996196703041186,0.0275893463751645
flow,1,2,rotated_90,all_space_time,16.75239165726302,39.93103677629915,0.6854413870028668
flow,2,1,truth,axis1_DxDt,0.7526039922227293,0.7526039922227293,0.09007053599730774
flow,2,1,truth,axis2_DxDt,0.5300006131982461,0.5300006131982461,0.05259086348530384
flow,2,1,truth,odd_odd,0.6508891684073821,0.7526039922227293,0.07375127245333525
flow,2,1,truth,even_even,0.7671946839306194,0.7745911243563417,0.04339055981273363
flow,2,1,truth,odd_even,0.5839477421424244,0.8216950711819291,0.011917745704895956
flow,2,1,truth,even_odd,1.0198806806965965,1.1726436555733815,0.03362466729377766
flow,2,1,truth,all_space_time,0.7735302128897172,1.1726436555733815,0.046353645440925975
flow,2,1,fitted_432,axis1_DxDt,0.5448888759374765,0.5448888759374765,0.06521149717756813
flow,2,1,fitted_432,axis2_DxDt,0.3710768752116159,0.3710768752116159,0.03682119001531714
flow,2,1,fitted_432,odd_odd,0.4661555182754055,0.5448888759374765,0.05295441151728564
flow,2,1,fitted_432,even_even,0.6739488187798407,0.7078873027500224,0.037289121733072486
flow,2,1,fitted_432,odd_even,0.583947742142419,0.8216950711819213,0.011917745704895852
flow,2,1,fitted_432,even_odd,1.0198806806966036,1.1726436555733832,0.033624667293777756
flow,2,1,fitted_432,all_space_time,0.7163552795165173,1.1726436555733832,0.03697059376068277
flow,2,1,zero,axis1_DxDt,24.962929701923688,24.962929701923688,2.9875266163217087
flow,2,1,zero,axis2_DxDt,5.115072337803682,5.115072337803682,0.5075580373607341
flow,2,1,zero,odd_odd,18.018210570477695,24.962929701923688,2.1427704548691304
flow,2,1,zero,even_even,29.417080805927743,32.8831817917674,1.562620970737746
flow,2,1,zero,odd_even,0.5839477421424235,0.8216950711819279,0.011917745704895942
flow,2,1,zero,even_odd,1.0198806806966003,1.172643655573379,0.03362466729377764
flow,2,1,zero,all_space_time,17.25834368409211,32.8831817917674,1.3261336821153005
flow,2,1,half_speed,axis1_DxDt,12.541815542016941,12.541815542016941,1.500985989873034
flow,2,1,half_speed,axis2_DxDt,1.814919627320492,1.814919627320492,0.1800907168413185
flow,2,1,half_speed,odd_odd,8.960777598613047,12.541815542016941,1.068969505665983
flow,2,1,half_speed,even_even,19.129345895165795,21.001860661533478,1.0290911308621187
flow,2,1,half_speed,odd_even,0.5839477421424262,0.8216950711819317,0.01191774570489599
flow,2,1,half_speed,even_odd,1.0198806806966003,1.172643655573382,0.0336246672937777
flow,2,1,half_speed,all_space_time,10.578380796666298,21.001860661533478,0.7421248228189369
flow,2,1,double_speed,axis1_DxDt,21.47803061581844,21.47803061581844,2.570459032538371
flow,2,1,double_speed,axis2_DxDt,1.3675419226960641,1.3675419226960641,0.1356983535036722
flow,2,1,double_speed,odd_odd,15.21801514725829,21.47803061581844,1.8201200071838266
flow,2,1,double_speed,even_even,25.86530027045744,26.170948126166678,1.4612261857263502
flow,2,1,double_speed,odd_even,0.5839477421424255,0.8216950711819306,0.011917745704895986
flow,2,1,double_speed,even_odd,1.019880680696602,1.1726436555733808,0.033624667293777694
flow,2,1,double_speed,all_space_time,15.01651503072134,26.170948126166678,1.167185873941736
flow,2,1,reversed,axis1_DxDt,50.67846339607011,50.67846339607011,6.065123768640725
flow,2,1,reversed,axis2_DxDt,10.76014528880561,10.76014528880561,1.067706938206772
flow,2,1,reversed,odd_odd,36.633914470221605,50.67846339607011,4.3546368640120585
flow,2,1,reversed,even_even,0.7671946839306194,0.7745911243563417,0.04339055981273363
flow,2,1,reversed,odd_even,0.5839477421424266,0.8216950711819322,0.011917745704896001
flow,2,1,reversed,even_odd,1.019880680696606,1.1726436555733815,0.033624667293777735
flow,2,1,reversed,all_space_time,18.33039435379784,50.67846339607011,2.177499575717923
flow,2,1,rotated_45,axis1_DxDt,4.266814948279192,4.266814948279192,0.5106461211530431
flow,2,1,rotated_45,axis2_DxDt,20.457305855631926,20.457305855631926,2.0299361033535606
flow,2,1,rotated_45,odd_odd,14.776790461289812,20.457305855631926,1.480101355439364
flow,2,1,rotated_45,even_even,15.043107338569648,21.070150182015436,0.6119374654662786
flow,2,1,rotated_45,odd_even,0.5839477421424252,0.8216950711819303,0.011917745704895958
flow,2,1,rotated_45,even_odd,1.0198806806966016,1.1726436555733792,0.03362466729377765
flow,2,1,rotated_45,all_space_time,10.559708403940482,21.070150182015436,0.8010056390138648
flow,2,1,rotated_90,axis1_DxDt,17.681513721688983,17.681513721688983,2.1160974890031694
flow,2,1,rotated_90,axis2_DxDt,29.33088497933545,29.33088497933545,2.9104429871185746
flow,2,1,rotated_90,odd_odd,24.21710904671821,29.33088497933545,2.544459369319268
flow,2,1,rotated_90,even_even,19.710909622528725,27.812773742013412,0.7901464768624387
flow,2,1,rotated_90,odd_even,0.5839477421424235,0.8216950711819279,0.011917745704895939
flow,2,1,rotated_90,even_odd,1.0198806806966032,1.1726436555733821,0.03362466729377773
flow,2,1,rotated_90,all_space_time,15.623455766063312,29.33088497933545,1.332279774289923
flow,2,2,truth,axis1_DxDt,0.3212952870495736,0.3212952870495736,0.07361226920583919
flow,2,2,truth,axis2_DxDt,0.3621398200760031,0.3621398200760031,0.05519879756217083
flow,2,2,truth,odd_odd,0.342327263568758,0.3621398200760031,0.06506025449513111
flow,2,2,truth,even_even,2.231091516971149,3.128929905748361,0.0940930771645653
flow,2,2,truth,odd_even,0.12826936936347108,0.17720403560549025,0.011259578739853194
flow,2,2,truth,even_odd,0.4007470906985856,0.5185066567767781,0.023628615934946758
flow,2,2,truth,all_space_time,1.1480427446640848,3.128929905748361,0.05867587555731112
flow,2,2,fitted_432,axis1_DxDt,0.21745124245341152,0.21745124245341152,0.049820461251132375
flow,2,2,fitted_432,axis2_DxDt,0.5478051480658357,0.5478051480658357,0.08349864829903247
flow,2,2,fitted_432,odd_odd,0.41675863703825294,0.5478051480658357,0.06875355491551365
flow,2,2,fitted_432,even_even,2.8445862474609735,3.9501123842402537,0.13095593157436952
flow,2,2,fitted_432,odd_even,0.12826936936347136,0.17720403560549072,0.011259578739853214
flow,2,2,fitted_432,even_odd,0.40074709069858505,0.5185066567767772,0.02362861593494673
flow,2,2,fitted_432,all_space_time,1.452791273945639,3.9501123842402537,0.07510259138743429
flow,2,2,zero,axis1_DxDt,13.945309927063734,13.945309927063734,3.1950232383940587
flow,2,2,zero,axis2_DxDt,3.7569018548880955,3.7569018548880955,0.5726419837105721
flow,2,2,zero,odd_odd,10.212393953161127,13.945309927063734,2.295222465839209
flow,2,2,zero,even_even,24.104425781420627,31.685888586008616,1.5043060576905825
flow,2,2,zero,odd_even,0.12826936936347016,0.17720403560548892,0.011259578739853117
flow,2,2,zero,even_odd,0.40074709069858666,0.5185066567767794,0.023628615934946823
flow,2,2,zero,all_space_time,13.090964286182261,31.685888586008616,1.372194225729543
flow,2,2,half_speed,axis1_DxDt,5.05108164307902,5.05108164307902,1.1572581257117411
flow,2,2,half_speed,axis2_DxDt,0.9387244523275169,0.9387244523275169,0.1430841297701298
flow,2,2,half_speed,odd_odd,3.632810851286332,5.05108164307902,0.8245360628007508
flow,2,2,half_speed,even_even,14.505704888094423,19.15340921407928,0.8891729007175314
flow,2,2,half_speed,odd_even,0.12826936936347055,0.17720403560548953,0.011259578739853147
flow,2,2,half_speed,even_odd,0.40074709069858444,0.5185066567767769,0.02362861593494668
flow,2,2,half_speed,all_space_time,7.4798034774238955,19.15340921407928,0.6064596556725337
flow,2,2,double_speed,axis1_DxDt,7.596015668863564,7.596015668863564,1.7403303840615716
flow,2,2,double_speed,axis2_DxDt,2.229472813722212,2.229472813722212,0.3398251495491107
flow,2,2,double_speed,odd_odd,5.5977675491550745,7.596015668863564,1.2538402964400954
flow,2,2,double_speed,even_even,5.7983496623858475,8.18580794395771,0.22798849535867274
flow,2,2,double_speed,odd_even,0.1282693693634709,0.17720403560549003,0.011259578739853176
flow,2,2,double_speed,even_odd,0.4007470906985855,0.5185066567767778,0.02362861593494676
flow,2,2,double_speed,all_space_time,4.035248183305581,8.18580794395771,0.637334161291645
flow,2,2,reversed,axis1_DxDt,28.211915141177045,28.211915141177045,6.463658745993957
flow,2,2,reversed,axis2_DxDt,7.151663889700187,7.151663889700187,1.0900851698589733
flow,2,2,reversed,odd_odd,20.579825707767988,28.211915141177045,4.63503883814422
flow,2,2,reversed,even_even,2.231091516971149,3.128929905748361,0.0940930771645653
flow,2,2,reversed,odd_even,0.12826936936347058,0.17720403560548953,0.011259578739853148
flow,2,2,reversed,even_odd,0.4007470906985857,0.5185066567767781,0.023628615934946775
flow,2,2,reversed,all_space_time,10.35234329489016,28.211915141177045,2.318033845087255
flow,2,2,rotated_45,axis1_DxDt,6.7543029614918995,6.7543029614918995,1.5474847840591703
flow,2,2,rotated_45,axis2_DxDt,10.718456731764501,10.718456731764501,1.6337499786446732
flow,2,2,rotated_45,odd_odd,8.958401732628593,10.718456731764501,1.591202084842797
flow,2,2,rotated_45,even_even,10.865709245808576,15.2252962091694,0.46206006487981066
flow,2,2,rotated_45,odd_even,0.1282693693634707,0.17720403560548964,0.011259578739853162
flow,2,2,rotated_45,even_odd,0.4007470906985851,0.5185066567767772,0.023628615934946737
flow,2,2,rotated_45,all_space_time,7.044388729326223,15.2252962091694,0.8285693495370798
flow,2,2,rotated_90,axis1_DxDt,11.636648784568308,11.636648784568308,2.666083685352273
flow,2,2,rotated_90,axis2_DxDt,18.36236432055053,18.36236432055053,2.798864898867445
flow,2,2,rotated_90,odd_odd,15.37185770126731,18.36236432055053,2.7332807154968397
flow,2,2,rotated_90,even_even,17.92726298919419,25.031213672068876,0.7878365727747176
flow,2,2,rotated_90,odd_even,0.12826936936347066,0.17720403560549,0.011259578739853145
flow,2,2,rotated_90,even_odd,0.40074709069858555,0.5185066567767778,0.023628615934946768
flow,2,2,rotated_90,all_space_time,11.809506961909578,25.031213672068876,1.422339184645555
flow_metric,1,1,truth,axis1_DxDt,0.9957037945770576,0.9957037945770576,0.07375213620707832
flow_metric,1,1,truth,axis2_DxDt,1.012933360912942,1.012933360912942,0.05265692219019674
flow_metric,1,1,truth,odd_odd,1.0043555247484677,1.012933360912942,0.06407858085839553
flow_metric,1,1,truth,even_even,1.0183118102813062,1.2835005096104763,0.023731270997587563
flow_metric,1,1,truth,odd_even,0.6360270321106047,0.75339657772885,0.009276704067596769
flow_metric,1,1,truth,even_odd,6.017180150764487,8.4981636041312,0.009873953369147917
flow_metric,1,1,truth,all_space_time,3.1087246708007417,8.4981636041312,0.034830984559299887
flow_metric,1,1,fitted_432,axis1_DxDt,0.0013794138421587613,0.0013794138421587613,0.00010217367667664234
flow_metric,1,1,fitted_432,axis2_DxDt,0.9540646270062955,0.9540646270062955,0.04959665538452668
flow_metric,1,1,fitted_432,odd_odd,0.6746262725714177,0.9540646270062955,0.03507020576494886
flow_metric,1,1,fitted_432,even_even,1.2171407027835586,1.4385976018658944,0.029994253214485615
flow_metric,1,1,fitted_432,odd_even,0.6360270321106191,0.7533965777288765,0.00927670406759691
flow_metric,1,1,fitted_432,even_odd,6.017180150764466,8.498163604131173,0.00987395336914785
flow_metric,1,1,fitted_432,all_space_time,3.104333239616254,8.498163604131173,0.02404748818371894
flow_metric,1,1,zero,axis1_DxDt,54.03545010522533,54.03545010522533,4.002425116662489
flow_metric,1,1,zero,axis2_DxDt,2.527524757059569,2.527524757059569,0.13139233004067322
flow_metric,1,1,zero,odd_odd,38.250609468816606,54.03545010522533,2.8316665374726115
flow_metric,1,1,zero,even_even,41.11393778923747,43.5303205206475,1.1488165827483054
flow_metric,1,1,zero,odd_even,0.6360270321106103,0.7533965777288619,0.00927670406759681
flow_metric,1,1,zero,even_odd,6.017180150764516,8.498163604131243,0.009873953369147958
flow_metric,1,1,zero,all_space_time,28.24037886000089,54.03545010522533,1.5279314834469113
flow_metric,1,1,half_speed,axis1_DxDt,20.35334593966584,20.35334593966584,1.507579613724018
flow_metric,1,1,half_speed,axis2_DxDt,1.4098476929240518,1.4098476929240518,0.07329034972194058
flow_metric,1,1,half_speed,odd_odd,14.426474993167167,20.35334593966584,1.0672787281396139
flow_metric,1,1,half_speed,even_even,24.892132698942056,26.389673726353212,0.695981307721208
flow_metric,1,1,half_speed,odd_even,0.6360270321106164,0.7533965777288704,0.00927670406759689
flow_metric,1,1,half_speed,even_odd,6.017180150764639,8.498163604131415,0.00987395336914816
flow_metric,1,1,half_speed,all_space_time,14.699935700391254,26.389673726353212,0.6371140824903592
flow_metric,1,1,double_speed,axis1_DxDt,13.588412638501376,13.588412638501376,1.0064985844293473
flow_metric,1,1,double_speed,axis2_DxDt,1.4159216061278366,1.4159216061278366,0.07360609958990173
flow_metric,1,1,double_speed,odd_odd,9.660481148185207,13.588412638501376,0.7136025708877171
flow_metric,1,1,double_speed,even_even,15.88334641196239,20.92825514600347,0.3529220382032466
flow_metric,1,1,double_speed,odd_even,0.6360270321106036,0.7533965777288506,0.009276704067596736
flow_metric,1,1,double_speed,even_odd,6.017180150764495,8.498163604131213,0.009873953369147905
flow_metric,1,1,double_speed,all_space_time,9.775180006132496,20.92825514600347,0.3981099554207942
flow_metric,1,1,reversed,axis1_DxDt,109.06660400502771,109.06660400502771,8.078602369532057
flow_metric,1,1,reversed,axis2_DxDt,4.042116153206196,4.042116153206196,0.2101277378911497
flow_metric,1,1,reversed,odd_odd,77.17468112077152,109.06660400502771,5.714366540187994
flow_metric,1,1,reversed,even_even,1.0183118102813062,1.2835005096104763,0.023731270997587563
flow_metric,1,1,reversed,odd_even,0.6360270321106086,0.7533965777288565,0.00927670406759681
flow_metric,1,1,reversed,even_odd,6.017180150764485,8.4981636041312,0.009873953369147878
flow_metric,1,1,reversed,all_space_time,38.70910536420358,109.06660400502771,2.857215938682127
flow_metric,1,1,rotated_45,axis1_DxDt,17.622314078440073,17.622314078440073,1.3052911069291335
flow_metric,1,1,rotated_45,axis2_DxDt,44.800020595501955,44.800020595501955,2.3289105578380767
flow_metric,1,1,rotated_45,odd_odd,34.04106196078926,44.800020595501955,1.887804182143628
flow_metric,1,1,rotated_45,even_even,15.229547843020104,21.138119872841383,0.3157958540761504
flow_metric,1,1,rotated_45,odd_even,0.6360270321106133,0.7533965777288695,0.009276704067596826
flow_metric,1,1,rotated_45,even_odd,6.017180150764426,8.498163604131115,0.009873953369147799
flow_metric,1,1,rotated_45,all_space_time,18.890103323390402,44.800020595501955,0.9570416923734503
flow_metric,1,1,rotated_90,axis1_DxDt,40.281519468755405,40.281519468755405,2.9836665549212302
flow_metric,1,1,rotated_90,axis2_DxDt,75.81236916053354,75.81236916053354,3.941074682684666
flow_metric,1,1,rotated_90,odd_odd,60.70467909660975,75.81236916053354,3.4953065506085133
flow_metric,1,1,rotated_90,even_even,30.383005392284318,40.91146756743085,0.6572316211269769
flow_metric,1,1,rotated_90,odd_even,0.6360270321106192,0.753396577728873,0.009276704067596937
flow_metric,1,1,rotated_90,even_odd,6.017180150764507,8.49816360413123,0.00987395336914794
flow_metric,1,1,rotated_90,all_space_time,34.076370362181606,75.81236916053354,1.7782930606855463
flow_metric,1,2,truth,axis1_DxDt,2.1893040085034787,2.1893040085034787,0.09447219442804933
flow_metric,1,2,truth,axis2_DxDt,0.1081169861685194,0.1081169861685194,0.009952391021952695
flow_metric,1,2,truth,odd_odd,1.5499582775590386,2.1893040085034787,0.06717159223624597
flow_metric,1,2,truth,even_even,1.4566836058287578,1.8955224182966866,0.040045738005234144
flow_metric,1,2,truth,odd_even,0.6508040518929793,0.8985287240357807,0.01797008197828106
flow_metric,1,2,truth,even_odd,1.8168182157414599,2.3062719556530853,0.03542592764788701
flow_metric,1,2,truth,all_space_time,1.4360250809678041,2.3062719556530853,0.04385659623122792
flow_metric,1,2,fitted_432,axis1_DxDt,0.2194369873479698,0.2194369873479698,0.009469079512449019
flow_metric,1,2,fitted_432,axis2_DxDt,0.11081884540540737,0.11081884540540737,0.010201102723644703
flow_metric,1,2,fitted_432,odd_odd,0.17382952556073528,0.2194369873479698,0.00984189929819019
flow_metric,1,2,fitted_432,even_even,2.2629165711346184,2.842891305954435,0.0669837406428347
flow_metric,1,2,fitted_432,odd_even,0.6508040518929784,0.8985287240357807,0.017970081978281024
flow_metric,1,2,fitted_432,even_odd,1.8168182157414596,2.3062719556530857,0.03542592764788701
flow_metric,1,2,fitted_432,all_space_time,1.4895790055316493,2.842891305954435,0.03924794481346038
flow_metric,1,2,zero,axis1_DxDt,44.10869518038392,44.10869518038392,1.903365275385952
flow_metric,1,2,zero,axis2_DxDt,0.35720058527993276,0.35720058527993276,0.03288104879685747
flow_metric,1,2,zero,odd_odd,31.190580170735426,44.10869518038392,1.3460833062843887
flow_metric,1,2,zero,even_even,19.002840549831056,22.32224142557173,0.6256508899198596
flow_metric,1,2,zero,odd_even,0.6508040518929775,0.8985287240357792,0.017970081978281
flow_metric,1,2,zero,even_odd,1.8168182157414599,2.3062719556530835,0.03542592764788701
flow_metric,1,2,zero,all_space_time,18.287185504420766,44.10869518038392,0.7424549184480905
flow_metric,1,2,half_speed,axis1_DxDt,4.227571113576499,4.227571113576499,0.18242688938993434
flow_metric,1,2,half_speed,axis2_DxDt,0.16973650277557822,0.16973650277557822,0.01562459430461987
flow_metric,1,2,half_speed,odd_odd,2.9917526636338874,4.227571113576499,0.12946755948821947
flow_metric,1,2,half_speed,even_even,9.850208432447229,12.455701169868929,0.28794050014785033
flow_metric,1,2,half_speed,odd_even,0.65080405189298,0.8985287240357814,0.017970081978281077
flow_metric,1,2,half_speed,even_odd,1.8168182157414614,2.306271955653088,0.03542592764788704
flow_metric,1,2,half_speed,all_space_time,5.2369257323840595,12.455701169868929,0.1590986335431965
flow_metric,1,2,double_speed,axis1_DxDt,30.211231981412475,30.211231981412475,1.3036660831813236
flow_metric,1,2,double_speed,axis2_DxDt,0.21325155978195984,0.21325155978195984,0.01963024483204987
flow_metric,1,2,double_speed,odd_odd,21.363099190689415,30.211231981412475,0.9219356276198192
flow_metric,1,2,double_speed,even_even,3.557456560973373,4.412236772811299,0.1077901486691601
flow_metric,1,2,double_speed,odd_even,0.6508040518929803,0.8985287240357822,0.017970081978281083
flow_metric,1,2,double_speed,even_odd,1.8168182157414603,2.3062719556530853,0.035425927647887025
flow_metric,1,2,double_speed,all_space_time,10.871544031983882,30.211231981412475,0.46453254402164573
flow_metric,1,2,reversed,axis1_DxDt,90.40669436927132,90.40669436927132,3.9012027451999534
flow_metric,1,2,reversed,axis2_DxDt,0.8225181567283849,0.8225181567283849,0.07571448861566764
flow_metric,1,2,reversed,odd_odd,63.92983232770512,90.40669436927132,2.759086401595824
flow_metric,1,2,reversed,even_even,1.4566836058287578,1.8955224182966866,0.040045738005234144
flow_metric,1,2,reversed,odd_even,0.6508040518929792,0.8985287240357807,0.017970081978281052
flow_metric,1,2,reversed,even_odd,1.8168182157414603,2.306271955653084,0.03542592764788703
flow_metric,1,2,reversed,all_space_time,31.9877701743924,90.40669436927132,1.379831452823079
flow_metric,1,2,rotated_45,axis1_DxDt,20.230931099469043,20.230931099469043,0.8729991124421186
flow_metric,1,2,rotated_45,axis2_DxDt,9.739134266924921,9.739134266924921,0.8965073470384806
flow_metric,1,2,rotated_45,odd_odd,15.876733124617529,20.230931099469043,0.8848313041531424
flow_metric,1,2,rotated_45,even_even,4.598317460446473,5.815537411845806,0.13437629897049613
flow_metric,1,2,rotated_45,odd_even,0.650804051892979,0.8985287240357803,0.01797008197828105
flow_metric,1,2,rotated_45,even_odd,1.8168182157414607,2.3062719556530866,0.03542592764788703
flow_metric,1,2,rotated_45,all_space_time,8.320750454742418,20.230931099469043,0.44792894155501334
flow_metric,1,2,rotated_90,axis1_DxDt,34.676912958372014,34.676912958372014,1.4963678184681215
flow_metric,1,2,rotated_90,axis2_DxDt,15.265533596432855,15.265533596432855,1.4052237756021806
flow_metric,1,2,rotated_90,odd_odd,26.791088147986162,34.676912958372014,1.4515113688264196
flow_metric,1,2,rotated_90,even_even,8.701811680247086,11.291521467480175,0.2407903089181132
flow_metric,1,2,rotated_90,odd_even,0.6508040518929805,0.8985287240357827,0.01797008197828109
flow_metric,1,2,rotated_90,even_odd,1.8168182157414612,2.306271955653086,0.035425927647887046
flow_metric,1,2,rotated_90,all_space_time,14.117438728525258,34.676912958372014,0.7359421082696054
flow_metric,2,1,truth,axis1_DxDt,1.0642145967749475,1.0642145967749475,0.11574144394293873
flow_metric,2,1,truth,axis2_DxDt,0.42375250537395454,0.42375250537395454,0.054930093904703936
flow_metric,2,1,truth,odd_odd,0.8099749668352619,1.0642145967749475,0.09059083028203246
flow_metric,2,1,truth,even_even,1.2997606943500832,1.6892083650755088,0.054834780249449384
flow_metric,2,1,truth,odd_even,0.7122915214255405,1.0072278682514701,0.010156302342056691
flow_metric,2,1,truth,even_odd,1.1156409763600288,1.162472968506976,0.02891592009046724
flow_metric,2,1,truth,all_space_time,1.0121081104686227,1.6892083650755088,0.05511994323322314
flow_metric,2,1,fitted_432,axis1_DxDt,0.835641744454178,0.835641744454178,0.09088240512319912
flow_metric,2,1,fitted_432,axis2_DxDt,0.4065430314125166,0.4065430314125166,0.052699268107183006
flow_metric,2,1,fitted_432,odd_odd,0.6571051519599052,0.835641744454178,0.07428601624804645
flow_metric,2,1,fitted_432,even_even,1.2216024765669067,1.6176705729497214,0.04964886079115238
flow_metric,2,1,fitted_432,odd_even,0.7122915214255328,1.0072278682514593,0.010156302342056583
flow_metric,2,1,fitted_432,even_odd,1.1156409763600352,1.1624729685069775,0.028915920090467354
flow_metric,2,1,fitted_432,all_space_time,0.9586597142775588,1.6176705729497214,0.04723002884766695
flow_metric,2,1,zero,axis1_DxDt,27.233547215369157,27.233547215369157,2.9618557083760777
flow_metric,2,1,zero,axis2_DxDt,0.8652383612848319,0.8652383612848319,0.11215892256114364
flow_metric,2,1,zero,odd_odd,19.26674247704552,27.233547215369157,2.0958493339395887
flow_metric,2,1,zero,even_even,31.288388993611093,36.64125548670021,1.536070136156923
flow_metric,2,1,zero,odd_even,0.7122915214255392,1.0072278682514684,0.010156302342056674
flow_metric,2,1,zero,even_odd,1.115640976360034,1.162472968506977,0.028915920090467333
flow_metric,2,1,zero,all_space_time,18.384250497993808,36.64125548670021,1.2993301326722269
flow_metric,2,1,half_speed,axis1_DxDt,13.565165523625362,13.565165523625362,1.475315081927403
flow_metric,2,1,half_speed,axis2_DxDt,0.5948032919542579,0.5948032919542579,0.07710302657217659
flow_metric,2,1,half_speed,odd_odd,9.601237072364002,13.565165523625362,1.0446289933916848
flow_metric,2,1,half_speed,even_even,20.35034755954484,23.51412940656265,1.0139131973200837
flow_metric,2,1,half_speed,odd_even,0.7122915214255432,1.007227868251474,0.010156302342056731
flow_metric,2,1,half_speed,even_odd,1.1156409763600335,1.1624729685069788,0.028915920090467343
flow_metric,2,1,half_speed,all_space_time,11.27023084406036,23.51412940656265,0.7280468711639213
flow_metric,2,1,double_speed,axis1_DxDt,23.870787193130653,23.870787193130653,2.596129940484002
flow_metric,2,1,double_speed,axis2_DxDt,0.4103194927563002,0.4103194927563002,0.05318880238393839
flow_metric,2,1,double_speed,odd_odd,16.881688945509364,23.870787193130653,1.83612631871782
flow_metric,2,1,double_speed,even_even,25.61916985112453,26.312265173647436,1.412208395566303
flow_metric,2,1,double_speed,odd_even,0.7122915214255421,1.0072278682514724,0.010156302342056715
flow_metric,2,1,double_speed,even_odd,1.1156409763600346,1.1624729685069763,0.028915920090467333
flow_metric,2,1,double_speed,all_space_time,15.354846950664548,26.312265173647436,1.158299582546345
flow_metric,2,1,reversed,axis1_DxDt,55.53130902751327,55.53130902751327,6.039452860695095
flow_metric,2,1,reversed,axis2_DxDt,1.3067242171957094,1.3067242171957094,0.16938775121758334
flow_metric,2,1,reversed,odd_odd,39.27743506448061,55.53130902751327,4.2722174024047925
flow_metric,2,1,reversed,even_even,1.2997606943500832,1.6892083650755088,0.054834780249449384
flow_metric,2,1,reversed,odd_even,0.7122915214255437,1.0072278682514748,0.010156302342056738
flow_metric,2,1,reversed,even_odd,1.1156409763600406,1.1624729685069812,0.02891592009046747
flow_metric,2,1,reversed,all_space_time,19.66060971273969,55.53130902751327,2.1363396070994485
flow_metric,2,1,rotated_45,axis1_DxDt,4.459229843579795,4.459229843579795,0.4849752132074121
flow_metric,2,1,rotated_45,axis2_DxDt,15.668208370167022,15.668208370167022,2.0310349701230157
flow_metric,2,1,rotated_45,odd_odd,11.519059951420616,15.668208370167022,1.4765337800551965
flow_metric,2,1,rotated_45,even_even,12.799616499570071,17.871139740415458,0.4548876850725969
flow_metric,2,1,rotated_45,odd_even,0.7122915214255418,1.007227868251472,0.01015630234205671
flow_metric,2,1,rotated_45,even_odd,1.115640976360036,1.1624729685069783,0.028915920090467374
flow_metric,2,1,rotated_45,all_space_time,8.635261123731537,17.871139740415458,0.7726600304446217
