tau,dr,dc,h_lat,h_lon,n_pairs,empirical,truth,fitted_432,zero,half_speed,double_speed,reversed,rotated_45,rotated_90,asymmetry_empirical,asymmetry_truth,asymmetry_fitted_432,asymmetry_zero,asymmetry_half_speed,asymmetry_double_speed,asymmetry_reversed,asymmetry_rotated_45,asymmetry_rotated_90
1,-2,6,-0.08800000000000008,0.37799999999992906,343971,9.830803248185179,9.847294378068547,9.747514819543277,8.595400521004642,9.327695137468442,10.459421640285841,6.401916866889175,9.849285907537615,9.37881225898309,3.4203337605607453,3.4453775111793723,3.4187912643006992,0.0,1.723790150701971,4.83636098969348,-3.4453775111793723,1.778902156698729,0.20333345023801108
1,-1,-6,-0.04400000000000004,-0.37799999999992906,346921,7.3550862714205625,7.296101191397208,7.235034016147976,8.467345553702387,7.78136395866939,7.796439842244371,9.644765550980162,9.047843739678136,9.66973082659798,-2.3762837369696186,-2.348664359582955,-2.3182445187657876,0.0,-1.336284364102207,-2.5342079051346955,2.348664359582955,-0.2914187894470519,1.2405804121759854
1,-1,-5,-0.04400000000000004,-0.3149999999999409,349289,6.905080719707988,6.868468372747752,6.825502809046004,7.93824317185042,7.207431889238927,7.898686890837185,9.342107185556989,8.807191067268985,9.448454145120698,-2.53866394646444,-2.473638812809237,-2.4382328067977337,0.0,-1.4957441717372673,-2.283194734329525,2.473638812809237,-0.2106979511043523,1.4207077152914085
1,-1,-4,-0.04400000000000004,-0.2519999999999527,351592,6.60171755023921,6.574202555727846,6.55095193708542,7.328548496175806,6.624242129336048,8.10169155892298,8.97625865594376,8.589654085722906,9.211788195307273,-2.462629204063111,-2.4020561002159138,-2.3618260980028403,0.0,-1.583075834238139,-1.900017391901475,2.4020561002159138,-0.06553086461886615,1.5754789370515718
1,-1,-3,-0.04400000000000004,-0.18899999999996453,353979,6.5153198189142865,6.494723563623608,6.488138151919405,6.656247593536418,6.1189493005076265,8.371227350366972,8.537324330215991,8.419070947187354,8.969887734881755,-2.1048915172815077,-2.0426007665923835,-2.0024223968278045,0.0,-1.5038788253393118,-1.4132202631052788,2.0426007665923835,0.15902383121429509,1.6664049613843845
1,-1,-2,-0.04400000000000004,-0.12599999999997635,356398,6.662426062209882,6.6561028855984565,6.657580077204852,5.979508858269568,5.8248630795930865,8.672040931385018,8.016972632407306,8.318891533083214,8.738545670088733,-1.4296794660484125,-1.3608697468088495,-1.331066422693354,0.0,-1.1272268715583724,-0.8519801440283103,1.3608697468088495,0.46567261018457806,1.648336466558101
1,-1,-1,-0.04400000000000004,-0.06299999999998818,358713,7.010432599757198,7.007310623417387,7.006550582796569,5.4302504019711675,5.854889614906694,8.976153092384692,7.4125943600787405,8.305074794878259,8.538963612546992,-0.4747231019892144,-0.4052837366613531,-0.39741496857930425,0.0,-0.3675494135790309,-0.23831557041728324,0.4052837366613531,0.8326405600243909,1.491490121647991
1,-1,0,-0.04400000000000004,0.0,360917,7.461725340711829,7.460764567943546,7.450035996474281,5.208883637948732,6.196073519037586,9.265075976477984,6.736743232488183,8.37995750585227,8.395073669721395,0.6630536827322695,0.7240213354553626,0.7022729631698779,0.0,0.6772904961141641,0.41406346106689895,-0.7240213354553626,1.2064505503252612,1.2082919565742678
1,-1,1,-0.04400000000000004,0.06299999999998818,358724,7.95487757058677,7.940885377536716,7.916058406281448,5.4302504019711675,6.723614558654549,9.528523550743062,6.03749420103199,8.53127262943196,8.327848512812253,1.8615430831054374,1.9033911765047264,1.8512685860581648,0.0,1.6963819173390329,1.0963795032982109,-1.9033911765047264,1.5127234770767561,0.8555921092870715
1,-1,2,-0.04400000000000004,0.12599999999997635,356336,8.416450971923787,8.400614643652432,8.360229004365143,5.979508858269568,7.309971484049678,9.76208575878526,5.433789836254794,8.737065098379444,8.348262474409385,2.924859761982461,2.9668248073976375,2.8935226748747622,0.0,2.327854845932732,1.7985846120280202,-2.9668248073976375,1.6895421431058457,0.5044580559215985
1,-1,3,-0.04400000000000004,0.18899999999996453,354025,8.824865479056065,8.816720579956087,8.76087088979615,6.656247593536418,7.877002126959045,9.965095963770837,5.129684302524586,8.972970470401279,8.452900270185259,3.6405440897433508,3.687036277431501,3.612777751828494,0.0,2.46630159191513,2.5005304148672653,-3.687036277431501,1.7204595346562765,0.2074110935573774
