branch,rectangle_index,rectangle_id,standardized_minimum_norm_coefficient,raw_rectangle_coefficient,filter_reconstruction_relative_error
negative,29,s000_002_t00_02,0.000635282364839,0.00012789535711,2.83340466183e-15
negative,30,s000_002_t00_03,-0.00105442514075,-0.000195312843428,2.83340466183e-15
negative,31,s000_002_t00_04,0.00072024527963,0.000128334315111,2.83340466183e-15
negative,32,s000_002_t00_05,-0.000839976933805,-0.000146813171209,2.83340466183e-15
negative,33,s000_002_t00_06,0.000279973442529,4.8455303652e-05,2.83340466183e-15
negative,34,s000_002_t00_07,-0.000284161129561,-4.8929987769e-05,2.83340466183e-15
negative,35,s000_002_t01_02,0.00159744836257,0.000397265039908,2.83340466183e-15
negative,36,s000_002_t01_03,-0.000488106212222,-9.82657819185e-05,2.83340466183e-15
negative,37,s000_002_t01_04,0.00135407039629,0.000250816609999,2.83340466183e-15
negative,38,s000_002_t01_05,-0.000274024869584,-4.88261359791e-05,2.83340466183e-15
negative,39,s000_002_t01_06,0.000853921208167,0.000149250384729,2.83340466183e-15
negative,40,s000_002_t01_07,0.000279973442529,4.8455303652e-05,2.83340466183e-15
negative,41,s000_002_t02_03,-0.00220039638529,-0.000547210525421,2.83340466183e-15
negative,42,s000_002_t02_04,0.000178495782336,3.59348584001e-05,2.83340466183e-15
negative,43,s000_002_t02_05,-0.00147470677251,-0.000273162277558,2.83340466183e-15
negative,44,s000_002_t02_06,-0.000274024869584,-4.88261359791e-05,2.83340466183e-15
negative,45,s000_002_t02_07,-0.000839976933805,-0.000146813171209,2.83340466183e-15
negative,46,s000_002_t03_04,0.00242088872144,0.00060204415809,2.83340466183e-15
negative,47,s000_002_t03_05,0.000178495782336,3.59348584001e-05,2.83340466183e-15
negative,48,s000_002_t03_06,0.00135407039629,0.000250816609999,2.83340466183e-15
negative,49,s000_002_t03_07,0.00072024527963,0.000128334315111,2.83340466183e-15
negative,50,s000_002_t04_05,-0.00220039638529,-0.000547210525421,2.83340466183e-15
negative,51,s000_002_t04_06,-0.000488106212222,-9.82657819185e-05,2.83340466183e-15
negative,52,s000_002_t04_07,-0.00105442514075,-0.000195312843428,2.83340466183e-15
negative,53,s000_002_t05_06,0.00159744836257,0.000397265039908,2.83340466183e-15
negative,54,s000_002_t05_07,0.000635282364839,0.00012789535711,2.83340466183e-15
negative,55,s000_002_t06_07,-0.000812696527506,-0.000202107264308,2.83340466183e-15
negative,56,s000_003_t00_01,-0.00138701472494,-0.000338260123322,2.83340466183e-15
negative,57,s000_003_t00_02,0.00108073593998,0.000213365297267,2.83340466183e-15
negative,58,s000_003_t00_03,-0.00179873380462,-0.000326736880818,2.83340466183e-15
negative,59,s000_003_t00_04,0.00122546002241,0.000214130108129,2.83340466183e-15
negative,60,s000_003_t00_05,-0.00143345460147,-0.00024569584616,2.83340466183e-15
negative,61,s000_003_t00_06,0.000474944061525,8.06089298627e-05,2.83340466183e-15
negative,62,s000_003_t00_07,-0.00048783973682,-8.2376592071e-05,2.83340466183e-15
negative,63,s000_003_t01_02,0.00272202661739,0.000663837984362,2.83340466183e-15
negative,64,s000_003_t01_03,-0.00083213483701,-0.000164284993491,2.83340466183e-15
negative,65,s000_003_t01_04,0.00230704892693,0.000419071442557,2.83340466183e-15
negative,66,s000_003_t01_05,-0.000467551951989,-8.16974427597e-05,2.83340466183e-15
negative,67,s000_003_t01_06,0.00145446202283,0.000249296543498,2.83340466183e-15
negative,68,s000_003_t01_07,0.000474944061525,8.06089298627e-05,2.83340466183e-15
negative,69,s000_003_t02_03,-0.00374994644723,-0.000914523346352,2.83340466183e-15
negative,70,s000_003_t02_04,0.000303865409971,5.99909109423e-05,2.83340466183e-15
negative,71,s000_003_t02_05,-0.00251351927891,-0.000456576424457,2.83340466183e-15
negative,72,s000_003_t02_06,-0.000467551951989,-8.16974427597e-05,2.83340466183e-15
negative,73,s000_003_t02_07,-0.00143345460147,-0.00024569584616,2.83340466183e-15
negative,74,s000_003_t03_04,0.00412530542346,0.00100606453284,2.83340466183e-15
negative,75,s000_003_t03_05,0.000303865409971,5.99909109423e-05,2.83340466183e-15
negative,76,s000_003_t03_06,0.00230704892693,0.000419071442557,2.83340466183e-15
negative,77,s000_003_t03_07,0.00122546002241,0.000214130108129,2.83340466183e-15
negative,78,s000_003_t04_05,-0.00374994644723,-0.000914523346352,2.83340466183e-15
negative,79,s000_003_t04_06,-0.00083213483701,-0.000164284993491,2.83340466183e-15
negative,80,s000_003_t04_07,-0.00179873380462,-0.000326736880818,2.83340466183e-15
negative,81,s000_003_t05_06,0.00272202661739,0.000663837984362,2.83340466183e-15
negative,82,s000_003_t05_07,0.00108073593998,0.000213365297267,2.83340466183e-15
negative,83,s000_003_t06_07,-0.00138701472494,-0.000338260123322,2.83340466183e-15
negative,84,s000_004_t00_01,-0.00158725814095,-0.000385469696516,2.83340466183e-15
negative,85,s000_004_t00_02,0.00124075478499,0.000243928810044,2.83340466183e-15
negative,86,s000_004_t00_03,-0.00205937251112,-0.00037251101655,2.83340466183e-15
negative,87,s000_004_t00_04,0.00140669382079,0.000244766014033,2.83340466183e-15
negative,88,s000_004_t00_05,-0.00164053884968,-0.000280009868736,2.83340466183e-15
negative,89,s000_004_t00_06,0.00054680943102,9.24165257135e-05,2.83340466183e-15
negative,90,s000_004_t00_07,-0.000554988302613,-9.33218684873e-05,2.83340466183e-15
negative,91,s000_004_t01_02,0.00311993817156,0.000757684959436,2.83340466183e-15
negative,92,s000_004_t01_03,-0.000953308563193,-0.000187417712378,2.83340466183e-15
negative,93,s000_004_t01_04,0.0026446024894,0.000478370744668,2.83340466183e-15
negative,94,s000_004_t01_05,-0.000535191415651,-9.31237968189e-05,2.83340466183e-15
negative,95,s000_004_t01_06,0.00166777307815,0.000284658251639,2.83340466183e-15
negative,96,s000_004_t01_07,0.00054680943102,9.24165257135e-05,2.83340466183e-15
negative,97,s000_004_t02_03,-0.00429754152678,-0.00104366894417,2.83340466183e-15
negative,98,s000_004_t02_04,0.00034861584124,6.85368683201e-05,2.83340466183e-15
negative,99,s000_004_t02_05,-0.00288021450911,-0.000520989587301,2.83340466183e-15
negative,100,s000_004_t02_06,-0.000535191415651,-9.31237968189e-05,2.83340466183e-15
negative,101,s000_004_t02_07,-0.00164053884968,-0.000280009868736,2.83340466183e-15
negative,102,s000_004_t03_04,0.00472817983234,0.00114825055738,2.83340466183e-15
negative,103,s000_004_t03_05,0.00034861584124,6.85368683201e-05,2.83340466183e-15
negative,104,s000_004_t03_06,0.0026446024894,0.000478370744668,2.83340466183e-15
negative,105,s000_004_t03_07,0.00140669382079,0.000244766014033,2.83340466183e-15
negative,106,s000_004_t04_05,-0.00429754152678,-0.00104366894417,2.83340466183e-15
negative,107,s000_004_t04_06,-0.000953308563193,-0.000187417712378,2.83340466183e-15
negative,108,s000_004_t04_07,-0.00205937251112,-0.00037251101655,2.83340466183e-15
negative,109,s000_004_t05_06,0.00311993817156,0.000757684959436,2.83340466183e-15
negative,110,s000_004_t05_07,0.00124075478499,0.000243928810044,2.83340466183e-15
negative,111,s000_004_t06_07,-0.00158725814095,-0.000385469696516,2.83340466183e-15
negative,112,s000_005_t00_01,0.000325172989582,8.93388218032e-05,2.83340466183e-15
negative,113,s000_005_t00_02,-0.000249065749474,-5.53954667281e-05,2.83340466183e-15
negative,114,s000_005_t00_03,0.000420468995963,8.6044133536e-05,2.83340466183e-15
negative,115,s000_005_t00_04,-0.00028268926131,-5.56472779204e-05,2.83340466183e-15
negative,116,s000_005_t00_05,0.00033568690435,6.48192939128e-05,2.83340466183e-15
negative,117,s000_005_t00_06,-0.000108016982021,-2.06532669512e-05,2.83340466183e-15
negative,118,s000_005_t00_07,0.000117681994679,2.23868348327e-05,2.83340466183e-15
negative,119,s000_005_t01_02,-0.000632839020889,-0.000173867739107,2.83340466183e-15
negative,120,s000_005_t01_03,0.000193752014094,4.30929715261e-05,2.83340466183e-15
negative,121,s000_005_t01_04,-0.000536075590245,-0.000109701690529,2.83340466183e-15
negative,122,s000_005_t01_05,0.000109232548159,2.15023872402e-05,2.83340466183e-15
negative,123,s000_005_t01_06,-0.000337623140713,-6.51931704992e-05,2.83340466183e-15
negative,124,s000_005_t01_07,-0.000108016982021,-2.06532669512e-05,2.83340466183e-15
negative,125,s000_005_t02_03,0.000872177080659,0.000239624062534,2.83340466183e-15
negative,126,s000_005_t02_04,-7.03342518875e-05,-1.56432537132e-05,2.83340466183e-15
negative,127,s000_005_t02_05,0.000584916832941,0.000119696487884,2.83340466183e-15
negative,128,s000_005_t02_06,0.000109232548159,2.15023872402e-05,2.83340466183e-15
negative,129,s000_005_t02_07,0.00033568690435,6.48192939129e-05,2.83340466183e-15
negative,130,s000_005_t03_04,-0.000959059601394,-0.000263494378601,2.83340466183e-15
negative,131,s000_005_t03_05,-7.03342518875e-05,-1.56432537131e-05,2.83340466183e-15
negative,132,s000_005_t03_06,-0.000536075590245,-0.000109701690529,2.83340466183e-15
negative,133,s000_005_t03_07,-0.00028268926131,-5.56472779205e-05,2.83340466183e-15
negative,134,s000_005_t04_05,0.000872177080659,0.000239624062534,2.83340466183e-15
negative,135,s000_005_t04_06,0.000193752014094,4.30929715261e-05,2.83340466183e-15
negative,136,s000_005_t04_07,0.000420468995963,8.6044133536e-05,2.83340466183e-15
negative,137,s000_005_t05_06,-0.000632839020889,-0.000173867739107,2.83340466183e-15
negative,138,s000_005_t05_07,-0.000249065749474,-5.53954667281e-05,2.83340466183e-15
negative,139,s000_005_t06_07,0.000325172989582,8.93388218032e-05,2.83340466183e-15
negative,140,s000_006_t00_01,1.0562065983e-05,2.72782861514e-06,2.83340466183e-15
negative,141,s000_006_t00_02,1.85023741737e-07,3.86838885842e-08,2.83340466183e-15
negative,142,s000_006_t00_03,1.14609986322e-05,2.20471367658e-06,2.83340466183e-15
negative,143,s000_006_t00_04,-3.58520314626e-07,-6.63423468486e-08,2.83340466183e-15
negative,144,s000_006_t00_05,1.03021507597e-05,1.86999413947e-06,2.83340466183e-15
negative,145,s000_006_t00_06,3.00979235256e-06,5.40973139038e-07,2.83340466183e-15
negative,146,s000_006_t00_07,1.03076594898e-05,1.84325400072e-06,2.83340466183e-15
negative,147,s000_006_t01_02,-1.03335097868e-05,-2.66880018896e-06,2.83340466183e-15
negative,148,s000_006_t01_03,3.90614251879e-06,8.16677798063e-07,2.83340466183e-15
negative,149,s000_006_t01_04,-8.23972882012e-06,-1.5850488604e-06,2.83340466183e-15
negative,150,s000_006_t01_05,2.93490584018e-06,5.43089284691e-07,2.83340466183e-15
negative,151,s000_006_t01_06,-4.38367875948e-06,-7.9570312848e-07,2.83340466183e-15
negative,152,s000_006_t01_07,3.00979235255e-06,5.40973139037e-07,2.83340466183e-15
negative,153,s000_006_t02_03,1.51586909649e-05,3.9149832096e-06,2.83340466183e-15
negative,154,s000_006_t02_04,-5.90102408147e-07,-1.2337581975e-07,2.83340466183e-15
negative,155,s000_006_t02_05,1.07478181326e-05,2.06752154772e-06,2.83340466183e-15
negative,156,s000_006_t02_06,2.93490584019e-06,5.43089284691e-07,2.83340466183e-15
negative,157,s000_006_t02_07,1.03021507597e-05,1.86999413947e-06,2.83340466183e-15
negative,158,s000_006_t03_04,-1.58876328863e-05,-4.10324454362e-06,2.83340466183e-15
negative,159,s000_006_t03_05,-5.90102408157e-07,-1.23375819752e-07,2.83340466183e-15
negative,160,s000_006_t03_06,-8.2397288201e-06,-1.5850488604e-06,2.83340466183e-15
negative,161,s000_006_t03_07,-3.58520314633e-07,-6.63423468499e-08,2.83340466183e-15
negative,162,s000_006_t04_05,1.51586909649e-05,3.9149832096e-06,2.83340466183e-15
negative,163,s000_006_t04_06,3.90614251877e-06,8.1667779806e-07,2.83340466183e-15
negative,164,s000_006_t04_07,1.14609986322e-05,2.20471367658e-06,2.83340466183e-15
negative,165,s000_006_t05_06,-1.03335097868e-05,-2.66880018895e-06,2.83340466183e-15
negative,166,s000_006_t05_07,1.8502374175e-07,3.8683888587e-08,2.83340466183e-15
negative,167,s000_006_t06_07,1.0562065983e-05,2.72782861515e-06,2.83340466183e-15
negative,168,s000_007_t00_01,-0.000806533316781,-0.000199053462519,2.83340466183e-15
negative,169,s000_007_t00_02,0.000630464602132,0.000125962882943,2.83340466183e-15
negative,170,s000_007_t00_03,-0.00104642874345,-0.000192361704032,2.83340466183e-15
negative,171,s000_007_t00_04,0.000714783187428,0.000126395208373,2.83340466183e-15
negative,172,s000_007_t00_05,-0.000833606837873,-0.000144594852505,2.83340466183e-15
negative,173,s000_007_t00_06,0.000277850220373,4.77231533686e-05,2.83340466183e-15
negative,174,s000_007_t00_07,-0.000282006149305,-4.8190665079e-05,2.83340466183e-15
negative,175,s000_007_t01_02,0.00158533386414,0.000391262441788,2.83340466183e-15
negative,176,s000_007_t01_03,-0.000484404582741,-9.67810049076e-05,2.83340466183e-15
negative,177,s000_007_t01_04,0.00134380159258,0.000247026819405,2.83340466183e-15
negative,178,s000_007_t01_05,-0.0002719467593,-4.80883824809e-05,2.83340466183e-15
negative,179,s000_007_t01_06,0.000847445363716,0.000146995240208,2.83340466183e-15
negative,180,s000_007_t01_07,0.000277850220373,4.77231533686e-05,2.83340466183e-15
negative,181,s000_007_t02_03,-0.00218370933663,-0.000538942279937,2.83340466183e-15
negative,182,s000_007_t02_04,0.000177142131779,3.53918896225e-05,2.83340466183e-15
negative,183,s000_007_t02_05,-0.00146352310404,-0.000269034848235,2.83340466183e-15
negative,184,s000_007_t02_06,-0.0002719467593,-4.80883824809e-05,2.83340466183e-15
negative,185,s000_007_t02_07,-0.000833606837873,-0.000144594852505,2.83340466183e-15
negative,186,s000_007_t03_04,0.00240252953482,0.000592947386995,2.83340466183e-15
negative,187,s000_007_t03_05,0.000177142131779,3.53918896225e-05,2.83340466183e-15
negative,188,s000_007_t03_06,0.00134380159258,0.000247026819405,2.83340466183e-15
negative,189,s000_007_t03_07,0.000714783187428,0.000126395208373,2.83340466183e-15
negative,190,s000_007_t04_05,-0.00218370933663,-0.000538942279937,2.83340466183e-15
negative,191,s000_007_t04_06,-0.000484404582741,-9.67810049076e-05,2.83340466183e-15
negative,192,s000_007_t04_07,-0.00104642874345,-0.000192361704032,2.83340466183e-15
negative,193,s000_007_t05_06,0.00158533386414,0.000391262441788,2.83340466183e-15
negative,194,s000_007_t05_07,0.000630464602132,0.000125962882943,2.83340466183e-15
negative,195,s000_007_t06_07,-0.000806533316781,-0.000199053462519,2.83340466183e-15
negative,196,s000_008_t00_01,-0.00160203542718,-0.000390238732784,2.83340466183e-15
negative,197,s000_008_t00_02,0.00124434450723,0.000245376717107,2.83340466183e-15
negative,198,s000_008_t00_03,-0.00207642995547,-0.000376735957536,2.83340466183e-15
negative,199,s000_008_t00_04,0.0014112996273,0.00024631243684,2.83340466183e-15
negative,200,s000_008_t00_05,-0.0016552326359,-0.000283374937579,2.83340466183e-15
negative,201,s000_008_t00_06,0.000545629608134,9.24968937601e-05,2.83340466183e-15
negative,202,s000_008_t00_07,-0.000566393915678,-9.55286749054e-05,2.83340466183e-15
negative,203,s000_008_t01_02,0.00313914977121,0.000764663382566,2.83340466183e-15
negative,204,s000_008_t01_03,-0.000959884890099,-0.000189283113932,2.83340466183e-15
negative,205,s000_008_t01_04,0.0026603972128,0.000482687744293,2.83340466183e-15
negative,206,s000_008_t01_05,-0.000539583207484,-9.41728121668e-05,2.83340466183e-15
negative,207,s000_008_t01_06,0.00167696736226,0.000287095911048,2.83340466183e-15
negative,208,s000_008_t01_07,0.000545629608134,9.24968937601e-05,2.83340466183e-15
negative,209,s000_008_t02_03,-0.00432487673397,-0.00105349381635,2.83340466183e-15
negative,210,s000_008_t02_04,0.000350230047156,6.90631080895e-05,2.83340466183e-15
negative,211,s000_008_t02_05,-0.00289908959272,-0.000525994768481,2.83340466183e-15
negative,212,s000_008_t02_06,-0.000539583207484,-9.41728121668e-05,2.83340466183e-15
negative,213,s000_008_t02_07,-0.0016552326359,-0.000283374937579,2.83340466183e-15
negative,214,s000_008_t03_04,0.00475750903641,0.00115887842808,2.83340466183e-15
negative,215,s000_008_t03_05,0.000350230047156,6.90631080895e-05,2.83340466183e-15
negative,216,s000_008_t03_06,0.0026603972128,0.000482687744293,2.83340466183e-15
negative,217,s000_008_t03_07,0.0014112996273,0.00024631243684,2.83340466183e-15
negative,218,s000_008_t04_05,-0.00432487673397,-0.00105349381635,2.83340466183e-15
negative,219,s000_008_t04_06,-0.000959884890099,-0.000189283113932,2.83340466183e-15
negative,220,s000_008_t04_07,-0.00207642995547,-0.000376735957536,2.83340466183e-15
negative,221,s000_008_t05_06,0.00313914977121,0.000764663382566,2.83340466183e-15
negative,222,s000_008_t05_07,0.00124434450723,0.000245376717107,2.83340466183e-15
negative,223,s000_008_t06_07,-0.00160203542718,-0.000390238732784,2.83340466183e-15
negative,224,s000_009_t00_01,-0.00187431049244,-0.000455089511323,2.83340466183e-15
negative,225,s000_009_t00_02,0.00146061706145,0.000287095323885,2.83340466183e-15
negative,226,s000_009_t00_03,-0.00243054774185,-0.000439562846218,2.83340466183e-15
negative,227,s000_009_t00_04,0.00165623749702,0.000288128859198,2.83340466183e-15
negative,228,s000_009_t00_05,-0.00193687215581,-0.000330522010327,2.83340466183e-15
negative,229,s000_009_t00_06,0.00064215944704,0.00010850984134,2.83340466183e-15
negative,230,s000_009_t00_07,-0.000658878129885,-0.000110768761363,2.83340466183e-15
negative,231,s000_009_t01_02,0.0036785820774,0.000893173317184,2.83340466183e-15
negative,232,s000_009_t01_03,-0.00112434514669,-0.000220998537239,2.83340466183e-15
negative,233,s000_009_t01_04,0.00311782732761,0.000563856874951,2.83340466183e-15
negative,234,s000_009_t01_05,-0.000631618025887,-0.000109880003064,2.83340466183e-15
negative,235,s000_009_t01_06,0.00196581205431,0.000335460525965,2.83340466183e-15
negative,236,s000_009_t01_07,0.00064215944704,0.00010850984134,2.83340466183e-15
negative,237,s000_009_t02_03,-0.00506746356686,-0.0012303988734,2.83340466183e-15
negative,238,s000_009_t02_04,0.000410703611829,8.07268993159e-05,2.83340466183e-15
negative,239,s000_009_t02_05,-0.00339655540214,-0.0006142646508,2.83340466183e-15
negative,240,s000_009_t02_06,-0.000631618025887,-0.000109880003064,2.83340466183e-15
negative,241,s000_009_t02_07,-0.00193687215581,-0.000330522010327,2.83340466183e-15
negative,242,s000_009_t03_04,0.00557479767669,0.00135358146937,2.83340466183e-15
negative,243,s000_009_t03_05,0.000410703611829,8.07268993159e-05,2.83340466183e-15
negative,244,s000_009_t03_06,0.00311782732761,0.000563856874951,2.83340466183e-15
negative,245,s000_009_t03_07,0.00165623749702,0.000288128859198,2.83340466183e-15
negative,246,s000_009_t04_05,-0.00506746356686,-0.0012303988734,2.83340466183e-15
negative,247,s000_009_t04_06,-0.00112434514669,-0.000220998537239,2.83340466183e-15
negative,248,s000_009_t04_07,-0.00243054774185,-0.000439562846218,2.83340466183e-15
negative,249,s000_009_t05_06,0.0036785820774,0.000893173317184,2.83340466183e-15
negative,250,s000_009_t05_07,0.00146061706145,0.000287095323885,2.83340466183e-15
negative,251,s000_009_t06_07,-0.00187431049244,-0.000455089511323,2.83340466183e-15
negative,252,s000_010_t00_01,0.000403656864115,0.000100384314824,2.83340466183e-15
negative,253,s000_010_t00_02,-0.000311014680811,-6.26136276564e-05,2.83340466183e-15
negative,254,s000_010_t00_03,0.00052233503032,9.67529466875e-05,2.83340466183e-15
negative,255,s000_010_t00_04,-0.000352950674743,-6.2889246402e-05,2.83340466183e-15
negative,256,s000_010_t00_05,0.000416668233042,7.28262668112e-05,2.83340466183e-15
negative,257,s000_010_t00_06,-0.000135704730604,-2.34865629847e-05,2.83340466183e-15
negative,258,s000_010_t00_07,0.000144477256784,2.48776825286e-05,2.83340466183e-15
negative,259,s000_010_t01_02,-0.000787847194284,-0.000195927550887,2.83340466183e-15
negative,260,s000_010_t01_03,0.000240930687521,4.85042838497e-05,2.83340466183e-15
negative,261,s000_010_t01_04,-0.000667574801322,-0.000123655939987,2.83340466183e-15
negative,262,s000_010_t01_05,0.000135555987097,2.41535559608e-05,2.83340466183e-15
negative,263,s000_010_t01_06,-0.000420744703825,-7.353876209e-05,2.83340466183e-15
negative,264,s000_010_t01_07,-0.000135704730604,-2.34865629847e-05,2.83340466183e-15
negative,265,s000_010_t02_03,0.00108546414325,0.000269941090995,2.83340466183e-15
negative,266,s000_010_t02_04,-8.77710582418e-05,-1.76701123736e-05,2.83340466183e-15
negative,267,s000_010_t02_05,0.000727737722885,0.000134800013435,2.83340466183e-15
negative,268,s000_010_t02_06,0.000135555987097,2.41535559608e-05,2.83340466183e-15
negative,269,s000_010_t02_07,0.000416668233042,7.28262668112e-05,2.83340466183e-15
negative,270,s000_010_t03_04,-0.0011938860086,-0.000296904226353,2.83340466183e-15
negative,271,s000_010_t03_05,-8.77710582418e-05,-1.76701123736e-05,2.83340466183e-15
negative,272,s000_010_t03_06,-0.000667574801321,-0.000123655939987,2.83340466183e-15
negative,273,s000_010_t03_07,-0.000352950674743,-6.2889246402e-05,2.83340466183e-15
negative,274,s000_010_t04_05,0.00108546414325,0.000269941090995,2.83340466183e-15
negative,275,s000_010_t04_06,0.000240930687521,4.85042838497e-05,2.83340466183e-15
negative,276,s000_010_t04_07,0.00052233503032,9.67529466875e-05,2.83340466183e-15
negative,277,s000_010_t05_06,-0.000787847194284,-0.000195927550887,2.83340466183e-15
negative,278,s000_010_t05_07,-0.000311014680811,-6.26136276564e-05,2.83340466183e-15
negative,279,s000_010_t06_07,0.000403656864115,0.000100384314824,2.83340466183e-15
negative,280,s000_011_t00_01,9.13456979425e-05,2.2544235975e-05,2.83340466183e-15
negative,281,s000_011_t00_02,-6.29959400634e-05,-1.25861946523e-05,2.83340466183e-15
negative,282,s000_011_t00_03,0.000116186417685,2.13581836068e-05,2.83340466183e-15
negative,283,s000_011_t00_04,-7.20369847629e-05,-1.27383097931e-05,2.83340466183e-15
negative,284,s000_011_t00_05,9.36611683902e-05,1.62461752697e-05,2.83340466183e-15
negative,285,s000_011_t00_06,-2.49831904938e-05,-4.29107677843e-06,2.83340466183e-15
negative,286,s000_011_t00_07,3.83915909886e-05,6.56055303408e-06,2.83340466183e-15
negative,287,s000_011_t01_02,-0.00016916334613,-4.17497318358e-05,2.83340466183e-15
negative,288,s000_011_t01_03,5.23308328404e-05,1.04553729618e-05,2.83340466183e-15
negative,289,s000_011_t01_04,-0.000142925005574,-2.62734540911e-05,2.83340466183e-15
negative,290,s000_011_t01_05,3.00345246372e-05,5.31100906813e-06,2.83340466183e-15
negative,291,s000_011_t01_06,-8.94298098897e-05,-1.55122169708e-05,2.83340466183e-15
negative,292,s000_011_t01_07,-2.49831904938e-05,-4.29107677843e-06,2.83340466183e-15
negative,293,s000_011_t02_03,0.000233806596714,5.77037693897e-05,2.83340466183e-15
negative,294,s000_011_t02_04,-1.83959491254e-05,-3.67539552982e-06,2.83340466183e-15
negative,295,s000_011_t02_05,0.000157222117257,2.89016471488e-05,2.83340466183e-15
negative,296,s000_011_t02_06,3.00345246372e-05,5.31100906813e-06,2.83340466183e-15
negative,297,s000_011_t02_07,9.36611683902e-05,1.62461752697e-05,2.83340466183e-15
negative,298,s000_011_t03_04,-0.000256530751567,-6.33121200934e-05,2.83340466183e-15
negative,299,s000_011_t03_05,-1.83959491254e-05,-3.67539552982e-06,2.83340466183e-15
negative,300,s000_011_t03_06,-0.000142925005574,-2.62734540911e-05,2.83340466183e-15
negative,301,s000_011_t03_07,-7.20369847629e-05,-1.27383097931e-05,2.83340466183e-15
negative,302,s000_011_t04_05,0.000233806596714,5.77037693897e-05,2.83340466183e-15
negative,303,s000_011_t04_06,5.23308328404e-05,1.04553729618e-05,2.83340466183e-15
negative,304,s000_011_t04_07,0.000116186417685,2.13581836068e-05,2.83340466183e-15
negative,305,s000_011_t05_06,-0.00016916334613,-4.17497318358e-05,2.83340466183e-15
negative,306,s000_011_t05_07,-6.29959400634e-05,-1.25861946523e-05,2.83340466183e-15
negative,307,s000_011_t06_07,9.13456979425e-05,2.2544235975e-05,2.83340466183e-15
negative,308,s000_012_t00_01,-0.00079825707256,-0.000194989242788,2.83340466183e-15
negative,309,s000_012_t00_02,0.000623995087428,0.000123391006854,2.83340466183e-15
negative,310,s000_012_t00_03,-0.00103569081149,-0.000188434114805,2.83340466183e-15
negative,311,s000_012_t00_04,0.00070744843728,0.000123814505181,2.83340466183e-15
negative,312,s000_012_t00_05,-0.000825052778613,-0.000141642553932,2.83340466183e-15
negative,313,s000_012_t00_06,0.000274999059318,4.6748754916e-05,2.83340466183e-15
negative,314,s000_012_t00_07,-0.000279112342423,-4.72067211415e-05,2.83340466183e-15
negative,315,s000_012_t01_02,0.0015690659554,0.000383273751082,2.83340466183e-15
negative,316,s000_012_t01_03,-0.000479433863509,-9.48049565295e-05,2.83340466183e-15
negative,317,s000_012_t01_04,0.00133001216804,0.000241983092622,2.83340466183e-15
negative,318,s000_012_t01_05,-0.00026915617674,-4.7106526898e-05,2.83340466183e-15
negative,319,s000_012_t01_06,0.000838749300266,0.00014399393115,2.83340466183e-15
