basis,mode,time_index,leading_temporal_factor,time_energy_fraction
fitted_null,22,3,-0.179199115738,0.0372227777138
fitted_null,22,4,0.128981556863,0.0181460981678
fitted_null,22,5,-0.0814419574891,0.00981475360834
fitted_null,22,6,0.0804231830522,0.00885019369127
fitted_null,22,7,-0.0287648388067,0.00205263471865
fitted_null,23,0,-0.543097359158,0.154042378976
fitted_null,23,1,-0.272861616811,0.0719683414011
fitted_null,23,2,-0.261193775809,0.0952435834072
fitted_null,23,3,-0.0385805659899,0.113434127732
fitted_null,23,4,0.181093979209,0.101293096257
fitted_null,23,5,0.220046173832,0.113663842667
fitted_null,23,6,0.219580262887,0.121601994225
fitted_null,23,7,0.656848771164,0.228752635334
fitted_null,24,0,-0.212630891363,0.091532312935
fitted_null,24,1,-0.318973468571,0.0632166990405
fitted_null,24,2,0.111247963434,0.0825619434501
fitted_null,24,3,0.0731799267552,0.0809024154168
fitted_null,24,4,0.435420105543,0.153343718414
fitted_null,24,5,-0.448959818585,0.174364750634
fitted_null,24,6,-0.291200899859,0.140486085729
fitted_null,24,7,0.599465652264,0.21359207438
fitted_null,25,0,-0.523007132756,0.161525667795
fitted_null,25,1,-0.209936079457,0.0948049007738
fitted_null,25,2,-0.173119206123,0.132732281573
fitted_null,25,3,0.140647056182,0.127499966543
fitted_null,25,4,0.256871185344,0.121756169804
fitted_null,25,5,0.294234165821,0.102683007049
fitted_null,25,6,0.32068408219,0.080641680548
fitted_null,25,7,0.614201674469,0.178356325914
fitted_null,26,0,0.0731854336454,0.0104197994302
fitted_null,26,1,0.0552383154694,0.0264132707286
fitted_null,26,2,-0.292375676857,0.127545386145
fitted_null,26,3,-0.0836317356746,0.0929901049871
fitted_null,26,4,0.737548719763,0.413351658906
fitted_null,26,5,-0.413142795899,0.164200671591
fitted_null,26,6,-0.324923782339,0.0968252463447
fitted_null,26,7,0.280845632012,0.0682538618669
fitted_null,27,0,-0.536342057896,0.148271985533
fitted_null,27,1,-0.149958341415,0.0648909060656
fitted_null,27,2,-0.119797254056,0.106812773888
fitted_null,27,3,0.0710247488144,0.113161953719
fitted_null,27,4,0.348159720306,0.136885963833
fitted_null,27,5,0.14573937016,0.148613833779
fitted_null,27,6,0.290309030007,0.0967086705484
fitted_null,27,7,0.66612259231,0.184653912633
fitted_null,28,0,0.00934189375616,0.00838701466098
fitted_null,28,1,-0.287665404125,0.0621753694297
fitted_null,28,2,0.697821103329,0.300482647688
