basis,mode,candidate_roles,component,time_lag_hours,spatial_bin_index,spatial_norm_lower,spatial_norm_upper,signed_quadratic_contribution,absolute_pair_contribution,mean_ordered_pair_count,fraction_of_component_absolute_pair_contribution
fitted_null,1,top_total_gt,fitted_null_compensation,5,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,fitted_null_compensation,5,2,1,2,0.00294204767006,0.00302560489003,87.3333333333,0.00953095881931
fitted_null,1,top_total_gt,fitted_null_compensation,5,3,2,3,0.0221565742544,0.0243341042538,1672,0.0766548686882
fitted_null,1,top_total_gt,fitted_null_compensation,5,4,3,4,0.00337395443748,0.00397545844046,1610.66666667,0.012523092757
fitted_null,1,top_total_gt,fitted_null_compensation,5,5,4,6,0.00225949494421,0.0030467506497,4106,0.00959757008281
fitted_null,1,top_total_gt,fitted_null_compensation,5,6,6,inf,5.47512173938e-05,0.000375977008383,51924,0.00118436528038
fitted_null,1,top_total_gt,fitted_null_compensation,6,0,0,0.5,0.00029214535194,0.000617075929454,400,0.00194385105979
fitted_null,1,top_total_gt,fitted_null_compensation,6,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,fitted_null_compensation,6,2,1,2,0.00229016749876,0.00233022768281,70,0.00734045088229
fitted_null,1,top_total_gt,fitted_null_compensation,6,3,2,3,0.0149896795334,0.0155841330591,1098,0.0490915819545
fitted_null,1,top_total_gt,fitted_null_compensation,6,4,3,4,0.00222031539526,0.00259522937643,1077.33333333,0.00817523279225
fitted_null,1,top_total_gt,fitted_null_compensation,6,5,4,6,0.00117635131245,0.00186496429259,2734.66666667,0.00587482454524
fitted_null,1,top_total_gt,fitted_null_compensation,6,6,6,inf,-2.85702216328e-05,0.000256760235426,34620,0.000808820490191
fitted_null,1,top_total_gt,fitted_null_compensation,7,0,0,0.5,0.000241936235255,0.000292011734715,200,0.000919866248064
fitted_null,1,top_total_gt,fitted_null_compensation,7,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,fitted_null_compensation,7,2,1,2,0.00217346650739,0.00219781424092,40.6666666667,0.00692333526155
fitted_null,1,top_total_gt,fitted_null_compensation,7,3,2,3,0.00904320949459,0.00976998398242,548,0.0307764293046
fitted_null,1,top_total_gt,fitted_null_compensation,7,4,3,4,0.000947826240408,0.00141991923371,528.666666667,0.00447288797945
fitted_null,1,top_total_gt,fitted_null_compensation,7,5,4,6,0.000266380829637,0.00133869159041,1377.33333333,0.00421701275733
fitted_null,1,top_total_gt,fitted_null_compensation,7,6,6,inf,-9.89505988137e-05,0.000219127322397,17305.3333333,0.000690273040221
fitted_null,1,top_total_gt,total,0,0,0,0.5,0.00464006996595,0.00464006996595,800,0.0103387220384
fitted_null,1,top_total_gt,total,0,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,0,2,1,2,0.00216288611709,0.00241191272449,150.666666667,0.00537407742175
fitted_null,1,top_total_gt,total,0,3,2,3,0.0164547472561,0.0209949090714,2187.33333333,0.0467795810631
fitted_null,1,top_total_gt,total,0,4,3,4,0.00392851910717,0.00626577953641,2146.66666667,0.01396102935
fitted_null,1,top_total_gt,total,0,5,4,6,0.00153194639652,0.0059038875039,5468,0.0131546835062
fitted_null,1,top_total_gt,total,0,6,6,inf,-0.000171130602123,0.00141889607239,69247.3333333,0.00316149803805
fitted_null,1,top_total_gt,total,1,0,0,0.5,0.0112203176058,0.0148355880363,1400,0.0330557560788
fitted_null,1,top_total_gt,total,1,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,1,2,1,2,0.0055670696136,0.00717961879584,265.333333333,0.015997190477
fitted_null,1,top_total_gt,total,1,3,2,3,0.0457416701224,0.0563419309509,3840,0.12553766807
fitted_null,1,top_total_gt,total,1,4,3,4,0.00995475171623,0.0153281243122,3720,0.0341531954898
fitted_null,1,top_total_gt,total,1,5,4,6,0.00289722461439,0.0127949369655,9580.66666667,0.0285089013217
fitted_null,1,top_total_gt,total,1,6,6,inf,-0.000380121430263,0.00265048871328,121194,0.00590565794774
fitted_null,1,top_total_gt,total,2,0,0,0.5,0.00709838112174,0.00954548102741,1200,0.0212686609877
fitted_null,1,top_total_gt,total,2,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,2,2,1,2,0.00624968586477,0.00759408908888,286,0.016920688007
fitted_null,1,top_total_gt,total,2,3,2,3,0.042210872498,0.0521127984176,3264,0.116114571857
fitted_null,1,top_total_gt,total,2,4,3,4,0.00932384210573,0.0149131229228,3124,0.033228514603
fitted_null,1,top_total_gt,total,2,5,4,6,0.00391350322015,0.0125880991294,8262.66666667,0.0280480378196
fitted_null,1,top_total_gt,total,2,6,6,inf,-0.000226059926265,0.00251773557307,103863.333333,0.00560986546476
fitted_null,1,top_total_gt,total,3,0,0,0.5,0.00241167189239,0.00421595296059,1000,0.00939373028991
fitted_null,1,top_total_gt,total,3,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,3,2,1,2,0.00497558080459,0.00675664530713,263.333333333,0.0150547466428
fitted_null,1,top_total_gt,total,3,3,2,3,0.02724671835,0.0356203582741,2689.33333333,0.0793671185577
fitted_null,1,top_total_gt,total,3,4,3,4,0.00731195805942,0.0115686542526,2601.33333333,0.0257765726709
fitted_null,1,top_total_gt,total,3,5,4,6,0.00403540186744,0.0100040616635,6908.66666667,0.0222904425046
fitted_null,1,top_total_gt,total,3,6,6,inf,2.89420518454e-05,0.00204380989279,86537.3333333,0.00455389305246
fitted_null,1,top_total_gt,total,4,0,0,0.5,0.000868056349633,0.00206487565131,800,0.00460083049595
fitted_null,1,top_total_gt,total,4,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,4,2,1,2,0.00288177349353,0.00469270670154,172,0.0104560040152
fitted_null,1,top_total_gt,total,4,3,2,3,0.0199978101829,0.027556538535,2185.33333333,0.0613998052496
fitted_null,1,top_total_gt,total,4,4,3,4,0.0049888019875,0.00859503398819,2104,0.0191509326296
fitted_null,1,top_total_gt,total,4,5,4,6,0.00309431961221,0.00715806405609,5488.66666667,0.0159491635152
fitted_null,1,top_total_gt,total,4,6,6,inf,0.000107278756883,0.0015251628228,69250,0.00339827515617
fitted_null,1,top_total_gt,total,5,0,0,0.5,2.15503804374e-05,0.00105039952485,600,0.00234043641504
fitted_null,1,top_total_gt,total,5,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,5,2,1,2,0.00125405283734,0.00277520551891,87.3333333333,0.00618354435816
fitted_null,1,top_total_gt,total,5,3,2,3,0.0140642572041,0.0221751264221,1672,0.0494092696719
fitted_null,1,top_total_gt,total,5,4,3,4,0.00248579423832,0.00578024903953,1610.66666667,0.0128791997903
fitted_null,1,top_total_gt,total,5,5,4,6,0.0019611397414,0.00502558102041,4106,0.0111976943522
fitted_null,1,top_total_gt,total,5,6,6,inf,0.000169222485453,0.00109587285616,51924,0.0024417573296
fitted_null,1,top_total_gt,total,6,0,0,0.5,-0.000138422787792,0.000574167373024,400,0.00127932486294
fitted_null,1,top_total_gt,total,6,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,6,2,1,2,0.000887154482591,0.00209162268291,70,0.00466042660702
fitted_null,1,top_total_gt,total,6,3,2,3,0.00803362564644,0.0139809353029,1098,0.0311514707739
fitted_null,1,top_total_gt,total,6,4,3,4,0.000942600704603,0.0032680578825,1077.33333333,0.00728168805654
fitted_null,1,top_total_gt,total,6,5,4,6,0.000859363668882,0.00287457556967,2734.66666667,0.00640495466906
fitted_null,1,top_total_gt,total,6,6,6,inf,7.51590306198e-05,0.000652730599103,34620,0.00145437467098
fitted_null,1,top_total_gt,total,7,0,0,0.5,-0.000247297594679,0.000327084375122,200,0.000728789535997
fitted_null,1,top_total_gt,total,7,1,0.5,1,0,0,0,0
fitted_null,1,top_total_gt,total,7,2,1,2,0.00122588748205,0.00190874144413,40.6666666667,0.00425294173985
fitted_null,1,top_total_gt,total,7,3,2,3,0.00400029857291,0.00928858289161,548,0.0206962561667
fitted_null,1,top_total_gt,total,7,4,3,4,-3.02859975154e-05,0.00182558206978,528.666666667,0.00406765107341
fitted_null,1,top_total_gt,total,7,5,4,6,-0.000120999209841,0.00182502954776,1377.33333333,0.00406641997741
fitted_null,1,top_total_gt,total,7,6,6,inf,1.36208217348e-05,0.000446105702418,17305.3333333,0.000993985627561
fitted_null,5,top_total_lt,intrinsic_interaction,0,0,0,0.5,0,0,800,0
fitted_null,5,top_total_lt,intrinsic_interaction,0,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,0,2,1,2,0,0,150.666666667,0
fitted_null,5,top_total_lt,intrinsic_interaction,0,3,2,3,0,0,2187.33333333,0
fitted_null,5,top_total_lt,intrinsic_interaction,0,4,3,4,0,0,2146.66666667,0
fitted_null,5,top_total_lt,intrinsic_interaction,0,5,4,6,0,0,5468,0
fitted_null,5,top_total_lt,intrinsic_interaction,0,6,6,inf,0,0,69247.3333333,0
fitted_null,5,top_total_lt,intrinsic_interaction,1,0,0,0.5,-0.257800395342,0.272630655808,1400,0.163084372122
fitted_null,5,top_total_lt,intrinsic_interaction,1,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,1,2,1,2,-0.129743986699,0.140542304914,265.333333333,0.0840707127579
fitted_null,5,top_total_lt,intrinsic_interaction,1,3,2,3,-0.277151661992,0.305668061824,3840,0.18284695018
fitted_null,5,top_total_lt,intrinsic_interaction,1,4,3,4,-0.0579910661824,0.0638997753913,3720,0.0382240754163
fitted_null,5,top_total_lt,intrinsic_interaction,1,5,4,6,-0.0349643970777,0.0385407311976,9580.66666667,0.0230546008476
fitted_null,5,top_total_lt,intrinsic_interaction,1,6,6,inf,-0.00410045712303,0.00445953277103,121194,0.00266763875017
fitted_null,5,top_total_lt,intrinsic_interaction,2,0,0,0.5,0.040632418424,0.100931632599,1200,0.0603760860303
fitted_null,5,top_total_lt,intrinsic_interaction,2,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,2,2,1,2,0.0269877122926,0.0759664617355,286,0.0454422217402
fitted_null,5,top_total_lt,intrinsic_interaction,2,3,2,3,0.0672143863556,0.224695898841,3264,0.134410378291
fitted_null,5,top_total_lt,intrinsic_interaction,2,4,3,4,0.012451716573,0.0465925153628,3124,0.0278710810821
fitted_null,5,top_total_lt,intrinsic_interaction,2,5,4,6,0.0111324073198,0.0313288479473,8262.66666667,0.0187405392164
fitted_null,5,top_total_lt,intrinsic_interaction,2,6,6,inf,0.00127418742568,0.00359269563592,103863.333333,0.00214910722446
fitted_null,5,top_total_lt,intrinsic_interaction,3,0,0,0.5,0.023270528167,0.0341362968571,1000,0.0204199213144
fitted_null,5,top_total_lt,intrinsic_interaction,3,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,3,2,1,2,0.0243048432482,0.0389541356894,263.333333333,0.0233018944315
fitted_null,5,top_total_lt,intrinsic_interaction,3,3,2,3,0.0728975062457,0.11843956437,2689.33333333,0.0708491197819
fitted_null,5,top_total_lt,intrinsic_interaction,3,4,3,4,0.0168642501296,0.0275944325482,2601.33333333,0.0165066569379
fitted_null,5,top_total_lt,intrinsic_interaction,3,5,4,6,0.0105908528311,0.0180399561474,6908.66666667,0.0107912843208
fitted_null,5,top_total_lt,intrinsic_interaction,3,6,6,inf,0.00127017921153,0.0022180006405,86537.3333333,0.00132678124824
fitted_null,5,top_total_lt,intrinsic_interaction,4,0,0,0.5,-0.00661520159962,0.00844525161654,800,0.00505184772126
fitted_null,5,top_total_lt,intrinsic_interaction,4,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,4,2,1,2,-0.0127509790823,0.0153595299663,172,0.00918788568809
fitted_null,5,top_total_lt,intrinsic_interaction,4,3,2,3,-0.043848211655,0.0495230480009,2185.33333333,0.0296240903827
fitted_null,5,top_total_lt,intrinsic_interaction,4,4,3,4,-0.0106885233639,0.0126749656062,2104,0.00758201164659
fitted_null,5,top_total_lt,intrinsic_interaction,4,5,4,6,-0.00687696870618,0.00816677028126,5488.66666667,0.00488526354321
fitted_null,5,top_total_lt,intrinsic_interaction,4,6,6,inf,-0.000902724372284,0.00111972598088,69250,0.000669806585023
fitted_null,5,top_total_lt,intrinsic_interaction,5,0,0,0.5,0.000859567748384,0.00137748368201,600,0.000823994134929
fitted_null,5,top_total_lt,intrinsic_interaction,5,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,5,2,1,2,0.00211956678388,0.0037657269844,87.3333333333,0.00225261249147
fitted_null,5,top_total_lt,intrinsic_interaction,5,3,2,3,0.00710902491718,0.0124952363387,1672,0.00747449976516
fitted_null,5,top_total_lt,intrinsic_interaction,5,4,3,4,0.001949654966,0.00396284489202,1610.66666667,0.00237052604783
fitted_null,5,top_total_lt,intrinsic_interaction,5,5,4,6,0.00122245860536,0.00236259487834,4106,0.00141327577843
fitted_null,5,top_total_lt,intrinsic_interaction,5,6,6,inf,0.000160127539701,0.000356168151114,51924,0.000213055494885
fitted_null,5,top_total_lt,intrinsic_interaction,6,0,0,0.5,-2.1630519596e-05,0.00019472776887,400,0.000116483804166
fitted_null,5,top_total_lt,intrinsic_interaction,6,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,6,2,1,2,5.09774480497e-05,0.000587461604011,70,0.000351412450488
fitted_null,5,top_total_lt,intrinsic_interaction,6,3,2,3,0.000137725085244,0.00173570763806,1098,0.00103827938755
fitted_null,5,top_total_lt,intrinsic_interaction,6,4,3,4,8.49177100223e-05,0.000651838717693,1077.33333333,0.000389922063916
fitted_null,5,top_total_lt,intrinsic_interaction,6,5,4,6,-8.20786106008e-06,0.000395997129239,2734.66666667,0.000236880709517
fitted_null,5,top_total_lt,intrinsic_interaction,6,6,6,inf,2.16415485685e-06,6.13798649391e-05,34620,3.67166953578e-05
fitted_null,5,top_total_lt,intrinsic_interaction,7,0,0,0.5,-2.23238129825e-05,2.29006236495e-05,200,1.3698877032e-05
fitted_null,5,top_total_lt,intrinsic_interaction,7,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,intrinsic_interaction,7,2,1,2,-1.38389407006e-05,2.94838120719e-05,40.6666666667,1.76368609951e-05
fitted_null,5,top_total_lt,intrinsic_interaction,7,3,2,3,1.45351494548e-05,0.000104210565252,548,6.23375040205e-05
fitted_null,5,top_total_lt,intrinsic_interaction,7,4,3,4,3.73173723531e-06,4.85816627417e-05,528.666666667,2.90609650678e-05
fitted_null,5,top_total_lt,intrinsic_interaction,7,5,4,6,-1.56759024142e-05,3.75556836104e-05,1377.33333333,2.24653572543e-05
fitted_null,5,top_total_lt,intrinsic_interaction,7,6,6,inf,8.44450530655e-08,4.70479660776e-06,17305.3333333,2.81435262099e-06
fitted_null,5,top_total_lt,fitted_null_compensation,0,0,0,0.5,0.0228721188132,0.0228721188132,800,0.0232177660499
fitted_null,5,top_total_lt,fitted_null_compensation,0,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,fitted_null_compensation,0,2,1,2,0.0372339696972,0.0372352929518,150.666666667,0.0377979988481
fitted_null,5,top_total_lt,fitted_null_compensation,0,3,2,3,0.0992088656405,0.0994101947526,2187.33333333,0.100912498033
fitted_null,5,top_total_lt,fitted_null_compensation,0,4,3,4,0.0280382620173,0.0280843745219,2146.66666667,0.0285087902276
fitted_null,5,top_total_lt,fitted_null_compensation,0,5,4,6,0.0197591738395,0.0197811245524,5468,0.0200800601733
fitted_null,5,top_total_lt,fitted_null_compensation,0,6,6,inf,0.0029331389562,0.00293819707423,69247.3333333,0.00298259959364
fitted_null,5,top_total_lt,fitted_null_compensation,1,0,0,0.5,0.152508003022,0.169688746897,1400,0.172253111263
fitted_null,5,top_total_lt,fitted_null_compensation,1,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,fitted_null_compensation,1,2,1,2,0.0221790690885,0.0274292576609,265.333333333,0.0278437731325
fitted_null,5,top_total_lt,fitted_null_compensation,1,3,2,3,0.0278888452446,0.104496542469,3840,0.106075711476
fitted_null,5,top_total_lt,fitted_null_compensation,1,4,3,4,-0.00273439288038,0.017412756028,3720,0.0176759004727
fitted_null,5,top_total_lt,fitted_null_compensation,1,5,4,6,-0.00647073923597,0.0127664005426,9580.66666667,0.0129593284958
fitted_null,5,top_total_lt,fitted_null_compensation,1,6,6,inf,-0.00151950997842,0.00195641266392,121194,0.00198597829519
fitted_null,5,top_total_lt,fitted_null_compensation,2,0,0,0.5,-0.0326673853873,0.087412769815,1200,0.0887337660281
fitted_null,5,top_total_lt,fitted_null_compensation,2,1,0.5,1,0,0,0,0
fitted_null,5,top_total_lt,fitted_null_compensation,2,2,1,2,0.00190521248703,0.0281200171973,286,0.0285449715411
fitted_null,5,top_total_lt,fitted_null_compensation,2,3,2,3,-0.0190809978001,0.0915275850914,3264,0.0929107650725
