operator,reorthogonalization,lanczos_steps,band,rank_start,rank_end,exact_mode_count,estimated_mode_count,exact_energy_per_mode,matrix_free_energy_per_mode,energy_per_mode_error
subset_vecchia_precision,full,256,20,3041,3200,160,161.1097734115856,1.1282201894557886,1.0996391037496709,-0.028581085706117726
subset_vecchia_precision,full,512,1,1,160,160,158.0553407346998,2.7226098961866256,2.7658002128849586,0.04319031669833295
subset_vecchia_precision,full,512,2,161,320,160,155.9909550241624,1.1350882511757638,1.1685773104805894,0.0334890593048256
subset_vecchia_precision,full,512,3,321,480,160,162.21527432289395,0.9738862293238988,0.9495769232435862,-0.024309306080312565
subset_vecchia_precision,full,512,4,481,640,160,161.24084361572233,0.8831366410929213,0.8792367113109743,-0.003899929781947087
subset_vecchia_precision,full,512,5,641,800,160,158.0076315178294,0.8105628619926002,0.834159427930174,0.023596565937573755
subset_vecchia_precision,full,512,6,801,960,160,154.73394835374916,0.6918873757144552,0.7150589778861752,0.023171602171719985
subset_vecchia_precision,full,512,7,961,1120,160,163.62429817919497,0.6341013920702793,0.5946798737474064,-0.039421518322872884
subset_vecchia_precision,full,512,8,1121,1280,160,161.27775673049382,0.6011981425084357,0.6334070488638501,0.0322089063554144
subset_vecchia_precision,full,512,9,1281,1440,160,161.41370364653812,0.5762474599155141,0.5378294617581203,-0.03841799815739377
subset_vecchia_precision,full,512,10,1441,1600,160,158.90060171938376,0.7698279620220803,0.7951970854441193,0.02536912342203901
subset_vecchia_precision,full,512,11,1601,1760,160,166.0489754342559,0.6694364108988026,0.6240341041238557,-0.04540230677494683
subset_vecchia_precision,full,512,12,1761,1920,160,159.6052022442675,0.8104029741884574,0.8162010196281789,0.005798045439721511
subset_vecchia_precision,full,512,13,1921,2080,160,162.3807483781584,0.9600021565611229,0.9547278597947142,-0.00527429676640867
subset_vecchia_precision,full,512,14,2081,2240,160,156.1394201745843,0.8709618134384215,0.8626566829350134,-0.008305130503408087
subset_vecchia_precision,full,512,15,2241,2400,160,156.49524850371427,0.9054938962146167,0.9376292256276165,0.03213532941299979
subset_vecchia_precision,full,512,16,2401,2560,160,166.8447469562393,1.063124239770636,1.034815641309986,-0.028308598460649925
