design,time_idx,time_key,cluster_id,cluster_size,max_abs,mean_abs,mean_signed,n_positive,n_negative,lat_min,lat_max,lon_min,lon_max,row_min,row_max,col_min,col_max
hour_lat,1,2024_07_y24m07day14_hm01:53,4,1,6.513740917923456,6.513740917923456,6.513740917923456,1,0,-2.0040000000000036,-2.0040000000000036,121.42400000000181,121.42400000000181,22,22,6,6
hour_lat,7,2024_07_y24m07day14_hm07:48,3,1,6.447646048210267,6.447646048210267,6.447646048210267,1,0,0.899999999999999,0.899999999999999,121.29800000000184,121.29800000000184,88,88,4,4
hour_lat,6,2024_07_y24m07day14_hm06:48,12,1,6.437218508888281,6.437218508888281,6.437218508888281,1,0,-0.200000000000002,-0.200000000000002,121.61300000000178,121.61300000000178,63,63,9,9
hour_lat,1,2024_07_y24m07day14_hm01:53,14,1,6.42744478062454,6.42744478062454,6.42744478062454,1,0,-0.15600000000000197,-0.15600000000000197,121.61300000000178,121.61300000000178,64,64,9,9
hour_lat,4,2024_07_y24m07day14_hm04:48,16,1,6.422723377780418,6.422723377780418,6.422723377780418,1,0,1.8239999999999998,1.8239999999999998,122.36900000000163,122.36900000000163,109,109,21,21
hour_lat,1,2024_07_y24m07day14_hm01:53,17,1,6.391019549071497,6.391019549071497,6.391019549071497,1,0,0.899999999999999,0.899999999999999,121.29800000000184,121.29800000000184,88,88,4,4
hour_lat,3,2024_07_y24m07day14_hm03:53,21,1,6.328879516390814,6.328879516390814,6.328879516390814,1,0,1.3839999999999995,1.3839999999999995,121.29800000000184,121.29800000000184,99,99,4,4
hour_lat,7,2024_07_y24m07day14_hm07:48,2,1,6.3240390826247905,6.3240390826247905,6.3240390826247905,1,0,0.6799999999999988,0.6799999999999988,121.10900000000187,121.10900000000187,83,83,1,1
hour_lat,5,2024_07_y24m07day14_hm05:48,2,1,6.314122898880656,6.314122898880656,-6.314122898880656,0,1,-1.7840000000000034,-1.7840000000000034,124.57400000000122,124.57400000000122,27,27,56,56
hour_lat,3,2024_07_y24m07day14_hm03:53,4,1,6.257727260154988,6.257727260154988,-6.257727260154988,0,1,-1.5200000000000031,-1.5200000000000031,121.61300000000178,121.61300000000178,33,33,9,9
hour_lat,3,2024_07_y24m07day14_hm03:53,10,1,6.218298403901155,6.218298403901155,6.218298403901155,1,0,-0.11200000000000192,-0.11200000000000192,124.44800000000124,124.44800000000124,65,65,54,54
hour_lat,7,2024_07_y24m07day14_hm07:48,4,1,6.218266349212041,6.218266349212041,-6.218266349212041,0,1,1.2079999999999993,1.2079999999999993,127.15700000000074,127.15700000000074,95,95,97,97
hour_lat,6,2024_07_y24m07day14_hm06:48,14,1,6.215096905768756,6.215096905768756,6.215096905768756,1,0,0.10799999999999828,0.10799999999999828,124.57400000000122,124.57400000000122,70,70,56,56
hour_lat,3,2024_07_y24m07day14_hm03:53,18,1,6.197094775001693,6.197094775001693,6.197094775001693,1,0,0.9439999999999991,0.9439999999999991,121.86500000000173,121.86500000000173,89,89,13,13
hour_lat,3,2024_07_y24m07day14_hm03:53,24,1,6.152683801239452,6.152683801239452,6.152683801239452,1,0,1.7799999999999998,1.7799999999999998,121.80200000000174,121.80200000000174,108,108,12,12
hour_lat,6,2024_07_y24m07day14_hm06:48,5,1,6.150122842892461,6.150122842892461,6.150122842892461,1,0,-1.1680000000000028,-1.1680000000000028,123.50300000000142,123.50300000000142,41,41,39,39
hour_lat,2,2024_07_y24m07day14_hm02:53,13,1,6.142617580905978,6.142617580905978,6.142617580905978,1,0,1.1199999999999992,1.1199999999999992,122.0540000000017,122.0540000000017,93,93,16,16
hour_lat,6,2024_07_y24m07day14_hm06:48,2,1,6.125993460904424,6.125993460904424,6.125993460904424,1,0,-1.9160000000000035,-1.9160000000000035,122.11700000000168,122.11700000000168,24,24,17,17
hour_lat,4,2024_07_y24m07day14_hm04:48,2,1,6.113096072030735,6.113096072030735,-6.113096072030735,0,1,-1.388000000000003,-1.388000000000003,121.42400000000181,121.42400000000181,36,36,6,6
hour_lat,0,2024_07_y24m07day14_hm00:53,3,1,6.105360289803366,6.105360289803366,6.105360289803366,1,0,-1.8280000000000034,-1.8280000000000034,126.33800000000089,126.33800000000089,26,26,84,84
hour_lat,6,2024_07_y24m07day14_hm06:48,4,1,6.09000249317833,6.09000249317833,6.09000249317833,1,0,-1.2120000000000029,-1.2120000000000029,121.55000000000179,121.55000000000179,40,40,8,8
hour_lat,6,2024_07_y24m07day14_hm06:48,9,1,6.078444993197809,6.078444993197809,6.078444993197809,1,0,-0.9480000000000026,-0.9480000000000026,123.25100000000147,123.25100000000147,46,46,35,35
hour_lat,4,2024_07_y24m07day14_hm04:48,14,1,6.048917921489933,6.048917921489933,6.048917921489933,1,0,1.6919999999999997,1.6919999999999997,121.23500000000185,121.23500000000185,106,106,3,3
hour_lat,2,2024_07_y24m07day14_hm02:53,17,1,6.042990176501454,6.042990176501454,6.042990176501454,1,0,1.5159999999999996,1.5159999999999996,121.17200000000186,121.17200000000186,102,102,2,2
hour_lat,5,2024_07_y24m07day14_hm05:48,6,1,6.0014357677742955,6.0014357677742955,6.0014357677742955,1,0,0.855999999999999,0.855999999999999,122.43200000000162,122.43200000000162,87,87,22,22
hour_lat,1,2024_07_y24m07day14_hm01:53,1,1,5.9944795662793595,5.9944795662793595,5.9944795662793595,1,0,-2.356000000000004,-2.356000000000004,121.42400000000181,121.42400000000181,14,14,6,6
hour_lat,5,2024_07_y24m07day14_hm05:48,8,1,5.990348738060453,5.990348738060453,5.990348738060453,1,0,1.0319999999999991,1.0319999999999991,121.92800000000172,121.92800000000172,91,91,14,14
hour_lat,4,2024_07_y24m07day14_hm04:48,4,1,5.988796310213161,5.988796310213161,5.988796310213161,1,0,-1.1680000000000028,-1.1680000000000028,121.4870000000018,121.4870000000018,41,41,7,7
hour_lat,5,2024_07_y24m07day14_hm05:48,1,1,5.987426823184794,5.987426823184794,5.987426823184794,1,0,-1.8720000000000034,-1.8720000000000034,125.64500000000102,125.64500000000102,25,25,73,73
hour_lat,2,2024_07_y24m07day14_hm02:53,12,1,5.985370314995341,5.985370314995341,-5.985370314995341,0,1,1.1199999999999992,1.1199999999999992,121.17200000000186,121.17200000000186,93,93,2,2
hour_lat,2,2024_07_y24m07day14_hm02:53,8,1,5.976087572222724,5.976087572222724,5.976087572222724,1,0,-0.8160000000000025,-0.8160000000000025,124.00700000000133,124.00700000000133,49,49,47,47
hour_lat,2,2024_07_y24m07day14_hm02:53,15,1,5.969771732390718,5.969771732390718,5.969771732390718,1,0,1.3399999999999994,1.3399999999999994,121.17200000000186,121.17200000000186,98,98,2,2
hour_lat,1,2024_07_y24m07day14_hm01:53,12,1,5.950335810567111,5.950335810567111,5.950335810567111,1,0,-1.388000000000003,-1.388000000000003,122.68400000000157,122.68400000000157,36,36,26,26
hour_lat,1,2024_07_y24m07day14_hm01:53,16,1,5.937387378269059,5.937387378269059,5.937387378269059,1,0,0.0199999999999982,0.0199999999999982,125.89700000000097,125.89700000000097,68,68,77,77
hour_lat,4,2024_07_y24m07day14_hm04:48,13,1,5.929517279583925,5.929517279583925,5.929517279583925,1,0,1.5599999999999996,1.5599999999999996,122.30600000000165,122.30600000000165,103,103,20,20
hour_lat,2,2024_07_y24m07day14_hm02:53,19,1,5.921686028555749,5.921686028555749,5.921686028555749,1,0,1.8239999999999998,1.8239999999999998,122.87300000000154,122.87300000000154,109,109,29,29
hour_lat,2,2024_07_y24m07day14_hm02:53,3,1,5.894358927898409,5.894358927898409,-5.894358927898409,0,1,-1.5200000000000031,-1.5200000000000031,121.67600000000176,121.67600000000176,33,33,10,10
hour_lat,3,2024_07_y24m07day14_hm03:53,9,1,5.8937583487159175,5.8937583487159175,5.8937583487159175,1,0,-1.1240000000000028,-1.1240000000000028,121.73900000000175,121.73900000000175,42,42,11,11
hour_lat,2,2024_07_y24m07day14_hm02:53,9,1,5.857474646135469,5.857474646135469,5.857474646135469,1,0,0.5479999999999987,0.5479999999999987,124.07000000000131,124.07000000000131,80,80,48,48
hour_lat,3,2024_07_y24m07day14_hm03:53,17,1,5.848271834184574,5.848271834184574,5.848271834184574,1,0,0.855999999999999,0.855999999999999,121.17200000000186,121.17200000000186,87,87,2,2
hour_lat,6,2024_07_y24m07day14_hm06:48,1,1,5.844544515079515,5.844544515079515,5.844544515079515,1,0,-2.356000000000004,-2.356000000000004,121.23500000000185,121.23500000000185,14,14,3,3
hour_lat,1,2024_07_y24m07day14_hm01:53,15,1,5.84368245615926,5.84368245615926,5.84368245615926,1,0,0.0199999999999982,0.0199999999999982,123.18800000000148,123.18800000000148,68,68,34,34
hour_lat,1,2024_07_y24m07day14_hm01:53,13,1,5.8275965499826095,5.8275965499826095,5.8275965499826095,1,0,-0.24400000000000205,-0.24400000000000205,121.42400000000181,121.42400000000181,62,62,6,6
hour_lat,2,2024_07_y24m07day14_hm02:53,20,1,5.8222784255183555,5.8222784255183555,5.8222784255183555,1,0,1.912,1.912,122.0540000000017,122.0540000000017,111,111,16,16
hour_lat,1,2024_07_y24m07day14_hm01:53,9,1,5.816920178452691,5.816920178452691,5.816920178452691,1,0,-1.5640000000000032,-1.5640000000000032,122.11700000000168,122.11700000000168,32,32,17,17
hour_lat,2,2024_07_y24m07day14_hm02:53,10,1,5.798152665901703,5.798152665901703,5.798152665901703,1,0,1.0319999999999991,1.0319999999999991,122.0540000000017,122.0540000000017,91,91,16,16
hour_lat,1,2024_07_y24m07day14_hm01:53,11,1,5.7918545887411765,5.7918545887411765,5.7918545887411765,1,0,-1.476000000000003,-1.476000000000003,122.62100000000159,122.62100000000159,34,34,25,25
hour_lat,1,2024_07_y24m07day14_hm01:53,2,1,5.759232682247063,5.759232682247063,5.759232682247063,1,0,-2.1800000000000037,-2.1800000000000037,126.02300000000095,126.02300000000095,18,18,79,79
hour_lat,4,2024_07_y24m07day14_hm04:48,12,1,5.755338566865842,5.755338566865842,5.755338566865842,1,0,1.2519999999999993,1.2519999999999993,125.70800000000101,125.70800000000101,96,96,74,74
hour_lat,1,2024_07_y24m07day14_hm01:53,6,1,5.721985446335177,5.721985446335177,5.721985446335177,1,0,-1.7400000000000033,-1.7400000000000033,121.92800000000172,121.92800000000172,28,28,14,14
hour_lat,0,2024_07_y24m07day14_hm00:53,7,1,5.70695118029296,5.70695118029296,5.70695118029296,1,0,-1.432000000000003,-1.432000000000003,122.99900000000152,122.99900000000152,35,35,31,31
hour_lat,4,2024_07_y24m07day14_hm04:48,1,1,5.699763664460472,5.699763664460472,5.699763664460472,1,0,-1.5200000000000031,-1.5200000000000031,121.04600000000188,121.04600000000188,33,33,0,0
hour_lat,3,2024_07_y24m07day14_hm03:53,22,1,5.684398122779874,5.684398122779874,5.684398122779874,1,0,1.3839999999999995,1.3839999999999995,121.86500000000173,121.86500000000173,99,99,13,13
hour_lat,1,2024_07_y24m07day14_hm01:53,5,1,5.682074284586397,5.682074284586397,5.682074284586397,1,0,-1.9160000000000035,-1.9160000000000035,121.36100000000182,121.36100000000182,24,24,5,5
hour_lat,3,2024_07_y24m07day14_hm03:53,23,1,5.64783556000469,5.64783556000469,-5.64783556000469,0,1,1.4719999999999995,1.4719999999999995,121.4870000000018,121.4870000000018,101,101,7,7
hour_lat,3,2024_07_y24m07day14_hm03:53,14,1,5.603107518676041,5.603107518676041,5.603107518676041,1,0,0.5479999999999987,0.5479999999999987,123.50300000000142,123.50300000000142,80,80,39,39
hour_lat,1,2024_07_y24m07day14_hm01:53,7,1,5.578910291327606,5.578910291327606,5.578910291327606,1,0,-1.6960000000000033,-1.6960000000000033,123.44000000000143,123.44000000000143,29,29,38,38
hour_lat,1,2024_07_y24m07day14_hm01:53,8,1,5.566809174083514,5.566809174083514,5.566809174083514,1,0,-1.6080000000000032,-1.6080000000000032,123.18800000000148,123.18800000000148,31,31,34,34
hour_lat,5,2024_07_y24m07day14_hm05:48,3,1,5.546872354911792,5.546872354911792,5.546872354911792,1,0,-1.256000000000003,-1.256000000000003,121.4870000000018,121.4870000000018,39,39,7,7
hour_lat,2,2024_07_y24m07day14_hm02:53,5,1,5.535104869963735,5.535104869963735,5.535104869963735,1,0,-0.9480000000000026,-0.9480000000000026,123.0620000000015,123.0620000000015,46,46,32,32
hour_lat,3,2024_07_y24m07day14_hm03:53,11,1,5.5322603042712455,5.5322603042712455,5.5322603042712455,1,0,0.2839999999999984,0.2839999999999984,124.76300000000118,124.76300000000118,74,74,59,59
hour_lat,4,2024_07_y24m07day14_hm04:48,9,1,5.526445620371738,5.526445620371738,5.526445620371738,1,0,0.5479999999999987,0.5479999999999987,123.25100000000147,123.25100000000147,80,80,35,35
hour_lat,1,2024_07_y24m07day14_hm01:53,18,1,5.525917483843843,5.525917483843843,5.525917483843843,1,0,0.9439999999999991,0.9439999999999991,121.86500000000173,121.86500000000173,89,89,13,13
hour_lat,4,2024_07_y24m07day14_hm04:48,11,1,5.497514969185254,5.497514969185254,-5.497514969185254,0,1,0.6799999999999988,0.6799999999999988,121.92800000000172,121.92800000000172,83,83,14,14
hour_lat,4,2024_07_y24m07day14_hm04:48,5,1,5.493321920706575,5.493321920706575,5.493321920706575,1,0,-0.37600000000000217,-0.37600000000000217,122.11700000000168,122.11700000000168,59,59,17,17
hour_lat,3,2024_07_y24m07day14_hm03:53,2,1,5.4876772637129,5.4876772637129,-5.4876772637129,0,1,-1.8720000000000034,-1.8720000000000034,125.83400000000098,125.83400000000098,25,25,76,76
hour_lat,4,2024_07_y24m07day14_hm04:48,15,1,5.483178193618248,5.483178193618248,5.483178193618248,1,0,1.6919999999999997,1.6919999999999997,122.5580000000016,122.5580000000016,106,106,24,24
hour_lat,2,2024_07_y24m07day14_hm02:53,11,1,5.4776172297340775,5.4776172297340775,-5.4776172297340775,0,1,1.0759999999999992,1.0759999999999992,121.36100000000182,121.36100000000182,92,92,5,5
hour_lat,0,2024_07_y24m07day14_hm00:53,4,1,5.473990827007504,5.473990827007504,5.473990827007504,1,0,-1.6520000000000032,-1.6520000000000032,122.24300000000166,122.24300000000166,30,30,19,19
hour_lat,3,2024_07_y24m07day14_hm03:53,13,1,5.463459139378975,5.463459139378975,5.463459139378975,1,0,0.4599999999999986,0.4599999999999986,124.32200000000127,124.32200000000127,78,78,52,52
hour_lat,1,2024_07_y24m07day14_hm01:53,19,1,5.459805953717107,5.459805953717107,5.459805953717107,1,0,0.9879999999999991,0.9879999999999991,121.61300000000178,121.61300000000178,90,90,9,9
hour_lat,2,2024_07_y24m07day14_hm02:53,7,1,5.458315775515132,5.458315775515132,5.458315775515132,1,0,-0.8600000000000025,-0.8600000000000025,121.67600000000176,121.67600000000176,48,48,10,10
hour_lat,5,2024_07_y24m07day14_hm05:48,4,1,5.458290610096714,5.458290610096714,5.458290610096714,1,0,-0.5080000000000022,-0.5080000000000022,121.92800000000172,121.92800000000172,56,56,14,14
hour_lat,3,2024_07_y24m07day14_hm03:53,6,1,5.45417606934246,5.45417606934246,5.45417606934246,1,0,-1.432000000000003,-1.432000000000003,121.73900000000175,121.73900000000175,35,35,11,11
hour_lat,0,2024_07_y24m07day14_hm00:53,6,1,5.419839130873576,5.419839130873576,5.419839130873576,1,0,-1.5640000000000032,-1.5640000000000032,122.99900000000152,122.99900000000152,32,32,31,31
hour_lat,6,2024_07_y24m07day14_hm06:48,11,1,5.41824627148459,5.41824627148459,5.41824627148459,1,0,-0.8600000000000025,-0.8600000000000025,123.37700000000144,123.37700000000144,48,48,37,37
hour_lat,4,2024_07_y24m07day14_hm04:48,10,1,5.413197192922749,5.413197192922749,-5.413197192922749,0,1,0.5479999999999987,0.5479999999999987,123.44000000000143,123.44000000000143,80,80,38,38
hour_lat,0,2024_07_y24m07day14_hm00:53,11,1,5.412903406460468,5.412903406460468,5.412903406460468,1,0,-0.2880000000000021,-0.2880000000000021,129.48800000000028,129.48800000000028,61,61,134,134
hour_lat,4,2024_07_y24m07day14_hm04:48,8,1,5.411804220094039,5.411804220094039,5.411804220094039,1,0,0.4599999999999986,0.4599999999999986,121.42400000000181,121.42400000000181,78,78,6,6
hour_lat,6,2024_07_y24m07day14_hm06:48,13,1,5.410354925004266,5.410354925004266,5.410354925004266,1,0,-0.15600000000000197,-0.15600000000000197,121.10900000000187,121.10900000000187,64,64,1,1
hour_lat,5,2024_07_y24m07day14_hm05:48,7,1,5.399024158734849,5.399024158734849,5.399024158734849,1,0,0.9439999999999991,0.9439999999999991,122.0540000000017,122.0540000000017,89,89,16,16
hour_lat,2,2024_07_y24m07day14_hm02:53,2,1,5.394070977708006,5.394070977708006,5.394070977708006,1,0,-2.752000000000004,-2.752000000000004,121.10900000000187,121.10900000000187,5,5,1,1
hour_lat,4,2024_07_y24m07day14_hm04:48,7,1,5.393797924994089,5.393797924994089,5.393797924994089,1,0,-0.15600000000000197,-0.15600000000000197,122.0540000000017,122.0540000000017,64,64,16,16
hour_lat,6,2024_07_y24m07day14_hm06:48,3,1,5.38989612000822,5.38989612000822,5.38989612000822,1,0,-1.432000000000003,-1.432000000000003,123.0620000000015,123.0620000000015,35,35,32,32
hour_lat,3,2024_07_y24m07day14_hm03:53,19,1,5.3757242446461255,5.3757242446461255,5.3757242446461255,1,0,1.2079999999999993,1.2079999999999993,121.73900000000175,121.73900000000175,95,95,11,11
hour_lat,0,2024_07_y24m07day14_hm00:53,13,1,5.362850033786461,5.362850033786461,5.362850033786461,1,0,1.4719999999999995,1.4719999999999995,122.43200000000162,122.43200000000162,101,101,22,22
hour_lat,2,2024_07_y24m07day14_hm02:53,16,1,5.350062236538063,5.350062236538063,5.350062236538063,1,0,1.3839999999999995,1.3839999999999995,125.70800000000101,125.70800000000101,99,99,74,74
hour_lat,3,2024_07_y24m07day14_hm03:53,15,1,5.344822286890579,5.344822286890579,5.344822286890579,1,0,0.6359999999999988,0.6359999999999988,121.17200000000186,121.17200000000186,82,82,2,2
hour_lat,6,2024_07_y24m07day14_hm06:48,15,1,5.323768292288704,5.323768292288704,5.323768292288704,1,0,0.7679999999999989,0.7679999999999989,121.10900000000187,121.10900000000187,85,85,1,1
hour_lat,6,2024_07_y24m07day14_hm06:48,7,1,5.322855457617735,5.322855457617735,5.322855457617735,1,0,-1.0360000000000027,-1.0360000000000027,121.9910000000017,121.9910000000017,44,44,15,15
hour_lat,0,2024_07_y24m07day14_hm00:53,5,1,5.315381421074241,5.315381421074241,5.315381421074241,1,0,-1.6520000000000032,-1.6520000000000032,123.12500000000149,123.12500000000149,30,30,33,33
hour_lat,3,2024_07_y24m07day14_hm03:53,1,1,5.3137933965615805,5.3137933965615805,5.3137933965615805,1,0,-1.9600000000000035,-1.9600000000000035,125.89700000000097,125.89700000000097,23,23,77,77
hour_lat,2,2024_07_y24m07day14_hm02:53,18,1,5.301108846242847,5.301108846242847,5.301108846242847,1,0,1.7799999999999998,1.7799999999999998,122.0540000000017,122.0540000000017,108,108,16,16
hour_lat,2,2024_07_y24m07day14_hm02:53,6,1,5.297972922779319,5.297972922779319,5.297972922779319,1,0,-0.9480000000000026,-0.9480000000000026,124.07000000000131,124.07000000000131,46,46,48,48
hour_lat,1,2024_07_y24m07day14_hm01:53,10,1,5.291943804081187,5.291943804081187,5.291943804081187,1,0,-1.5200000000000031,-1.5200000000000031,122.43200000000162,122.43200000000162,33,33,22,22
hour_lat,6,2024_07_y24m07day14_hm06:48,8,1,5.286912573151344,5.286912573151344,5.286912573151344,1,0,-0.9920000000000027,-0.9920000000000027,121.67600000000176,121.67600000000176,45,45,10,10
hour_lat,0,2024_07_y24m07day14_hm00:53,10,1,5.2866603147913676,5.2866603147913676,5.2866603147913676,1,0,-0.7280000000000024,-0.7280000000000024,129.11000000000035,129.11000000000035,51,51,128,128
hour_lat,3,2024_07_y24m07day14_hm03:53,12,1,5.278059303899004,5.278059303899004,5.278059303899004,1,0,0.41599999999999854,0.41599999999999854,123.50300000000142,123.50300000000142,77,77,39,39
